62.49,62.526,0.035709,0.00057144
62.49,61.896,0.59381,0.0095025
62.49,62.54,0.050366,0.00080599
62.55,61.783,0.7673,0.012267
62.55,62.724,0.17381,0.0027787
62.55,61.506,1.0437,0.016686
62.58,62.054,0.52647,0.0084128
62.58,62.18,0.40001,0.006392
62.61,62.077,0.53337,0.0085189
62.64,61.841,0.79871,0.012751
62.46,62.129,0.33128,0.0053038
62.46,62.036,0.42411,0.0067901
62.46,62.082,0.37783,0.0060492
62.46,62.067,0.39315,0.0062945
62.46,62.127,0.33327,0.0053358
62.52,63.499,0.97899,0.015659
62.55,63.434,0.88413,0.014135
62.52,63.506,0.98621,0.015774
62.55,63.013,0.46255,0.0073949
62.52,63.066,0.54559,0.0087266
62.4,62.869,0.46912,0.0075179
62.43,62.202,0.22806,0.003653
62.43,62.192,0.23782,0.0038094
62.43,62.867,0.43686,0.0069976
62.43,62.367,0.063359,0.0010149
62.46,62.556,0.096192,0.0015401
62.49,61.753,0.737,0.011794
62.52,61.675,0.84525,0.01352
62.52,61.752,0.76793,0.012283
62.43,61.606,0.82448,0.013207
62.34,61.932,0.40816,0.0065473
62.34,61.893,0.44691,0.0071689
65.25,61.036,4.2138,0.064579
63.03,61.257,1.7726,0.028122
62.7,61.024,1.6762,0.026733
62.52,61.117,1.403,0.022441
62.46,61.236,1.2239,0.019594
62.4,61.459,0.94131,0.015085
62.4,61.214,1.1859,0.019005
62.34,61.242,1.0985,0.01762
62.25,61.339,0.91107,0.014636
62.25,61.116,1.1338,0.018213
62.28,61.231,1.0487,0.016838
62.28,61.266,1.0143,0.016286
62.28,60.956,1.3239,0.021257
62.34,61.559,0.78137,0.012534
62.34,62.83,0.49039,0.0078664
62.37,61.965,0.40484,0.006491
62.37,61.57,0.80041,0.012833
62.25,61.82,0.43027,0.0069119
62.22,61.889,0.33142,0.0053266
62.25,61.469,0.78148,0.012554
62.28,61.373,0.90687,0.014561
62.28,61.554,0.72643,0.011664
62.31,62.277,0.033458,0.00053697
62.31,61.964,0.34599,0.0055528
62.34,62.429,0.088644,0.0014219
66.69,62.063,4.6269,0.069379
68.91,62.593,6.3171,0.091672
68.22,63.416,4.8045,0.070427
67.95,64.403,3.5468,0.052197
67.83,65.824,2.006,0.029574
67.83,65.666,2.1641,0.031905
67.86,66.282,1.5777,0.02325
67.86,66.168,1.6918,0.024931
67.92,66.719,1.2012,0.017685
68.01,66.501,1.5093,0.022192
68.04,66.9,1.1401,0.016756
68.04,66.974,1.0661,0.015669
68.01,67.033,0.97742,0.014372
68.07,66.984,1.0864,0.01596
68.1,67.401,0.69906,0.010265
68.13,67.227,0.90316,0.013256
68.16,67.484,0.67561,0.009912
68.16,66.946,1.2139,0.01781
68.22,66.852,1.3685,0.02006
68.28,67.52,0.76036,0.011136
68.31,67.649,0.6612,0.0096795
68.19,67.181,1.0094,0.014803
68.1,66.857,1.2434,0.018258
68.1,67.226,0.87356,0.012828
68.19,67.473,0.71697,0.010514
68.16,67.269,0.89084,0.01307
68.19,67.925,0.26458,0.0038801
68.22,67.663,0.55708,0.0081659
68.25,67.445,0.80483,0.011792
68.25,67.439,0.81094,0.011882
68.31,67.419,0.8914,0.013049
68.16,67.514,0.64628,0.0094818
68.16,67.166,0.99389,0.014582
68.16,68.607,0.44669,0.0065535
68.16,67.402,0.75778,0.011118
68.19,68.326,0.13631,0.0019989
68.25,67.558,0.69193,0.010138
68.25,66.964,1.2862,0.018845
68.25,68.439,0.18886,0.0027672
68.34,67.845,0.49506,0.0072441
68.31,66.966,1.3442,0.019678
68.16,68.535,0.37489,0.0055002
68.19,67.579,0.61142,0.0089664
68.16,68.237,0.076985,0.0011295
68.19,68.056,0.13428,0.0019692
68.19,68.395,0.20534,0.0030112
68.22,68.143,0.0775,0.001136
68.28,68.312,0.032262,0.0004725
68.31,68.296,0.01407,0.00020598
68.31,68.116,0.19382,0.0028373
68.31,68.467,0.15744,0.0023048
69.45,67.779,1.6715,0.024068
69.24,67.448,1.7919,0.025879
69.12,68.344,0.77569,0.011222
68.73,67.441,1.2889,0.018754
68.49,68.145,0.34516,0.0050395
68.37,68.42,0.049747,0.00072762
68.34,68.23,0.11016,0.0016119
68.34,68.397,0.057173,0.0008366
68.31,67.717,0.59271,0.0086767
68.19,68.209,0.019074,0.00027972
68.19,68.135,0.055475,0.00081353
68.19,67.437,0.75307,0.011044
68.19,68.291,0.1015,0.0014885
68.22,68.46,0.2404,0.0035239
68.22,66.828,1.3916,0.020398
68.28,68.201,0.07895,0.0011563
68.31,67.548,0.76246,0.011162
68.28,68.591,0.31118,0.0045574
68.25,67.916,0.33446,0.0049006
68.13,67.578,0.5519,0.0081007
68.16,67.518,0.64234,0.009424
68.22,67.533,0.68701,0.010071
68.19,68.377,0.18729,0.0027466
68.22,68.754,0.53374,0.0078239
68.25,67.878,0.37181,0.0054478
68.28,67.062,1.2179,0.017836
68.28,67.866,0.4138,0.0060604
68.31,66.927,1.3827,0.020242
68.19,67.695,0.49496,0.0072586
68.16,68.248,0.088048,0.0012918
68.13,67.323,0.80672,0.011841
68.16,67.789,0.37093,0.005442
68.16,68.382,0.22171,0.0032527
68.25,66.478,1.7718,0.025961
68.25,66.528,1.722,0.025231
68.25,67.231,1.0186,0.014924
68.28,69.888,1.6084,0.023556
68.31,67.571,0.73869,0.010814
68.16,68.426,0.2665,0.0039099
68.16,68.465,0.30531,0.0044793
