Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1, HT0, HT1, HT2, c1c2missC0,c1c2missC1,c1c2missC2,c1c2missC3,HT0Scaled,HT1Scaled,HT2Scaled,cmiss_core0_scaled,cmiss_core1_scaled,cmiss_core2_scaled,cmiss_core3_scaled,Watts,Amps,Volts,InputDCPwr,AllPwrExtBd,ProcPwr,disk_read_count,disk_write_count,disk_read_kbytes,disk_write_kbytes,disk_read_bytes,disk_write_bytes
1030,42,46,34,42,3645.6,3645.6,9656,9656,8.18E+05,1.96E+07,1.12E+07,187783,1.58E+05,195003,1.67E+05,0.8175435,19.57175,11.20724,1.88E+00,1.58E+00,1.95E+00,1.67E+00,1399,1174,1642.426,1149.6982,919.75856,45.987928,0,1.2,0,0.8,0,819.2
1035,42,45,34,42,3724,3645.6,9656,9656,8.18E+05,18691260,1.12E+07,187783,1.58E+05,195003,452562,0.8175435,18.69126,11.20724,1.88E+00,1.58E+00,1.95E+00,4.53E+00,1517,1176,1783.992,1248.7944,999.03552,49.951776,0,0,0,0,0,0
1040,42,46,34,42,3645.6,3645.6,9656,9656,1510890,18691260,19354689,526994,1.58E+05,195003,452562,1.51089,18.69126,19.354689,5.27E+00,1.58E+00,1.95E+00,4.53E+00,1383,1181,1633.323,1143.3261,914.66088,45.733044,0,0,0,0,0,0
1045,42,46,34,42,3645.6,3567.2,9656,9656,756278,9403048,9.96E+06,249453,1.58E+05,195003,1.27E+05,0.756278,9.403048,9.955738,2.49E+00,1.58E+00,1.95E+00,1.27E+00,1428,1182,1687.896,1181.5272,945.22176,47.261088,0,0,0,0,0,0
1050,42,45,34,42,3645.6,3645.6,9656,9656,756278,1.94E+07,9.96E+06,249453,1.58E+05,2.90E+05,2.57E+05,0.756278,19.41276,9.955738,2.49E+00,1.58E+00,2.90E+00,2.57E+00,1526,1181,1802.206,1261.5442,1009.23536,50.461768,0,0,0,0,0,0
1055,42,46,34,42,3645.6,3645.6,9656,9656,7.56E+05,9.58E+06,10073979,252630,1.58E+05,249658,2.57E+05,0.7564695,9.582626,10.073979,2.53E+00,1.58E+00,2.50E+00,2.57E+00,1407,1175,1653.225,1157.2575,925.806,46.2903,0,15.8,0,96.6,0,98918.4
1060,42,46,34,42,3567.2,3567.2,9656,9656,763248,9008228,1.02E+07,252630,158076,249658,2.59E+05,0.763248,9.008228,10.15066,2.53E+00,1.58E+00,2.50E+00,2.59E+00,1402,1176,1648.752,1154.1264,923.30112,46.165056,0,1.2,0,0.8,0,819.2
1065,42,45,34,42,3645.6,3567.2,9372,9656,7.58E+05,9607172,9.76E+06,245017,158076,249658,1.52E+05,0.7583465,9.607172,9.75852,2.45E+00,1.58E+00,2.50E+00,1.52E+00,1397,1175,1641.475,1149.0325,919.226,45.9613,0,0,0,0,0,0
1070,42,46,34,42,3645.6,3645.6,9656,9656,519603,1.34E+07,6.97E+06,1.82E+05,158076,1.70E+05,7.09E+04,0.519603,13.36623,6.973415,1.82E+00,1.58E+00,1.70E+00,7.09E-01,1523,1171,1783.433,1248.4031,998.72248,49.936124,0,0,0,0,0,0
1075,42,46,34,42,3567.2,3645.6,9372,9656,733476,8845972,8859995,1.82E+05,2.12E+05,1.70E+05,1.14E+05,0.733476,8.845972,8.859995,1.82E+00,2.12E+00,1.70E+00,1.14E+00,1414,1175,1661.45,1163.015,930.412,46.5206,0,0,0,0,0,0
1080,43,45,34,42,3645.6,3567.2,9656,9656,1642916,8845972,21767267,440226,2.12E+05,1.70E+05,1.14E+05,1.642916,8.845972,21.767267,4.40E+00,2.12E+00,1.70E+00,1.14E+00,1438,1169,1681.022,1176.7154,941.37232,47.068616,0,0,0,0,0,0
1085,42,45,34,42,3645.6,3645.6,9656,9372,1642916,19538102,21767267,440226,2.12E+05,1.70E+05,154825,1.642916,19.538102,21.767267,4.40E+00,2.12E+00,1.70E+00,1.55E+00,1409,1168,1645.712,1151.9984,921.59872,46.079936,0,12.8,0,86.6,0,88678.4
1090,42,45,34,42,3567.2,3645.6,9656,9656,754181,9.66E+06,9.89E+06,440226,231189,1.70E+05,72411,0.754181,9.657126,9.890076,4.40E+00,2.31E+00,1.70E+00,7.24E-01,1404,1167,1638.468,1146.9276,917.54208,45.877104,0,1.2,0,0.8,0,819.2
1095,42,46,34,42,3645.6,3645.6,9656,9656,756485,9704106,9656091,440226,2.57E+05,1.70E+05,5.33E+04,0.756485,9.704106,9.656091,4.40E+00,2.57E+00,1.70E+00,5.33E-01,1389,1174,1630.686,1141.4802,913.18416,45.659208,0,0,0,0,0,0
1100,42,45,34,42,3645.6,3645.6,9656,9656,748318,9.64E+06,1.10E+07,2.08E+05,2.57E+05,1.70E+05,180118,0.748318,9.638134,11.04035,2.08E+00,2.57E+00,1.70E+00,1.80E+00,1474,1173,1729.002,1210.3014,968.24112,48.412056,0,0,0,0,0,0
1105,42,46,34,42,3645.6,3645.6,9372,9656,768595,9662476,9762300,2.66E+05,2.57E+05,1.70E+05,1.23E+05,0.768595,9.662476,9.7623,2.66E+00,2.57E+00,1.70E+00,1.23E+00,1424,1173,1670.352,1169.2464,935.39712,46.769856,0,0,0,0,0,0
1110,42,46,34,42,3645.6,3645.6,9656,9656,768595,2.09E+07,9762300,2.66E+05,2.57E+05,252202,166722,0.768595,20.904,9.7623,2.66E+00,2.57E+00,2.52E+00,1.67E+00,1394,1169,1629.586,1140.7102,912.56816,45.628408,0,0,0,0,0,0
1115,42,46,34,42,3645.6,3645.6,9656,9656,7.50E+05,9495742,1.05E+07,2.30E+05,2.57E+05,252202,1.84E+05,0.7504825,9.495742,10.46971,2.30E+00,2.57E+00,2.52E+00,1.84E+00,1423,1171,1666.333,1166.4331,933.14648,46.657324,0,11,0,111.5,0,114176
1120,42,46,34,42,3645.6,3567.2,9656,9656,7.50E+05,1.88E+07,1.05E+07,2.30E+05,2.57E+05,2.44E+05,195982,0.7504825,18.79719,10.46971,2.30E+00,2.57E+00,2.44E+00,1.96E+00,1417,1176,1666.392,1166.4744,933.17952,46.658976,0,1.2,0,0.8,0,819.2
1125,42,46,34,42,3645.6,3645.6,9656,9656,7.50E+05,19293564,1.05E+07,2.30E+05,2.57E+05,2.44E+05,304289,0.7504825,19.293564,10.46971,2.30E+00,2.57E+00,2.44E+00,3.04E+00,1397,1183,1652.651,1156.8557,925.48456,46.274228,0,0,0,0,0,0
1130,42,46,34,42,3645.6,3645.6,9372,9372,7.50E+05,2.14E+07,1.05E+07,2.30E+05,2.57E+05,2.45E+05,6.69E+04,0.7504825,21.44456,10.46971,2.30E+00,2.57E+00,2.45E+00,6.69E-01,1458,1181,1721.898,1205.3286,964.26288,48.213144,0,0,0,0,0,0
1135,42,45,34,42,3645.6,3567.2,9656,9656,7.50E+05,16421939,1.05E+07,2.30E+05,2.57E+05,237987,2.23E+05,0.7504825,16.421939,10.46971,2.30E+00,2.57E+00,2.38E+00,2.23E+00,1418,1180,1673.24,1171.268,937.0144,46.85072,0,0,0,0,0,0
1140,42,46,34,42,3567.2,3567.2,9656,9656,7.50E+05,2.05E+07,1.05E+07,2.30E+05,2.57E+05,2.29E+05,1.38E+05,0.7504825,20.50009,10.46971,2.30E+00,2.57E+00,2.29E+00,1.38E+00,1489,1181,1758.509,1230.9563,984.76504,49.238252,0,0,0,0,0,0
1145,42,46,34,42,3645.6,3645.6,9656,9656,7.50E+05,19456571,1.05E+07,2.30E+05,2.57E+05,233501,1.17E+05,0.7504825,19.456571,10.46971,2.30E+00,2.57E+00,2.34E+00,1.17E+00,1414,1179,1667.106,1166.9742,933.57936,46.678968,0,14.4,0,95.4,0,97689.6
1150,42,46,34,42,3645.6,3645.6,9372,9656,758449,9.63E+06,10017846,2.44E+05,2.57E+05,233501,153891,0.758449,9.633046,10.017846,2.44E+00,2.57E+00,2.34E+00,1.54E+00,1534,1173,1799.382,1259.5674,1007.65392,50.382696,0,1.2,0,0.8,0,819.2
1155,42,45,34,42,3645.6,3645.6,9656,9656,743565,9.52E+06,1.03E+07,2.44E+05,167235,233501,2.00E+05,0.743565,9.521292,10.28917,2.44E+00,1.67E+00,2.34E+00,2.00E+00,1477,1172,1731.044,1211.7308,969.38464,48.469232,0,0,0,0,0,0
1160,42,46,34,42,3645.6,3645.6,9372,9372,743565,19027230,1.03E+07,2.44E+05,167235,233501,220116,0.743565,19.02723,10.28917,2.44E+00,1.67E+00,2.34E+00,2.20E+00,1507,1169,1761.683,1233.1781,986.54248,49.327124,0,0,0,0,0,0
1165,42,45,34,42,3645.6,3645.6,9372,9656,7.55E+05,9183104,1.06E+07,2.44E+05,123058,233501,250120,0.7546105,9.183104,10.59062,2.44E+00,1.23E+00,2.34E+00,2.50E+00,1398,1164,1627.272,1139.0904,911.27232,45.563616,0,0,0,0,0,0
1170,43,45,34,42,3645.6,3645.6,9656,9656,915125,10327356,10529258,285475,123058,233501,1.43E+05,0.915125,10.327356,10.529258,2.85E+00,1.23E+00,2.34E+00,1.43E+00,1438,1164,1673.832,1171.6824,937.34592,46.867296,0,0,0,0,0,0
1175,42,45,34,42,3724,3645.6,9656,9656,915125,19453733,10529258,285475,123058,431119,1.43E+05,0.915125,19.453733,10.529258,2.85E+00,1.23E+00,4.31E+00,1.43E+00,1500,1166,1749,1224.3,979.44,48.972,0,22.4,0,208.7,0,213708.8
1180,42,45,34,42,3645.6,3645.6,9656,9656,753788,9.84E+06,9988047,285475,192133,431119,1.71E+05,0.753788,9.844886,9.988047,2.85E+00,1.92E+00,4.31E+00,1.71E+00,1428,1165,1663.62,1164.534,931.6272,46.58136,0,1.2,0,0.8,0,819.2
1185,42,46,34,42,3645.6,3645.6,9656,9372,753788,19217982,9988047,285475,192133,431119,267278,0.753788,19.217982,9.988047,2.85E+00,1.92E+00,4.31E+00,2.67E+00,1448,1165,1686.92,1180.844,944.6752,47.23376,0,0,0,0,0,0
1190,42,46,34,42,3724,3567.2,9656,9656,748114,9.28E+06,1.03E+07,2.29E+05,192133,431119,1.93E+05,0.748114,9.283156,10.34159,2.29E+00,1.92E+00,4.31E+00,1.93E+00,1544,1165,1798.76,1259.132,1007.3056,50.36528,0,0,0,0,0,0
1195,42,46,34,42,3645.6,3645.6,9656,9656,7.57E+05,9611529,9.57E+06,264759,192133,431119,134697,0.7566865,9.611529,9.566176,2.65E+00,1.92E+00,4.31E+00,1.35E+00,1390,1169,1624.91,1137.437,909.9496,45.49748,0,0,0,0,0,0
1200,42,46,34,42,3724,3645.6,9656,9656,8.37E+05,9.47E+06,10907680,2.26E+05,192133,431119,221750,0.8373645,9.471286,10.90768,2.26E+00,1.92E+00,4.31E+00,2.22E+00,1429,1164,1663.356,1164.3492,931.47936,46.573968,0,0,0,0,0,0
1205,42,45,34,42,3645.6,3645.6,9656,9656,1513036,9.47E+06,20382647,403181,192133,431119,221750,1.513036,9.471286,20.382647,4.03E+00,1.92E+00,4.31E+00,2.22E+00,1399,1169,1635.431,1144.8017,915.84136,45.792068,0,17.4,0,99.2,0,101580.8
1210,42,45,34,42,3645.6,3645.6,9656,9656,7.63E+05,9854559,9984468,2.31E+05,192133,431119,1.88E+05,0.7625205,9.854559,9.984468,2.31E+00,1.92E+00,4.31E+00,1.88E+00,1399,1179,1649.421,1154.5947,923.67576,46.183788,0,1.2,0,0.8,0,819.2
1215,42,46,34,42,3645.6,3645.6,9656,9656,761525,8.30E+06,9599161,2.31E+05,171909,431119,224500,0.761525,8.30053,9.599161,2.31E+00,1.72E+00,4.31E+00,2.25E+00,1431,1172,1677.132,1173.9924,939.19392,46.959696,0,0,0,0,0,0
1220,42,45,34,42,3645.6,3645.6,9656,9372,7.57E+05,9129686,1.06E+07,208130,171909,431119,208040,0.7565075,9.129686,10.56272,2.08E+00,1.72E+00,4.31E+00,2.08E+00,1463,1176,1720.488,1204.3416,963.47328,48.173664,0,0,0,0,0,0
1225,42,46,34,42,3567.2,3645.6,9656,9656,7.62E+05,9322654,9695114,2.76E+05,171909,431119,1.63E+05,0.7620645,9.322654,9.695114,2.76E+00,1.72E+00,4.31E+00,1.63E+00,1441,1175,1693.175,1185.2225,948.178,47.4089,0,0,0,0,0,0
1230,42,46,34,42,3645.6,3645.6,9656,9656,8.22E+05,9.33E+06,10815268,2.76E+05,1.18E+05,431119,2.29E+05,0.8215135,9.325716,10.815268,2.76E+00,1.18E+00,4.31E+00,2.29E+00,1454,1174,1706.996,1194.8972,955.91776,47.795888,0,0,0,0,0,0
1235,42,45,34,42,3645.6,3645.6,9656,9372,765614,8769402,10108524,2.10E+05,1.18E+05,431119,210985,0.765614,8.769402,10.108524,2.10E+00,1.18E+00,4.31E+00,2.11E+00,1583,1176,1861.608,1303.1256,1042.50048,52.125024,0,11.2,0,88.6,0,90726.4
1240,42,45,34,42,3645.6,3645.6,9656,9656,7.71E+05,9708089,9.56E+06,2.58E+05,1.18E+05,431119,1.96E+05,0.7714055,9.708089,9.556916,2.58E+00,1.18E+00,4.31E+00,1.96E+00,1404,1173,1646.892,1152.8244,922.25952,46.112976,0,1.2,0,0.8,0,819.2
1245,42,46,34,42,3645.6,3645.6,9656,9656,7.59E+05,9.60E+06,9.63E+06,2.58E+05,2.22E+05,431119,115635,0.7586035,9.601398,9.632272,2.58E+00,2.22E+00,4.31E+00,1.16E+00,1404,1173,1646.892,1152.8244,922.25952,46.112976,0,0,0,0,0,0
1250,42,45,34,42,3645.6,3645.6,9656,9656,1512415,9.60E+06,19204986,493872,2.22E+05,431119,115635,1.512415,9.601398,19.204986,4.94E+00,2.22E+00,4.31E+00,1.16E+00,1434,1174,1683.516,1178.4612,942.76896,47.138448,0,0,0,0,0,0
1255,42,45,34,42,3645.6,3645.6,9372,9656,7.71E+05,9561432,9514731,2.64E+05,2.22E+05,301857,115635,0.7706315,9.561432,9.514731,2.64E+00,2.22E+00,3.02E+00,1.16E+00,1394,1173,1635.162,1144.6134,915.69072,45.784536,0,0,0,0,0,0
1260,43,45,34,42,3645.6,3645.6,9656,9656,8.31E+05,1.03E+07,10324022,2.64E+05,267799,301857,97265,0.8309995,10.33403,10.324022,2.64E+00,2.68E+00,3.02E+00,9.73E-01,1406,1167,1640.802,1148.5614,918.84912,45.942456,0,0,0,0,0,0
1265,42,46,34,42,3645.6,3645.6,9656,9656,7.58E+05,9.39E+06,9261637,2.64E+05,234758,301857,1.18E+05,0.7583835,9.3942,9.261637,2.64E+00,2.35E+00,3.02E+00,1.18E+00,1454,1164,1692.456,1184.7192,947.77536,47.388768,0,12.2,0,90.5,0,92672
1270,42,45,34,42,3645.6,3645.6,9656,9656,7.59E+05,9327514,1.05E+07,2.35E+05,234758,301857,2.79E+05,0.7590635,9.327514,10.48095,2.35E+00,2.35E+00,3.02E+00,2.79E+00,1430,1167,1668.81,1168.167,934.5336,46.72668,0,1.2,0,0.8,0,819.2
1275,42,45,34,42,3724,3645.6,9656,9656,7.59E+05,9248582,9.41E+06,2.35E+05,2.58E+05,301857,105383,0.7592315,9.248582,9.410254,2.35E+00,2.58E+00,3.02E+00,1.05E+00,1483,1165,1727.695,1209.3865,967.5092,48.37546,0,0,0,0,0,0
1280,42,45,34,42,3645.6,3645.6,9656,9656,7.60E+05,9.54E+06,9730267,242641,2.58E+05,301857,1.07E+05,0.7599345,9.537416,9.730267,2.43E+00,2.58E+00,3.02E+00,1.07E+00,1466,1160,1700.56,1190.392,952.3136,47.61568,0,0,0,0,0,0
1285,43,45,34,42,3645.6,3645.6,9372,9656,7.57E+05,8801035,9.94E+06,198093,2.58E+05,301857,290716,0.7570035,8.801035,9.94174,1.98E+00,2.58E+00,3.02E+00,2.91E+00,1533,1167,1789.011,1252.3077,1001.84616,50.092308,0,0,0,0,0,0
1290,42,46,34,42,3724,3645.6,9656,9372,7.57E+05,20183432,9.94E+06,198093,2.58E+05,301857,187522,0.7570035,20.183432,9.94174,1.98E+00,2.58E+00,3.02E+00,1.88E+00,1401,1171,1640.571,1148.3997,918.71976,45.935988,0,0,0,0,0,0
1295,42,45,34,42,3645.6,3645.6,9372,9656,7.49E+05,9.55E+06,1.05E+07,2.28E+05,2.58E+05,301857,172779,0.7485275,9.549632,10.52213,2.28E+00,2.58E+00,3.02E+00,1.73E+00,1408,1173,1651.584,1156.1088,924.88704,46.244352,0,12.4,0,91.3,0,93491.2
1300,42,46,34,42,3567.2,3645.6,9656,9656,764837,9522775,9575003,2.28E+05,2.67E+05,301857,2.12E+05,0.764837,9.522775,9.575003,2.28E+00,2.67E+00,3.02E+00,2.12E+00,1406,1169,1643.614,1150.5298,920.42384,46.021192,0,1.2,0,0.8,0,819.2
1305,42,45,34,42,3724,3567.2,9656,9656,1511886,9522775,2.03E+07,199927,146623,301857,2.12E+05,1.511886,9.522775,20.31513,2.00E+00,1.47E+00,3.02E+00,2.12E+00,1407,1173,1650.411,1155.2877,924.23016,46.211508,0,0,0,0,0,0
1310,42,46,34,42,3645.6,3645.6,9656,9656,759232,9405714,9348030,2.48E+05,146623,301857,116785,0.759232,9.405714,9.34803,2.48E+00,1.47E+00,3.02E+00,1.17E+00,1566,1170,1832.22,1282.554,1026.0432,51.30216,0,0,0,0,0,0
1315,42,46,34,42,3645.6,3645.6,9656,9656,7.56E+05,9603635,10014663,239014,146623,318519,116785,0.7563495,9.603635,10.014663,2.39E+00,1.47E+00,3.19E+00,1.17E+00,1407,1165,1639.155,1147.4085,917.9268,45.89634,0,0,0,0,0,0
1320,42,45,34,42,3645.6,3645.6,9656,9656,1654025,9603635,21165921,476556,146623,318519,116785,1.654025,9.603635,21.165921,4.77E+00,1.47E+00,3.19E+00,1.17E+00,1409,1166,1642.894,1150.0258,920.02064,46.001032,0,0,0,0,0,0
1325,42,46,34,42,3645.6,3567.2,9656,9656,771883,9.23E+06,9549712,240866,146623,318519,8.52E+04,0.771883,9.23076,9.549712,2.41E+00,1.47E+00,3.19E+00,8.52E-01,1444,1157,1670.708,1169.4956,935.59648,46.779824,0,12.6,0,92.7,0,94924.8
1330,42,46,34,42,3567.2,3645.6,9656,9656,7.64E+05,9297345,10368550,233876,146623,318519,165019,0.7636965,9.297345,10.36855,2.34E+00,1.47E+00,3.19E+00,1.65E+00,1442,1173,1691.466,1184.0262,947.22096,47.361048,0,1.2,0,0.8,0,819.2
1335,42,45,34,42,3645.6,3645.6,9656,9656,7.47E+05,9.48E+06,10209099,2.42E+05,146623,318519,107677,0.7468715,9.47962,10.209099,2.42E+00,1.47E+00,3.19E+00,1.08E+00,1401,1168,1636.368,1145.4576,916.36608,45.818304,0,0,0,0,0,0
1340,42,45,34,42,3645.6,3645.6,9656,9656,1507346,9.48E+06,21222621,571515,146623,318519,107677,1.507346,9.47962,21.222621,5.72E+00,1.47E+00,3.19E+00,1.08E+00,1476,1174,1732.824,1212.9768,970.38144,48.519072,0,0,0,0,0,0
1345,42,46,34,42,3645.6,3645.6,9656,9372,755181,9728470,1.01E+07,571515,2.05E+05,318519,166281,0.755181,9.72847,10.08055,5.72E+00,2.05E+00,3.19E+00,1.66E+00,1440,1168,1681.92,1177.344,941.8752,47.09376,0,0,0,0,0,0
1350,42,45,34,42,3567.2,3645.6,9656,9656,1665050,9728470,21775997,571515,218542,318519,166281,1.66505,9.72847,21.775997,5.72E+00,2.19E+00,3.19E+00,1.66E+00,1427,1167,1665.309,1165.7163,932.57304,46.628652,0,0,0,0,0,0
1355,42,46,34,42,3724,3645.6,9656,9656,762843,9.70E+06,9923895,571515,2.33E+05,318519,98914,0.762843,9.695824,9.923895,5.72E+00,2.33E+00,3.19E+00,9.89E-01,1391,1169,1626.079,1138.2553,910.60424,45.530212,0,11.8,0,93.4,0,95641.6
1360,42,46,34,42,3645.6,3645.6,9656,9656,7.53E+05,9108634,1.02E+07,2.30E+05,2.33E+05,318519,3.04E+05,0.7534875,9.108634,10.19035,2.30E+00,2.33E+00,3.19E+00,3.04E+00,1482,1175,1741.35,1218.945,975.156,48.7578,0,1.2,0,0.8,0,819.2
1365,42,45,34,42,3645.6,3645.6,9372,9372,7.50E+05,9.88E+06,10064842,2.30E+05,239776,318519,9.69E+04,0.7500805,9.876028,10.064842,2.30E+00,2.40E+00,3.19E+00,9.69E-01,1426,1169,1666.994,1166.8958,933.51664,46.675832,0,0,0,0,0,0
1370,43,46,34,42,3645.6,3645.6,9656,9372,762723,9.09E+06,9223848,2.63E+05,239776,318519,1.31E+05,0.762723,9.089566,9.223848,2.63E+00,2.40E+00,3.19E+00,1.31E+00,1411,1169,1649.459,1154.6213,923.69704,46.184852,0,0,0,0,0,0
1375,42,46,34,42,3645.6,3645.6,9656,9656,7.55E+05,9714220,9819256,2.63E+05,2.37E+05,318519,177865,0.7553205,9.71422,9.819256,2.63E+00,2.37E+00,3.19E+00,1.78E+00,1513,1169,1768.697,1238.0879,990.47032,49.523516,0,0,0,0,0,0
1380,42,45,34,42,3645.6,3645.6,9656,9656,8.32E+05,10244316,10854019,2.63E+05,205547,318519,1.20E+05,0.8319305,10.244316,10.854019,2.63E+00,2.06E+00,3.19E+00,1.20E+00,1422,1179,1676.538,1173.5766,938.86128,46.943064,0,0,0,0,0,0
1385,42,46,34,42,3724,3567.2,9656,9656,8.32E+05,16980404,10854019,2.63E+05,205547,318519,290042,0.8319305,16.980404,10.854019,2.63E+00,2.06E+00,3.19E+00,2.90E+00,1503,1177,1769.031,1238.3217,990.65736,49.532868,0,16.6,0,104.4,0,106905.6
1390,42,45,34,42,3645.6,3645.6,9656,9656,7.50E+05,1.01E+07,10305885,2.63E+05,205547,318519,209356,0.7497925,10.11867,10.305885,2.63E+00,2.06E+00,3.19E+00,2.09E+00,1421,1176,1671.096,1169.7672,935.81376,46.790688,0,1.2,0,0.8,0,819.2
1395,42,45,34,42,3645.6,3645.6,9372,9656,7.50E+05,16880342,10305885,2.63E+05,205547,244645,2.04E+05,0.7497925,16.880342,10.305885,2.63E+00,2.06E+00,2.45E+00,2.04E+00,1396,1173,1637.508,1146.2556,917.00448,45.850224,0,0,0,0,0,0
1400,42,45,34,42,3645.6,3567.2,9656,9656,7.57E+05,9638404,9871511,2.63E+05,2.27E+05,244645,9.76E+04,0.7565735,9.638404,9.871511,2.63E+00,2.27E+00,2.45E+00,9.76E-01,1515,1169,1771.035,1239.7245,991.7796,49.58898,0,0,0,0,0,0
1405,42,45,34,42,3724,3567.2,9656,9656,7.56E+05,9.47E+06,9572444,2.63E+05,2.44E+05,244645,148753,0.7561215,9.474566,9.572444,2.63E+00,2.44E+00,2.45E+00,1.49E+00,1474,1171,1726.054,1208.2378,966.59024,48.329512,0,0,0,0,0,0
1410,42,45,34,42,3645.6,3567.2,9656,9656,8.32E+05,9.96E+06,9820012,2.63E+05,258999,244645,81277,0.8321315,9.95873,9.820012,2.63E+00,2.59E+00,2.45E+00,8.13E-01,1402,1167,1636.134,1145.2938,916.23504,45.811752,0,0,0,0,0,0
1415,42,45,34,42,3645.6,3645.6,9656,9656,770926,9.28E+06,9.50E+06,2.63E+05,2.16E+05,244645,1.08E+05,0.770926,9.284414,9.4969,2.63E+00,2.16E+00,2.45E+00,1.08E+00,1418,1170,1659.06,1161.342,929.0736,46.45368,0,11.4,0,96.3,0,98611.2
1420,42,45,34,42,3645.6,3645.6,9656,9656,760748,1.02E+07,10169030,2.72E+05,2.16E+05,244645,1.91E+05,0.760748,10.15403,10.16903,2.72E+00,2.16E+00,2.45E+00,1.91E+00,1471,1170,1721.07,1204.749,963.7992,48.18996,0,1.2,0,0.8,0,819.2
1425,42,46,34,42,3724,3645.6,9656,9656,760748,1.89E+07,10169030,2.72E+05,2.16E+05,214579,102045,0.760748,18.86004,10.16903,2.72E+00,2.16E+00,2.15E+00,1.02E+00,1426,1169,1666.994,1166.8958,933.51664,46.675832,0,0,0,0,0,0
1430,42,45,34,42,3645.6,3645.6,9372,9656,760748,17835003,10169030,2.72E+05,2.16E+05,214579,379818,0.760748,17.835003,10.16903,2.72E+00,2.16E+00,2.15E+00,3.80E+00,1417,1175,1664.975,1165.4825,932.386,46.6193,0,0,0,0,0,0
1435,42,46,34,42,3724,3645.6,9656,9656,7.62E+05,9.75E+06,9.62E+06,2.72E+05,2.65E+05,214579,155068,0.7616365,9.74508,9.622826,2.72E+00,2.65E+00,2.15E+00,1.55E+00,1408,1175,1654.4,1158.08,926.464,46.3232,0,0,0,0,0,0
1440,42,46,34,42,3724,3567.2,9656,9656,821744,1.01E+07,10429049,2.47E+05,2.65E+05,214579,127491,0.821744,10.06084,10.429049,2.47E+00,2.65E+00,2.15E+00,1.27E+00,1481,1176,1741.656,1219.1592,975.32736,48.766368,0,0,0,0,0,0
1445,42,46,34,42,3645.6,3645.6,9372,9656,1518285,1.01E+07,18455607,484081,2.65E+05,214579,127491,1.518285,10.06084,18.455607,4.84E+00,2.65E+00,2.15E+00,1.27E+00,1523,1173,1786.479,1250.5353,1000.42824,50.021412,0,11.2,0,97,0,99328
1450,42,46,34,42,3645.6,3645.6,9656,9656,1496217,1.01E+07,20783275,496036,2.65E+05,214579,127491,1.496217,10.06084,20.783275,4.96E+00,2.65E+00,2.15E+00,1.27E+00,1458,1174,1711.692,1198.1844,958.54752,47.927376,0,1.2,0,0.8,0,819.2
1455,42,45,34,42,3645.6,3645.6,9656,9656,1504654,1.01E+07,20460816,496036,306784,214579,127491,1.504654,10.06084,20.460816,4.96E+00,3.07E+00,2.15E+00,1.27E+00,1405,1169,1642.445,1149.7115,919.7692,45.98846,0,0,0,0,0,0
1460,42,46,34,42,3645.6,3645.6,9372,9372,1504654,19953020,20460816,496036,306784,516927,127491,1.504654,19.95302,20.460816,4.96E+00,3.07E+00,5.17E+00,1.27E+00,1423,1169,1663.487,1164.4409,931.55272,46.577636,0,0,0,0,0,0
1465,42,46,34,42,3645.6,3645.6,9656,9656,1504654,18318716,20460816,496036,306784,254568,229941,1.504654,18.318716,20.460816,4.96E+00,3.07E+00,2.55E+00,2.30E+00,1400,1178,1649.2,1154.44,923.552,46.1776,0,0,0,0,0,0
1470,42,45,34,42,3645.6,3645.6,9372,9656,8.41E+05,1.01E+07,10321166,496036,225135,254568,105104,0.8414425,10.08721,10.321166,4.96E+00,2.25E+00,2.55E+00,1.05E+00,1415,1176,1664.04,1164.828,931.8624,46.59312,0,0,0,0,0,0
1475,42,45,34,42,3645.6,3567.2,9656,9656,7.63E+05,9626385,10081394,496036,221205,254568,137403,0.7627435,9.626385,10.081394,4.96E+00,2.21E+00,2.55E+00,1.37E+00,1437,1177,1691.349,1183.9443,947.15544,47.357772,0,12.2,0,97.9,0,100249.6
1480,42,46,34,42,3645.6,3645.6,9656,9372,1.02E+06,6.38E+06,12626606,1.77E+05,1.63E+05,254568,127850,1.023187,6.382856,12.626606,1.77E+00,1.63E+00,2.55E+00,1.28E+00,1445,1176,1699.32,1189.524,951.6192,47.58096,0,1.2,0,0.8,0,819.2
1485,42,45,34,42,3645.6,3645.6,9656,9656,1.02E+06,1.95E+07,12626606,1.77E+05,1.63E+05,215175,1.17E+05,1.023187,19.46772,12.626606,1.77E+00,1.63E+00,2.15E+00,1.17E+00,1430,1173,1677.39,1174.173,939.3384,46.96692,0,0,0,0,0,0
1490,42,45,34,42,3645.6,3645.6,9656,9656,1.02E+06,18504287,12626606,1.77E+05,1.63E+05,215175,231988,1.023187,18.504287,12.626606,1.77E+00,1.63E+00,2.15E+00,2.32E+00,1462,1171,1712.002,1198.4014,958.72112,47.936056,0,0,0,0,0,0
1495,42,45,34,42,3645.6,3645.6,9656,9656,757674,9828038,9.89E+06,1.77E+05,2.61E+05,215175,1.79E+05,0.757674,9.828038,9.889398,1.77E+00,2.61E+00,2.15E+00,1.79E+00,1455,1175,1709.625,1196.7375,957.39,47.8695,0,0,0,0,0,0
