Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1, HT0, HT1, HT2, c1c2missC0,c1c2missC1,c1c2missC2,c1c2missC3,HT0Scaled,HT1Scaled,HT2Scaled,cmiss_core0_scaled,cmiss_core1_scaled,cmiss_core2_scaled,cmiss_core3_scaled,Watts,Amps,Volts,InputDCPwr,AllPwrExtBd,ProcPwr,disk_read_count,disk_write_count,disk_read_kbytes,disk_write_kbytes,disk_read_bytes,disk_write_bytes
2120,42,45,34,42,3567.2,3645.6,9656,9656,2.77E+05,2403694,1554420,3.94E+04,152996,31990,4.84E+04,0.2766313,2.403694,1.55442,3.94E-01,1.53E+00,3.20E-01,4.84E-01,1469,1177,1729.013,1210.3091,968.24728,48.412364,0,0,0,0,0,0
2125,42,46,34,42,3645.6,3645.6,9656,9656,2.77E+05,35360243,1554420,3.94E+04,152996,741649,4.84E+04,0.2766313,35.360243,1.55442,3.94E-01,1.53E+00,7.42E+00,4.84E-01,1408,1176,1655.808,1159.0656,927.25248,46.362624,0,0,0,0,0,0
2130,42,46,34,42,3645.6,3645.6,9656,9656,840264,9.01E+06,1.06E+07,192709,152996,741649,2.20E+05,0.840264,9.012676,10.58124,1.93E+00,1.53E+00,7.42E+00,2.20E+00,1448,1167,1689.816,1182.8712,946.29696,47.314848,0,0,0,0,0,0
2135,42,46,34,42,3645.6,3645.6,9372,9656,4.51E+05,7.86E+06,4.43E+06,192709,4.87E+04,1.57E+05,8.57E+04,0.4512017,7.859642,4.429146,1.93E+00,4.87E-01,1.57E+00,8.57E-01,1403,1173,1645.719,1152.0033,921.60264,46.080132,0,12.2,0,111.2,0,113868.8
2140,42,45,34,42,3645.6,3645.6,9656,9656,4.51E+05,26440062,4.43E+06,192709,4.87E+04,1.57E+05,206714,0.4512017,26.440062,4.429146,1.93E+00,4.87E-01,1.57E+00,2.07E+00,1426,1174,1674.124,1171.8868,937.50944,46.875472,0,1.2,0,0.8,0,819.2
2145,42,46,34,42,3645.6,3645.6,9656,9372,434969,5.30E+06,5856222,1.50E+05,4.87E+04,1.73E+05,206714,0.434969,5.304772,5.856222,1.50E+00,4.87E-01,1.73E+00,2.07E+00,1522,1174,1786.828,1250.7796,1000.62368,50.031184,0,0,0,0,0,0
2150,42,46,34,42,3645.6,3567.2,9656,9656,434969,26791328,5856222,1.50E+05,4.87E+04,1.73E+05,341564,0.434969,26.791328,5.856222,1.50E+00,4.87E-01,1.73E+00,3.42E+00,1494,1177,1758.438,1230.9066,984.72528,49.236264,0,0,0,0,0,0
2155,42,45,34,42,3645.6,3645.6,9656,9656,434969,4374095,5856222,1.50E+05,4.87E+04,305211,341564,0.434969,4.374095,5.856222,1.50E+00,4.87E-01,3.05E+00,3.42E+00,1489,1173,1746.597,1222.6179,978.09432,48.904716,0,0,0,0,0,0
2160,42,46,34,42,3645.6,3645.6,9372,9656,434969,29927902,5856222,1.50E+05,4.87E+04,783802,341564,0.434969,29.927902,5.856222,1.50E+00,4.87E-01,7.84E+00,3.42E+00,1425,1172,1670.1,1169.07,935.256,46.7628,0,0,0,0,0,0
2165,42,45,34,42,3724,3567.2,9656,9656,747401,1.09E+07,1.20E+07,2.57E+05,4.87E+04,2.88E+05,341564,0.747401,10.9036,11.95503,2.57E+00,4.87E-01,2.88E+00,3.42E+00,1541,1176,1812.216,1268.5512,1014.84096,50.742048,0,15.6,0,146.5,0,150016
2170,42,46,34,42,3645.6,3645.6,9372,9656,5.66E+05,5665573,5.97E+06,161456,4.87E+04,111103,341564,0.5658255,5.665573,5.969584,1.61E+00,4.87E-01,1.11E+00,3.42E+00,1415,1175,1662.625,1163.8375,931.07,46.5535,0,1.2,0,0.8,0,819.2
2175,42,45,34,42,3645.6,3645.6,9656,9656,5.66E+05,27336583,5.97E+06,161456,4.87E+04,111103,304970,0.5658255,27.336583,5.969584,1.61E+00,4.87E-01,1.11E+00,3.05E+00,1470,1176,1728.72,1210.104,968.0832,48.40416,0,0,0,0,0,0
2180,42,45,34,42,3645.6,3567.2,9656,9372,5.45E+05,1466469,3.34E+06,37536,23137,111103,4.51E+04,0.5448263,1.466469,3.337856,3.75E-01,2.31E-01,1.11E+00,4.51E-01,1387,1177,1632.499,1142.7493,914.19944,45.709972,0,0,0,0,0,0
2185,42,46,34,42,3645.6,3645.6,9656,9656,5.45E+05,34932818,3.34E+06,37536,23137,844572,4.51E+04,0.5448263,34.932818,3.337856,3.75E-01,2.31E-01,8.45E+00,4.51E-01,1449,1179,1708.371,1195.8597,956.68776,47.834388,0,0,0,0,0,0
2190,42,46,34,42,3645.6,3645.6,9372,9656,1722497,34932818,21897904,1.90E+05,1.76E+05,844572,4.51E+04,1.722497,34.932818,21.897904,1.90E+00,1.76E+00,8.45E+00,4.51E-01,1387,1177,1632.499,1142.7493,914.19944,45.709972,0,0,0,0,0,0
2195,42,46,34,42,3567.2,3645.6,9656,9656,681806,5875926,6422953,1.30E+05,1.76E+05,844572,83023,0.681806,5.875926,6.422953,1.30E+00,1.76E+00,8.45E+00,8.30E-01,1520,1177,1789.04,1252.328,1001.8624,50.09312,0,16.4,0,147.9,0,151449.6
2200,42,45,34,42,3645.6,3645.6,9656,9656,681806,26995151,6422953,1.30E+05,1.76E+05,844572,154644,0.681806,26.995151,6.422953,1.30E+00,1.76E+00,8.45E+00,1.55E+00,1400,1176,1646.4,1152.48,921.984,46.0992,0,1.2,0,0.8,0,819.2
2205,42,45,34,42,3645.6,3645.6,9656,9656,845218,26995151,11031285,271954,1.76E+05,844572,154644,0.845218,26.995151,11.031285,2.72E+00,1.76E+00,8.45E+00,1.55E+00,1395,1178,1643.31,1150.317,920.2536,46.01268,0,0,0,0,0,0
2210,42,46,34,42,3645.6,3645.6,9656,9656,845218,27641982,11031285,271954,1.76E+05,844572,215034,0.845218,27.641982,11.031285,2.72E+00,1.76E+00,8.45E+00,2.15E+00,1557,1168,1818.576,1273.0032,1018.40256,50.920128,0,0,0,0,0,0
2215,42,45,34,42,3645.6,3645.6,9656,9656,845218,4171464,11031285,271954,1.76E+05,1.53E+05,4.29E+04,0.845218,4.171464,11.031285,2.72E+00,1.76E+00,1.53E+00,4.29E-01,1478,1179,1742.562,1219.7934,975.83472,48.791736,0,0,0,0,0,0
2220,42,45,34,42,3645.6,3645.6,9656,9656,8.90E+05,20556733,1.03E+07,262037,1.76E+05,219717,105360,0.8897497,20.556733,10.2868,2.62E+00,1.76E+00,2.20E+00,1.05E+00,1423,1173,1669.179,1168.4253,934.74024,46.737012,0,0,0,0,0,0
2225,42,45,34,42,3645.6,3645.6,9656,9656,1534639,20556733,23803395,701384,1.76E+05,219717,105360,1.534639,20.556733,23.803395,7.01E+00,1.76E+00,2.20E+00,1.05E+00,1471,1178,1732.838,1212.9866,970.38928,48.519464,0,13.8,0,114.1,0,116838.4
2230,42,45,34,42,3645.6,3645.6,9372,9656,1534639,11358478,23803395,701384,1.76E+05,131378,152600,1.534639,11.358478,23.803395,7.01E+00,1.76E+00,1.31E+00,1.53E+00,1396,1173,1637.508,1146.2556,917.00448,45.850224,0,1.2,0,0.8,0,819.2
2235,42,45,34,42,3724,3645.6,9656,9656,982832,13505714,1.33E+07,388986,1.76E+05,131378,118929,0.982832,13.505714,13.32618,3.89E+00,1.76E+00,1.31E+00,1.19E+00,1433,1172,1679.476,1175.6332,940.50656,47.025328,0,0,0,0,0,0
2240,42,46,34,42,3645.6,3645.6,9656,9656,489309,1.49E+06,3.70E+06,4.48E+04,1.46E+04,131378,4.72E+04,0.489309,1.487697,3.699603,4.48E-01,1.46E-01,1.31E+00,4.72E-01,1472,1172,1725.184,1207.6288,966.10304,48.305152,0,0,0,0,0,0
2245,42,45,34,42,3645.6,3645.6,9656,9656,1158524,1.78E+07,17421454,4.48E+04,454281,353291,4.72E+04,1.158524,17.79812,17.421454,4.48E-01,4.54E+00,3.53E+00,4.72E-01,1458,1173,1710.234,1197.1638,957.73104,47.886552,0,0,0,0,0,0
2250,42,45,34,42,3645.6,3645.6,9656,9656,1158524,20229704,17421454,4.48E+04,454281,227149,1.19E+05,1.158524,20.229704,17.421454,4.48E-01,4.54E+00,2.27E+00,1.19E+00,1403,1176,1649.928,1154.9496,923.95968,46.197984,0,0,0,0,0,0
2255,42,45,34,42,3645.6,3645.6,9656,9656,857994,3.92E+06,7.94E+06,107599,8.98E+04,227149,1.04E+05,0.857994,3.922875,7.936924,1.08E+00,8.98E-01,2.27E+00,1.04E+00,1462,1177,1720.774,1204.5418,963.63344,48.181672,0,13.8,0,115,0,117760
2260,42,45,34,42,3645.6,3645.6,9656,9656,889552,12456059,1.37E+07,3.10E+05,8.98E+04,227149,2.39E+05,0.889552,12.456059,13.68905,3.10E+00,8.98E-01,2.27E+00,2.39E+00,1446,1177,1701.942,1191.3594,953.08752,47.654376,0,1.2,0,0.8,0,819.2
2265,42,45,34,42,3645.6,3645.6,9372,9656,844612,12456059,9725700,225751,8.98E+04,227149,2.39E+05,0.844612,12.456059,9.7257,2.26E+00,8.98E-01,2.27E+00,2.39E+00,1434,1172,1680.648,1176.4536,941.16288,47.058144,0,0,0,0,0,0
2270,42,46,34,42,3645.6,3645.6,9656,9656,1092949,14354750,1.41E+07,225751,378828,227149,143740,1.092949,14.35475,14.11522,2.26E+00,3.79E+00,2.27E+00,1.44E+00,1478,1173,1733.694,1213.5858,970.86864,48.543432,0,0,0,0,0,0
2275,42,45,34,42,3645.6,3567.2,9656,9656,1092949,4.40E+06,1.41E+07,225751,378828,57068,125418,1.092949,4.400752,14.11522,2.26E+00,3.79E+00,5.71E-01,1.25E+00,1393,1174,1635.382,1144.7674,915.81392,45.790696,0,0,0,0,0,0
2280,42,45,34,42,3645.6,3645.6,9656,9656,1360311,1.42E+07,14724341,333523,378828,3.47E+05,125418,1.360311,14.17803,14.724341,3.34E+00,3.79E+00,3.47E+00,1.25E+00,1419,1175,1667.325,1167.1275,933.702,46.6851,0,0,0,0,0,0
2285,42,46,34,42,3645.6,3567.2,9656,9656,763401,1.27E+07,1.30E+07,333523,2.97E+05,3.47E+05,230385,0.763401,12.74954,13.04216,3.34E+00,2.97E+00,3.47E+00,2.30E+00,1460,1176,1716.96,1201.872,961.4976,48.07488,0,13.2,0,115.6,0,118374.4
2290,42,46,34,42,3645.6,3645.6,9656,9656,517906,5940408,6642004,136481,2.97E+05,3.47E+05,1.56E+05,0.517906,5.940408,6.642004,1.36E+00,2.97E+00,3.47E+00,1.56E+00,1431,1173,1678.563,1174.9941,939.99528,46.999764,0,1.2,0,0.8,0,819.2
2295,42,45,34,42,3645.6,3645.6,9372,9656,2.00E+06,5940408,27309522,257030,210354,3.47E+05,1.56E+05,1.998394,5.940408,27.309522,2.57E+00,2.10E+00,3.47E+00,1.56E+00,1419,1166,1654.554,1158.1878,926.55024,46.327512,0,0,0,0,0,0
2300,42,45,34,42,3645.6,3567.2,9656,9656,498974,1.43E+06,3529909,2.10E+04,2.54E+04,3.47E+05,43824,0.498974,1.428879,3.529909,2.10E-01,2.54E-01,3.47E+00,4.38E-01,1438,1169,1681.022,1176.7154,941.37232,47.068616,0,0,0,0,0,0
2305,42,45,34,42,3645.6,3567.2,9656,9656,498974,32568622,3529909,2.10E+04,2.54E+04,3.47E+05,584863,0.498974,32.568622,3.529909,2.10E-01,2.54E-01,3.47E+00,5.85E+00,1496,1173,1754.808,1228.3656,982.69248,49.134624,0,0,0,0,0,0
2310,42,45,34,42,3645.6,3645.6,9656,9656,8.53E+05,9.52E+06,9801608,263117,2.54E+04,2.71E+05,584863,0.8530605,9.524672,9.801608,2.63E+00,2.54E-01,2.71E+00,5.85E+00,1452,1172,1701.744,1191.2208,952.97664,47.648832,0,0,0,0,0,0
2315,42,45,34,42,3645.6,3645.6,9656,9372,4.35E+05,8.04E+06,4.20E+06,263117,9.90E+04,1.29E+05,6.05E+04,0.4348197,8.035359,4.204335,2.63E+00,9.90E-01,1.29E+00,6.05E-01,1428,1178,1682.184,1177.5288,942.02304,47.101152,0,14,0,115.9,0,118681.6
2320,42,45,34,42,3724,3645.6,9656,9656,1734792,8.04E+06,2.60E+07,368270,378279,1.29E+05,6.05E+04,1.734792,8.035359,26.02618,3.68E+00,3.78E+00,1.29E+00,6.05E-01,1489,1178,1754.042,1227.8294,982.26352,49.113176,0,1.2,0,0.8,0,819.2
2325,42,45,34,42,3645.6,3645.6,9656,9372,845763,8.04E+06,9524828,368270,236752,1.29E+05,6.05E+04,0.845763,8.035359,9.524828,3.68E+00,2.37E+00,1.29E+00,6.05E-01,1419,1180,1674.42,1172.094,937.6752,46.88376,0,0,0,0,0,0
2330,42,45,34,42,3567.2,3567.2,9656,9656,845763,28728188,9524828,368270,236752,666500,6.05E+04,0.845763,28.728188,9.524828,3.68E+00,2.37E+00,6.67E+00,6.05E-01,1391,1175,1634.425,1144.0975,915.278,45.7639,0,0,0,0,0,0
2335,42,45,34,42,3567.2,3645.6,9656,9656,2.25E+05,1.97E+06,2548696,54833,236752,666500,130645,0.2252525,1.967918,2.548696,5.48E-01,2.37E+00,6.67E+00,1.31E+00,1433,1176,1685.208,1179.6456,943.71648,47.185824,0,0,0,0,0,0
2340,42,45,34,42,3645.6,3645.6,9656,9656,1.82E+06,9.08E+06,18649756,235704,212290,666500,1.02E+05,1.822756,9.081572,18.649756,2.36E+00,2.12E+00,6.67E+00,1.02E+00,1428,1180,1685.04,1179.528,943.6224,47.18112,0,0,0,0,0,0
2345,42,46,34,42,3645.6,3645.6,9656,9656,1.82E+06,25421986,18649756,235704,212290,666500,467611,1.822756,25.421986,18.649756,2.36E+00,2.12E+00,6.67E+00,4.68E+00,1417,1173,1662.141,1163.4987,930.79896,46.539948,0,13.4,0,116.4,0,119193.6
2350,42,45,34,42,3645.6,3645.6,9656,9656,484512,5451537,6545075,130198,212290,666500,1.83E+05,0.484512,5.451537,6.545075,1.30E+00,2.12E+00,6.67E+00,1.83E+00,1399,1172,1639.628,1147.7396,918.19168,45.909584,0,1.2,0,0.8,0,819.2
2355,42,46,34,42,3645.6,3645.6,9656,9656,2072091,5451537,2.57E+07,3.23E+05,3.28E+05,666500,1.83E+05,2.072091,5.451537,25.71044,3.23E+00,3.28E+00,6.67E+00,1.83E+00,1416,1171,1658.136,1160.6952,928.55616,46.427808,0,0,0,0,0,0
2360,42,45,34,42,3645.6,3567.2,9656,9656,2.25E+05,2.79E+06,1.69E+06,19523,3.28E+05,3.85E+04,4.42E+04,0.2248077,2.790102,1.69079,1.95E-01,3.28E+00,3.85E-01,4.42E-01,1456,1167,1699.152,1189.4064,951.52512,47.576256,0,0,0,0,0,0
2365,42,46,34,42,3645.6,3567.2,9656,9656,2360662,2.79E+06,35370170,861135,3.28E+05,3.85E+04,4.42E+04,2.360662,2.790102,35.37017,8.61E+00,3.28E+00,3.85E-01,4.42E-01,1428,1167,1666.476,1166.5332,933.22656,46.661328,0,0,0,0,0,0
2370,42,45,34,42,3645.6,3645.6,9656,9656,2360662,19748576,35370170,861135,3.28E+05,3.85E+04,367513,2.360662,19.748576,35.37017,8.61E+00,3.28E+00,3.85E-01,3.68E+00,1435,1171,1680.385,1176.2695,941.0156,47.05078,0,0,0,0,0,0
2375,42,46,34,42,3645.6,3645.6,9656,9372,2360662,12451671,35370170,861135,3.28E+05,3.85E+04,311479,2.360662,12.451671,35.37017,8.61E+00,3.28E+00,3.85E-01,3.11E+00,1485,1172,1740.42,1218.294,974.6352,48.73176,0,18.4,0,128,0,131072
2380,42,45,34,42,3567.2,3645.6,9372,9372,2360662,25792720,35370170,861135,3.28E+05,3.85E+04,540413,2.360662,25.79272,35.37017,8.61E+00,3.28E+00,3.85E-01,5.40E+00,1436,1166,1674.376,1172.0632,937.65056,46.882528,0,1.2,0,0.8,0,819.2
2385,42,45,34,42,3645.6,3645.6,9656,9656,2360662,6981993,35370170,861135,3.28E+05,3.85E+04,120656,2.360662,6.981993,35.37017,8.61E+00,3.28E+00,3.85E-01,1.21E+00,1397,1169,1633.093,1143.1651,914.53208,45.726604,0,0,0,0,0,0
2390,42,45,34,42,3645.6,3567.2,9656,9656,2360662,31348621,35370170,861135,3.28E+05,693952,120656,2.360662,31.348621,35.37017,8.61E+00,3.28E+00,6.94E+00,1.21E+00,1440,1178,1696.32,1187.424,949.9392,47.49696,0,0,0,0,0,0
2395,42,45,34,42,3645.6,3645.6,9656,9372,196089,1.99E+06,2.27E+06,5.76E+04,3.28E+05,693952,1.15E+05,0.196089,1.98581,2.266424,5.76E-01,3.28E+00,6.94E+00,1.15E+00,1431,1175,1681.425,1176.9975,941.598,47.0799,0,0,0,0,0,0
2400,42,46,34,42,3645.6,3645.6,9372,9656,196089,17168520,2.27E+06,5.76E+04,3.28E+05,2.66E+05,188469,0.196089,17.16852,2.266424,5.76E-01,3.28E+00,2.66E+00,1.88E+00,1433,1176,1685.208,1179.6456,943.71648,47.185824,0,0,0,0,0,0
2405,42,46,34,42,3645.6,3645.6,9656,9656,7.67E+05,9203192,9614661,255823,3.28E+05,225917,188469,0.7667785,9.203192,9.614661,2.56E+00,3.28E+00,2.26E+00,1.88E+00,1449,1177,1705.473,1193.8311,955.06488,47.753244,0,13.2,0,119.1,0,121958.4
2410,42,45,34,42,3645.6,3567.2,9656,9656,7.67E+05,18691153,9614661,255823,3.28E+05,225917,410623,0.7667785,18.691153,9.614661,2.56E+00,3.28E+00,2.26E+00,4.11E+00,1439,1173,1687.947,1181.5629,945.25032,47.262516,0,1.2,0,0.8,0,819.2
2415,42,46,34,42,3645.6,3645.6,9656,9656,1512143,18691153,20053773,512869,3.28E+05,225917,410623,1.512143,18.691153,20.053773,5.13E+00,3.28E+00,2.26E+00,4.11E+00,1499,1169,1752.331,1226.6317,981.30536,49.065268,0,0,0,0,0,0
2420,42,45,34,42,3645.6,3645.6,9656,9656,766508,9596680,9.61E+06,512869,242611,190960,410623,0.766508,9.59668,9.605016,5.13E+00,2.43E+00,1.91E+00,4.11E+00,1447,1164,1684.308,1179.0156,943.21248,47.160624,0,0,0,0,0,0
2425,42,46,34,42,3645.6,3645.6,9372,9372,7.58E+05,9009475,1.03E+07,213113,242611,190960,242516,0.7580715,9.009475,10.32259,2.13E+00,2.43E+00,1.91E+00,2.43E+00,1544,1174,1812.656,1268.8592,1015.08736,50.754368,0,0,0,0,0,0
2430,42,45,34,42,3645.6,3645.6,9656,9656,7.58E+05,20283186,1.03E+07,213113,242611,483416,242516,0.7580715,20.283186,10.32259,2.13E+00,2.43E+00,4.83E+00,2.43E+00,1431,1172,1677.132,1173.9924,939.19392,46.959696,0,0,0,0,0,0
2435,42,45,34,42,3645.6,3567.2,9372,9656,7.58E+05,19165901,1.03E+07,213113,242611,274517,2.42E+05,0.7580715,19.165901,10.32259,2.13E+00,2.43E+00,2.75E+00,2.42E+00,1575,1168,1839.6,1287.72,1030.176,51.5088,0,12.8,0,119.4,0,122265.6
2440,42,46,34,42,3645.6,3645.6,9656,9656,751420,9713864,9.65E+06,2.23E+05,242611,274517,132496,0.75142,9.713864,9.649906,2.23E+00,2.43E+00,2.75E+00,1.32E+00,1425,1169,1665.825,1166.0775,932.862,46.6431,0,1.2,0,0.8,0,819.2
2445,42,46,34,42,3567.2,3645.6,9656,9656,1509347,9713864,1.96E+07,248691,2.15E+05,274517,132496,1.509347,9.713864,19.62135,2.49E+00,2.15E+00,2.75E+00,1.32E+00,1407,1170,1646.19,1152.333,921.8664,46.09332,0,0,0,0,0,0
2450,42,45,34,42,3645.6,3645.6,9656,9656,754668,9044920,10186767,248691,1.24E+05,274517,2.23E+05,0.754668,9.04492,10.186767,2.49E+00,1.24E+00,2.75E+00,2.23E+00,1409,1171,1649.939,1154.9573,923.96584,46.198292,0,0,0,0,0,0
2455,42,45,34,42,3645.6,3645.6,9656,9656,754668,18260307,10186767,248691,1.24E+05,228952,225237,0.754668,18.260307,10.186767,2.49E+00,1.24E+00,2.29E+00,2.25E+00,1538,1172,1802.536,1261.7752,1009.42016,50.471008,0,0,0,0,0,0
2460,42,46,34,42,3645.6,3645.6,9656,9656,1719413,18260307,19493781,248691,553915,228952,225237,1.719413,18.260307,19.493781,2.49E+00,5.54E+00,2.29E+00,2.25E+00,1437,1174,1687.038,1180.9266,944.74128,47.237064,0,0,0,0,0,0
2465,42,46,34,42,3645.6,3645.6,9656,9656,1719413,19763333,19493781,248691,553915,468310,225237,1.719413,19.763333,19.493781,2.49E+00,5.54E+00,4.68E+00,2.25E+00,1446,1172,1694.712,1186.2984,949.03872,47.451936,0,13.8,0,121.1,0,124006.4
2470,42,45,34,42,3645.6,3567.2,9656,9656,7.59E+05,8390052,9.61E+06,110334,7.69E+04,1.27E+05,9.55E+04,0.7592905,8.390052,9.613732,1.10E+00,7.69E-01,1.27E+00,9.55E-01,1452,1173,1703.196,1192.2372,953.78976,47.689488,0,1.2,0,0.8,0,819.2
2475,42,45,34,42,3645.6,3645.6,9656,9656,7.59E+05,19330156,9.61E+06,110334,7.69E+04,1.27E+05,227834,0.7592905,19.330156,9.613732,1.10E+00,7.69E-01,1.27E+00,2.28E+00,1401,1177,1648.977,1154.2839,923.42712,46.171356,0,0,0,0,0,0
2480,42,45,34,42,3645.6,3645.6,9372,9372,764069,8765872,9.71E+06,110334,1.79E+05,1.27E+05,2.20E+05,0.764069,8.765872,9.71422,1.10E+00,1.79E+00,1.27E+00,2.20E+00,1404,1176,1651.104,1155.7728,924.61824,46.230912,0,0,0,0,0,0
2485,42,46,34,42,3645.6,3645.6,9372,9656,764069,19349226,9.71E+06,110334,1.79E+05,2.55E+05,1.22E+05,0.764069,19.349226,9.71422,1.10E+00,1.79E+00,2.55E+00,1.22E+00,1421,1176,1671.096,1169.7672,935.81376,46.790688,0,0,0,0,0,0
2490,42,45,34,42,3645.6,3645.6,9656,9656,860533,10817151,11004061,110334,2.79E+05,286564,1.22E+05,0.860533,10.817151,11.004061,1.10E+00,2.79E+00,2.87E+00,1.22E+00,1452,1176,1707.552,1195.2864,956.22912,47.811456,0,0,0,0,0,0
2495,42,45,34,42,3724,3645.6,9656,9656,1505729,10817151,19059857,393426,2.79E+05,286564,1.22E+05,1.505729,10.817151,19.059857,3.93E+00,2.79E+00,2.87E+00,1.22E+00,1421,1176,1671.096,1169.7672,935.81376,46.790688,0,11.8,0,121.5,0,124416
2500,42,45,34,42,3724,3645.6,9656,9656,1505729,1.95E+07,19059857,393426,2.79E+05,217894,127550,1.505729,19.48411,19.059857,3.93E+00,2.79E+00,2.18E+00,1.28E+00,1406,1175,1652.05,1156.435,925.148,46.2574,0,1.2,0,0.8,0,819.2
2505,42,45,34,42,3645.6,3567.2,9656,9656,1505729,19265464,19059857,393426,2.79E+05,235419,9.78E+04,1.505729,19.265464,19.059857,3.93E+00,2.79E+00,2.35E+00,9.78E-01,1449,1169,1693.881,1185.7167,948.57336,47.428668,0,0,0,0,0,0
2510,42,45,34,42,3645.6,3645.6,9656,9656,1525869,19265464,18864173,552192,2.79E+05,235419,9.78E+04,1.525869,19.265464,18.864173,5.52E+00,2.79E+00,2.35E+00,9.78E-01,1492,1174,1751.608,1226.1256,980.90048,49.045024,0,0,0,0,0,0
2515,42,45,34,42,3645.6,3645.6,9656,9656,759105,9.94E+06,9814145,269213,2.79E+05,203819,9.78E+04,0.759105,9.94172,9.814145,2.69E+00,2.79E+00,2.04E+00,9.78E-01,1487,1172,1742.764,1219.9348,975.94784,48.797392,0,0,0,0,0,0
2520,42,45,34,42,3645.6,3645.6,9656,9656,759105,2.01E+07,9814145,269213,2.79E+05,2.63E+05,115427,0.759105,20.07432,9.814145,2.69E+00,2.79E+00,2.63E+00,1.15E+00,1403,1176,1649.928,1154.9496,923.95968,46.197984,0,0,0,0,0,0
2525,42,45,34,42,3645.6,3645.6,9372,9656,759105,18918476,9814145,269213,2.79E+05,2.63E+05,524525,0.759105,18.918476,9.814145,2.69E+00,2.79E+00,2.63E+00,5.25E+00,1378,1173,1616.394,1131.4758,905.18064,45.259032,0,14,0,121.7,0,124620.8
2530,42,45,34,42,3645.6,3567.2,9656,9656,759105,18927953,9814145,269213,2.79E+05,2.63E+05,309045,0.759105,18.927953,9.814145,2.69E+00,2.79E+00,2.63E+00,3.09E+00,1403,1169,1640.107,1148.0749,918.45992,45.922996,0,1.2,0,0.8,0,819.2
2535,42,45,34,42,3645.6,3645.6,9656,9656,1514255,18927953,19215592,495272,2.79E+05,2.63E+05,309045,1.514255,18.927953,19.215592,4.95E+00,2.79E+00,2.63E+00,3.09E+00,1393,1172,1632.596,1142.8172,914.25376,45.712688,0,0,0,0,0,0
2540,42,45,34,42,3645.6,3645.6,9656,9656,7.61E+05,9782655,9813348,495272,247913,2.63E+05,164661,0.7613985,9.782655,9.813348,4.95E+00,2.48E+00,2.63E+00,1.65E+00,1397,1171,1635.887,1145.1209,916.09672,45.804836,0,0,0,0,0,0
2545,42,46,34,42,3645.6,3645.6,9656,9656,1522710,9782655,18947494,500764,247913,2.63E+05,164661,1.52271,9.782655,18.947494,5.01E+00,2.48E+00,2.63E+00,1.65E+00,1407,1177,1656.039,1159.2273,927.38184,46.369092,0,0,0,0,0,0
2550,42,46,34,42,3645.6,3645.6,9656,9656,572945,1.34E+07,6.76E+06,186646,247913,146024,6.90E+04,0.572945,13.3644,6.760575,1.87E+00,2.48E+00,1.46E+00,6.90E-01,1438,1171,1683.898,1178.7286,942.98288,47.149144,0,0,0,0,0,0
2555,42,46,34,42,3645.6,3645.6,9656,9656,572945,18728080,6.76E+06,186646,247913,146024,619851,0.572945,18.72808,6.760575,1.87E+00,2.48E+00,1.46E+00,6.20E+00,1446,1175,1699.05,1189.335,951.468,47.5734,0,13.6,0,120.5,0,123392
2560,42,45,34,42,3645.6,3645.6,9656,9656,572945,17541657,6.76E+06,186646,247913,146024,458133,0.572945,17.541657,6.760575,1.87E+00,2.48E+00,1.46E+00,4.58E+00,1424,1178,1677.472,1174.2304,939.38432,46.969216,0,1.2,0,0.8,0,819.2
2565,42,45,34,42,3645.6,3645.6,9656,9656,572945,17515389,6.76E+06,186646,247913,146024,407116,0.572945,17.515389,6.760575,1.87E+00,2.48E+00,1.46E+00,4.07E+00,1436,1182,1697.352,1188.1464,950.51712,47.525856,0,0,0,0,0,0
2570,42,45,34,42,3645.6,3567.2,9656,9656,572945,18991387,6.76E+06,186646,247913,361995,407116,0.572945,18.991387,6.760575,1.87E+00,2.48E+00,3.62E+00,4.07E+00,1399,1184,1656.416,1159.4912,927.59296,46.379648,0,0,0,0,0,0
2575,42,46,34,42,3645.6,3645.6,9656,9656,572945,19262625,6.76E+06,186646,247913,426770,407116,0.572945,19.262625,6.760575,1.87E+00,2.48E+00,4.27E+00,4.07E+00,1458,1185,1727.73,1209.411,967.5288,48.37644,0,0,0,0,0,0
2580,42,46,34,42,3645.6,3645.6,9656,9372,572945,1.97E+07,6.76E+06,186646,247913,2.67E+05,1.41E+05,0.572945,19.69671,6.760575,1.87E+00,2.48E+00,2.67E+00,1.41E+00,1410,1187,1673.67,1171.569,937.2552,46.86276,0,0,0,0,0,0
2585,42,46,34,42,3645.6,3645.6,9656,9656,572945,18614701,6.76E+06,186646,247913,2.78E+05,3.04E+05,0.572945,18.614701,6.760575,1.87E+00,2.48E+00,2.78E+00,3.04E+00,1397,1184,1654.048,1157.8336,926.26688,46.313344,0,13.2,0,121,0,123904
2590,42,46,34,42,3567.2,3645.6,9656,9656,7.62E+05,9.08E+06,1.01E+07,241262,247913,246560,3.04E+05,0.7618915,9.084062,10.14047,2.41E+00,2.48E+00,2.47E+00,3.04E+00,1391,1176,1635.816,1145.0712,916.05696,45.802848,0,1.2,0,0.8,0,819.2
