Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1,HT0Scaled,HT1Scaled,HT2Scaled,cmiss_core0_scaled,cmiss_core1_scaled,cmiss_core2_scaled,cmiss_core3_scaled,ProcPwr,disk_read_kbytes,disk_write_kbytes
115,97.82608696,94.11764706,97.2972973,93.75,97.84946237,100,74.3902439,72.56097561,48.43592007,2.551982251,4.228143241,7.583767487,3.290636259,0.207313264,0.190896852,0.892995273,0,0
120,97.82608696,94.11764706,97.2972973,93.75,97.84946237,97.84946237,74.3902439,74.3902439,48.0119274,2.694908261,4.554296235,6.86319088,3.227985113,0.216515275,0.225855325,0.893854749,0,0
125,97.82608696,92.15686275,97.2972973,93.75,97.84946237,97.84946237,74.3902439,72.56097561,48.71110169,3.148796029,5.478346848,6.338554135,2.10203387,0.253260459,0.772159361,0.894284486,0,0
130,97.82608696,92.15686275,97.2972973,93.75,97.84946237,97.84946237,74.3902439,72.56097561,48.44109625,3.087438543,6.19105612,5.783800891,1.83069302,0.256967829,0.596067368,0.894284486,0,6.395348837
135,97.82608696,92.15686275,97.2972973,93.75,97.84946237,97.84946237,72.56097561,72.56097561,48.77653101,2.535399614,4.217650562,6.997507101,3.592660742,0.204552898,0.186487598,0.894284486,0,5.813953488
140,97.82608696,92.15686275,97.2972973,93.75,97.84946237,100,74.3902439,72.56097561,19.56024111,0.684730824,1.31062616,1.690091938,0.402857548,0.068365754,0.042326399,0.894714224,0,0
145,97.82608696,92.15686275,97.2972973,93.75,97.84946237,97.84946237,74.3902439,72.56097561,35.45900455,2.57258545,4.288032825,5.814479266,4.019070461,0.256533761,0.119036212,0.895143962,0,0
150,97.82608696,92.15686275,97.2972973,93.75,97.84946237,97.84946237,74.3902439,74.3902439,48.06545622,2.71857555,4.439360775,5.924817471,4.363096134,0.294462552,0.121409762,0.894714224,0,2.325581395
155,97.82608696,92.15686275,97.2972973,93.75,97.84946237,97.84946237,74.3902439,74.3902439,48.88246272,3.001000962,4.881268746,6.956139053,3.654049587,0.652246298,0.152622453,0.893425011,0,2.761627907
160,97.82608696,94.11764706,97.2972973,93.75,95.69892473,97.84946237,74.3902439,72.56097561,48.35677624,3.075734073,5.895436388,6.054371802,3.686437866,0.494855037,0.168294212,0.893425011,0,6.395348837
165,97.82608696,94.11764706,97.2972973,93.75,97.84946237,97.84946237,74.3902439,74.3902439,48.16943318,2.735096249,4.639066285,6.772714956,3.438401042,0.23527331,0.190743024,0.893425011,0,2.906976744
170,97.82608696,94.11764706,97.2972973,93.75,97.84946237,100,74.3902439,72.56097561,48.89636489,2.575479543,4.396141584,7.105148306,3.223691131,0.212595614,0.203513617,0.893425011,0,0
175,97.82608696,94.11764706,97.2972973,93.75,97.84946237,100,74.3902439,72.56097561,47.55001262,2.848950581,5.177897265,5.742250234,1.953934631,0.26409319,0.315191247,0.894284486,0,1.162790698
180,97.82608696,94.11764706,97.2972973,93.75,97.84946237,97.84946237,74.3902439,72.56097561,47.27594131,2.79139373,5.0676825,5.277734115,1.908632038,0.267083636,0.349567474,0.894714224,0,0
185,100,92.15686275,97.2972973,93.75,97.84946237,97.84946237,72.56097561,72.56097561,47.62692023,3.205165881,5.566590963,5.657631857,2.09830091,0.258361947,0.783918571,0.894714224,0,0
190,100,92.15686275,97.2972973,93.75,97.84946237,97.84946237,74.3902439,72.56097561,7.570285703,1.061066823,2.701570535,1.379950979,0.212303986,0.045835713,0.379596265,0.895143962,0,4.941860465
