 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 10015052 6938048 101 2355 0 0 0 0 15 2  7  0  0  435 1468  225 10  6 84
 0 0 0 9821776 6677528 179 4280 0 0 0 0  0  0  0  0  0  452 2715  265  1 10 89
 0 0 0 9821580 6677288 135 3622 0 0 0 0  0  2  0  0  0  404 2090  296  1  7 93
 0 0 0 9821376 6677232 158 3814 0 0 0 0  0  0  0  0  0  410 2333  304  1  9 91
 0 0 0 9821620 6677364 169 3871 0 0 0 0  0  0  0  0  0  412 2303  260  1 10 89
 0 0 0 9821580 6677384 137 3611 0 0 0 0  0  0  0  0  0  405 2095  258  1  7 92
 0 0 0 9821376 6677288 158 3768 0 0 0 0  0  0  0  0  0  393 2229  263  1  9 91
 0 0 0 9821544 6677388 170 3930 0 0 0 0  0  0  0  0  0  411 2323  261  1 10 89
 0 0 0 9821560 6677308 135 3607 0 0 0 0  0  2  0  0  0  413 2130  293  1  7 92
 0 0 0 9821344 6677244 153 3768 0 0 0 0  0  0  0  0  0  404 2243  258  1  9 91
 0 0 0 9821584 6677364 174 3924 0 0 0 0  0  0  0  0  0  412 2330  260  1 10 90
 0 0 0 9821544 6677356 137 3620 0 0 0 0  0  0  0  0  0  390 2144  257  1  7 92
 0 0 0 9821316 6677240 158 3774 0 0 0 0  0  0  0  0  0  395 2252  259  1  9 91
 0 0 0 9821416 6677292 171 3925 0 0 0 0  0  0  0  0  0  401 2325  260  1  9 90
 0 0 0 9821728 6677396 136 3612 0 0 0 0  0  2  0  0  0  412 2161  295  1  8 92
 0 0 0 9821320 6677216 153 3774 0 0 0 0  0  0  0  0  0  390 2260  256  1  9 91
 0 0 0 9821316 6677212 174 3925 0 0 0 0  0  0  0  0  0  407 2332  260  1  9 90
 0 0 0 9821724 6677428 137 3623 0 0 0 0  0  0  0  0  0  406 2170  256  1  8 92
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 9821320 6677228 159 3773 0 0 0 0  0  0  0  0  0  406 2212  265  1  9 91
 0 0 0 9821316 6677216 170 3917 0 0 0 0  0  0  0  0  0  406 2276  261  1  9 90
 0 0 0 9821776 6677460 153 3767 0 0 0 0  0  2  0  0  0  436 2253  302  1 10 89
 0 0 0 9821520 6677268 136 3613 0 0 0 0  0  0  0  0  0  383 2068  252  1  6 93
 0 0 0 9821316 6677216 175 3934 0 0 0 0  0  0  0  0  0  390 2277  261  1  9 90
 0 0 0 9821516 6677328 159 3761 0 0 0 0  0  0  0  0  0  396 2251  258  1 10 89
 0 0 0 9821492 6677252 136 3617 0 0 0 0  0  0  0  0  0  410 2094  254  1  7 93
 0 0 0 9821288 6677188 153 3776 0 0 0 0  0  0  0  0  0  405 2202  257  1  9 91
 0 0 0 9821532 6677320 170 3914 0 0 0 0  0  2  0  0  0  427 2342  302  1 10 89
 0 0 0 9821492 6677240 136 3636 0 0 0 0  0  0  0  0  0  396 2189  301  1  7 92
 0 0 0 9821288 6677184 153 3761 0 0 0 0  0  0  0  0  0  408 2212  258  1  9 91
 0 0 0 9821488 6677308 181 3938 0 0 0 0  0  0  0  0  0  383 2327  263  1 10 89
 0 0 0 9821492 6677240 135 3614 0 0 0 0  0  0  0  0  0  404 2123  255  1  7 92
 0 0 0 9821288 6677188 153 3791 0 0 0 0  0  0  0  0  0  406 2212  259  1  8 91
 0 0 0 9821528 6677316 170 3933 0 0 0 0  0  2  0  0  0  434 2337  302  1 10 90
 0 0 0 9821508 6677268 136 3626 0 0 0 0  0  0  0  0  0  402 2129  253  1  7 92
 0 0 0 9821288 6677188 153 3777 0 0 0 0  0  0  0  0  0  412 2221  256  1  9 91
 0 0 0 9821260 6677176 179 3940 0 0 0 0  0  0  0  0  0  402 2330  264  1  9 90
 0 0 0 9821632 6677308 136 3628 0 0 0 0  0  0  0  0  0  392 2158  260  1  8 92
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 9821264 6677164 153 3794 0 0 0 0  0  0  0  0  0  403 2219  257  1  9 91
 0 0 0 9821260 6677160 170 3931 0 0 0 0  0  2  0  0  0  415 2346  301  1  9 90
 0 0 0 9821712 6677336 136 3623 0 0 0 0  0  0  0  0  0  389 2172  260  1  8 91
 0 0 0 9821424 6677172 153 3767 0 0 0 0  0  0  0  0  0  382 2228  257  1  9 91
 0 0 0 9821208 6677136 163 3773 0 0 0 0  0  0  0  0  0  414 2193  264  1  8 91
 0 0 0 9821736 6677360 153 3784 0 0 0 0  0  0  0  0  0  401 2209  263  1  9 91
 0 0 0 9821416 6677164 153 3771 0 0 0 0  0  0  0  0  0  403 2197  257  1  8 91
 0 0 0 9821212 6677112 153 3780 0 0 0 0  0  3  0  0  0  430 2208  310  1  9 91
 0 0 0 9821432 6677220 153 3777 0 0 0 0  0  0  0  0  0  404 2200  254  1  9 91
 0 0 0 9821416 6677184 153 3779 0 0 0 0  0  0  0  0  0  417 2208  255  1  9 91
 0 0 0 9821188 6677124 163 3794 0 0 0 0  0  0  0  0  0  406 2218  259  1  8 91
 0 0 0 9821428 6677204 153 3780 0 0 0 0  0  0  0  0  0  403 2228  260  1  9 91
 0 0 0 9821392 6677140 153 3783 0 0 0 0  0  0  0  0  0  394 2205  259  1  8 91
 0 0 0 9821188 6677088 153 3793 0 0 0 0  0  2  0  0  0  415 2229  295  1  9 91
