Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1,HT0_CPU0_ALL,HT0_CPU1_ALL,HT0,HT1_CPU2_ALL,HT1_CPU3_ALL,HT1,HT2_CPU0_ALL,HT2_CPU1_ALL,HT2,Watts,Volts,Amps,InputDCPwr,AllPwrExtBd,ProcPwr
0,44,48,36,45,3567.2,3645.6,8875,8662,4982796287,4988161139,4985478713,4987199486,4794525893,4890862690,4982796077,4988160912,4985478495,208.1,115.7,1.653,156.075,124.86,62.43
5,45,48,36,45,3567.2,3567.2,8662,8449,4986666147,4986643538,4986654843,4986643694,4986655224,4986649459,4986666153,4986643535,4986654844,208.2,115.6,1.655,156.15,124.92,62.46
10,44,48,36,45,3645.6,3645.6,8662,8662,4986631006,4986648379,4986639693,4986649079,4986640711,4986644895,4986631000,4986648377,4986639689,207.7,115.6,1.655,155.775,124.62,62.31
15,44,48,36,45,3567.2,3645.6,8662,8662,4986652107,4986647559,4986649833,4986641445,4986667324,4986654385,4986652107,4986647566,4986649837,207.8,115.6,1.715,155.85,124.68,62.34
20,45,48,35,45,3567.2,3567.2,8662,8449,4986649496,4986662135,4986655816,4986649329,4986659650,4986654490,4986649498,4986662128,4986655813,207.8,115.7,1.654,155.85,124.68,62.34
25,44,48,36,45,3567.2,3567.2,8662,8662,4986644900,4986641223,4986643062,4986647747,4986622764,4986635256,4986644904,4986641225,4986643065,207.8,115.6,1.655,155.85,124.68,62.34
30,45,48,36,45,3567.2,3567.2,8662,8662,4986644609,4986640337,4986642473,4986646182,4986644940,4986645561,4986644603,4986640337,4986642470,207.8,115.6,1.654,155.85,124.68,62.34
35,44,48,36,45,3567.2,3645.6,8662,8662,4986665464,4986649683,4986657574,4986649140,4986668441,4986658791,4986665464,4986649681,4986657573,207.9,115.5,1.655,155.925,124.74,62.37
40,44,48,36,45,3567.2,3567.2,8662,8662,4986633655,4986648096,4986640876,4998102346,4986645187,4992373767,4986633662,4986648097,4986640880,208,115.7,1.654,156,124.8,62.4
45,45,48,36,45,3645.6,3567.2,8662,8662,4986645547,4986647865,4986646706,4975192147,4986638482,4980915315,4986645547,4986647874,4986646711,208.1,115.5,1.656,156.075,124.86,62.43
50,44,48,36,45,3567.2,3567.2,8662,8449,4986648224,4986661786,4986655005,4986649963,4986648111,4986649037,4986648217,4986661777,4986654997,208.2,115.7,1.655,156.15,124.92,62.46
55,44,48,36,45,3567.2,3567.2,8662,8662,4986650285,4986635372,4986642829,4986647174,4986644654,4986645914,4986650287,4986635371,4986642829,208.1,115.6,1.654,156.075,124.86,62.43
60,44,48,36,46,3567.2,3645.6,8662,8449,4986646013,4986645973,4986645993,4986647177,4986642999,4986645088,4986646011,4986645973,4986645992,207.7,115.7,1.66,155.775,124.62,62.31
65,44,48,36,45,3567.2,3567.2,8449,8662,4986651707,4986664905,4986658306,4986651487,4986669333,4986660410,4986651714,4986664908,4986658311,207.7,115.7,1.716,155.775,124.62,62.31
70,44,48,36,46,3645.6,3567.2,8662,8662,4986646657,4986631894,4986639276,4986650009,4986637077,4986643543,4986646652,4986631895,4986639274,207.7,115.6,1.654,155.775,124.62,62.31
75,44,48,36,45,3645.6,3567.2,8662,8662,4986648658,4986649006,4986648832,4986644813,4986659304,4986652059,4986648662,4986649002,4986648832,207.8,115.7,1.654,155.85,124.68,62.34
80,44,48,36,46,3567.2,3567.2,8662,8662,4986663328,4986647799,4986655564,4986647511,4986646857,4986647184,4986663324,4986647799,4986655562,207.9,115.6,1.654,155.925,124.74,62.37
85,45,48,36,45,3567.2,3645.6,8662,8662,4986630133,4986646935,4986638534,4986648815,4986628587,4986638701,4986630134,4986646941,4986638538,207.9,115.7,1.654,155.925,124.74,62.37
90,45,48,36,46,3567.2,3567.2,8662,8662,4987451552,4986654301,4987052927,4986669861,4986657755,4986663808,4987451549,4986654295,4987052922,208,115.6,1.655,156,124.8,62.4
95,44,48,36,46,3567.2,3567.2,8449,8662,4985844820,4986657742,4986251281,4986630316,4986637545,4986633931,4985844828,4986657743,4986251286,208.1,115.6,1.657,156.075,124.86,62.43
100,44,48,36,46,3567.2,3567.2,8662,8662,4986649589,4986633144,4986641367,4986654242,4986650897,4986652570,4986649583,4986633146,4986641365,208.2,115.6,1.655,156.15,124.92,62.46
105,44,48,36,45,3567.2,3567.2,8662,8662,4986649906,4986648990,4986649448,4986660085,4986648797,4986654441,4986649911,4986648989,4986649450,208,115.5,1.659,156,124.8,62.4
110,45,48,36,45,3567.2,3567.2,8662,8662,4986659849,4986647209,4986653529,4986625039,4986653887,4986639463,4986659845,4986647208,4986653527,207.7,115.5,1.698,155.775,124.62,62.31
