Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1,HT0_CPU0_ALL,HT0_CPU1_ALL,HT0,HT1_CPU2_ALL,HT1_CPU3_ALL,HT1,HT2_CPU0_ALL,HT2_CPU1_ALL,HT2,Watts,Volts,Amps,InputDCPwr,AllPwrExtBd,ProcPwr
0,43.00,46.00,33.00,44.00,3567.20,3567.20,8662.00,8662.00,4799223283,4989052070,4894137677,4989535725,4984563958,4987049842,4799223078,4989051864,4894137471,207.2,115.3,1.656,155.4,124.32,62.16
5,42.00,46.00,33.00,43.00,3567.20,3645.60,8662.00,8662.00,4986660014,4986665239,4986662627,4986640879,4986671170,4986656025,4986660008,4986665233,4986662621,207.3,115.3,1.656,155.475,124.38,62.19
10,43.00,46.00,33.00,43.00,3567.20,3567.20,8662.00,8449.00,4986675801,4986683435,4986679618,4986670233,4986670535,4986670384,4986675808,4986683439,4986679624,207.4,115.2,1.657,155.55,124.44,62.22
15,42.00,46.00,33.00,44.00,3567.20,3567.20,8449.00,8662.00,4986669664,4986657220,4986663442,4986670399,4986676733,4986673566,4986669657,4986657216,4986663437,207.5,115.2,1.657,155.625,124.5,62.25
20,42.00,46.00,33.00,43.00,3567.20,3645.60,8875.00,8662.00,4986672571,4986670648,4986671610,4986669151,4986661262,4986665207,4986672576,4986670649,4986671613,207.6,115.1,1.656,155.7,124.56,62.28
25,42.00,47.00,33.00,43.00,3567.20,3567.20,8662.00,8662.00,4986668621,4986685154,4986676888,4986672355,4986672665,4986672510,4986668615,4986685153,4986676884,207,115.2,1.656,155.25,124.2,62.1
30,42.00,47.00,33.00,44.00,3567.20,3645.60,8662.00,8662.00,4986665841,4986656005,4986660923,4986669184,4986669135,4986669160,4986665843,4986656011,4986660927,207,115.2,1.708,155.25,124.2,62.1
35,42.00,47.00,33.00,43.00,3567.20,3567.20,8662.00,8662.00,4986672622,4986670653,4986671638,4986672555,4986670746,4986671651,4986672622,4986670647,4986671635,207.1,115.3,1.656,155.325,124.26,62.13
40,42.00,47.00,33.00,43.00,3567.20,3567.20,8662.00,8449.00,4986794042,4986699052,4986746547,4986671054,4986670480,4986670767,4986794044,4986699052,4986746548,207.2,115.2,1.656,155.4,124.32,62.16
45,43.00,46.00,33.00,43.00,3567.20,3567.20,8662.00,8449.00,4986544623,4986641031,4986592827,4986668904,4986673583,4986671244,4986544622,4986641031,4986592827,207.2,115.3,1.654,155.4,124.32,62.16
50,42.00,46.00,33.00,44.00,3567.20,3567.20,8449.00,8662.00,4986671074,4986670587,4986670831,4986669849,4986666773,4986668311,4986671073,4986670593,4986670833,207.2,115.2,1.656,155.4,124.32,62.16
55,42.00,46.00,33.00,43.00,3567.20,3567.20,8449.00,8662.00,4986687063,4986677338,4986682201,4986673954,4986672938,4986673446,4986687062,4986677331,4986682197,207.3,115.2,1.656,155.475,124.38,62.19
60,43.00,46.00,33.00,43.00,3488.80,3567.20,8662.00,8449.00,4986653592,4986663392,4986658492,4986666225,4986669083,4986667654,4986653594,4986663398,4986658496,207.4,115.3,1.657,155.55,124.44,62.22
65,43.00,46.00,33.00,44.00,3488.80,3567.20,8662.00,8449.00,4986671362,4986671562,4986671462,4986672597,4986672983,4986672790,4986671362,4986671557,4986671460,207.5,115.3,1.656,155.625,124.5,62.25
70,43.00,46.00,33.00,44.00,3567.20,3567.20,8662.00,8662.00,4986675029,4986684079,4986679554,4986670644,4986667392,4986669018,4986675027,4986684077,4986679552,207.5,115.1,1.657,155.625,124.5,62.25
75,42.00,46.00,33.00,44.00,3567.20,3567.20,8662.00,8449.00,4986666308,4986657544,4986661926,4986668724,4986675861,4986672293,4986666307,4986657544,4986661926,207.1,115.2,1.66,155.325,124.26,62.13
80,43.00,46.00,33.00,44.00,3488.80,3567.20,8875.00,8449.00,4986669989,4986669386,4986669688,4986672286,4986669787,4986671037,4986669996,4986669388,4986669692,207.1,115.1,1.74,155.325,124.26,62.13
85,43.00,46.00,33.00,44.00,3567.20,3645.60,8662.00,8662.00,4986676789,4986685152,4986680971,4986671511,4986666577,4986669044,4986676788,4986685150,4986680969,207.2,115.3,1.658,155.4,124.32,62.16
90,42.00,47.00,33.00,44.00,3567.20,3567.20,8662.00,8662.00,4986876610,4986685494,4986781052,4986698384,4986698104,4986698244,4986876613,4986685496,4986781055,207.1,115.2,1.656,155.325,124.26,62.13
95,42.00,46.00,33.00,44.00,3567.20,3567.20,8662.00,8449.00,4986464332,4986642512,4986553422,4986641883,4986646156,4986644020,4986464324,4986642512,4986553418,207.3,115.3,1.657,155.475,124.38,62.19
100,43.00,46.00,33.00,44.00,3567.20,3567.20,8662.00,8449.00,4986664807,4986683255,4986674031,4986669296,4986668408,4986668852,4986664807,4986683254,4986674031,207.4,115.3,1.657,155.55,124.44,62.22
105,43.00,46.00,33.00,44.00,3567.20,3567.20,8662.00,8662.00,4986669430,4986656852,4986663141,4986669914,4986673764,4986671839,4986669429,4986656853,4986663141,207.5,115.2,1.655,155.625,124.5,62.25
110,43.00,46.00,33.00,44.00,3567.20,3567.20,8662.00,8662.00,4986671357,4986670863,4986671110,4986670264,4986670972,4986670618,4986671357,4986670862,4986671110,207.4,115.3,1.657,155.55,124.44,62.22
115,42.00,46.00,33.00,44.00,3567.20,3567.20,8662.00,8662.00,4986671994,4986685621,4986678808,4986673080,4986669234,4986671157,4986671994,4986685622,4986678808,207.5,115.2,1.655,155.625,124.5,62.25
120,43.00,46.00,33.00,44.00,3488.80,3567.20,8662.00,8662.00,4986668255,4986654179,4986661217,4986668544,4986667875,4986668210,4986668261,4986654183,4986661222,207.2,115.1,1.656,155.4,124.32,62.16
125,42.00,47.00,33.00,44.00,3567.20,3567.20,8662.00,8662.00,4986672103,4986672240,4986672172,4986671807,4986671456,4986671632,4986672105,4986672234,4986672170,207,115.1,1.696,155.25,124.2,62.1
130,43.00,46.00,34.00,44.00,3567.20,3567.20,8662.00,8449.00,4986675530,4986683729,4986679630,4986671482,4986668098,4986669790,4986675527,4986683734,4986679631,207.1,115.2,1.683,155.325,124.26,62.13
135,43.00,46.00,33.00,44.00,3567.20,3567.20,8662.00,8662.00,4986669980,4986657827,4986663904,4986669637,4986670036,4986669837,4986669975,4986657827,4986663901,207.1,115.1,1.656,155.325,124.26,62.13
140,43.00,46.00,33.00,44.00,3567.20,3645.60,8662.00,8662.00,4987121440,4986665782,4986893611,4986671941,4986672555,4986672248,4987121446,4986665790,4986893618,207.2,115,1.658,155.4,124.32,62.16
145,43.00,46.00,33.00,44.00,3567.20,3567.20,8662.00,8449.00,4986231460,4986676717,4986454089,4986670377,4986670154,4986670266,4986231457,4986676704,4986454081,207.3,115.2,1.658,155.475,124.38,62.19
150,43.00,46.00,34.00,44.00,3488.80,3567.20,8662.00,8449.00,4986653109,4986667668,4986660389,4986667822,4986670490,4986669156,4986653112,4986667665,4986660389,207.4,115.1,1.658,155.55,124.44,62.22
155,43.00,46.00,33.00,44.00,3567.20,3567.20,8662.00,8449.00,4986671251,4986671367,4986671309,4986671264,4986672463,4986671864,4986671245,4986671370,4986671308,207.4,115.2,1.656,155.55,124.44,62.22
160,43.00,46.00,33.00,44.00,3567.20,3567.20,8662.00,8449.00,4986674510,4986684354,4986679432,4986676989,4986671885,4986674437,4986674516,4986684360,4986679438,207.6,115.2,1.656,155.7,124.56,62.28
165,43.00,46.00,34.00,44.00,3567.20,3567.20,8449.00,8449.00,4986669272,4986660783,4986665028,4986666275,4986672052,4986669164,4986669267,4986660781,4986665024,207.6,115.1,1.66,155.7,124.56,62.28
170,43.00,47.00,33.00,44.00,3567.20,3567.20,8662.00,8662.00,4986667846,4986666783,4986667315,4986668668,4986669867,4986669268,4986667851,4986666787,4986667319,207.1,115.2,1.657,155.325,124.26,62.13
175,42.00,47.00,33.00,44.00,3567.20,3645.60,8449.00,8449.00,4986685702,4986670659,4986678181,4986670668,4986666628,4986668648,4986685704,4986670652,4986678178,207.1,115.2,1.698,155.325,124.26,62.13
180,42.00,47.00,34.00,44.00,3567.20,3645.60,8662.00,8662.00,4986656178,4986670498,4986663338,4986670951,4986669352,4986670152,4986656176,4986670500,4986663338,207.2,115.2,1.656,155.4,124.32,62.16
185,43.00,47.00,33.00,44.00,3567.20,3567.20,8449.00,8662.00,4986685423,4986687455,4986686439,4986687909,4986702477,4986695193,4986685425,4986687452,4986686439,207.2,115.1,1.659,155.4,124.32,62.16
190,42.00,47.00,34.00,44.00,3488.80,3567.20,8449.00,8449.00,4986674008,4986659871,4986666940,4986655655,4986641986,4986648821,4986674002,4986659878,4986666940,207.3,115.1,1.659,155.475,124.38,62.19
195,43.00,47.00,33.00,44.00,3567.20,3567.20,8875.00,8449.00,4986651112,4986664037,4986657575,4986667136,4986670551,4986668844,4986651111,4986664030,4986657571,207.4,115,1.659,155.55,124.44,62.22
200,42.00,47.00,34.00,44.00,3567.20,3567.20,8662.00,8662.00,4986672152,4986669850,4986671001,4986671095,4986672666,4986671881,4986672157,4986669850,4986671004,207.5,115.1,1.658,155.625,124.5,62.25
205,43.00,47.00,34.00,44.00,3567.20,3567.20,8662.00,8662.00,4986685351,4986672530,4986678941,4986671229,4986665137,4986668183,4986685346,4986672533,4986678940,207.6,115.2,1.66,155.7,124.56,62.28
