Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1,HT0_CPU0_ALL,HT0_CPU1_ALL,HT0,HT1_CPU2_ALL,HT1_CPU3_ALL,HT1,HT2_CPU0_ALL,HT2_CPU1_ALL,HT2,Watts,Volts,Amps,InputDCPwr,AllPwrExtBd,ProcPwr
0,44.00,49.00,35.00,45.00,3567.20,3645.60,8662.00,8449.00,4995963283,4985705106,4990834195,4992500548,4995240845,4993870697,4995963057,4985704762,4990833910,208.1,115.2,1.662,156.075,124.86,62.43
5,44.00,48.00,35.00,45.00,3645.60,3567.20,8449.00,8662.00,4986669839,4986674316,4986672078,4986619981,4986673714,4986646848,4986669839,4986674321,4986672080,207.9,115.2,1.664,155.925,124.74,62.37
10,44.00,48.00,35.00,45.00,3567.20,3567.20,8662.00,8449.00,4986671379,4986660372,4986665876,4986669287,4986665948,4986667618,4986671374,4986660371,4986665873,207.7,115.2,1.741,155.775,124.62,62.31
15,44.00,48.00,35.00,45.00,3645.60,3567.20,8662.00,8662.00,4986671046,4986670617,4986670832,4986657126,4986668809,4986662968,4986671047,4986670617,4986670832,207.8,115.1,1.677,155.85,124.68,62.34
20,44.00,49.00,35.00,45.00,3567.20,3567.20,8662.00,8449.00,4986690708,4986674105,4986682407,4986675608,4986680411,4986678010,4986690712,4986674099,4986682406,207.9,115.2,1.666,155.925,124.74,62.37
25,44.00,48.00,35.00,45.00,3567.20,3567.20,8449.00,8449.00,4986652362,4986667431,4986659897,4986679637,4986669224,4986674431,4986652364,4986667439,4986659902,208.1,115.2,1.662,156.075,124.86,62.43
30,45.00,48.00,35.00,45.00,3488.80,3567.20,8449.00,8449.00,4986669939,4986671507,4986670723,4986661330,4986662810,4986662070,4986669937,4986671505,4986670721,208.1,115.1,1.663,156.075,124.86,62.43
35,44.00,48.00,35.00,45.00,3567.20,3567.20,8662.00,8449.00,4986683846,4986671177,4986677512,4986684917,4986673474,4986679196,4986683846,4986671179,4986677513,208.2,115.2,1.665,156.15,124.92,62.46
40,44.00,48.00,35.00,45.00,3567.20,3567.20,8662.00,8662.00,4977619496,4986673587,4982146542,4986666891,4986693825,4986680358,4977619491,4986673585,4982146538,208.2,115.2,1.663,156.15,124.92,62.46
45,44.00,48.00,35.00,45.00,3567.20,3567.20,8662.00,8662.00,4995706353,4986666160,4991186257,4986677801,4986650048,4986663925,4995706358,4986666154,4991186256,208.3,115.2,1.663,156.225,124.98,62.49
50,44.00,48.00,35.00,45.00,3645.60,3567.20,8662.00,8662.00,4986685148,4986671953,4986678551,4986661056,4986666682,4986663869,4986685150,4986671959,4986678555,208.5,115.1,1.667,156.375,125.1,62.55
55,44.00,48.00,35.00,45.00,3567.20,3645.60,8662.00,8662.00,4986656248,4986669615,4986662932,4986682844,4986674094,4986678469,4986656248,4986669614,4986662931,208,115.2,1.662,156,124.8,62.4
60,45.00,48.00,35.00,45.00,3567.20,3567.20,8662.00,8662.00,4986670284,4986669978,4986670131,4986688394,4986671050,4986679722,4986670284,4986669979,4986670132,207.9,115.2,1.708,155.925,124.74,62.37
65,44.00,48.00,35.00,45.00,3567.20,3567.20,8449.00,8449.00,4986672034,4986680904,4986676469,4986219436,4987105579,4986662508,4986672034,4986680904,4986676469,207.9,115.2,1.666,155.925,124.74,62.37
70,44.00,49.00,35.00,46.00,3567.20,3567.20,8662.00,8662.00,4986669344,4986662044,4986665694,4986657972,4986673918,4986665945,4986669345,4986662044,4986665695,208,115.2,1.662,156,124.8,62.4
75,45.00,48.00,35.00,45.00,3567.20,3645.60,8449.00,8449.00,4986670634,4986669313,4986669974,4986669225,4986679571,4986674398,4986670631,4986669313,4986669972,208,115.2,1.663,156,124.8,62.4
80,44.00,48.00,35.00,45.00,3567.20,3567.20,8662.00,8662.00,4986686109,4986671318,4986678714,4986672182,4986661058,4986666620,4986686109,4986671317,4986678713,208.1,115.2,1.667,156.075,124.86,62.43
85,44.00,49.00,35.00,45.00,3567.20,3567.20,8662.00,8662.00,4986655974,4986670754,4986663364,4986670140,4986695179,4986682660,4986655974,4986670759,4986663367,208.4,115.3,1.661,156.3,125.04,62.52
90,44.00,49.00,35.00,45.00,3567.20,3567.20,8662.00,8449.00,4986687778,4986689155,4986688467,4986688142,4986665628,4986676885,4986687786,4986689151,4986688469,208.3,115.2,1.666,156.225,124.98,62.49
95,45.00,48.00,35.00,46.00,3567.20,3567.20,8662.00,8449.00,4986667739,4986651490,4986659615,4986653881,4986676285,4986665083,4986667730,4986651490,4986659610,208.4,115.2,1.666,156.3,125.04,62.52
100,45.00,48.00,35.00,45.00,3567.20,3567.20,8449.00,8449.00,4986655433,4986670345,4986662889,4986668548,4986644869,4986656709,4986655436,4986670340,4986662888,208.2,115.3,1.662,156.15,124.92,62.46
