Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1,HT0_CPU0_ALL,HT0_CPU1_ALL,HT0,HT1_CPU2_ALL,HT1_CPU3_ALL,HT1,HT2_CPU0_ALL,HT2_CPU1_ALL,HT2,Watts,Volts,Amps,InputDCPwr,AllPwrExtBd,ProcPwr
0,42.00,46.00,33.00,43.00,3567.20,3567.20,8449.00,8449.00,4989464830,4989773239,4989619035,4798655309,4984436648,4891545979,4989464474,4989773019,4989618747,207.1,114.3,1.669,155.325,124.26,62.13
5,42.00,46.00,33.00,43.00,3567.20,3645.60,8662.00,8449.00,4986668904,4986662636,4986665770,4986654721,4986624548,4986639635,4986668896,4986662630,4986665763,206.9,114.3,1.681,155.175,124.14,62.07
10,42.00,46.00,33.00,44.00,3567.20,3567.20,8662.00,8449.00,4986672139,4986684871,4986678505,4986673316,4986671531,4986672424,4986672143,4986684874,4986678509,207,114.1,1.7,155.25,124.2,62.1
15,42.00,46.00,33.00,43.00,3567.20,3567.20,8662.00,8449.00,4986673467,4986661906,4986667687,4986669197,4986675379,4986672288,4986673463,4986661908,4986667686,207,114.1,1.671,155.25,124.2,62.1
20,42.00,46.00,33.00,43.00,3567.20,3567.20,8662.00,8449.00,4986668524,4986670087,4986669306,4986671631,4986667018,4986669325,4986668528,4986670081,4986669305,207.1,114.1,1.671,155.325,124.26,62.13
25,42.00,46.00,33.00,43.00,3645.60,3567.20,8662.00,8662.00,4986672918,4986680647,4986676783,4986669261,4986666030,4986667646,4986672913,4986680662,4986676788,207.1,114.2,1.67,155.325,124.26,62.13
30,42.00,46.00,33.00,43.00,3567.20,3645.60,8662.00,8449.00,4986672505,4986655407,4986663956,4986668844,4986672398,4986670621,4986672514,4986655397,4986663956,207.3,114.2,1.667,155.475,124.38,62.19
35,42.00,46.00,33.00,43.00,3567.20,3645.60,8875.00,8449.00,4986662773,4986670264,4986666519,4986670424,4986671787,4986671106,4986662765,4986670258,4986666512,207.4,114.1,1.668,155.55,124.44,62.22
40,42.00,46.00,33.00,43.00,3567.20,3567.20,8662.00,8449.00,4986676341,4986709758,4986693050,4987429746,4986664918,4987047332,4986676346,4986709764,4986693055,207.5,114.2,1.669,155.625,124.5,62.25
45,42.00,46.00,33.00,43.00,3567.20,3567.20,8662.00,8449.00,4986669286,4986631420,4986650353,4985910574,4986671572,4986291073,4986669282,4986631415,4986650349,207.5,114.2,1.668,155.625,124.5,62.25
50,42.00,46.00,33.00,43.00,3567.20,3567.20,8662.00,8449.00,4986665934,4986669879,4986667907,4986671854,4986673709,4986672782,4986665932,4986669884,4986667908,207.2,114.2,1.669,155.4,124.32,62.16
55,42.00,46.00,33.00,43.00,3567.20,3645.60,8662.00,8662.00,4986676830,4986685159,4986680995,4986671511,4986669254,4986670383,4986676833,4986685154,4986680994,207,114.1,1.745,155.25,124.2,62.1
60,42.00,46.00,33.00,43.00,3567.20,3567.20,8662.00,8662.00,4986669248,4986656829,4986663039,4986670532,4986671269,4986670901,4986669252,4986656836,4986663044,207.1,114.3,1.691,155.325,124.26,62.13
65,42.00,46.00,33.00,43.00,3567.20,3567.20,8662.00,8662.00,4986672150,4986670395,4986671273,4986669541,4986673558,4986671550,4986672149,4986670392,4986671271,207.1,114.3,1.673,155.325,124.26,62.13
70,42.00,46.00,33.00,43.00,3567.20,3567.20,8662.00,8449.00,4986670186,4986685731,4986677959,4986675053,4986663919,4986669486,4986670185,4986685732,4986677959,207.1,114.2,1.668,155.325,124.26,62.13
75,42.00,46.00,33.00,43.00,3567.20,3567.20,8662.00,8662.00,4986669879,4986654691,4986662285,4986667334,4986669617,4986668476,4986669874,4986654687,4986662281,207.2,114.2,1.671,155.4,124.32,62.16
