Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1,HT0_CPU0_ALL,HT0_CPU1_ALL,HT0,HT1_CPU2_ALL,HT1_CPU3_ALL,HT1,HT2_CPU0_ALL,HT2_CPU1_ALL,HT2,Watts,Volts,Amps,InputDCPwr,AllPwrExtBd,ProcPwr
0,42.00,46.00,33.00,43.00,3488.80,3645.60,8662.00,8449.00,4984465876,4980824325,4982645101,4986620269,4797165551,4891892910,4984465673,4980824050,4982644862,207.3,114.9,1.659,155.475,124.38,62.19
5,42.00,46.00,33.00,43.00,3567.20,3567.20,8875.00,8449.00,4986657162,4986643497,4986650330,4986615256,4986637438,4986626347,4986657154,4986643493,4986650324,207.2,115,1.657,155.4,124.32,62.16
10,42.00,46.00,33.00,43.00,3567.20,3645.60,8449.00,8449.00,4986668871,4986671066,4986669969,4986670613,4986672524,4986671569,4986668877,4986671064,4986669971,206.8,115,1.668,155.1,124.08,62.04
15,42.00,46.00,33.00,43.00,3567.20,3567.20,8662.00,8662.00,4986692385,4986677153,4986684769,4986678117,4986682568,4986680343,4986692381,4986677157,4986684769,206.9,114.9,1.692,155.175,124.14,62.07
20,42.00,46.00,33.00,43.00,3567.20,3567.20,8662.00,8449.00,4986656116,4986664545,4986660331,4986662845,4986661808,4986662327,4986656120,4986664547,4986660334,207,114.8,1.66,155.25,124.2,62.1
25,42.00,46.00,33.00,43.00,3567.20,3567.20,8662.00,8449.00,4986663799,4986668690,4986666245,4986669612,4986672920,4986671266,4986663794,4986668686,4986666240,207,115,1.658,155.25,124.2,62.1
30,42.00,46.00,33.00,43.00,3567.20,3567.20,8449.00,8449.00,4986683961,4986671312,4986677637,4986671269,4986661463,4986666366,4986683968,4986671316,4986677642,207.3,114.9,1.659,155.475,124.38,62.19
35,42.00,46.00,33.00,43.00,3567.20,3567.20,8662.00,8662.00,4986656504,4986671387,4986663946,4986670461,4986671959,4986671210,4986656502,4986671382,4986663942,207.2,114.9,1.66,155.4,124.32,62.16
40,42.00,46.00,33.00,43.00,3567.20,3645.60,8662.00,8449.00,4998486724,4986671579,4992579152,4986671591,4986675693,4986673642,4998486718,4986671583,4992579151,207.3,114.8,1.659,155.475,124.38,62.19
45,42.00,46.00,33.00,43.00,3567.20,3567.20,8662.00,8662.00,4974870857,4986675743,4980773300,4986672027,4986670408,4986671218,4974870860,4986675741,4980773301,207.4,114.9,1.659,155.55,124.44,62.22
50,42.00,46.00,33.00,43.00,3488.80,3567.20,8449.00,8449.00,4986656084,4986671775,4986663930,4986669290,4986667671,4986668481,4986656087,4986671778,4986663933,207.4,114.9,1.66,155.55,124.44,62.22
55,42.00,46.00,33.00,43.00,3567.20,3567.20,8662.00,8449.00,4986673591,4986662651,4986668121,4986670660,4986672039,4986671350,4986673588,4986662648,4986668118,207.2,114.8,1.66,155.4,124.32,62.16
60,42.00,46.00,33.00,43.00,3567.20,3567.20,8662.00,8449.00,4986671096,4986685382,4986678239,4986671114,4986667180,4986669147,4986671101,4986685387,4986678244,207,114.9,1.727,155.25,124.2,62.1
65,42.00,46.00,33.00,43.00,3567.20,3567.20,8662.00,8662.00,4986667651,4986663116,4986665384,4986671651,4986671884,4986671768,4986667649,4986663110,4986665380,207,114.9,1.681,155.25,124.2,62.1
70,42.00,46.00,33.00,43.00,3567.20,3645.60,8662.00,8662.00,4986668018,4986663637,4986665828,4986668445,4986668956,4986668701,4986668012,4986663641,4986665827,207,114.9,1.659,155.25,124.2,62.1
75,42.00,46.00,33.00,43.00,3567.20,3567.20,8449.00,8449.00,4986674724,4986685282,4986680003,4986670871,4986673153,4986672012,4986674727,4986685279,4986680003,207,114.9,1.659,155.25,124.2,62.1
80,42.00,46.00,33.00,43.00,3567.20,3567.20,8875.00,8449.00,4986673848,4986655879,4986664864,4986674176,4986670607,4986672392,4986673851,4986655882,4986664867,207.1,114.8,1.659,155.325,124.26,62.13
85,42.00,46.00,33.00,43.00,3488.80,3567.20,8662.00,8662.00,4986663099,4986670226,4986666663,4986666739,4986671437,4986669088,4986663095,4986670225,4986666660,207.2,114.8,1.659,155.4,124.32,62.16
90,42.00,46.00,33.00,43.00,3488.80,3567.20,8449.00,8662.00,4986692500,4986709559,4986701030,4986692198,4986799301,4986745750,4986692504,4986709554,4986701029,207.4,114.9,1.659,155.55,124.44,62.22
95,42.00,46.00,33.00,43.00,3488.80,3645.60,8449.00,8662.00,4986652602,4986630683,4986641643,4986647272,4986537667,4986592470,4986652596,4986630686,4986641641,207.5,114.8,1.661,155.625,124.5,62.25
100,42.00,46.00,33.00,43.00,3567.20,3645.60,8662.00,8449.00,4986668101,4986672195,4986670148,4986671872,4986671047,4986671460,4986668106,4986672192,4986670149,207.5,114.9,1.659,155.625,124.5,62.25
105,42.00,46.00,33.00,43.00,3567.20,3567.20,8662.00,8449.00,4986669820,4986684296,4986677058,4986672118,4986673859,4986672989,4986669816,4986684297,4986677057,207,115,1.659,155.25,124.2,62.1
110,42.00,46.00,33.00,43.00,3567.20,3567.20,8662.00,8662.00,4986673059,4986656954,4986665007,4986668700,4986665599,4986667150,4986673066,4986656965,4986665016,207,114.9,1.705,155.25,124.2,62.1
115,42.00,46.00,33.00,43.00,3567.20,3645.60,8662.00,8449.00,4986669452,4986673555,4986671504,4986673152,4986676514,4986674833,4986669445,4986673544,4986671495,207.1,114.8,1.66,155.325,124.26,62.13
120,42.00,46.00,33.00,43.00,3567.20,3645.60,8662.00,8662.00,4986686364,4986673047,4986679706,4986671654,4986666079,4986668867,4986686369,4986673051,4986679710,207.2,114.9,1.66,155.4,124.32,62.16
125,42.00,46.00,33.00,43.00,3645.60,3567.20,8662.00,8449.00,4986656421,4986664796,4986660609,4986668250,4986668212,4986668231,4986656417,4986664793,4986660605,207.2,114.9,1.659,155.4,124.32,62.16
130,42.00,46.00,33.00,43.00,3488.80,3567.20,8662.00,8662.00,4986666997,4986670596,4986668797,4986669467,4986673091,4986671279,4986666997,4986670602,4986668800,207.2,114.9,1.658,155.4,124.32,62.16
135,42.00,46.00,33.00,43.00,3567.20,3567.20,8449.00,8449.00,4986670418,4986682807,4986676613,4986671269,4986668722,4986669996,4986670422,4986682800,4986676611,207.3,115,1.658,155.475,124.38,62.19
140,42.00,46.00,33.00,43.00,3567.20,3567.20,8662.00,8449.00,4986674570,4986658544,4986666557,4986791554,4986669023,4986730289,4986674575,4986658548,4986666562,207.3,114.9,1.659,155.475,124.38,62.19
145,42.00,46.00,33.00,43.00,3567.20,3567.20,8449.00,8662.00,4986665846,4986669875,4986667861,4986551776,4986671860,4986611818,4986665835,4986669870,4986667853,207.4,114.8,1.661,155.55,124.44,62.22
150,42.00,46.00,33.00,43.00,3567.20,3567.20,8449.00,8662.00,4986677366,4986685969,4986681668,4986669925,4986673441,4986671683,4986677366,4986685975,4986681671,207.5,114.9,1.662,155.625,124.5,62.25
155,42.00,46.00,33.00,43.00,3645.60,3567.20,8662.00,8449.00,4986663234,4986655871,4986659553,4986667166,4986671193,4986669180,4986663236,4986655867,4986659552,206.9,114.9,1.66,155.175,124.14,62.07
160,42.00,46.00,33.00,43.00,3488.80,3567.20,8449.00,8449.00,4986672841,4986671313,4986672077,4986673364,4986670742,4986672053,4986672845,4986671313,4986672079,206.9,114.9,1.749,155.175,124.14,62.07
165,42.00,46.00,33.00,43.00,3488.80,3567.20,8662.00,8449.00,4986673890,4986684138,4986679014,4986680501,4986676730,4986678616,4986673890,4986684138,4986679014,207,114.9,1.659,155.25,124.2,62.1
170,42.00,46.00,33.00,43.00,3567.20,3645.60,8662.00,8662.00,4986670627,4986656342,4986663485,4986725681,4986733399,4986729540,4986670627,4986656344,4986663486,207,115,1.659,155.25,124.2,62.1
175,42.00,46.00,33.00,43.00,3567.20,3567.20,8662.00,8662.00,4986666780,4986669957,4986668369,4986605111,4986603695,4986604403,4986666774,4986669953,4986668364,207.1,114.9,1.659,155.325,124.26,62.13
180,42.00,46.00,33.00,43.00,3567.20,3567.20,8662.00,8449.00,4986682981,4986684419,4986683700,4986673549,4986671639,4986672594,4986682987,4986684424,4986683706,207.3,115,1.657,155.475,124.38,62.19
185,42.00,45.00,33.00,44.00,3567.20,3567.20,8449.00,8662.00,4986672179,4986678546,4986675363,4986681326,4986678629,4986679978,4986672179,4986678546,4986675363,207.3,115,1.658,155.475,124.38,62.19
190,42.00,46.00,33.00,43.00,3567.20,3567.20,8662.00,8662.00,4986657454,4986649759,4986653607,4986656949,4986663653,4986660301,4986657458,4986649754,4986653606,207.3,114.8,1.659,155.475,124.38,62.19
195,42.00,46.00,33.00,43.00,3567.20,3567.20,8449.00,8449.00,4986684992,4986670076,4986677534,4986670934,4986669108,4986670021,4986684985,4986670076,4986677531,207.3,114.9,1.661,155.475,124.38,62.19
200,42.00,46.00,33.00,43.00,3645.60,3567.20,8449.00,8662.00,4986659345,4986677635,4986668490,4986671195,4986672997,4986672096,4986659343,4986677635,4986668489,207.1,114.9,1.658,155.325,124.26,62.13
205,42.00,46.00,33.00,43.00,3488.80,3567.20,8662.00,8662.00,4986669100,4986668449,4986668775,4986670072,4986669898,4986669985,4986669100,4986668449,4986668775,206.8,114.8,1.678,155.1,124.08,62.04
210,42.00,46.00,33.00,43.00,3488.80,3645.60,8662.00,8662.00,4986668649,4986681338,4986674994,4986670728,4986665782,4986668255,4986668651,4986681344,4986674998,207,114.9,1.695,155.25,124.2,62.1
215,42.00,46.00,33.00,43.00,3567.20,3645.60,8662.00,8449.00,4986671292,4986654430,4986662861,4986668703,4986668434,4986668569,4986671294,4986654431,4986662863,207,114.9,1.657,155.25,124.2,62.1
220,42.00,46.00,33.00,43.00,3567.20,3645.60,8662.00,8662.00,4986668006,4986670535,4986669271,4986671465,4986676128,4986673797,4986668007,4986670536,4986669272,207,115,1.658,155.25,124.2,62.1
225,42.00,46.00,33.00,43.00,3567.20,3567.20,8662.00,8662.00,4986689354,4986677483,4986683419,4986671861,4986667965,4986669913,4986689355,4986677477,4986683416,207,114.9,1.657,155.25,124.2,62.1
230,42.00,46.00,33.00,43.00,3567.20,3567.20,8662.00,8449.00,4986658025,4986665211,4986661618,4986669681,4986670971,4986670326,4986658024,4986665219,4986661622,207,114.9,1.659,155.25,124.2,62.1
