scheduler,timestamp,cpu,llmiss_av,inst_ret_av,coretemp_av,tea_hat,pcost_hat
tas,140,3,82.01,28.39,42.35,25.46,19.09
tas,145,0,35.54,174.8,41.1,41.91,31.43
tas,145,1,36,182.4,42.1,43.42,32.57
tas,145,2,80.92,82.21,40.1,33.87,25.4
tas,145,3,85.79,29.32,42.48,26.26,19.7
tas,150,0,36.36,183.6,41.1,43.51,32.63
tas,150,1,36.85,191.2,42.1,45.02,33.77
tas,150,2,85.54,82.92,40.23,34.78,26.09
tas,150,3,89.53,30.26,42.48,27.04,20.28
tas,155,0,37.09,192.5,41.1,45.11,33.83
tas,155,1,37.7,200,42.23,46.65,34.98
tas,155,2,90.2,83.64,40.35,35.7,26.77
tas,155,3,93.29,31.18,42.6,27.84,20.88
tas,160,0,37.84,201.5,41.1,46.73,35.05
tas,160,1,38.46,208.8,42.35,48.27,36.2
tas,160,2,94.9,84.35,40.48,36.62,27.47
tas,160,3,97.05,32.11,42.73,28.65,21.49
tas,165,0,38.6,210.5,41.23,48.38,36.29
tas,165,1,39.23,217.9,42.48,49.94,37.46
tas,165,2,99.6,85.06,40.6,37.54,28.16
tas,165,3,100.8,33.03,42.85,29.45,22.09
tas,170,0,39.36,219.6,41.35,50.05,37.54
tas,170,1,40,227.1,42.6,51.62,38.72
tas,170,2,104.3,85.77,40.73,38.46,28.85
tas,170,3,104.6,33.95,42.98,30.26,22.7
tas,175,0,40.13,228.7,41.48,51.71,38.78
tas,175,1,40.78,236.3,42.73,53.3,39.98
tas,175,2,108.9,86.47,40.85,39.37,29.53
tas,175,3,108.5,34.88,42.98,31.05,23.29
tas,180,0,40.9,237.8,41.6,53.39,40.04
tas,180,1,41.56,245.6,42.85,55,41.25
tas,180,2,113.6,87.18,40.98,40.29,30.22
tas,180,3,112.3,35.81,42.98,31.84,23.88
tas,185,0,41.68,247,41.73,55.07,41.3
tas,185,1,42.35,255,42.98,56.71,42.53
tas,185,2,118.3,87.88,40.98,41.19,30.89
tas,185,3,116.1,36.73,42.98,32.63,24.47
tas,190,0,42.47,256.3,41.85,56.77,42.58
tas,190,1,43.14,264.4,43.1,58.44,43.83
tas,190,2,123,88.58,41.1,42.12,31.59
tas,190,3,119.9,37.66,43.23,33.47,25.1
tas,195,0,43.25,265.6,41.98,58.47,43.85
tas,195,1,43.91,273.8,43.1,60.14,45.11
tas,195,2,127.7,89.29,41.1,43.02,32.27
tas,195,3,123.7,38.58,43.23,34.26,25.69
tas,200,0,44.02,274.8,42.1,60.15,45.11
tas,200,1,44.7,283.4,43.1,61.86,46.39
tas,200,2,132.4,90,41.1,43.92,32.94
tas,200,3,127.6,39.51,43.35,35.07,26.3
tas,205,0,44.79,283.9,42.1,61.8,46.35
tas,205,1,45.48,292.9,43.1,63.57,47.68
tas,205,2,137.1,90.71,41.1,44.81,33.61
tas,205,3,131.4,40.43,43.48,35.88,26.91
tas,210,0,45.56,292.7,42.1,63.39,47.54
tas,210,1,46.28,302.2,43.1,65.26,48.95
tas,210,2,141.7,91.42,41.23,45.73,34.3
tas,210,3,135.2,41.36,43.6,36.7,27.52
tas,215,0,46.32,301.2,42.1,64.93,48.7
tas,215,1,47.08,310.8,43.1,66.83,50.12
tas,215,2,146.5,92.13,41.35,46.66,34.99
tas,215,3,139,42.31,43.73,37.51,28.13
tas,220,0,47.07,309.5,42.1,66.44,49.83
tas,220,1,47.85,319.2,43.1,68.36,51.27
tas,220,2,151.1,92.85,41.48,47.58,35.68
tas,220,3,142.9,43.25,43.73,38.31,28.73
tas,225,0,47.8,317.6,42.1,67.92,50.94
tas,225,1,48.61,327.4,43.1,69.86,52.39
tas,225,2,155.7,93.59,41.73,48.5,36.38
tas,225,3,146.8,44.16,43.73,39.11,29.34
tas,230,0,48.53,325.6,42.1,69.37,52.03
tas,230,1,49.35,335.5,43.23,71.35,53.51
tas,230,2,160.1,94.36,41.85,49.39,37.04
tas,230,3,150.8,45.03,43.6,39.91,29.93
tas,235,0,49.44,332.7,42.35,70.75,53.06
tas,235,1,50.07,343.4,43.23,72.78,54.59
tas,235,2,164.1,95.93,41.73,50.3,37.72
tas,235,3,154.9,45.88,43.6,40.74,30.55
tas,240,0,50.4,339.4,42.48,72.04,54.03
tas,240,1,50.77,351.2,43.35,74.22,55.66
tas,240,2,167.9,97.8,41.98,51.29,38.47
tas,240,3,159.2,46.7,43.48,41.55,31.17
tas,245,0,51.35,345.8,42.48,73.28,54.96
tas,245,1,51.47,358.9,43.48,75.64,56.73
tas,245,2,171.7,99.7,42.1,52.24,39.18
tas,245,3,163.5,47.49,43.35,42.39,31.79
tas,250,0,52.27,352.7,42.6,74.6,55.95
tas,250,1,52.14,366.7,43.6,77.07,57.8
tas,250,2,175.2,101.6,42.23,53.18,39.89
tas,250,3,167.9,48.24,43.23,43.23,32.42
tas,255,0,53.19,359.7,42.73,75.94,56.96
tas,255,1,52.81,375.1,43.73,78.61,58.96
tas,255,2,178.7,103.6,42.35,54.1,40.58
tas,255,3,172.4,48.95,43.1,44.08,33.06
tas,260,0,54.11,366.8,42.85,77.29,57.97
tas,260,1,53.49,383.6,43.85,80.16,60.12
tas,260,2,182.1,105.5,42.48,55.01,41.26
tas,260,3,177,49.63,43.1,44.96,33.72
tas,265,0,55.02,373.8,42.98,78.63,58.97
tas,265,1,54.15,392.2,43.98,81.72,61.29
tas,265,2,185.4,107.5,42.48,55.9,41.92
tas,265,3,181.7,50.31,43.23,45.86,34.4
tas,270,0,56.03,380.4,43.23,79.94,59.95
tas,270,1,54.82,400.6,43.85,83.22,62.41
tas,270,2,188.6,109.9,42.23,56.79,42.59
tas,270,3,186.3,50.99,43.23,46.75,35.06
tas,275,0,57.06,386.9,43.23,81.19,60.89
tas,275,1,55.49,409,43.85,84.73,63.55
tas,275,2,191.7,112.5,42.23,57.74,43.3
tas,275,3,190.9,51.68,43.23,47.63,35.72
tas,280,0,58.28,392.8,43.35,82.41,61.81
tas,280,1,56.14,417.3,43.73,86.19,64.64
tas,280,2,194.5,115.8,41.85,58.69,44.02
tas,280,3,195.4,52.37,43.23,48.5,36.38
tas,285,0,59.49,398.6,43.48,83.59,62.69
tas,285,1,57.07,424.6,43.85,87.58,65.68
tas,285,2,196.9,120.2,41.6,59.79,44.84
tas,285,3,199.9,53.06,43.23,49.36,37.02
tas,290,0,60.82,403.7,43.6,84.69,63.52
tas,290,1,58.14,431.3,43.85,88.87,66.66
tas,290,2,199,125.6,41.23,60.97,45.73
tas,290,3,204.3,53.77,43.23,50.21,37.66
tas,295,0,62.25,408.4,43.6,85.71,64.28
tas,295,1,59.36,437.3,43.98,90.11,67.58
tas,295,2,200.7,132.1,40.85,62.26,46.7
tas,295,3,208.7,54.48,43.23,51.06,38.3
tas,300,0,63.68,412.9,43.6,86.7,65.02
tas,300,1,60.88,442.5,44.1,91.25,68.44
tas,300,2,202,139.6,40.6,63.69,47.77
tas,300,3,213,55.21,43.23,51.91,38.93
tas,305,0,65.17,417,43.6,87.62,65.72
tas,305,1,62.61,447.1,44.23,92.32,69.24
tas,305,2,202.9,148.1,40.23,65.21,48.91
tas,305,3,217.3,55.94,43.1,52.72,39.54
tas,310,0,66.7,420.7,43.6,88.5,66.38
tas,310,1,64.41,451.3,44.35,93.34,70.01
tas,310,2,203.7,157.1,40.23,66.84,50.13
tas,310,3,221.5,56.68,43.1,53.55,40.16
tas,315,0,68.02,425.1,43.6,89.45,67.09
tas,315,1,66.47,454.8,44.48,94.29,70.71
tas,315,2,204.5,166.1,40.23,68.47,51.35
tas,315,3,225.7,57.41,43.1,54.38,40.78
tas,320,0,69.31,429.5,43.6,90.4,67.8
tas,320,1,68.52,458.2,44.48,95.2,71.4
tas,320,2,205.3,175,40.23,70.08,52.56
tas,320,3,230,58.15,43.1,55.21,41.4
tas,325,0,70.75,433.5,43.73,91.33,68.5
tas,325,1,70.39,462,44.23,96.11,72.08
tas,325,2,206,183.8,40.23,71.68,53.76
tas,325,3,234.3,58.88,43.1,56.04,42.03
tas,330,0,72.25,437.2,43.73,92.2,69.15
tas,330,1,72.15,466.1,44.23,97.09,72.81
tas,330,2,206.8,192.6,40.23,73.27,54.95
tas,330,3,238.5,59.61,42.98,56.85,42.64
tas,335,0,73.83,440.6,43.73,93.03,69.77
tas,335,1,73.73,470.6,43.98,98.05,73.54
tas,335,2,207.6,201.1,40.48,74.86,56.14
tas,335,3,242.8,60.37,42.98,57.69,43.27
tas,340,0,75.46,443.8,43.85,93.86,70.39
tas,340,1,75.02,476.1,43.73,99.14,74.36
tas,340,2,208.7,208.8,40.35,76.31,57.23
tas,340,3,247,61.12,42.98,58.52,43.89
tas,345,0,77.15,447.2,43.85,94.7,71.03
tas,345,1,76.11,482.2,43.6,100.3,75.24
tas,345,2,209.9,216,40.73,77.77,58.33
tas,345,3,251.3,61.86,42.98,59.35,44.51
tas,350,0,78.69,451.3,43.73,95.62,71.71
tas,350,1,77.11,488.7,43.6,101.6,76.18
tas,350,2,211.5,222.2,41.1,79.14,59.36
tas,350,3,255.6,62.6,43.1,60.22,45.17
tas,355,0,80.22,455.7,43.6,96.58,72.43
tas,355,1,77.87,496.3,43.6,103,77.22
tas,355,2,213.6,227.5,41.48,80.42,60.31
tas,355,3,260.1,63.33,43.23,61.1,45.83
tas,360,0,81.55,460.9,43.48,97.66,73.24
tas,360,1,78.66,504,43.73,104.4,78.3
tas,360,2,216,231.8,41.85,81.61,61.21
tas,360,3,264.6,64.06,43.23,61.97,46.48
tas,365,0,82.75,466.9,43.35,98.83,74.12
tas,365,1,79.36,512.2,43.85,105.9,79.43
tas,365,2,218.8,235.2,42.1,82.69,62.02
tas,365,3,269.1,64.79,43.35,62.87,47.15
tas,370,0,83.79,473.8,43.23,100.1,75.1
tas,370,1,80.01,520.8,43.85,107.4,80.58
tas,370,2,222.2,237.6,42.35,83.68,62.76
tas,370,3,273.5,65.53,43.73,63.8,47.85
tas,375,0,84.65,481.7,43.23,101.6,76.19
tas,375,1,80.7,529.6,43.98,109,81.78
tas,375,2,226,239.1,42.48,84.6,63.45
tas,375,3,278,66.26,43.85,64.68,48.51
tas,380,0,85.45,489.9,43.1,103.1,77.3
tas,380,1,81.38,538.3,44.1,110.6,82.97
tas,380,2,230.1,240.3,42.73,85.51,64.14
tas,380,3,282.4,67.02,43.98,65.56,49.17
tas,385,0,86.14,498.5,43.1,104.6,78.47
tas,385,1,82.05,546.9,44.1,112.2,84.13
tas,385,2,234.4,241.1,42.6,86.34,64.76
tas,385,3,286.6,67.81,44.1,66.43,49.82
tas,390,0,86.84,507.3,43.1,106.2,79.65
tas,390,1,82.74,555.5,44.1,113.7,85.3
tas,390,2,238.9,241.8,42.6,87.21,65.41
tas,390,3,290.8,68.62,44.23,67.28,50.46
tas,395,0,87.55,515.9,43.1,107.8,80.81
tas,395,1,83.53,563.6,44.1,115.2,86.4
tas,395,2,243.4,242.6,42.6,88.09,66.07
tas,395,3,294.8,69.73,44.23,68.13,51.09
tas,400,0,88.25,524.4,43.1,109.3,81.96
tas,400,1,84.32,571.6,44.1,116.7,87.5
tas,400,2,248,243.3,42.48,88.96,66.72
tas,400,3,298.6,70.86,44.35,68.98,51.73
tas,405,0,88.93,532.8,43.1,110.8,83.1
tas,405,1,85.1,579.7,44.1,118.1,88.61
tas,405,2,252.7,244,42.48,89.86,67.4
tas,405,3,302.4,72.02,44.48,69.82,52.36
tas,410,0,89.61,541,43.1,112.3,84.21
tas,410,1,85.89,587.7,44.1,119.6,89.7
tas,410,2,257.4,244.8,42.48,90.77,68.08
tas,410,3,306.2,73.17,44.35,70.62,52.96
tas,415,0,90.27,549,43.1,113.7,85.3
tas,415,1,86.66,595.5,44.1,121,90.78
tas,415,2,262.1,245.5,42.48,91.67,68.75
tas,415,3,309.9,74.33,44.35,71.43,53.57
tas,420,0,90.93,557.1,43.1,115.2,86.39
tas,420,1,87.44,603.4,44.1,122.5,91.87
tas,420,2,266.7,246.2,42.6,92.59,69.44
tas,420,3,313.7,75.47,44.48,72.27,54.2
tas,425,0,91.6,565.1,43.23,116.7,87.49
tas,425,1,88.22,611.6,44.1,124,92.99
tas,425,2,271.4,246.9,42.73,93.5,70.13
tas,425,3,317.4,76.6,44.6,73.11,54.83
tas,430,0,92.25,573,43.23,118.1,88.56
tas,430,1,89.02,619.7,44.1,125.5,94.1
tas,430,2,276,247.7,42.73,94.4,70.8
tas,430,3,321.2,77.75,44.48,73.9,55.42
tas,435,0,92.89,581,43.23,119.5,89.64
tas,435,1,89.74,628.2,44.23,127,95.28
tas,435,2,280.7,248.4,42.48,95.26,71.45
tas,435,3,325,78.61,44.48,74.68,56.01
tas,440,0,93.52,589.1,43.35,121,90.75
tas,440,1,90.92,635.9,44.48,128.5,96.41
tas,440,2,284.9,250.1,42.35,96.22,72.17
tas,440,3,328.7,79.49,44.48,75.45,56.58
tas,445,0,94.17,597.2,43.35,122.5,91.84
tas,445,1,92.14,643.5,44.48,130,97.52
tas,445,2,289,251.8,42.35,97.2,72.9
tas,445,3,332.4,80.36,44.35,76.19,57.14
tas,450,0,94.82,605.5,43.35,123.9,92.95
tas,450,1,93.8,650.2,44.73,131.5,98.59
tas,450,2,292.6,254.4,42.23,98.22,73.66
tas,450,3,336,81.24,44.35,76.93,57.7
tas,455,0,95.59,613.6,43.6,125.5,94.09
tas,455,1,95.73,656.4,44.73,132.8,99.6
tas,455,2,295.7,257.9,41.98,99.27,74.45
tas,455,3,339.4,82.13,44.23,77.63,58.22
tas,460,0,96.38,621.7,43.73,127,95.22
tas,460,1,98.12,661.5,44.98,134.1,100.6
tas,460,2,298.3,262.3,41.73,100.4,75.29
tas,460,3,342.7,83.03,44.1,78.31,58.73
tas,465,0,97.17,629.7,43.6,128.4,96.31
tas,465,1,100.5,666.4,44.98,135.3,101.5
tas,465,2,300.9,266.7,41.73,101.6,76.17
tas,465,3,346,83.92,44.1,79.01,59.26
tas,470,0,97.97,637.8,43.6,129.9,97.43
tas,470,1,102.9,671.4,44.98,136.5,102.4
tas,470,2,303.5,271.2,41.6,102.7,77.03
tas,470,3,349.4,84.82,44.1,79.71,59.78
tas,475,0,98.77,646,43.6,131.4,98.54
tas,475,1,105.3,676.3,44.85,137.7,103.3
tas,475,2,306,275.6,41.85,103.9,77.93
tas,475,3,352.7,85.72,44.23,80.43,60.33
tas,480,0,99.58,654,43.48,132.8,99.63
tas,480,1,107.3,682.2,44.6,139,104.3
tas,480,2,309.1,279,41.98,105,78.76
tas,480,3,356.1,86.61,44.35,81.17,60.88
tas,485,0,100.4,662,43.48,134.3,100.7
tas,485,1,109.1,688.1,44.6,140.3,105.2
tas,485,2,312.2,282.4,42.1,106.1,79.58
tas,485,3,359.5,87.51,44.48,81.92,61.44
tas,490,0,101.2,670,43.48,135.8,101.8
tas,490,1,110.6,695.1,44.35,141.7,106.3
tas,490,2,315.8,284.9,42.35,107.2,80.39
tas,490,3,363.1,88.4,44.6,82.69,62.02
tas,495,0,101.9,678.1,43.23,137.2,102.9
tas,495,1,111.8,702.8,44.35,143.2,107.4
tas,495,2,320,286.6,42.6,108.2,81.15
tas,495,3,366.9,89.28,44.85,83.5,62.63
tas,500,0,102.6,686.3,43.1,138.7,104
tas,500,1,112.5,711.6,44.1,144.7,108.5
tas,500,2,324.7,287.4,42.85,109.2,81.86
tas,500,3,370.7,90.15,44.98,84.31,63.23
tas,505,0,103.2,694.6,43.1,140.2,105.1
tas,505,1,113.2,720.4,44.1,146.3,109.7
tas,505,2,329.4,288,42.85,110.1,82.54
tas,505,3,374.6,91.02,44.98,85.11,63.83
tas,510,0,103.9,702.8,43.1,141.6,106.2
tas,510,1,113.9,729.2,44.23,147.9,110.9
tas,510,2,334.1,288.7,42.98,111,83.23
tas,510,3,378.6,91.89,45.1,85.92,64.44
tas,515,0,104.6,711.2,43.23,143.2,107.4
tas,515,1,114.6,738,44.23,149.5,112.1
tas,515,2,338.8,289.4,42.98,111.9,83.9
tas,515,3,382.5,92.75,45.1,86.72,65.04
tas,520,0,105.3,719.6,43.35,144.7,108.5
tas,520,1,115.3,746.7,44.35,151.1,113.3
tas,520,2,343.6,290.2,43.1,112.8,84.61
tas,520,3,386.4,93.61,45.1,87.52,65.64
tas,525,0,105.9,728.1,43.35,146.2,109.7
tas,525,1,116,755.3,44.35,152.6,114.5
tas,525,2,348.3,290.9,43.1,113.7,85.29
tas,525,3,390.3,94.47,45.1,88.32,66.24
tas,530,0,106.6,736.6,43.35,147.8,110.8
tas,530,1,117,763,44.6,154.1,115.6
tas,530,2,352.6,292.5,42.85,114.7,85.99
tas,530,3,394.2,95.34,44.98,89.08,66.81
tas,535,0,107.3,745.1,43.35,149.3,112
tas,535,1,118.5,769.7,44.73,155.5,116.6
tas,535,2,356.3,295,42.6,115.7,86.74
tas,535,3,397.9,96.23,44.73,89.8,67.35
tas,540,0,107.9,753.7,43.48,150.8,113.1
tas,540,1,120.4,775.4,44.98,156.8,117.6
tas,540,2,359.6,298.3,42.35,116.7,87.53
tas,540,3,401.4,97.13,44.48,90.5,67.88
tas,545,0,108.7,761.7,43.73,152.4,114.3
tas,545,1,122.6,780.3,44.98,158,118.5
tas,545,2,362.3,302.6,42.1,117.8,88.38
tas,545,3,404.9,98.01,44.35,91.21,68.41
tas,550,0,109.9,769,43.98,153.8,115.4
tas,550,1,124.8,785.3,44.85,159.2,119.4
tas,550,2,364.6,307.9,41.73,119,89.27
tas,550,3,408.3,98.86,44.23,91.89,68.92
tas,555,0,111.4,775.3,44.1,155.1,116.4
tas,555,1,127,790.4,44.98,160.4,120.3
tas,555,2,366.4,313.8,41.6,120.3,90.23
tas,555,3,411.6,99.78,43.85,92.54,69.4
tas,560,0,113.3,780.8,44.23,156.4,117.3
tas,560,1,129.2,795.5,44.85,161.6,121.2
tas,560,2,368.2,319.7,41.48,121.6,91.18
tas,560,3,414.5,101.6,43.48,93.26,69.95
tas,565,0,115.5,785.2,44.48,157.5,118.1
tas,565,1,131.4,800.4,44.85,162.8,122.1
tas,565,2,370,325.6,41.35,122.8,92.12
tas,565,3,417.1,104.2,43.1,94.07,70.55
tas,570,0,118,788.7,44.85,158.6,118.9
tas,570,1,133.3,806,44.6,164,123
tas,570,2,372.1,330.8,41.48,124.1,93.05
tas,570,3,419.3,107.8,42.85,94.99,71.24
tas,575,0,120.9,791.4,45.1,159.6,119.7
tas,575,1,134.7,812.4,44.48,165.3,123.9
tas,575,2,374.7,335,41.6,125.2,93.91
tas,575,3,421.2,112.2,42.73,96.03,72.02
tas,580,0,124.1,793,45.23,160.4,120.3
tas,580,1,135.6,819.6,44.23,166.6,124.9
tas,580,2,377.8,338.3,41.73,126.3,94.73
tas,580,3,422.9,117.5,42.6,97.17,72.88
tas,585,0,127.6,794.2,45.35,161.2,120.9
tas,585,1,136.5,826.9,44.48,168,126
tas,585,2,381.2,341.1,41.73,127.3,95.51
tas,585,3,424.3,123.8,42.23,98.38,73.78
tas,590,0,131,795.4,45.48,162,121.5
tas,590,1,137.8,833.2,44.73,169.3,127
tas,590,2,384.6,344,41.85,128.4,96.3
tas,590,3,425.3,131,41.98,99.71,74.79
tas,595,0,134.6,796.4,45.6,162.8,122.1
tas,595,1,139.6,838.5,44.85,170.5,127.9
tas,595,2,387.8,347.1,41.73,129.4,97.08
tas,595,3,426,139.2,41.98,101.2,75.89
tas,600,0,138.3,797.4,45.73,163.6,122.7
tas,600,1,142,842.8,45.1,171.7,128.7
tas,600,2,390.7,351.1,41.6,130.6,97.93
tas,600,3,426.6,147.4,41.98,102.7,77
tas,605,0,142,798.4,45.85,164.4,123.3
tas,605,1,144.9,846.4,45.35,172.8,129.6
tas,605,2,393.1,356.1,41.48,131.8,98.84
tas,605,3,427.3,155.7,41.98,104.2,78.13
tas,610,0,145.5,800.3,45.6,165.2,123.9
tas,610,1,148.3,849.2,45.6,173.8,130.4
tas,610,2,395.3,361.4,41.35,133,99.75
tas,610,3,428.2,163.8,42.23,105.7,79.27
tas,615,0,148.5,803,45.48,166.2,124.6
tas,615,1,152.1,851.1,45.85,174.8,131.1
tas,615,2,397,367.6,41.23,134.3,100.7
tas,615,3,429.4,170.9,42.35,107.1,80.33
tas,620,0,151.3,806.4,45.35,167.2,125.4
tas,620,1,156.2,852.2,46.1,175.8,131.8
tas,620,2,398.3,374.7,41.1,135.7,101.8
tas,620,3,431.1,177.1,42.6,108.5,81.36
tas,625,0,153.6,810.6,45.1,168.2,126.2
tas,625,1,160.6,852.9,46.1,176.6,132.4
tas,625,2,399.3,382.3,41.1,137.1,102.8
tas,625,3,433.3,182.4,42.98,109.8,82.34
tas,630,0,155.6,815.6,44.85,169.3,127
tas,630,1,164.8,853.6,46.1,177.4,133.1
tas,630,2,400.3,389.9,41.1,138.6,103.9
tas,630,3,435.9,186.8,43.23,111,83.24
tas,635,0,157.1,821.4,44.6,170.5,127.9
tas,635,1,169,854.2,46.1,178.2,133.7
tas,635,2,401.3,397.5,41.1,140,105
tas,635,3,439.1,190.1,43.48,112.1,84.08
tas,640,0,158.2,827.8,44.6,171.8,128.8
tas,640,1,173,854.9,46.23,179,134.3
tas,640,2,402.3,405.1,41.1,141.4,106.1
tas,640,3,442.6,192.6,43.48,113.1,84.84
tas,645,0,159.4,834.2,44.6,173,129.8
tas,645,1,176.9,855.5,46.35,179.8,134.9
tas,645,2,403.3,412.6,41.1,142.8,107.1
tas,645,3,446.1,195.2,43.48,114.1,85.6
tas,650,0,160.9,839.9,44.6,174.2,130.7
tas,650,1,180.8,856.2,46.48,180.6,135.4
tas,650,2,403.9,420.9,41.1,144.3,108.2
tas,650,3,392.4,197.8,43.48,105.6,79.2
tas,655,0,162.4,845.7,44.48,175.4,131.6
tas,655,1,184.6,857.3,46.23,181.3,136
tas,655,2,404.9,428.8,41.48,145.9,109.4
tas,655,3,338.6,200.4,43.6,97.11,72.83
tas,660,0,163.9,851.5,44.48,176.6,132.5
tas,660,1,188.1,858.9,46.23,182.2,136.6
tas,660,2,406,436.2,41.48,147.3,110.5
tas,660,3,285,203,43.6,88.6,66.45
tas,665,0,165.4,857.4,44.35,177.9,133.4
tas,665,1,191.4,860.9,46.1,183.1,137.3
tas,665,2,407.3,443.1,41.85,148.7,111.5
tas,665,3,231.4,205.6,43.6,80.1,60.07
tas,670,0,167,863.5,44.23,179.1,134.3
tas,670,1,194.4,863.9,45.85,184,138
tas,670,2,409.2,449,42.23,150.1,112.5
tas,670,3,177.8,208.2,43.6,71.6,53.7
tas,675,0,168.5,869.7,44.23,180.4,135.3
tas,675,1,196.9,868,45.73,185.1,138.8
tas,675,2,411.4,453.9,42.6,151.3,113.5
tas,675,3,124.3,210.8,43.6,63.11,47.33
tas,680,0,170,876.2,43.98,181.7,136.3
tas,680,1,199.1,873,45.48,186.3,139.7
tas,680,2,414.1,458,42.98,152.5,114.4
tas,680,3,70.8,213.2,43.85,54.64,40.98
tas,685,0,171,883.7,43.73,183.1,137.3
tas,685,1,200.8,879.1,45.23,187.5,140.6
tas,685,2,417.3,461,43.35,153.6,115.2
tas,685,3,17.86,214.6,44.1,46.1,34.57
tas,690,0,171.7,891.8,43.73,184.5,138.4
tas,690,1,202,886.2,44.85,188.9,141.6
tas,690,2,421,463,43.73,154.6,116
tas,690,3,22.62,215.3,44.1,47,35.25
tas,695,0,172.4,900,43.85,186.1,139.5
tas,695,1,203.1,893.8,44.98,190.3,142.7
