Time Temp Temp Temp Ambient_Temp Temp Ambient_Temp Ambient_Temp Planar_Temp IOH_THERMTRIP CPU_Temp_Interf Temp Temp Temp FAN_MOD_1A_RPM FAN_MOD_2A_RPM FAN_MOD_3A_RPM FAN_MOD_4A_RPM FAN_MOD_5A_RPM FAN_MOD_6A_RPM FAN_MOD_1B_RPM FAN_MOD_2B_RPM FAN_MOD_3B_RPM FAN_MOD_4B_RPM FAN_MOD_5B_RPM FAN_MOD_6B_RPM Fan_Redundancy et
0 -56 -59 38 30 36 28 16 39 5Dh 76h 28 29 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
5 -53 -59 38 30 36 28 16 39 5Dh 76h 28 29 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
10 -52 -59 38 30 36 28 16 39 5Dh 76h 28 29 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
15 -53 -59 38 30 36 28 16 39 5Dh 76h 28 29 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
20 -57 -57 38 30 36 28 15 39 5Dh 76h 28 30 43 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 10
25 -57 -56 38 30 36 28 15 39 5Dh 76h 28 30 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 5
30 -53 -59 38 30 36 28 15 39 5Dh 76h 28 30 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
35 -52 -59 38 30 36 27 15 39 5Dh 76h 28 30 43 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 4
40 -56 -59 38 30 36 28 15 39 5Dh 76h 28 30 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 4
45 -56 -59 38 30 36 27 15 39 5Dh 76h 28 30 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 5
50 -57 -56 38 30 36 28 15 39 5Dh 76h 28 30 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
55 -56 -57 38 30 36 27 15 39 5Dh 76h 28 30 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
60 -52 -59 38 30 36 28 15 39 5Dh 76h 29 30 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
65 -56 -57 38 30 36 28 15 39 5Dh 76h 29 30 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 9
70 -52 -59 38 30 36 28 15 39 5Dh 76h 28 30 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
75 -52 -59 38 30 36 28 15 39 5Dh 76h 29 30 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
80 -57 -57 38 30 36 28 15 39 5Dh 76h 29 30 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
