pic0: pic0=bus_tran_any,umask=0x20
pic1: pic1=l2_rqsts,umask=0x4f
   time cpu event      pic0      pic1 
 75.007   5  tick 123526694         0 
 80.007   1  tick 170436536         0 
 80.007   3  tick 184878496         0 
 80.007   7  tick 167681698         0 
 80.007   5  tick 172388742         0 
 80.007   0  tick 173410908         0 
 80.007   4  tick 167247990         0 
 80.007   6  tick 156468620         0 
 80.008   2  tick 175108111         0 
 85.007   6  tick 201490482         0 
 85.007   3  tick 221112013         0 
 85.007   1  tick 189293193         0 
 85.007   7  tick 230326456         0 
 85.007   5  tick 214868039         0 
 85.007   2  tick 182493301         0 
 85.008   0  tick 178339124         0 
 85.009   4  tick 226946212         0 
 90.007   2  tick 182128500         0 
 90.007   0  tick 207213516         0 
 90.007   3  tick 193947207         0 
 90.007   6  tick 213754979         0 
 90.007   1  tick 186005406         0 
 90.007   5  tick 212231509         0 
 90.007   7  tick 245615876         0 
 90.008   4  tick 193009704         0 
 95.007   0  tick 224042425         0 
 95.007   2  tick 204415991         0 
 95.007   3  tick 225929546         0 
 95.007   1  tick 215299690         0 
 95.007   7  tick 209668503         0 
 95.007   5  tick 200585001         0 
 95.008   6  tick 180282847         0 
 95.199   4  tick 203782483         0 
100.007   6  tick 252233220         0 
100.007   1  tick 259737485         0 
100.007   7  tick 245555697         0 
100.032   2  tick  93078947         0 
100.271   4  tick  95541526         0 
100.295   5  tick 230623095         0 
100.344   3  tick 208387239         0 
101.767   0  tick 195686255         0 
105.007   1  tick 237803637         0 
105.007   3  tick 203068299         0 
105.007   0  tick 124823514         0 
105.007   4  tick 220155447         0 
105.007   6  tick 234355755         0 
105.007   2  tick 215552542         0 
105.007   5  tick 199778590         0 
105.007   7  tick 237505995         0 
110.007   2  tick  78464524         0 
110.609   6  tick 102871382         0 
112.005   7  tick 111896182         0 
112.056   3  tick  33380831         0 
113.598   4  tick 147496379         0 
113.795   1  tick  71157929         0 
114.572   0  tick  78260062         0 
114.647   5  tick 188833920         0 
115.007   2  tick  23145390         0 
115.007   5  tick  15921936         0 
115.008   0  tick   4025905         0 
115.547   7  tick   1766220         0 
115.804   6  tick  47086423         0 
116.368   4  tick   5179191         0 
116.847   1  tick   7576770         0 
117.276   3  tick  61328188         0 
120.007   4  tick 103434257         0 
120.007   2  tick 120785146         0 
120.007   5  tick  78165960         0 
120.007   7  tick  89406575         0 
120.007   0  tick  37740775         0 
120.007   3  tick  66626570         0 
120.008   1  tick  70317394         0 
120.783   6  tick 114948791         0 
125.007   2  tick  92926758         0 
125.007   3  tick  90041848         0 
125.007   1  tick  97261101         0 
125.007   0  tick  95920441         0 
125.007   7  tick  93385188         0 
125.007   5  tick  79148284         0 
125.007   6  tick  79084907         0 
125.009   4  tick  85793794         0 
130.007   3  tick 141615922         0 
130.007   1  tick 139656018         0 
130.007   7  tick 144732341         0 
130.007   4  tick 159842572         0 
130.007   5  tick 150894270         0 
130.007   6  tick 135256088         0 
130.007   2  tick 125374699         0 
130.007   0  tick 134391510         0 
135.007   1  tick 223578090         0 
135.007   6  tick 138374966         0 
135.636   4  tick 167831578         0 
136.312   3  tick 161656380         0 
136.376   5  tick 180821833         0 
136.388   2  tick 179500728         0 
136.823   7  tick 203951161         0 
136.867   0  tick 167774746         0 
140.002   1  tick  12945481         0 
140.008   3  tick   6538357         0 
140.008   4  tick   5309714         0 
140.008   6  tick  18129078         0 
140.008   0  tick    368231         0 
140.008   2  tick    375441         0 
140.008   5  tick    445422         0 
140.008   7  tick     84811         0 
145.007   4  tick 291297462         0 
145.007   6  tick 270361279         0 
145.007   1  tick 221013595         0 
145.007   3  tick 253182949         0 
145.007   5  tick 266995087         0 
145.007   0  tick 230888097         0 
145.007   2  tick 241155417         0 
145.009   7  tick 235002234         0 
150.007   1  tick 292501476         0 
150.007   5  tick 250955716         0 
150.007   0  tick 302501110         0 
150.007   4  tick 259408203         0 
150.007   2  tick 223105457         0 
150.007   6  tick 310646584         0 
150.007   7  tick 284441748         0 
150.009   3  tick 282447699         0 
155.007   1  tick 194798324         0 
155.009   4  tick 164130760         0 
155.011   6  tick 146060089         0 
155.327   2  tick  77058133         0 
155.329   3  tick 100418748         0 
155.366   0  tick  44543296         0 
156.014   5  tick 124063024         0 
156.306   7  tick  73380176         0 
160.007   3  tick 165179453         0 
160.007   1  tick 170740444         0 
160.007   2  tick 132974215         0 
160.007   0  tick 170673721         0 
160.007   7  tick 138932380         0 
160.007   5  tick 108024022         0 
160.007   6  tick 161596506         0 
160.007   4  tick 110684780         0 
165.007   3  tick 195097539         0 
165.007   1  tick 190976152         0 
165.007   6  tick 189975614         0 
165.007   2  tick 195456316         0 
165.007   7  tick 189779249         0 
165.007   5  tick 183327580         0 
165.007   4  tick 167358232         0 
165.008   0  tick 192574578         0 
170.007   2  tick 194259897         0 
170.007   0  tick 205470166         0 
170.007   5  tick 164263427         0 
170.007   3  tick 157108999         0 
170.007   7  tick 171259870         0 
170.007   6  tick 211278459         0 
170.007   1  tick 213213697         0 
170.007   4  tick 196175770         0 
175.007   6  tick 211875894         0 
175.007   7  tick 183017406         0 
175.007   1  tick 170617434         0 
175.007   0  tick 224267464         0 
175.008   3  tick 140219718         0 
175.009   4  tick 158176006         0 
175.177   2  tick  41102256         0 
176.176   5  tick 165779628         0 
180.007   3  tick 232792568         0 
180.007   7  tick 197740187         0 
180.007   5  tick 155992595         0 
180.007   0  tick 149721583         0 
180.007   6  tick 194816106         0 
180.007   4  tick 162199447         0 
180.008   1  tick 205965399         0 
180.008   2  tick 184283367         0 
185.007   4  tick 154026917         0 
185.007   6  tick 186431401         0 
185.007   1  tick 189937656         0 
185.007   3  tick 178387666         0 
185.007   7  tick 167065460         0 
185.007   5  tick 163214881         0 
185.007   0  tick 172057626         0 
185.008   2  tick 181083997         0 
190.007   4  tick 204123734         0 
190.007   1  tick 191428391         0 
190.007   7  tick 196792448         0 
190.007   3  tick 214162630         0 
190.007   2  tick 188720792         0 
190.007   0  tick 153349612         0 
190.008   5  tick 190113606         0 
190.008   6  tick 208542734         0 
195.007   1  tick 137433251         0 
195.007   4  tick 140752526         0 
195.007   6  tick 164185750         0 
195.007   3  tick 180958809         0 
195.007   7  tick 152178626         0 
195.008   5  tick 187690480         0 
195.009   0  tick 129601761         0 
196.237   2  tick 139011102         0 
200.007   1  tick 225929018         0 
200.007   3  tick 223758170         0 
200.007   7  tick 241340053         0 
200.007   5  tick 244297413         0 
200.007   6  tick 237205124         0 
200.007   4  tick 262620799         0 
200.007   0  tick 228098429         0 
200.007   2  tick 133554061         0 
205.004   2  tick  71595292         0 
205.007   1  tick 242039025         0 
205.007   3  tick  61092777         0 
205.007   5  tick 190744780         0 
205.007   0  tick 265098189         0 
205.007   6  tick  74079658         0 
205.008   4  tick 213869350         0 
205.102   7  tick 232820489         0 
212.594   5  tick  95639962         0 
212.662   1  tick 146830424         0 
212.897   6  tick  52320871         0 
213.270   2  tick 167564566         0 
213.287   4  tick  63741602         0 
213.493   0  tick 196057499         0 
213.554   7  tick 149049171         0 
213.692   3  tick 120166077         0 
215.007   2  tick  39141643         0 
215.007   0  tick  35823206         0 
215.007   1  tick  31854469         0 
215.008   7  tick  41681231         0 
215.008   4  tick  37667681         0 
215.072   5  tick    150590         0 
215.530   6  tick  18961463         0 
217.011   3  tick  24125245         0 
220.007   3  tick  62837836         0 
220.007   1  tick  89960396         0 
220.007   4  tick  95073321         0 
220.007   2  tick  96311990         0 
220.007   6  tick  86147028         0 
220.007   5  tick  59888953         0 
220.007   0  tick  58490537         0 
220.007   7  tick  97292743         0 
225.007   0  tick 110864384         0 
225.007   2  tick  94193753         0 
225.007   1  tick 107865123         0 
225.007   3  tick 115154692         0 
225.007   4  tick 114346176         0 
225.007   7  tick 113709407         0 
225.007   5  tick  98117612         0 
225.008   6  tick 107114703         0 
230.007   1  tick 149596493         0 
230.007   3  tick 147509229         0 
230.007   5  tick 152436174         0 
230.007   6  tick 111189574         0 
230.007   4  tick 145792408         0 
230.007   0  tick 139333878         0 
230.007   7  tick 148422448         0 
230.008   2  tick 159488902         0 
235.007   1  tick 188957310         0 
235.007   0  tick 179418917         0 
235.007   2  tick 195009774         0 
235.007   7  tick 187568677         0 
235.007   5  tick 192070838         0 
235.007   6  tick 190903118         0 
235.007   3  tick 184960079         0 
235.008   4  tick 188324605         0 
240.007   7  tick 185280852         0 
240.007   4  tick 165877127         0 
240.140   6  tick 143994280         0 
240.603   1  tick 214007688         0 
240.607   0  tick 202245015         0 
240.676   3  tick 209141289         0 
241.850   5  tick 136210989         0 
242.563   2  tick 184291488         0 
245.007   1  tick  77520720         0 
245.007   3  tick  68798650         0 
245.007   7  tick 158231394         0 
245.007   4  tick 240985079         0 
245.554   0  tick  90506778         0 
245.786   2  tick  36310074         0 
245.821   5  tick   4761365         0 
246.044   6  tick 178188024         0 
250.007   2  tick 113346963         0 
250.007   0  tick 179664104         0 
250.007   6  tick 119477843         0 
250.007   4  tick 253779827         0 
250.007   1  tick 191487398         0 
250.007   3  tick 166302019         0 
250.007   7  tick 167146993         0 
250.007   5  tick 138693046         0 
255.007   2  tick 244303862         0 
255.007   0  tick 279334506         0 
255.007   3  tick 244066552         0 
255.007   5  tick 251937236         0 
255.007   7  tick 245201486         0 
255.007   1  tick 222925229         0 
255.007   6  tick 237623337         0 
255.007   4  tick 298735420         0 
260.007   1  tick 324465088         0 
260.007   3  tick 314119174         0 
260.008   7  tick 294795175         0 
260.008   5  tick 283898827         0 
260.008   0  tick 321265160         0 
260.007   2  tick 291330157         0 
260.007   4  tick 316488044         0 
260.007   6  tick 382618190         0 
265.007   4  tick 336457849         0 
265.007   6  tick 303491186         0 
265.007   0  tick 323186640         0 
265.007   2  tick 291719093         0 
265.007   1  tick 230207075         0 
265.007   5  tick 296980505         0 
265.007   3  tick 329736050         0 
266.544   7  tick 307534067         0 
270.007   3  tick  23599072         0 
270.007   6  tick  62430218         0 
270.214   1  tick  43464289         0 
270.277   4  tick  46760785         0 
270.378   0  tick  48578133         0 
270.567   7  tick  25979960         0 
271.127   2  tick  84139054         0 
271.598   5  tick  91715165         0 
275.007   4  tick 136143355         0 
275.007   5  tick 107923572         0 
275.007   7  tick  76247622         0 
275.007   0  tick  55315947         0 
275.009   6  tick  61825436         0 
275.009   1  tick 124999337         0 
275.008   3  tick 114480373         0 
275.030   2  tick  77000691         0 
280.007   4  tick 118135642         0 
280.007   1  tick 115754188         0 
280.007   3  tick 117624282         0 
280.007   6  tick  76599048         0 
280.007   5  tick 112086698         0 
280.007   0  tick 115378268         0 
280.007   2  tick 113902912         0 
280.008   7  tick 117069864         0 
285.007   5  tick 174818234         0 
285.008   3  tick 175268603         0 
285.343   4  tick 169980534         0 
285.365   2  tick 171288672         0 
285.456   7  tick 164060615         0 
285.480   1  tick 171450176         0 
285.537   6  tick 182108863         0 
285.594   0  tick 157545809         0 
290.007   0  tick 175494748         0 
290.007   2  tick 185548782         0 
290.007   6  tick 137622752         0 
290.007   4  tick 181520558         0 
290.007   1  tick 185547644         0 
290.007   3  tick 171105934         0 
290.007   7  tick 154789869         0 
290.007   5  tick 158735377         0 
295.007   4  tick 120710986         0 
295.007   2  tick 112623547         0 
295.007   1  tick 170136117         0 
295.007   7  tick 138082773         0 
295.007   0  tick 134929832         0 
295.007   5  tick 154145625         0 
295.007   3  tick 125054303         0 
295.008   6  tick 129516020         0 
300.007   0  tick 132752688         0 
300.007   3  tick  89290041         0 
300.007   6  tick  81891591         0 
300.712   1  tick 103590455         0 
302.007   2  tick 125201024         0 
302.301   7  tick 136954283         0 
302.465   5  tick 133929765         0 
302.702   4  tick 133518689         0 
305.007   1  tick  68563023         0 
305.007   3  tick 106554985         0 
305.007   2  tick  80805387         0 
305.007   0  tick 106867628         0 
305.007   7  tick  90455898         0 
305.007   5  tick  88203178         0 
305.007   4  tick  84491587         0 
305.007   6  tick 115312958         0 
310.007   4  tick 165737528         0 
310.007   3  tick 152945400         0 
310.007   1  tick 158299584         0 
310.007   6  tick 178263596         0 
310.007   7  tick 163262923         0 
310.007   5  tick 153214622         0 
310.007   0  tick 156500607         0 
310.008   2  tick 157829359         0 
315.007   1  tick 180816263         0 
315.007   7  tick 200001411         0 
315.007   5  tick 196765933         0 
315.007   6  tick 190127786         0 
315.007   2  tick 166389274         0 
315.007   4  tick 154133323         0 
315.007   0  tick 180863937         0 
315.009   3  tick 174732596         0 
320.007   6  tick 201110076         0 
320.007   4  tick 233468961         0 
320.007   7  tick 206031087         0 
320.007   2  tick 202175789         0 
320.007   3  tick 234031145         0 
320.222   1  tick 209158906         0 
320.458   0  tick 202251586         0 
320.471   5  tick 227540506         0 
325.007   4  tick 191740079         0 
325.007   2  tick 148752375         0 
325.007   0  tick 214256229         0 
325.007   7  tick 205355535         0 
325.007   3  tick 200894326         0 
325.007   1  tick 229366154         0 
325.007   5  tick 181625770         0 
325.505   6  tick 194068849         0 
330.007   1  tick 100906655         0 
330.007   3  tick  85052493         0 
330.007   2  tick 132359337         0 
330.007   0  tick 102667512         0 
330.007   5  tick 216886325         0 
330.007   6  tick 134894975         0 
330.007   7  tick 170209743         0 
330.007   4  tick  64416032         0 
335.007   3  tick 175066672         0 
335.007   1  tick 178761151         0 
335.007   2  tick 177757293         0 
335.007   0  tick 158088011         0 
335.007   4  tick 180234034         0 
335.007   6  tick 164139743         0 
335.007   5  tick 181633422         0 
335.008   7  tick 194559559         0 
340.007   6  tick 182098808         0 
340.007   4  tick  85418198         0 
340.007   7  tick 154435512         0 
340.762   0  tick  83048345         0 
340.877   2  tick  66026158         0 
340.949   5  tick 103415119         0 
341.126   3  tick 113941484         0 
341.238   1  tick  87952638         0 
345.007   1  tick 169014798         0 
345.007   2  tick  71325076         0 
345.007   6  tick 159282292         0 
345.007   4  tick 194472324         0 
345.007   7  tick 202586515         0 
345.007   0  tick 180729410         0 
345.008   5  tick 167304486         0 
345.065   3  tick 126451267         0 
350.007   1  tick 182869774         0 
350.007   3  tick 211406456         0 
350.007   5  tick 194850480         0 
350.007   7  tick 204227121         0 
350.007   0  tick 189161053         0 
350.007   4  tick 208391743         0 
350.007   6  tick 184977772         0 
350.007   2  tick 183673893         0 
355.007   0  tick 192196674         0 
355.007   3  tick 189675164         0 
355.007   4  tick 190115567         0 
355.007   6  tick 193795854         0 
355.007   5  tick 183466335         0 
355.007   7  tick 200109731         0 
355.008   1  tick 194244471         0 
355.008   2  tick 220491661         0 
360.007   5  tick 231844803         0 
360.007   2  tick 222989575         0 
360.007   7  tick 228205964         0 
360.007   4  tick 227823543         0 
360.007   6  tick 227860293         0 
360.007   0  tick 196237158         0 
360.007   3  tick 239465046         0 
360.007   1  tick 257530294         0 
365.007   0  tick 296556562         0 
365.007   1  tick 281008475         0 
365.007   7  tick 329971675         0 
365.007   5  tick 289431322         0 
365.079   6  tick 304753898         0 
365.125   2  tick 203586884         0 
367.712   4  tick 244792556         0 
367.814   3  tick 259004272         0 
370.007   1  tick  94263678         0 
370.094   2  tick  79849250         0 
371.252   6  tick  89038866         0 
372.384   0  tick  32672452         0 
372.477   7  tick 112844293         0 
372.874   5  tick  55684778         0 
373.037   4  tick  67795796         0 
373.061   3  tick  90694170         0 
375.007   4  tick  90506331         0 
375.007   1  tick  52971865         0 
375.007   5  tick  70990053         0 
375.617   6  tick  58783953         0 
376.023   7  tick  54154612         0 
377.589   2  tick 143515352         0 
377.722   3  tick  78307774         0 
377.758   0  tick  41069072         0 
380.008   3  tick   6614090         0 
380.008   1  tick   8466640         0 
380.008   7  tick  32585583         0 
380.008   5  tick  13766836         0 
380.008   2  tick   5150006         0 
380.008   0  tick   6657050         0 
380.008   6  tick  24620178         0 
380.009   4  tick  48470379         0 
385.007   3  tick  71233709         0 
385.007   4  tick  91489565         0 
385.007   0  tick  59444054         0 
385.007   6  tick  33888259         0 
385.007   2  tick  59196987         0 
385.007   7  tick  69909088         0 
385.007   5  tick  66809401         0 
385.008   1  tick  58246098         0 
390.008   1  tick 212617012         0 
390.618   4  tick 116234524         0 
391.893   3  tick 221837928         0 
391.916   6  tick 224485182         0 
391.980   0  tick 218886784         0 
392.124   7  tick 221498285         0 
392.144   5  tick 224781702         0 
392.147   2  tick 205993307         0 
395.007   0  tick 114166973         0 
395.007   2  tick 112062821         0 
395.007   3  tick 115359298         0 
395.007   1  tick 115604817         0 
395.007   6  tick 114394166         0 
395.007   7  tick 116458966         0 
395.007   5  tick 114004694         0 
395.007   4  tick 110769024         0 
400.007   3  tick 127120324         0 
400.007   1  tick 128572702         0 
400.007   0  tick 127005925         0 
400.007   6  tick 128351314         0 
400.007   7  tick 120389933         0 
400.007   2  tick 125181529         0 
400.007   4  tick 114804061         0 
400.007   5  tick 121235731         0 
405.007   1  tick 173047308         0 
405.007   3  tick 170871813         0 
405.007   4  tick 201061905         0 
405.007   6  tick 170111029         0 
405.007   5  tick 198952363         0 
405.007   7  tick 162592307         0 
405.007   2  tick 167224899         0 
405.009   0  tick 157802802         0 
410.007   2  tick 185793153         0 
410.007   0  tick 197951342         0 
410.007   7  tick 211604389         0 
410.007   1  tick 162307206         0 
410.007   5  tick 227513471         0 
410.007   3  tick 179809658         0 
410.007   6  tick 211963420         0 
410.008   4  tick 210233916         0 
415.007   2  tick 233463294         0 
415.007   4  tick 224428322         0 
415.007   6  tick 205181295         0 
415.007   7  tick 226889505         0 
415.007   1  tick 225110504         0 
415.007   0  tick 212034342         0 
415.007   5  tick 182659995         0 
415.007   3  tick 231979770         0 
420.007   2  tick 203530014         0 
420.007   7  tick 240309983         0 
420.007   5  tick 212744959         0 
420.007   6  tick 183691163         0 
420.007   4  tick 225014932         0 
420.008   1  tick 155280059         0 
420.010   3  tick 224808912         0 
420.321   0  tick 222076729         0 
425.007   7  tick 125189813         0 
425.007   4  tick  93398325         0 
425.007   0  tick 149883921         0 
425.555   3  tick  95199441         0 
425.641   2  tick 119255588         0 
426.269   1  tick 139839823         0 
426.493   5  tick  90546646         0 
426.619   6  tick 165831191         0 
430.007   1  tick 130007742         0 
430.007   3  tick 145441279         0 
430.007   0  tick 121720425         0 
430.007   2  tick 134565267         0 
430.007   7  tick 174903587         0 
430.007   6  tick 127565220         0 
430.007   4  tick 158704521         0 
430.008   5  tick  86359284         0 
435.007   1  tick 131791928         0 
435.007   3  tick 188602964         0 
435.007   2  tick 159252052         0 
435.007   0  tick 146869103         0 
435.007   6  tick 163353839         0 
435.007   7  tick 166769578         0 
435.007   5  tick 164715126         0 
435.007   4  tick 183578181         0 
440.007   1  tick 158687109         0 
440.007   3  tick 168831257         0 
440.007   7  tick 196734272         0 
440.007   5  tick 213999907         0 
440.007   6  tick 184142316         0 
440.007   4  tick 200583839         0 
440.007   0  tick 198726794         0 
440.007   2  tick 197954201         0 
445.007   2  tick 210423000         0 
445.007   0  tick 229499577         0 
445.007   1  tick 195954473         0 
445.007   3  tick 194203543         0 
445.007   4  tick 230908296         0 
445.007   6  tick 186765344         0 
445.007   5  tick 155881501         0 
445.007   7  tick 222198676         0 
450.007   3  tick 174535252         0 
450.007   1  tick 189789955         0 
450.007   6  tick 195914145         0 
450.007   4  tick 163975081         0 
450.007   5  tick 178526744         0 
450.007   0  tick 189482129         0 
450.008   2  tick 222945019         0 
450.385   7  tick 140428449         0 
455.007   3  tick 224202780         0 
455.007   4  tick 161939833         0 
455.007   2  tick 200530238         0 
455.007   5  tick 211697224         0 
455.007   7  tick 161287490         0 
455.007   6  tick 222558517         0 
455.008   1  tick 221410189         0 
455.008   0  tick 213408083         0 
460.007   7  tick 293466681         0 
460.007   5  tick 265008420         0 
460.007   4  tick 246745610         0 
460.007   6  tick 243941980         0 
460.007   1  tick  80489712         0 
460.007   2  tick 176690792         0 
460.008   3  tick 198041835         0 
460.878   0  tick 139327720         0 
465.007   7  tick 136807513         0 
466.306   0  tick  85501451         0 
466.679   3  tick 131468520         0 
466.877   4  tick 186348291         0 
467.237   1  tick 123868408         0 
466.877   6  tick 206589390         0 
467.529   2  tick 149593291         0 
468.022   5  tick 191144043         0 
470.007   7  tick  13521212         0 
470.631   3  tick  14776731         0 
471.194   0  tick  38366788         0 
471.496   6  tick   3428651         0 
471.505   4  tick  11438376         0 
471.860   1  tick   8577719         0 
472.279   2  tick  66892510         0 
472.414   5  tick  68386439         0 
475.007   2  tick  55027414         0 
475.007   6  tick  77213223         0 
475.007   4  tick  58479850         0 
475.007   3  tick 113897056         0 
475.839   5  tick  27978878         0 
475.886   1  tick  42784377         0 
476.493   0  tick  69107670         0 
476.634   7  tick 119938689         0 
480.007   7  tick  66466935         0 
480.007   5  tick  76798516         0 
480.007   2  tick  96413801         0 
480.007   0  tick  75372601         0 
480.007   3  tick  94768485         0 
480.007   6  tick 101341584         0 
480.007   4  tick  88510794         0 
480.007   1  tick  86446046         0 
485.007   7  tick 152223058         0 
485.007   6  tick 137482323         0 
485.008   4  tick 155599637         0 
485.185   0  tick 134692711         0 
485.236   1  tick 137240994         0 
485.451   3  tick 136600022         0 
485.545   5  tick 146781520         0 
485.591   2  tick 143950683         0 
490.007   2  tick 226245267         0 
490.007   0  tick 209787596         0 
490.007   1  tick 236209328         0 
490.007   3  tick 237718650         0 
490.007   5  tick 250651220         0 
490.007   4  tick 196061352         0 
490.007   6  tick 241350007         0 
491.605   7  tick 231110264         0 
495.007   7  tick  44143715         0 
495.007   6  tick  32210333         0 
495.007   0  tick  36441013         0 
495.008   5  tick  40149810         0 
495.012   4  tick  40178638         0 
495.041   2  tick  42078481         0 
495.070   1  tick  19219775         0 
495.139   3  tick  33994267         0 
500.007   3  tick 256095883         0 
500.007   1  tick 270662686         0 
500.007   2  tick 237487426         0 
500.007   0  tick 279273871         0 
500.007   6  tick 278401460         0 
500.007   4  tick 252855531         0 
500.007   7  tick 313056159         0 
500.008   5  tick 270732171         0 
505.007   3  tick 175030578         0 
505.007   2  tick 187867677         0 
505.007   4  tick 252336197         0 
505.007   0  tick 238150581         0 
505.008   5  tick 245949288         0 
506.069   6  tick 183351077         0 
506.207   1  tick 203838549         0 
507.132   7  tick 232480019         0 
510.007   1  tick 172772961         0 
510.007   3  tick 113192266         0 
510.007   7  tick 156766105         0 
510.007   5  tick 179088340         0 
510.007   6  tick 139133720         0 
510.007   2  tick 112333041         0 
510.007   0  tick 239846197         0 
510.008   4  tick 194457373         0 
515.007   3  tick 328243259         0 
515.007   0  tick 342707557         0 
515.007   4  tick 357557411         0 
515.007   5  tick 342281788         0 
515.008   2  tick 288761852         0 
515.008   1  tick 360201856         0 
515.737   7  tick 356407544         0 
516.947   6  tick 347876969         0 
520.007   1  tick 305249277         0 
520.007   3  tick 295733037         0 
520.007   2  tick 267817077         0 
520.007   5  tick 253011916         0 
520.008   7  tick  23128400         0 
520.008   6  tick  37114156         0 
520.108   0  tick  84735169         0 
520.218   4  tick  86871739         0 
525.007   0  tick 189847752         0 
525.007   2  tick 186121821         0 
525.007   6  tick 181737347         0 
525.007   4  tick 191337370         0 
525.007   1  tick 154634256         0 
525.007   3  tick 178720009         0 
525.007   7  tick 174813921         0 
525.008   5  tick 170532583         0 
530.007   2  tick 166580750         0 
530.007   4  tick 150987111         0 
530.007   5  tick  86432728         0 
530.007   7  tick 100861628         0 
530.007   0  tick 123987272         0 
530.007   1  tick 138439981         0 
530.008   3  tick 163390544         0 
530.008   6  tick 168356848         0 
535.007   5  tick 181764099         0 
535.007   0  tick 145339070         0 
535.007   2  tick 139816917         0 
535.007   6  tick 119063415         0 
535.008   1  tick 202772210         0 
535.024   4  tick  98741567         0 
535.337   3  tick 148741331         0 
535.646   7  tick 138204713         0 
540.007   3  tick 141931454         0 
