 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 10199780 7046788 16 401 0 0 0  0  5  1  0  0  0  380  345  115  2  1 97
 0 0 0 9538140 6382024 134 3983 0 0 0 0  0  0  0  0  0  458 2573  256  1  9 91
 0 0 0 9537744 6381748 129 3609 0 0 0 0  0  0  0  0  0  402 2173  246  1  9 91
 0 0 0 9538108 6381812 123 3616 0 0 0 0  0  0  0  0  0  391 2183  246  1  9 91
 0 0 0 9538076 6381740 12 99 0  0  0  0  0  0  0  0  0  364  747   92  0  0 99
 0 0 0 9537628 6381592 111 3512 0 0 0 0  0  2  0  0  0  446 2125  279  1  8 91
 0 0 0 9537860 6381732 123 3624 0 0 0 0  0  0  0  0  0  396 2201  255  1  9 91
 0 0 0 9538052 6381820 134 3615 0 0 0 0  0  0  0  0  0  393 2207  253  1  9 91
 0 0 0 9538048 6381724 12 98 0  0  0  0  0  0  0  0  0  366  737   92  0  0 100
 0 0 0 9537584 6381572 111 3529 0 0 0 0  0  0  0  0  0  398 2164  251  1  8 91
 0 0 0 9537680 6381636 123 3627 0 0 0 0  0  0  0  0  0  401 2215  251  1  8 91
 0 0 0 9538016 6381724 123 3602 0 0 0 0  0  2  0  0  0  430 2176  285  1  9 91
 0 0 0 9538020 6381700 14 99 0  0  0  0  0  0  0  0  0  384  767   98  0  0 100
 0 0 0 9537576 6381560 111 3516 0 0 0 0  0  0  0  0  0  391 2118  247  1  8 91
 0 0 0 9537720 6381700 128 3605 0 0 0 0  0  0  0  0  0  383 2162  245  1  8 91
 0 0 0 9538024 6381732 123 3616 0 0 0 0  0  0  0  0  0  388 2178  245  1  9 91
 0 0 0 9538000 6381676 12 98 0  0  0  0  0  0  0  0  0  384  740  100  0  0 99
 0 0 0 9537552 6381532 111 3516 0 0 0 0  0  2  0  0  0  444 2117  282  1  8 91
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 9537748 6381620 123 3620 0 0 0 0  0  0  0  0  0  375 2191  246  1  8 91
 0 0 0 9537984 6381760 134 3623 0 0 0 0  0  0  0  0  0  393 2190  252  1  9 91
 0 0 0 9537976 6381660 12 99 0  0  0  0  0  0  0  0  0  363  725   93  0  0 100
 0 0 0 9537528 6381508 111 3523 0 0 0 0  0  0  0  0  0  393 2154  246  1  8 91
 0 0 0 9537728 6381600 123 3620 0 0 0 0  0  0  0  0  0  389 2207  252  1  8 91
 0 0 0 9537948 6381660 123 3625 0 0 0 0  0  2  0  0  0  408 2174  281  1  9 91
 0 0 0 9537940 6381620 14 99 0  0  0  0  0  0  0  0  0  371  855  145  0  0 100
 0 0 0 9537496 6381492 111 3518 0 0 0 0  0  0  0  0  0  389 2161  250  1  8 91
 0 0 0 9537504 6381544 129 3626 0 0 0 0  0  0  0  0  0  393 2172  243  1  8 91
 0 0 0 9537908 6381632 123 3628 0 0 0 0  0  0  0  0  0  396 2207  247  1  9 91
 0 0 0 9537940 6381616 12 98 0  0  0  0  0  0  0  0  0  374  767   97  0  0 100
 0 0 0 9537476 6381456 111 3525 0 0 0 0  0  2  0  0  0  402 2140  279  1  8 91
 0 0 0 9537472 6381452 123 3635 0 0 0 0  0  0  0  0  0  376 2232  249  1  8 91
 0 0 0 9537924 6381688 132 3627 0 0 0 0  0  0  0  0  0  384 2222  249  1  9 91
 0 0 0 9537900 6381584 12 99 0  0  0  0  0  0  0  0  0  379  747   92  0  0 100
