time,cpu,FSB,L2miss
2,0,23307370,
4,0,,6518
6,0,1576620,
6,1,1589184,
8,0,,270006
10,0,10063420,
12,0,,30758
14,1,4692520,
16,0,,577020
18,1,271380,
20,1,,55734
20,0,,30090
22,0,18196884,
24,0,,28488
26,1,1763156,
28,0,,281825
30,0,11123358,
32,1,,97133
34,0,5976410,
34,1,6008226,
36,0,,540383
38,0,282944,
40,1,,33876
42,0,17934950,
44,1,,37528
46,1,807298,
48,1,,333905
48,0,,213177
50,1,10123724,
52,0,,31949
54,0,4854560,
56,0,,596916
58,0,1426428,
60,0,,107447
62,1,19130366,
64,1,,5837
64,0,,118433
66,0,1419622,
68,1,,206804
70,0,9970364,
72,1,,7409
72,0,,54644
74,0,4741900,
74,1,4780191,
76,1,,555177
76,0,,534230
78,1,307900,
80,0,,39388
82,0,18310396,
84,1,,23314
86,1,1783132,
88,0,,357675
90,0,11120214,
92,0,,98037
94,1,5976860,
96,0,,488590
98,1,222491,
100,1,,30652
102,0,18012610,
104,0,,20053
106,1,820784,
108,0,,219384
110,1,10051640,
112,0,,41803
114,0,4932104,
116,1,,565317
118,0,1439562,
120,0,,104585
122,1,19077092,
124,0,,115839
126,0,1390338,
128,1,,314477
128,0,,219488
130,1,10022262,
132,1,,38226
134,0,4433984,
134,1,4445428,
136,0,,579286
138,0,269742,
140,1,,31776
140,0,,49162
142,1,18586448,
144,0,,25041
146,0,1877244,
148,1,,210477
150,0,11177648,
152,0,,95502
154,1,5227072,
156,0,,687783
158,0,214044,
160,1,,4460
160,0,,6481
162,0,18591466,
164,0,,28640
166,1,820718,
166,0,820574,
168,0,,294822
170,1,10192982,
172,1,,39207
174,0,3699666,
174,1,3704886,
176,0,,578608
178,1,1364166,
180,1,,73027
182,0,19851276,
184,1,,8088
186,0,1237466,
188,1,,276716
190,0,10075822,
192,0,,52546
194,1,3233606,
196,0,,556248
196,1,,657931
198,0,246092,
200,1,,20532
202,0,19277434,
204,1,,5328
204,0,,42355
206,0,1923588,
208,0,,340424
210,0,11271702,
212,0,,94386
214,1,4291905,
216,0,,592273
218,0,283220,
220,0,,3422
222,0,18789332,
224,0,,6459
226,0,807766,
228,0,,263572
230,1,10083308,
232,0,,40533
234,1,3495964,
236,0,,623269
238,0,1466756,
238,1,1468084,
240,0,,71448
242,1,19860968,
244,1,,104371
246,0,1180372,
248,0,,281955
250,0,10026190,
252,0,,25761
254,1,3563226,
256,0,,607197
258,1,304992,
258,0,306472,
260,0,,23807
262,0,19212788,
264,0,,36058
266,0,1952694,
266,1,1959312,
268,1,,361021
268,0,,226594
270,1,11110260,
272,0,,89120
274,0,5185950,
276,1,,711680
278,1,241802,
280,1,,12778
282,1,18470054,
284,0,,3420
284,1,,21960
286,0,803170,
288,0,,209423
290,0,10083300,
292,0,,74295
294,1,4244117,
296,1,,616548
298,0,1399132,
298,1,1397602,
300,0,,5992
300,1,,82356
302,0,45903584,
304,0,,1084338
306,0,7369982,
308,0,,5134919
310,0,189644784,
312,0,,4282574
312,1,,2969932
314,0,126184172,
316,0,,4290442
318,1,162142276,
320,1,,3794494
320,0,,4046207
322,1,207490212,
324,0,,3690612
324,1,,3146745
326,0,192282892,
326,1,192443658,
328,0,,2255999
330,0,214680832,
332,1,,3737273
334,0,132241488,
336,0,,3550977
338,0,166142212,
340,0,,4282526
342,1,161653158,
344,0,,3706165
346,0,139419358,
346,1,140437626,
348,0,,4693558
350,0,183533632,
350,1,183667648,
352,0,,4921280
354,0,205309120,
354,1,205412794,
356,1,,4055850
358,1,195133034,
360,0,,3089953
362,0,195299507,
364,0,,3605348
366,0,186354652,
368,1,,4959828
368,0,,3626083
370,0,240623264,
372,0,,4119424
372,1,,6630594
374,1,167910846,
374,0,231247904,
376,1,,4411244
378,0,210274594,
380,0,,4828761
380,1,,4961773
382,0,209524606,
384,0,,4106074
386,1,215058856,
388,1,,4817377
390,1,200100292,
392,0,,3826951
394,0,136693026,
396,0,,542337
396,1,,1817167
398,1,19352518,
400,1,,1797767
400,0,,357240
402,1,66111588,
404,0,,208396
404,1,,2963629
406,0,55333934,
406,1,55370604,
408,1,,1979036
410,0,22461070,
412,1,,1239973
414,1,27314820,
416,1,,964152
418,0,15629102,
420,0,,1190911
422,0,71006344,
422,1,71013386,
424,1,,1428908
426,0,39648686,
426,1,39648756,
428,1,,3735240
428,0,,923648
430,0,63978078,
430,1,63996254,
432,0,,48883
432,1,,3341019
434,1,80419534,
434,0,80482698,
436,0,,570450
436,1,,4472747
438,1,60497302,
440,1,,1441853
442,1,42576752,
444,1,,1339618
446,1,24693522,
448,0,,908463
450,1,24337729,
452,0,,95989
452,1,,1263977
454,1,30548880,
454,0,30681836,
456,0,,1240735
458,0,18478734,
458,1,18482280,
460,1,,1493096
462,1,42402008,
462,0,42414164,
464,1,,1538325
466,0,21558990,
468,0,,746421
470,0,34671137,
472,0,,111277
472,1,,1651101
474,0,82903108,
476,0,,2311523
478,0,24674100,
478,1,24685548,
480,1,,1597908
482,1,42847966,
484,0,,1442188
486,0,103074232,
488,1,,1752291
490,0,89177716,
490,1,89182709,
492,1,,1569799
494,0,77218687,
496,0,,1681547
496,1,,1420536
498,1,70511396,
498,0,70545032,
500,0,,1782959
502,0,62473674,
502,1,62490610,
504,0,,1660021
506,1,107344718,
506,0,107356128,
508,1,,1044451
510,1,76110658,
510,0,76147612,
512,0,,1561228
514,0,94820394,
514,1,94942939,
516,0,,2081781
516,1,,1284014
518,1,78421621,
518,0,78462074,
520,1,,746613
520,0,,1211513
522,0,63364576,
524,0,,1926321
526,1,74966806,
526,0,81458402,
528,1,,1960671
530,1,58964336,
532,1,,1830099
534,1,77331268,
534,0,77434478,
536,0,,1034969
536,1,,2820642
538,0,44626182,
540,1,,966435
540,0,,1116785
542,1,66619976,
542,0,66697696,
544,1,,1632558
544,0,,1642757
546,1,100009174,
546,0,99068890,
548,0,,2624091
548,1,,87177
550,1,92421974,
552,1,,366882
552,0,,1809270
554,0,43174549,
556,0,,2516278
556,1,,1146010
558,0,77358446,
558,1,77346292,
560,0,,630252
562,0,98784412,
564,1,,1853693
564,0,,1108398
566,0,47935708,
568,1,,1845529
570,1,59116092,
570,0,59133738,
572,1,,1574327
572,0,,554545
574,0,92905535,
576,0,,1412944
576,1,,552975
578,0,99473064,
578,1,106347962,
580,1,,1471319
582,0,94364462,
582,1,94401960,
584,0,,1621885
586,0,107443856,
588,0,,1474507
588,1,,527661
590,0,107329772,
592,1,,1539114
594,0,115912852,
594,1,115902758,
596,0,,447355
596,1,,2562311
598,1,102715392,
598,0,102740338,
600,1,,2081185
602,0,39735828,
604,1,,1161051
606,1,85977556,
608,0,,1670865
610,0,107757038,
610,1,107794550,
612,0,,1595863
612,1,,1639955
614,1,63491854,
616,0,,1253688
618,1,27080074,
620,1,,387327
622,0,10085958,
622,1,10096768,
624,0,,2943285
626,0,141522878,
628,1,,4465028
628,0,,3946113
630,1,119142694,
632,1,,4023682
634,1,138825282,
636,0,,4524770
638,0,119665430,
640,0,,3710540
642,1,138144192,
642,0,138152370,
644,0,,4204444
646,0,144395878,
648,0,,4738068
650,1,135431702,
650,0,135889718,
652,0,,4831474
654,1,124774292,
656,1,,4831067
658,1,122750756,
658,0,122770250,
660,0,,4730397
662,0,113273600,
664,0,,3639494
666,0,127018672,
668,0,,3700766
670,0,152946690,
672,0,,1658830
674,0,7882192,
674,1,7896600,
676,0,,59641
678,0,34732221,
680,0,,135190
682,0,13111626,
684,1,,860255
686,1,10215152,
688,0,,95841
688,1,,114006
690,0,19305748,
690,1,19349040,
692,0,,622475
692,1,,516232
694,1,10319096,
696,1,,133910
698,1,28854787,
700,0,,23231
700,1,,114815
702,0,11359916,
702,1,11356194,
704,1,,740270
706,0,14205784,
708,0,,145329
710,0,18129192,
712,0,,467785
714,1,11996556,
714,0,12003008,
716,0,,143154
716,1,,96173
718,0,31059242,
718,1,31045374,
720,1,,167618
722,0,9975358,
724,0,,377097
726,0,21191034,
728,1,,106534
730,0,15763534,
730,1,15778384,
732,1,,740104
734,1,8397300,
736,1,,120059
738,0,30874652,
740,1,,55049
740,0,,128886
742,1,12041344,
744,0,,407006
746,0,22290836,
748,1,,108599
750,1,11637996,
752,0,,636765
754,1,12168690,
754,0,12176710,
756,0,,129704
758,0,30904728,
760,1,,18660
760,0,,147148
762,0,9236414,
764,1,,362664
766,0,22189728,
766,1,22202094,
768,0,,58431
