Time Temp Temp Temp Ambient_Temp Temp Ambient_Temp Ambient_Temp Planar_Temp IOH_THERMTRIP CPU_Temp_Interf Temp Temp Temp FAN_MOD_1A_RPM FAN_MOD_2A_RPM FAN_MOD_3A_RPM FAN_MOD_4A_RPM FAN_MOD_5A_RPM FAN_MOD_6A_RPM FAN_MOD_1B_RPM FAN_MOD_2B_RPM FAN_MOD_3B_RPM FAN_MOD_4B_RPM FAN_MOD_5B_RPM FAN_MOD_6B_RPM Fan_Redundancy et
0 -57 -59 38 30 36 28 17 39 5Dh 76h 28 30 43 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
5 -56 -56 38 30 36 28 17 39 5Dh 76h 28 31 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
10 -53 -59 38 30 36 28 17 39 5Dh 76h 29 31 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
15 -52 -59 38 30 36 28 17 39 5Dh 76h 29 30 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
20 -56 -57 38 30 36 28 17 39 5Dh 76h 29 31 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
25 -57 -56 38 30 36 28 17 39 5Dh 76h 29 31 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
30 -57 -56 38 30 36 28 17 39 5Dh 76h 29 31 43 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 11
35 -57 -56 38 30 36 28 17 39 5Dh 76h 29 31 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 5
40 -57 -56 38 30 36 28 17 39 5Dh 76h 28 31 43 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 11
45 -53 -58 38 30 36 28 17 39 5Dh 76h 29 31 43 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 5
50 -56 -56 38 30 36 28 17 39 5Dh 76h 29 31 43 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 10
55 -52 -58 38 30 36 28 17 39 5Dh 76h 29 31 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 10
60 -52 -58 38 30 36 28 17 39 5Dh 76h 29 31 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
65 -52 -59 38 30 36 28 17 39 5Dh 76h 29 31 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 9
70 -52 -59 38 30 36 28 17 39 5Dh 76h 29 31 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
75 -56 -56 38 30 36 28 17 39 5Dh 76h 29 30 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
80 -52 -58 38 30 36 28 17 39 5Dh 76h 29 31 43 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
85 -56 -56 38 30 36 28 17 39 5Dh 76h 29 31 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 4
