 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 1 0 0 6853920 7875152 415 910 341 1 1 0 1040 44 0 0 0 1639 5450 2411  2 10 88
 0 0 0 6814848 7829196 143 1952 45 0 0 0 0 86  0  0  0  840 2317  385  0  3 97
 0 0 0 6814992 7829192 144 1827 0 0 0 0  0  0  0  0  0  522 1506  334  0  3 97
 0 0 0 6814736 7829080 144 1827 0 1 1 0  0  1  0  0  0  547 1484  326  0  3 97
 0 0 0 6814900 7829148 144 1826 0 0 0 0  0  0  0  0  0  534 1502  337  0  3 97
 0 0 0 6814984 7829184 144 1825 0 0 0 0  0  0  0  0  0  524 1486  330  0  3 97
 0 0 0 6814700 7829044 144 1826 0 0 0 0  0  0  0  0  0  547 1505  336  0  3 97
 0 0 0 6814984 7829180 144 1825 0 0 0 0  0  0  0  0  0  518 1548  362  0  3 97
 0 0 0 6814940 7829192 144 1825 0 1 1 0  0  0  0  0  0  548 1502  328  0  3 97
 0 0 0 6814956 7829164 88 1008 0 0 0  0  0  2  0  0  0  501 1117  343  0  3 97
 0 0 0 6814952 7829148 56 816 0 0  0  0  0  0  0  0  0  490  906  291  0  1 99
 0 0 0 6814688 7829024 144 1831 0 0 0 0  0  0  0  0  0  518 1489  330  0  3 97
 0 0 0 6814752 7829076 144 1826 0 0 0 0  0  0  0  0  0  535 1504  336  0  3 97
 0 0 0 6814936 7829124 144 1826 0 0 0 0  0  0  0  0  0  513 1487  324  0  3 97
 0 0 0 6814648 7828980 144 1825 0 0 0 0  0  0  0  0  0  544 1500  327  0  3 97
 0 0 0 6814932 7829116 144 1825 0 1 1 0  0  1  0  0  0  547 1484  329  0  3 97
 0 0 0 6815228 7829460 144 1825 0 0 0 0  0  0  0  0  0  581 1501  338  0  3 97
 0 0 0 6815656 7829836 144 1825 0 0 0 0  0  0  0  0  0  648 1484  329  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6815656 7829980 144 1824 0 0 0 0  0  0  0  0  0  535 1506  333  0  3 97
 0 0 0 6815912 7830084 88 1009 0 0 0  0  0  0  0  0  0  477 1120  282  0  2 98
 0 0 0 6815844 7830080 56 817 0 0  0  0  0  0  0  0  0  500  906  287  0  1 99
 0 0 0 6815888 7830056 144 1825 0 1 1 0  0  2  0  0  0  540 1485  325  0  3 97
 0 0 0 6815596 7829912 144 1826 0 0 0 0  0  0  0  0  0  531 1513  338  0  3 97
 0 0 0 6815876 7830044 144 1823 0 0 0 0  0  0  0  0  0  520 1484  331  0  3 97
 0 0 0 6815900 7830064 144 1826 0 0 0 0  0  0  0  0  0  533 1505  335  0  3 97
 0 0 0 6815876 7830040 144 1825 0 0 0 0  0  0  0  0  0  524 1485  325  0  3 97
 0 0 0 6815620 7829932 144 1827 0 0 0 0  0  0  0  0  0  547 1502  331  0  3 97
 0 0 0 6815900 7830056 144 1824 0 1 1 0  0  1  0  0  0  528 1486  327  0  3 97
 0 0 0 6815872 7830032 144 1825 0 0 0 0  0  0  0  0  0  524 1500  333  0  3 97
 0 0 0 6815588 7829896 88 1007 0 0 0  0  0  0  0  0  0  493 1107  286  0  2 98
 0 0 0 6815872 7830028 56 818 0 0  0  0  0  0  0  0  0  484  919  291  0  1 99
 0 0 0 6815868 7830024 143 1825 0 0 0 0  0  0  0  0  0  523 1549  361  0  3 97
 0 0 0 6815800 7830012 144 1825 0 0 0 0  0  0  0  0  0  513 1500  323  0  3 97
 0 0 0 6815848 7830004 144 1826 0 1 1 0  0  1  0  0  0  522 1486  328  0  3 97
 0 0 0 6815592 7829896 144 1824 0 0 0 0  0  0  0  0  0  528 1500  330  0  3 97
