scheduler,timestamp,cpu,llmiss_av,inst_ret_av,coretemp_av,tea_hat,pcost_hat
ule,210,2,49.15,213.8,39.35,50.38,37.78
ule,210,3,42.71,218.2,38.98,49.98,37.49
ule,215,0,32.82,157.6,38.85,38.21,28.66
ule,215,1,73.08,79.12,40.48,32.11,24.08
ule,215,2,52.18,214,40.1,51.05,38.28
ule,215,3,43.61,218.4,38.23,50.04,37.53
ule,220,0,33.13,158,38.85,38.33,28.74
ule,220,1,74.55,79.33,40.48,32.39,24.29
ule,220,2,55.01,214.2,40.23,51.58,38.69
ule,220,3,44.5,218.6,38.23,50.23,37.67
ule,225,0,33.43,158.3,38.6,38.39,28.79
ule,225,1,76.4,79.5,39.85,32.63,24.47
ule,225,2,57.78,214.5,39.48,51.96,38.97
ule,225,3,45,218.8,38.6,50.4,37.8
ule,230,0,33.7,158.6,38.73,38.51,28.88
ule,230,1,77.93,79.77,40.48,33.03,24.77
ule,230,2,60.91,214.7,39.48,52.51,39.38
ule,230,3,45.48,218.9,38.85,50.54,37.9
ule,235,0,33.98,159,38.73,38.61,28.96
ule,235,1,79.61,80.04,40.35,33.33,25
ule,235,2,63.56,214.8,38.6,52.83,39.62
ule,235,3,46.21,219,39.48,50.78,38.09
ule,240,0,34.26,159.3,38.73,38.71,29.03
ule,240,1,81.16,80.32,40.23,33.62,25.21
ule,240,2,66.26,215,38.6,53.31,39.98
ule,240,3,46.95,219.1,39.48,50.93,38.2
ule,245,0,34.54,159.6,39.1,38.88,29.16
ule,245,1,82.7,80.6,40.48,33.96,25.47
ule,245,2,68.95,215.2,38.73,53.81,40.36
ule,245,3,47.7,219.3,39.35,51.06,38.29
ule,250,0,34.82,159.9,39.35,39.02,29.26
ule,250,1,84.25,80.92,40.73,34.32,25.74
ule,250,2,71.58,215.4,38.6,54.27,40.7
ule,250,3,48.45,219.4,39.35,51.2,38.4
ule,255,0,35.14,160.3,39.48,39.16,29.37
ule,255,1,85.7,81.32,40.85,34.64,25.98
ule,255,2,74.2,215.7,38.6,54.75,41.06
ule,255,3,49.35,219.6,39.6,51.43,38.57
ule,260,0,35.49,160.8,39.23,39.25,29.44
ule,260,1,87.17,81.74,40.73,34.94,26.2
ule,260,2,76.41,216,37.6,55.01,41.26
ule,260,3,50.41,219.9,39.48,51.64,38.73
ule,265,0,35.85,161.3,39.35,39.42,29.56
ule,265,1,88.24,82.27,41.35,35.31,26.48
ule,265,2,78.72,216.4,37.48,55.43,41.57
ule,265,3,51.51,220.5,38.73,51.79,38.84
ule,270,0,36.24,161.9,39.35,39.58,29.68
ule,270,1,89.41,82.72,40.73,35.48,26.61
ule,270,2,80.68,216.8,37.35,55.8,41.85
ule,270,3,52.81,221.2,38.48,52.07,39.06
ule,275,0,36.67,162.5,39.73,39.82,29.87
ule,275,1,90.46,83.2,40.85,35.75,26.81
ule,275,2,82.83,217.3,37.48,56.27,42.2
ule,275,3,54.17,221.9,38.1,52.36,39.27
ule,280,0,37.16,163.3,40.1,40.09,30.06
ule,280,1,91.61,83.72,41.6,36.16,27.12
ule,280,2,84.91,217.9,36.73,56.59,42.44
ule,280,3,55.6,222.7,38.1,52.73,39.54
ule,285,0,37.67,164,40.1,40.3,30.22
ule,285,1,92.57,84.27,42.1,36.49,27.37
ule,285,2,87.45,218.5,36.48,57.07,42.8
ule,285,3,56.78,223.5,37.35,52.94,39.71
ule,290,0,38.23,164.8,39.98,40.5,30.37
ule,290,1,93.79,84.8,42.48,36.84,27.63
ule,290,2,89.48,219.1,35.73,57.38,43.04
ule,290,3,58.24,224.4,37.23,53.32,39.99
ule,295,0,38.8,165.5,39.85,40.69,30.52
ule,295,1,95.12,85.26,42.23,37.1,27.83
ule,295,2,91.11,219.6,34.98,57.61,43.21
ule,295,3,59.89,225.3,37.6,53.8,40.35
ule,300,0,39.36,166.2,40.23,40.96,30.72
ule,300,1,96.39,85.67,42.35,37.4,28.05
ule,300,2,92.73,220.1,35.23,58.01,43.51
ule,300,3,61.81,226.1,38.35,54.38,40.79
ule,305,0,39.92,166.7,40.35,41.17,30.88
ule,305,1,97.59,85.97,41.73,37.55,28.16
ule,305,2,94.61,220.6,35.35,58.42,43.82
ule,305,3,63.8,226.8,38.73,54.88,41.16
ule,310,0,40.45,167.2,40.23,41.32,30.99
ule,310,1,98.77,86.23,41.6,37.77,28.33
ule,310,2,96.23,221,34.73,58.67,44
ule,310,3,66.01,227.2,39.35,55.43,41.57
ule,315,0,40.98,167.6,39.85,41.41,31.06
ule,315,1,99.8,86.47,41.48,37.96,28.47
ule,315,2,98.07,221.5,34.73,59.04,44.28
ule,315,3,68.09,227.7,39.85,55.95,41.96
ule,320,0,41.48,168,39.85,41.56,31.17
ule,320,1,101,86.69,40.98,38.11,28.59
ule,320,2,99.72,221.9,35.35,59.5,44.63
ule,320,3,70.19,228.2,40.6,56.5,42.37
ule,325,0,41.97,168.5,39.85,41.71,31.28
ule,325,1,102.1,87.16,40.6,38.32,28.74
ule,325,2,101,224,35.6,60.1,45.07
ule,325,3,72.7,228.7,41.48,57.14,42.85
ule,330,0,42.41,168.9,39.98,41.88,31.41
ule,330,1,103.2,87.75,40.6,38.59,28.94
ule,330,2,102.6,226.1,35.98,60.78,45.58
ule,330,3,75.1,231.1,42.1,58.05,43.53
ule,335,0,42.82,169.4,40.35,42.1,31.58
ule,335,1,104.2,88.67,41.23,39.02,29.26
ule,335,2,104.5,228.5,36.48,61.57,46.18
ule,335,3,77.39,234.9,41.98,59.05,44.29
ule,340,0,43.22,170,40.48,42.28,31.71
ule,340,1,105.2,89.6,41.48,39.39,29.54
ule,340,2,106.6,231,37.23,62.48,46.86
ule,340,3,79.42,240.6,41.98,60.33,45.24
ule,345,0,43.63,170.7,40.6,42.49,31.87
ule,345,1,106.4,91.05,41.98,39.9,29.93
ule,345,2,108.5,234.3,37.73,63.43,47.57
ule,345,3,81.54,246.9,42.48,61.82,46.37
ule,350,0,44.05,171.6,40.98,42.78,32.08
ule,350,1,107.5,93.14,42.48,40.51,30.39
ule,350,2,110.5,238.7,38.23,64.57,48.43
ule,350,3,83.72,253.4,42.6,63.29,47.47
ule,355,0,44.44,172.6,41.35,43.07,32.3
ule,355,1,108.6,96.14,42.98,41.29,30.97
ule,355,2,112.2,243.9,38.73,65.8,49.35
ule,355,3,86.21,260,42.6,64.8,48.6
ule,360,0,44.79,173.7,41.6,43.35,32.52
ule,360,1,109.6,99.66,43.23,42.07,31.56
ule,360,2,113.7,250.4,38.73,67.14,50.36
ule,360,3,89.09,266.6,42.6,66.39,49.79
ule,365,0,45.16,174.8,41.98,43.66,32.74
ule,365,1,110.7,103.2,43.48,42.89,32.17
ule,365,2,115.3,255.7,39.35,68.39,51.29
ule,365,3,91.77,274.5,42.35,68.11,51.08
ule,370,0,45.53,176,42.1,43.93,32.95
ule,370,1,111.7,107.3,43.35,43.74,32.8
ule,370,2,116.6,261.5,39.6,69.62,52.21
ule,370,3,94.66,281.2,42.73,69.76,52.32
ule,375,0,45.93,177.2,42.23,44.22,33.16
ule,375,1,112.9,111.2,43.6,44.61,33.46
ule,375,2,117.8,267,39.23,70.66,53
ule,375,3,97.65,286.6,42.48,71.13,53.35
ule,380,0,46.37,178.3,42.23,44.49,33.37
ule,380,1,114.3,115,43.6,45.48,34.11
ule,380,2,118.7,272.4,39.1,71.7,53.78
ule,380,3,100.6,290.3,42.23,72.19,54.14
ule,385,0,46.81,179.4,42.23,44.74,33.55
ule,385,1,115.6,118.3,43.6,46.25,34.69
ule,385,2,119.6,277.3,39.1,72.68,54.51
ule,385,3,103.7,293.2,41.98,73.15,54.87
ule,390,0,47.31,180.5,42.48,45.04,33.78
ule,390,1,116.9,121.4,43.73,47.01,35.26
ule,390,2,120.6,281.7,39.23,73.59,55.19
ule,390,3,106.6,296.7,41.73,74.16,55.62
ule,395,0,47.87,181.8,42.6,45.37,34.03
ule,395,1,118.2,124,43.73,47.67,35.75
ule,395,2,121.6,285.5,39.35,74.4,55.8
ule,395,3,109.2,300.7,41.35,75.21,56.41
ule,400,0,48.51,183.2,42.85,45.76,34.32
ule,400,1,119.7,126.5,43.98,48.35,36.26
ule,400,2,122.6,288.3,39.35,75.05,56.28
ule,400,3,111.7,305.3,41.1,76.34,57.26
ule,405,0,49.32,185,43.23,46.26,34.7
ule,405,1,121.1,128.9,44.1,49.02,36.76
ule,405,2,123.6,291.2,39.23,75.66,56.74
ule,405,3,114.1,309.2,41.23,77.41,58.06
ule,410,0,50.16,186.8,43.35,46.72,35.04
ule,410,1,122.4,131,44.1,49.59,37.19
ule,410,2,124.7,293.8,39.6,76.34,57.26
ule,410,3,116.3,313.5,40.98,78.47,58.85
ule,415,0,50.98,188.6,43.23,47.13,35.35
ule,415,1,123.7,133.2,43.73,50.1,37.58
ule,415,2,126,296.4,40.35,77.12,57.84
ule,415,3,118.3,319.3,41.35,79.83,59.87
ule,420,0,51.79,190.3,43.48,47.6,35.7
ule,420,1,124.6,135.4,44.1,50.69,38.02
ule,420,2,127.6,299,40.35,77.83,58.37
ule,420,3,120.4,326.8,41.6,81.46,61.1
ule,425,0,52.6,192.2,43.6,48.07,36.05
ule,425,1,125.6,138.2,44.23,51.33,38.5
ule,425,2,129.2,302.6,40.48,78.71,59.03
ule,425,3,122.4,334.4,41.85,83.1,62.33
ule,430,0,53.35,194,43.48,48.47,36.35
ule,430,1,126.5,141,44.48,52,39
ule,430,2,130.7,306.6,40.48,79.63,59.73
ule,430,3,124.5,341.6,41.98,84.69,63.51
ule,435,0,54.03,195.5,43.48,48.84,36.63
ule,435,1,127.4,143.9,44.6,52.65,39.49
ule,435,2,132.3,311.6,40.48,80.72,60.54
ule,435,3,126.9,348.3,42.6,86.29,64.72
ule,440,0,54.63,196.8,43.35,49.14,36.85
ule,440,1,128.1,147,44.48,53.27,39.95
ule,440,2,133.8,317.3,40.6,81.94,61.46
ule,440,3,129.5,354.3,42.98,87.79,65.84
ule,445,0,55.08,197.8,42.98,49.31,36.98
ule,445,1,128.8,150,44.23,53.84,40.38
ule,445,2,135.4,323,40.6,83.18,62.38
ule,445,3,132,360.8,43.23,89.35,67.01
ule,450,0,55.47,198.8,42.98,49.53,37.15
ule,450,1,129.4,153.1,44.23,54.46,40.85
ule,450,2,136.9,329.9,40.35,84.51,63.38
ule,450,3,134.9,366.2,43.48,90.76,68.07
ule,455,0,55.84,199.7,43.1,49.77,37.33
ule,455,1,130,156.2,44.35,55.08,41.31
ule,455,2,138.4,336.7,40.35,85.91,64.43
ule,455,3,137.7,371.7,43.48,92.15,69.11
ule,460,0,56.18,200.6,43.1,49.99,37.49
ule,460,1,130.6,159.4,44.23,55.7,41.78
ule,460,2,139.7,344.4,40.35,87.4,65.55
ule,460,3,140.7,376.3,43.73,93.45,70.09
ule,465,0,56.51,201.5,43.1,50.19,37.64
ule,465,1,131.3,162.4,44.23,56.32,42.24
ule,465,2,141,352.3,40.35,88.94,66.71
ule,465,3,143.7,380.9,43.73,94.72,71.04
ule,470,0,56.87,202.4,43.1,50.4,37.8
ule,470,1,131.9,165.9,43.98,56.96,42.72
ule,470,2,142.6,359.8,40.6,90.5,67.87
ule,470,3,146.6,385.5,43.85,96,72
ule,475,0,57.23,203.4,43.1,50.62,37.96
ule,475,1,132.6,168.8,43.98,57.56,43.17
ule,475,2,144.4,366.2,40.98,91.92,68.94
ule,475,3,149.3,391.8,43.6,97.44,73.08
ule,480,0,57.58,204.3,43.1,50.83,38.12
ule,480,1,133.3,171.6,43.98,58.15,43.61
ule,480,2,146.3,372.1,41.1,93.26,69.94
ule,480,3,151.6,398.8,43.73,99.02,74.27
ule,485,0,57.92,205.2,43.1,51.04,38.28
ule,485,1,134,174.4,44.1,58.75,44.07
ule,485,2,148.1,379.1,41.1,94.73,71.04
ule,485,3,154.2,404.7,43.85,100.5,75.35
ule,490,0,58.25,206.1,42.98,51.22,38.41
ule,490,1,134.7,176.8,44.35,59.31,44.49
ule,490,2,150,384.8,40.98,95.96,71.97
ule,490,3,156.5,412.6,43.6,102.1,76.59
ule,495,0,58.58,207,42.98,51.42,38.57
ule,495,1,135.4,179.4,44.35,59.86,44.9
ule,495,2,151.6,392,40.73,97.38,73.04
ule,495,3,159.2,418.8,43.98,103.7,77.74
ule,500,0,58.91,207.9,43.1,51.64,38.73
ule,500,1,136.1,182,44.73,60.46,45.35
ule,500,2,153.4,398.3,40.73,98.73,74.05
ule,500,3,161.7,426,43.73,105.2,78.92
ule,505,0,59.25,208.7,43.1,51.85,38.88
ule,505,1,136.8,184.5,44.73,61.01,45.76
ule,505,2,155.3,404,41.1,100.1,75.04
ule,505,3,164.1,433.9,43.48,106.9,80.17
ule,510,0,59.54,209.5,43.1,52.02,39.02
ule,510,1,137.5,186.5,44.73,61.45,46.09
ule,510,2,157.2,409.2,40.98,101.2,75.92
ule,510,3,166.3,443,43.73,108.8,81.62
ule,515,0,59.84,210.2,43.1,52.19,39.15
ule,515,1,138.3,188.9,44.73,61.99,46.49
ule,515,2,158.8,415.6,40.6,102.5,76.87
ule,515,3,168.9,450.4,43.98,110.5,82.91
ule,520,0,60.15,211.1,43.1,52.39,39.29
ule,520,1,139.1,191.8,45.1,62.66,47
ule,520,2,160.3,421.5,40.48,103.7,77.79
ule,520,3,171.6,458,43.6,112.2,84.15
ule,525,0,60.48,212,43.1,52.59,39.44
ule,525,1,139.9,195.1,45.1,63.36,47.52
ule,525,2,161.9,426.6,40.73,104.9,78.65
ule,525,3,174.2,465.9,43.35,113.9,85.44
ule,530,0,60.85,213,43.23,52.84,39.63
ule,530,1,140.9,199,44.85,64.13,48.1
ule,530,2,163.4,432.4,40.98,106.1,79.59
ule,530,3,177.1,472.4,43.73,115.5,86.65
ule,535,0,61.27,214.1,43.23,53.11,39.83
ule,535,1,141.9,203,44.85,64.95,48.71
ule,535,2,165,437.5,41.1,107.3,80.45
ule,535,3,179.9,479.4,43.6,117.1,87.86
ule,540,0,61.72,215.4,43.23,53.39,40.04
ule,540,1,142.8,207.3,44.85,65.83,49.38
ule,540,2,166.4,443.1,41.1,108.4,81.33
ule,540,3,183,485.2,43.73,118.7,88.99
ule,545,0,62.21,216.7,43.23,53.69,40.26
ule,545,1,143.9,211.4,44.85,66.69,50.02
ule,545,2,167.8,448.7,41.1,109.6,82.19
ule,545,3,185.9,491.3,43.85,120.2,90.14
ule,550,0,62.73,218.1,43.35,54.03,40.52
ule,550,1,144.9,215.9,44.85,67.61,50.71
ule,550,2,169.1,454.4,41.23,110.8,83.09
ule,550,3,189.1,496.7,43.85,121.6,91.2
ule,555,0,63.27,219.6,43.48,54.39,40.79
ule,555,1,146,220.6,44.98,68.6,51.45
ule,555,2,170.4,459.6,41.35,111.9,83.92
ule,555,3,192.1,502.5,43.85,123.1,92.3
ule,560,0,63.84,221.2,43.6,54.77,41.08
ule,560,1,147,225.5,44.85,69.56,52.17
ule,560,2,171.8,464.9,41.35,113,84.76
ule,560,3,195.2,507.8,44.1,124.5,93.38
ule,565,0,64.4,222.8,43.6,55.14,41.35
ule,565,1,148,230.1,44.85,70.5,52.87
ule,565,2,173.4,470.3,41.23,114.2,85.62
ule,565,3,198.1,513.4,44.35,126,94.48
ule,570,0,64.98,224.4,43.6,55.5,41.62
ule,570,1,149,234.6,44.85,71.42,53.56
ule,570,2,175.2,475.2,41.23,115.3,86.45
ule,570,3,200.8,519.3,44.35,127.4,95.55
ule,575,0,65.52,225.9,43.73,55.86,41.89
ule,575,1,150,239.3,44.85,72.37,54.27
ule,575,2,176.9,480.4,41.23,116.4,87.32
ule,575,3,203.5,524.9,44.48,128.8,96.62
ule,580,0,66.09,227.5,43.73,56.22,42.16
ule,580,1,150.9,243.9,44.6,73.24,54.93
ule,580,2,179.1,485.5,41.48,117.7,88.26
ule,580,3,206.2,530.1,44.85,130.2,97.64
ule,585,0,66.69,229.2,43.85,56.63,42.47
ule,585,1,151.8,248.9,44.73,74.24,55.68
ule,585,2,181.2,490.3,41.35,118.8,89.1
ule,585,3,208.9,534.8,44.85,131.4,98.56
ule,590,0,67.29,231.1,43.85,57.04,42.78
ule,590,1,152.7,253.8,44.85,75.23,56.42
ule,590,2,183.2,495.2,41.23,119.9,89.95
ule,590,3,211.6,539.1,44.85,132.6,99.44
ule,595,0,67.93,233.1,43.85,57.48,43.11
ule,595,1,153.6,258.4,44.85,76.14,57.1
ule,595,2,185.2,499.9,41.23,121,90.79
ule,595,3,214.2,543.9,44.85,133.8,100.4
ule,600,0,68.61,235,43.85,57.91,43.44
ule,600,1,154.6,262.5,44.98,77.02,57.76
ule,600,2,187.1,504.5,41.48,122.2,91.63
ule,600,3,216.7,548.9,44.73,135.1,101.3
ule,605,0,69.29,237.2,43.85,58.38,43.79
ule,605,1,155.5,266.9,44.85,77.88,58.41
ule,605,2,188.9,508.9,41.35,123.2,92.39
ule,605,3,219.5,553.4,44.6,136.2,102.2
ule,610,0,69.98,239.5,43.98,58.91,44.18
ule,610,1,156.5,271.2,44.98,78.79,59.09
ule,610,2,190.4,513.6,41.35,124.2,93.16
ule,610,3,222.3,557.8,44.6,137.4,103.1
ule,615,0,70.71,242,43.98,59.45,44.59
ule,615,1,157.5,275.7,45.1,79.72,59.79
ule,615,2,192,517.5,41.35,125.1,93.86
ule,615,3,225.1,562.2,44.6,138.6,104
ule,620,0,71.44,244.6,43.98,60,45
ule,620,1,158.6,280.5,45.1,80.7,60.52
ule,620,2,193.2,521.6,41.23,126,94.49
ule,620,3,227.9,566.9,44.48,139.9,104.9
ule,625,0,72.17,247,44.1,60.55,45.41
ule,625,1,159.7,284.8,45.1,81.61,61.21
ule,625,2,194.4,525.5,41.23,126.9,95.14
ule,625,3,230.6,572.3,44.48,141.2,105.9
ule,630,0,72.91,249.4,44.1,61.06,45.8
ule,630,1,160.9,289,45.1,82.5,61.88
ule,630,2,195.7,529.3,41.23,127.7,95.77
ule,630,3,233.3,578.1,44.48,142.6,107
ule,635,0,73.65,251.8,44.1,61.59,46.19
ule,635,1,162,293.4,45.1,83.41,62.56
ule,635,2,196.9,533.1,41.23,128.5,96.4
ule,635,3,236,583.6,44.48,144,108
ule,640,0,74.36,254.1,43.98,62.08,46.56
ule,640,1,163.1,297.5,44.73,84.22,63.17
ule,640,2,198.1,537.7,41.1,129.5,97.11
ule,640,3,238.8,588.6,44.73,145.4,109
ule,645,0,75.03,256.2,43.98,62.53,46.9
ule,645,1,164.1,301.4,44.85,85.07,63.8
ule,645,2,199.3,543,41.23,130.6,97.94
ule,645,3,241.8,593.6,44.85,146.7,110
ule,650,0,75.66,258.1,43.98,62.96,47.22
ule,650,1,165.1,305.4,44.85,85.9,64.42
ule,650,2,200.5,549,41.23,131.8,98.84
ule,650,3,244.9,597.9,44.85,147.9,110.9
ule,655,0,76.25,259.7,44.23,63.37,47.53
ule,655,1,166,309,44.85,86.65,64.98
ule,655,2,201.9,554.6,41.23,133,99.72
ule,655,3,247.8,603.3,44.6,149.3,112
ule,660,0,76.81,261.2,44.23,63.7,47.78
ule,660,1,167,312.1,44.85,87.33,65.5
ule,660,2,203.4,559.8,41.23,134.1,100.6
ule,660,3,250.6,609.7,44.6,150.8,113.1
ule,665,0,77.31,262.5,44.1,63.98,47.99
ule,665,1,168,315.1,44.85,87.99,65.99
ule,665,2,205.1,565,41.35,135.2,101.4
ule,665,3,253.3,616.5,44.6,152.4,114.3
ule,670,0,77.76,263.6,44.23,64.27,48.2
ule,670,1,168.9,317.6,44.98,88.59,66.44
ule,670,2,207,569.8,41.48,136.4,102.3
ule,670,3,255.9,624.2,44.35,154.1,115.6
ule,675,0,78.16,264.5,44.23,64.48,48.36
ule,675,1,169.8,320.6,44.98,89.24,66.93
ule,675,2,209,574.5,41.48,137.5,103.1
ule,675,3,258.4,631.9,44.48,155.8,116.9
ule,680,0,78.58,265.3,44.35,64.71,48.53
ule,680,1,170.8,323.2,45.1,89.86,67.39
ule,680,2,211.3,578.1,41.73,138.5,103.9
ule,680,3,260.7,641.1,44.23,157.7,118.3
ule,685,0,79.02,266.1,44.48,64.94,48.7
ule,685,1,171.8,326.3,45.23,90.56,67.92
ule,685,2,213.5,580.9,41.73,139.4,104.5
ule,685,3,262.8,650.7,44.35,159.6,119.7
ule,690,0,79.48,267,44.48,65.15,48.87
ule,690,1,172.9,329.1,45.23,91.21,68.41
ule,690,2,215.9,582.9,41.73,140.1,105.1
ule,690,3,264.7,661.3,44.48,161.8,121.3
ule,695,0,79.93,267.9,44.23,65.34,49
ule,695,1,174.1,332,45.23,91.88,68.91
ule,695,2,218.1,585.5,41.73,140.9,105.7
