time,offcore_req,l2_cache_miss,offcore_req_scaled,l2_cache_miss_scaled,Temp0,Temp1,Temp2,Ambient_Temp0,Temp3,Ambient_Temp1,Ambient_Temp2,Planar_Temp,Temp4,Temp5,Temp6,FAN_MOD_1A_RPM,FAN_MOD_2A_RPM,FAN_MOD_3A_RPM,FAN_MOD_4A_RPM,FAN_MOD_5A_RPM,FAN_MOD_6A_RPM,FAN_MOD_1B_RPM,FAN_MOD_2B_RPM,FAN_MOD_3B_RPM,FAN_MOD_4B_RPM,FAN_MOD_5B_RPM,FAN_MOD_6B_RPM,Watts,InputDCPwr,AllPwrExtBd,ProcPwrUnc,ProcPwr,disk_read_kbytes,disk_write_kbytes
410,169065071,97896522,16.9065071,9.7896522,53,52,38,29,36,26,15,38,28,31,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1776,1420.8,1065.6,53.28,53.28,0,33.4
420,14967033,9966953,1.4967033,0.9966953,58,52,38,29,36,26,15,38,28,31,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1729,1383.2,1037.4,51.87,51.87,0,0
430,5305456,3365397,0.5305456,0.3365397,53,52,38,29,36,27,15,38,28,31,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1566,1252.8,939.6,46.98,46.98,0,0
440,182017307,107491824,18.2017307,10.7491824,58,51,38,29,36,26,15,38,28,31,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1604,1283.2,962.4,48.12,48.12,0,32
450,169094762,99668363,16.9094762,9.9668363,57,51,38,29,36,27,15,38,28,32,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1770,1416,1062,53.1,53.1,0,0
460,153442135,90242349,15.3442135,9.0242349,58,51,38,29,36,27,15,38,28,32,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1586,1268.8,951.6,47.58,47.58,0,0
470,170759524,95411911,17.0759524,9.5411911,53,51,38,29,36,27,15,38,28,32,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1563,1250.4,937.8,46.89,46.89,0,33.4
480,211309775,130880405,21.1309775,13.0880405,57,51,38,29,36,27,15,38,28,32,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1664,1331.2,998.4,49.92,49.92,0,0
490,201189365,119574003,20.1189365,11.9574003,58,50,38,29,36,27,15,38,27,32,44,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1563,1250.4,937.8,46.89,46.89,0,0
500,164569322,98695340,16.4569322,9.869534,57,50,38,29,36,27,15,38,28,32,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1735,1388,1041,52.05,52.05,0,47.6
510,149307694,86159759,14.9307694,8.6159759,58,50,38,29,36,27,16,38,27,32,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1561,1248.8,936.6,46.83,46.83,0,0
520,157687369,89406249,15.7687369,8.9406249,57,50,38,29,36,27,16,38,28,32,44,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1731,1384.8,1038.6,51.93,51.93,0,0
530,93280348,55801695,9.3280348,5.5801695,56,51,38,29,36,27,16,38,28,32,44,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1785,1428,1071,53.55,53.55,0,35.1
540,122401516,63592909,12.2401516,6.3592909,58,50,38,29,36,27,16,38,28,32,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1549,1239.2,929.4,46.47,46.47,0,0
550,210299172,119889426,21.0299172,11.9889426,58,50,38,29,36,27,16,38,28,32,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1577,1261.6,946.2,47.31,47.31,0,0
560,167465744,99453134,16.7465744,9.9453134,57,49,38,29,36,27,16,38,28,32,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1685,1348,1011,50.55,50.55,0,35.5
570,159290389,91479355,15.9290389,9.1479355,54,49,38,29,36,27,16,38,28,32,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1658,1326.4,994.8,49.74,49.74,0,0
580,16109686,12410255,1.6109686,1.2410255,57,49,38,29,36,27,16,38,28,32,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1627,1301.6,976.2,48.81,48.81,0,0
590,18083270,12740036,1.808327,1.2740036,57,49,38,29,36,27,16,38,28,33,44,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1680,1344,1008,50.4,50.4,0,34.7
600,14370408,9200539,1.4370408,0.9200539,52,52,38,29,36,27,16,38,28,33,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1853,1482.4,1111.8,55.59,55.59,0,0
610,243460376,103894240,24.3460376,10.389424,52,55,38,29,36,27,16,38,28,32,44,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1665,1332,999,49.95,49.95,0,0
620,314789633,127182219,31.4789633,12.7182219,51,56,38,29,36,27,16,38,29,32,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1601,1280.8,960.6,48.03,48.03,0,37.3
630,397704180,148648991,39.770418,14.8648991,52,54,38,29,36,27,16,38,29,32,44,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1651,1320.8,990.6,49.53,49.53,0,0
640,420313923,151513619,42.0313923,15.1513619,49,56,38,29,36,27,16,38,29,32,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1687,1349.6,1012.2,50.61,50.61,0,0
650,272583184,102777270,27.2583184,10.277727,49,56,38,29,36,27,16,38,30,32,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1599,1279.2,959.4,47.97,47.97,0,35.1
660,372266219,148592791,37.2266219,14.8592791,49,53,38,30,36,27,16,38,30,31,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1600,1280,960,48,48,0,0
670,254623630,113106664,25.462363,11.3106664,48,53,38,30,36,27,16,38,30,31,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1612,1289.6,967.2,48.36,48.36,0,0
680,9180400,6855746,0.91804,0.6855746,48,57,38,30,36,27,16,38,30,31,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1603,1282.4,961.8,48.09,48.09,0,35.7
690,1385025,1122047,0.1385025,0.1122047,46,57,38,30,36,27,16,38,30,31,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1701,1360.8,1020.6,51.03,51.03,0,0
700,3717039,2729158,0.3717039,0.2729158,49,57,38,30,36,27,16,38,30,31,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1620,1296,972,48.6,48.6,0,0
710,174485523,90018610,17.4485523,9.001861,46,57,38,30,36,27,16,38,30,31,44,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1639,1311.2,983.4,49.17,49.17,0,36.3
720,159522654,83502340,15.9522654,8.350234,53,49,38,30,36,27,16,38,30,32,44,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1667,1333.6,1000.2,50.01,50.01,0,0
730,212059165,111197301,21.2059165,11.1197301,53,49,38,30,36,27,16,38,30,32,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1662,1329.6,997.2,49.86,49.86,0,0
740,222579719,122921219,22.2579719,12.2921219,54,49,38,30,36,27,16,38,29,32,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1558,1246.4,934.8,46.74,46.74,0,38.9
750,135112056,73621421,13.5112056,7.3621421,52,48,38,30,36,27,16,39,29,32,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1577,1261.6,946.2,47.31,47.31,0,0
760,254571691,146044039,25.4571691,14.6044039,54,49,38,30,36,27,16,38,29,32,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1665,1332,999,49.95,49.95,0,0
770,218306542,121584628,21.8306542,12.1584628,55,48,38,30,36,27,16,39,29,32,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1822,1457.6,1093.2,54.66,54.66,0,36.9
780,202352634,106311928,20.2352634,10.6311928,54,48,38,30,36,27,16,39,29,32,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1862,1489.6,1117.2,55.86,55.86,0,0
790,154303596,88530158,15.4303596,8.8530158,50,53,38,30,36,27,16,39,29,32,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1661,1328.8,996.6,49.83,49.83,0,0
800,160464560,92589072,16.046456,9.2589072,48,56,38,30,36,27,16,39,30,32,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1729,1383.2,1037.4,51.87,51.87,0,39.5
810,98628996,58033620,9.8628996,5.803362,48,56,38,30,36,27,16,39,30,32,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1731,1384.8,1038.6,51.93,51.93,0,0
820,109970173,60542410,10.9970173,6.054241,48,56,38,30,36,27,16,39,30,32,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1763,1410.4,1057.8,52.89,52.89,0,0
830,4911136,3198362,0.4911136,0.3198362,50,53,38,30,36,27,16,39,30,32,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1638,1310.4,982.8,49.14,49.14,0,37.3
840,14144476,10493325,1.4144476,1.0493325,45,57,38,30,36,27,16,39,30,32,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1625,1300,975,48.75,48.75,0,0
850,17779195,12675257,1.7779195,1.2675257,46,57,39,30,36,27,16,39,31,32,43,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1727,1381.6,1036.2,51.81,51.81,0,0
860,152535343,87992635,15.2535343,8.7992635,47,57,38,30,36,28,17,39,31,31,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1672,1337.6,1003.2,50.16,50.16,0,37.6
870,8495798,6856762,0.8495798,0.6856762,47,57,38,30,36,27,17,39,31,31,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1779,1423.2,1067.4,53.37,53.37,0,0
880,13026327,9296252,1.3026327,0.9296252,48,55,38,31,36,27,17,39,31,31,43,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1668,1334.4,1000.8,50.04,50.04,0,0
890,1033054,791874,0.1033054,0.0791874,47,54,39,31,36,27,17,39,31,31,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1750,1400,1050,52.5,52.5,0,107.1
900,11751410,9452708,1.175141,0.9452708,51,55,38,31,36,27,17,39,31,31,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1618,1294.4,970.8,48.54,48.54,0,0
910,151187183,80494052,15.1187183,8.0494052,50,52,38,31,36,28,17,39,30,32,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1758,1406.4,1054.8,52.74,52.74,0,0
920,199400268,105842347,19.9400268,10.5842347,48,51,39,31,36,28,17,39,31,32,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1754,1403.2,1052.4,52.62,52.62,0,587.3
930,217722969,123194617,21.7722969,12.3194617,52,50,38,31,36,27,17,39,30,32,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1689,1351.2,1013.4,50.67,50.67,0,0
940,214532333,120076373,21.4532333,12.0076373,52,51,39,31,36,28,17,39,30,32,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1580,1264,948,47.4,47.4,0,0
950,225106995,135216111,22.5106995,13.5216111,53,50,39,31,36,27,17,39,30,32,43,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1637,1309.6,982.2,49.11,49.11,0,37.8
960,238332150,133103300,23.833215,13.31033,53,50,39,31,36,28,17,39,30,32,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1662,1329.6,997.2,49.86,49.86,0,0
970,6650696,4812879,0.6650696,0.4812879,52,48,39,31,36,28,17,39,30,32,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1765,1412,1059,52.95,52.95,0,0
980,101807133,54108238,10.1807133,5.4108238,53,48,39,31,36,28,17,39,30,33,43,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1667,1333.6,1000.2,50.01,50.01,0,50.9
990,188004353,105147588,18.8004353,10.5147588,49,56,39,31,37,28,17,39,30,32,43,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1651,1320.8,990.6,49.53,49.53,0,0
1000,144140102,75847334,14.4140102,7.5847334,49,53,39,31,36,28,17,39,30,32,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1772,1417.6,1063.2,53.16,53.16,0,0
1010,11048479,8054644,1.1048479,0.8054644,48,56,39,31,37,28,17,39,31,32,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1620,1296,972,48.6,48.6,0,40.6
1020,153102554,80871784,15.3102554,8.0871784,47,54,39,31,37,28,17,39,31,32,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1601,1280.8,960.6,48.03,48.03,0,0
1030,142244278,78679944,14.2244278,7.8679944,46,57,39,31,37,28,17,39,31,32,43,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1613,1290.4,967.8,48.39,48.39,0,0
1040,174186232,98246964,17.4186232,9.8246964,46,54,39,31,37,28,17,39,31,32,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1613,1290.4,967.8,48.39,48.39,0,38.7
1050,11965667,9328609,1.1965667,0.9328609,47,57,39,31,37,28,17,39,31,32,42,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1638,1310.4,982.8,49.14,49.14,0,0
1060,13325025,9435366,1.3325025,0.9435366,47,54,39,31,37,28,17,39,31,31,42,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1649,1319.2,989.4,49.47,49.47,0,0
1070,196320284,110594598,19.6320284,11.0594598,46,57,39,31,37,28,17,39,31,32,42,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1809,1447.2,1085.4,54.27,54.27,0,38.9
1080,17416803,12832987,1.7416803,1.2832987,45,54,39,31,37,28,17,39,31,31,42,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1676,1340.8,1005.6,50.28,50.28,0,0
1090,15908128,11223629,1.5908128,1.1223629,46,54,39,31,37,28,17,39,31,31,42,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1670,1336,1002,50.1,50.1,0,0
1100,8240878,6051656,0.8240878,0.6051656,46,57,39,31,37,28,17,39,32,32,42,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1739,1391.2,1043.4,52.17,52.17,0,39.2
1110,74458633,39232008,7.4458633,3.9232008,44,58,39,31,37,28,17,39,32,31,42,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1651,1320.8,990.6,49.53,49.53,0,0
1120,14847417,11001894,1.4847417,1.1001894,44,58,39,31,37,28,17,39,32,31,42,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1615,1292,969,48.45,48.45,0,0
1130,153458007,83742168,15.3458007,8.3742168,45,58,39,31,37,28,17,39,32,31,42,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1646,1316.8,987.6,49.38,49.38,0,44.6
1140,156697140,85089514,15.669714,8.5089514,44,58,39,31,37,28,17,39,32,31,42,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1772,1417.6,1063.2,53.16,53.16,0,0
1150,18462074,13131902,1.8462074,1.3131902,44,58,39,31,37,28,17,39,32,31,42,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1622,1297.6,973.2,48.66,48.66,0,0
1160,134215103,53329307,13.4215103,5.3329307,44,58,39,32,37,28,17,39,32,31,42,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1673,1338.4,1003.8,50.19,50.19,0,40.4
1170,20838753,14641605,2.0838753,1.4641605,50,51,39,32,37,28,17,40,32,31,42,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1696,1356.8,1017.6,50.88,50.88,0,0
1180,7827568,5190247,0.7827568,0.5190247,50,50,39,32,37,28,17,40,31,32,42,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1556,1244.8,933.6,46.68,46.68,0,0
1190,6240409,3763461,0.6240409,0.3763461,49,51,39,32,37,28,17,40,31,32,42,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1847,1477.6,1108.2,55.41,55.41,0,47.8
1200,422266715,156739988,42.2266715,15.6739988,50,52,40,32,37,28,17,40,31,32,42,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1651,1320.8,990.6,49.53,49.53,0,0
1210,405287635,136239728,40.5287635,13.6239728,51,51,40,32,37,28,17,40,31,32,42,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1527,1221.6,916.2,45.81,45.81,0,0
1220,348118720,133150578,34.811872,13.3150578,51,50,40,32,37,28,17,40,31,33,42,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1558,1246.4,934.8,46.74,46.74,0,41
1230,257988300,109587163,25.79883,10.9587163,48,50,40,31,37,28,17,40,31,33,42,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1746,1396.8,1047.6,52.38,52.38,0,0
1240,250493787,100332966,25.0493787,10.0332966,49,50,40,32,37,28,17,40,31,33,42,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1652,1321.6,991.2,49.56,49.56,0,0
1250,323949376,130218733,32.3949376,13.0218733,48,49,40,31,37,28,17,40,31,33,42,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1658,1326.4,994.8,49.74,49.74,0,41.4
1260,274964044,103013600,27.4964044,10.30136,48,50,40,31,37,28,17,40,31,33,42,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1748,1398.4,1048.8,52.44,52.44,0,0
1270,1421910,896489,0.142191,0.0896489,46,55,40,31,37,28,17,40,31,33,42,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1666,1332.8,999.6,49.98,49.98,0,0
