time,Temp0,Temp1,Planar_Temp,VRD_0_Temp,VRD_1_Temp,Fan_1,Fan_2A,Fan_2B,Fan_3A,Fan_3B,Fan_4A,Fan_4B,Fan_5A,Fan_5B,fsb,l2miss,fsb_scaled,l2miss_scaled,Watts,InputDCPwr,AllPwrExtBd,ProcPwrUnc,ProcPwr,disk_read_count,disk_write_count,disk_read_kbytes,disk_write_kbytes,disk_read_bytes,disk_write_bytes
300,26,30,24,16,19,3150,7575,5250,7500,5400,7575,5325,7950,5250,3.12E+07,1.85E+06,3.12E+01,18.512,1860,1488,1116,55.8,55.8,0,0,0,0,0,0
305,26,30,24,16,19,3150,7650,5250,7500,5400,7575,5325,7950,5325,9.57E+07,3.76E+06,9.57E+01,37.628,1649,1319.2,989.4,49.47,49.47,114.2,0,0,0,14438500,0
310,30,30,24,16,19,3150,7575,5325,7425,5400,7575,5250,7950,5250,8.24E+07,8.84E+06,8.24E+01,88.432,1795,1436,1077,53.85,53.85,416.2,0,0,0,53159500,0
315,28,31,24,16,19,3150,7650,5325,7500,5325,7650,5250,7950,5250,1.98E+07,1.61E+06,1.98E+01,16.1,1960,1568,1176,58.8,58.8,1.2,16.2,140.8,199.3,140800,199300
320,28,35,24,17,19,3150,7575,5250,7425,5400,7575,5250,7950,5250,7.53E+07,2.79E+06,7.53E+01,27.891,1956,1564.8,1173.6,58.68,58.68,0,0,0,0,0,0
325,27,36,24,17,19,3150,7575,5250,7500,5400,7575,5325,7950,5250,3.08E+07,2.00E+06,3.08E+01,20.035,1956,1564.8,1173.6,58.68,58.68,0,0,0,0,0,0
330,27,37,24,17,20,3150,7650,5250,7500,5400,7575,5325,8025,5250,1.50E+08,2.47E+06,1.50E+02,24.678,1951,1560.8,1170.6,58.53,58.53,0,0,0,0,0,0
335,31,33,24,17,20,3150,7575,5325,7500,5400,7650,5250,7950,5325,5.88E+07,1.19E+06,5.88E+01,11.865,1959,1567.2,1175.4,58.77,58.77,0,0,0,0,0,0
340,28,37,24,17,20,3150,7650,5250,7425,5400,7575,5250,7950,5325,7.56E+07,3.88E+06,7.56E+01,38.8,1949,1559.2,1169.4,58.47,58.47,0,0,0,0,0,0
345,32,34,24,17,20,3150,7650,5325,7500,5400,7575,5250,8025,5250,1.50E+07,8.70E+05,1.50E+01,8.6979,1959,1567.2,1175.4,58.77,58.77,0,17.4,0,82.1,0,82100
350,28,37,24,17,20,3150,7650,5325,7500,5400,7575,5325,7950,5250,1.23E+08,2.05E+06,1.23E+02,20.506,1956,1564.8,1173.6,58.68,58.68,0,0,0,0,0,0
355,28,38,24,17,20,3150,7575,5325,7500,5400,7575,5325,7950,5250,4.88E+07,33173,4.88E+01,0.33173,1965,1572,1179,58.95,58.95,0,0,0,0,0,0
360,28,38,24,17,20,3150,7650,5250,7425,5400,7575,5325,7950,5250,8.43E+07,2.61E+06,8.43E+01,26.107,1945,1556,1167,58.35,58.35,0,0,0,0,0,0
365,28,39,24,17,20,3150,7575,5250,7500,5400,7575,5250,7950,5250,4.13E+07,1.46E+06,4.13E+01,14.618,1968,1574.4,1180.8,59.04,59.04,0,0,0,0,0,0
370,29,38,24,17,21,3150,7650,5250,7425,5400,7575,5325,7950,5250,1.32E+08,2.50E+06,1.32E+02,25.029,1952,1561.6,1171.2,58.56,58.56,0,0,0,0,0,0
375,32,35,24,17,21,3150,7575,5250,7500,5400,7575,5325,7950,5250,7.91E+07,2.06E+06,7.91E+01,20.597,1948,1558.4,1168.8,58.44,58.44,0,11.2,0,61,0,61000
380,32,35,24,17,21,3150,7650,5325,7500,5400,7575,5250,7950,5250,1.06E+08,1.27E+07,1.06E+02,127.19,1953,1562.4,1171.8,58.59,58.59,0,0,0,0,0,0
385,36,35,24,17,21,3150,7650,5325,7500,5400,7650,5325,7950,5250,1.18E+08,1.80E+06,1.18E+02,17.989,1954,1563.2,1172.4,58.62,58.62,0,0,0,0,0,0
390,34,35,24,17,20,3150,7650,5325,7500,5400,7575,5250,7950,5250,2.15E+08,4.26E+06,2.15E+02,42.634,1950,1560,1170,58.5,58.5,0,0,0,0,0,0
