 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6476412 7592836 111 1361 31 0 0 0 23 2  0  0  0  566 1199  302 11  2 87
 0 0 0 6749284 7790836 138 2107 0 0 0 0  0  0  0  0  0  554 1876  279  0  3 97
 0 0 0 6749516 7790944 137 1827 0 1 1 0  0  0  0  0  0  500 1487  280  0  3 97
 0 0 0 6749264 7790836 137 1826 0 0 0 0  0  0  0  0  0  499 1503  284  0  3 97
 0 0 0 6749232 7790808 137 1824 0 0 0 0  0  0  0  0  0  508 1486  284  0  3 97
 0 0 0 6749516 7790944 137 1823 0 0 0 0  0  0  0  0  0  498 1499  282  0  3 97
 0 0 0 6749232 7790804 137 1824 0 0 0 0  0  0  0  0  0  499 1485  291  0  3 97
 0 0 0 6749516 7790940 137 1824 0 1 1 0  0  0  0  0  0  514 1501  284  0  3 97
 0 0 0 6749260 7790832 136 1823 0 0 0 0  0  0  0  0  0  500 1485  278  0  3 97
 0 0 0 6749492 7790928 110 1381 0 0 0 0  0  0  0  0  0  464 1306  256  0  3 97
 0 0 0 6749492 7790916 27 446 0 0  0  0  0  0  0  0  0  444  723  220  0  0 100
 0 0 0 6749240 7790800 154 1918 3 1 1 0  0  1  0  0  0  517 1668  295  0  3 97
 0 0 0 6749208 7790748 137 1825 0 0 0 0  0  1  0  0  0  511 1489  282  0  3 97
 0 0 0 6749492 7790884 137 1825 0 0 0 0  0  0  0  0  0  495 1500  284  0  3 97
 0 0 0 6749256 7790768 137 1822 0 1 1 0  0  0  0  0  0  490 1484  273  0  3 97
 0 0 0 6749492 7790880 136 1825 0 0 0 0  0  0  0  0  0  500 1571  316  0  3 97
 0 0 0 6749236 7790768 140 1858 0 0 0 0  0  0  0  0  0  530 1586  326  0  3 97
 0 0 0 6749492 7790876 140 1857 0 0 0 0  0  0  0  0  0  525 1615  324  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6749200 7790744 139 1852 0 0 0 0  0  0  0  0  0  520 1550  314  0  3 97
 0 0 0 6749012 7790612 85 1010 0 1 1  0  0  1  0  0  0  480 1140  250  0  3 97
 0 0 0 6749272 7790732 52 814 0 0  0  0  0  0  0  0  0  457  895  237  0  0 99
 0 0 0 6749272 7790716 137 1827 0 0 0 0  0  0  0  0  0  501 1509  293  0  3 97
 0 0 0 6748988 7790580 136 1823 0 0 0 0  0  0  0  0  0  504 1490  283  0  3 97
 0 0 0 6749272 7790716 137 1824 0 0 0 0  0  0  0  0  0  509 1503  289  0  3 97
 0 0 0 6749016 7790608 136 1823 0 0 0 0  0  0  0  0  0  522 1493  282  0  3 97
 0 0 0 6749272 7790712 137 1826 0 0 0 0  0  1  0  0  0  507 1505  288  0  3 97
 0 0 0 6749020 7790604 137 1824 0 1 1 0  0  0  0  0  0  506 1489  281  0  3 97
 0 0 0 6748988 7790572 137 1822 0 0 0 0  0  0  0  0  0  503 1509  290  0  3 97
 0 0 0 6749272 7790708 137 1828 0 0 0 0  0  0  0  0  0  496 1493  287  0  3 97
 0 0 0 6748988 7790572 84 1006 0 0 0  0  0  0  0  0  0  461 1136  248  0  3 97
 0 0 0 6749272 7790704 53 818 0 0  0  0  0  0  0  0  0  468  896  247  0  1 99
 0 0 0 6749272 7790704 137 1823 0 0 0 0  0  0  0  0  0  509 1504  297  0  3 97
 0 0 0 6748992 7790584 137 1826 0 1 1 0  0  0  0  0  0  507 1491  288  0  3 97
 0 0 0 6749248 7790680 137 1825 0 0 0 0  0  0  0  0  0  514 1514  298  0  3 97
 0 0 0 6748996 7790572 137 1824 0 0 0 0  0  0  0  0  0  509 1493  295  0  3 97
 0 0 0 6748964 7790540 137 1825 0 0 0 0  0  0  0  0  0  505 1503  284  0  3 97
 0 0 0 6749248 7790676 137 1824 0 0 0 0  0  0  0  0  0  518 1492  287  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6748964 7790544 137 1822 0 1 1 0  0  1  0  0  0  520 1502  291  0  3 97
 0 0 0 6749248 7790676 137 1825 0 0 0 0  0  0  0  0  0  512 1491  290  0  3 97
 0 0 0 6748992 7790568 84 1007 0 0 0  0  0  0  0  0  0  471 1201  279  0  2 98
 0 0 0 6749248 7790668 52 817 0 0  0  0  0  0  0  0  0  474  906  256  0  1 99
 0 0 0 6749248 7790664 137 1824 0 0 0 0  0  0  0  0  0  498 1507  289  0  3 97
 0 0 0 6748996 7790556 137 1824 0 0 0 0  0  0  0  0  0  522 1492  285  0  3 97
 0 0 0 6748940 7790516 137 1826 0 1 1 0  0  1  0  0  0  506 1507  296  0  3 97
 0 0 0 6749224 7790640 136 1823 0 0 0 0  0  0  0  0  0  503 1488  288  0  3 97
 0 0 0 6748940 7790500 137 1826 0 0 0 0  0  0  0  0  0  508 1514  293  0  3 97
 0 0 0 6749224 7790632 136 1823 0 0 0 0  0  0  0  0  0  511 1489  290  0  3 97
 0 0 0 6748968 7790520 137 1825 0 0 0 0  0  0  0  0  0  498 1507  296  0  3 97
 0 0 0 6749224 7790628 137 1824 0 0 0 0  0  0  0  0  0  519 1490  289  0  3 97
 0 0 0 6748972 7790520 84 1007 0 1 1  0  0  1  0  0  0  477 1116  254  0  2 98
 0 0 0 6749224 7790624 53 817 0 0  0  0  0  0  0  0  0  472  916  254  0  1 99
 0 0 0 6748940 7790488 137 1824 0 0 0 0  0  0  0  0  0  507 1509  290  0  3 97
 0 0 0 6749224 7790624 137 1825 0 0 0 0  0  0  0  0  0  513 1506  287  0  3 97
 0 0 0 6748940 7790488 137 1823 0 0 0 0  0  0  0  0  0  507 1504  280  0  3 97
 0 0 0 6749224 7790612 137 1825 0 0 0 0  0  0  0  0  0  510 1490  283  0  3 97
 0 0 0 6748944 7790492 137 1827 0 1 1 0  0  1  0  0  0  519 1678  301  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6749200 7790588 136 1824 0 0 0 0  0  0  0  0  0  509 1489  290  0  3 97
 0 0 0 6748948 7790480 137 1824 0 0 0 0  0  0  0  0  0  510 1504  288  0  3 97
 0 0 0 6748916 7790452 137 1824 0 0 0 0  0  0  0  0  0  500 1490  280  0  3 97
 0 0 0 6749044 7790436 105 1164 0 2 2 0  0  1  0  0  0  490 1563  256  0  2 98
 0 0 0 6748280 7789448 298 1852 0 1 1 0  0  1  0  0  0  486 2691  261  3  2 96
 0 0 0 6461760 7496132 419 24106 526 10 10 0 0 33 0 0 0 1088 4498 344 22  6 72
 0 0 0 6290576 7323572 136 1823 0 1 1 0  0  0  0  0  0  510 1554  323 25  3 72
 0 0 0 6290320 7323464 136 1824 0 0 0 0  0  0  0  0  0  513 1509  293 25  3 72
 0 0 0 6290576 7323568 136 1825 0 0 0 0  0  0  0  0  0  519 1492  277 25  3 72
 0 0 0 6290324 7323460 136 1823 0 0 0 0  0  0  0  0  0  508 1509  296 25  3 72
 0 0 0 6290268 7323416 137 1827 0 0 0 0  0  0  0  0  0  522 1493  293 25  3 72
 0 0 0 6290552 7323548 136 1824 0 1 1 0  0  1  0  0  0  530 1507  299 25  3 72
 0 0 0 6290436 7323516 136 1822 0 0 0 0  0  0  0  0  0  511 1486  291 25  3 72
