time,cpu,FSB,L2miss
2,0,16410726,
4,0,,8692
6,0,2257508,
6,1,2285344,
8,1,,616633
10,1,106212,
12,0,,565024
12,1,,774095
14,0,281084,
16,0,,270760
18,0,10136784,
20,0,,4729
22,1,9282370,
24,0,,527582
26,0,3363940,
28,0,,490564
30,1,139298,
32,0,,581692
34,0,192590,
36,0,,39418
38,0,16019996,
40,0,,17159
42,0,16798532,
44,0,,37514
46,1,7945052,
48,1,,459603
50,0,78074,
52,0,,213407
54,1,10784504,
56,0,,45388
58,0,15565454,
60,0,,8648
62,0,18065240,
64,0,,7081
66,0,2059893,
68,0,,611255
70,0,119696,
72,0,,625680
72,1,,483140
74,0,2680724,
76,0,,207825
78,0,10237340,
80,0,,6550
82,0,9357790,
84,1,,526588
86,0,922504,
88,0,,568271
88,1,,450721
90,0,3477064,
92,1,,280898
94,0,10325854,
96,1,,61703
98,0,16187358,
100,1,,7334
102,0,2544340,
104,1,,680821
106,0,714938,
106,1,712570,
108,0,,550527
110,0,174844,
112,0,,225636
114,1,10985292,
116,0,,7378
116,1,,53232
118,1,11638934,
120,0,,285401
122,0,7823022,
124,1,,418492
126,1,1853980,
128,0,,634833
130,1,108092,
132,1,,58360
134,0,15860078,
136,0,,6364
136,1,,36470
138,0,17335292,
140,1,,17116
142,0,9519420,
144,0,,512531
146,0,798677,
148,1,,315837
150,0,7957048,
152,0,,261743
152,1,,284746
154,0,10597004,
156,1,,48290
158,0,16435068,
160,0,,7673
162,0,2321278,
164,0,,581075
166,1,703936,
168,0,,545409
170,0,153088,
172,0,,324827
174,1,11171042,
176,1,,45061
178,1,8117754,
180,0,,404453
182,0,5892340,
182,1,5906152,
184,0,,471399
186,0,1755272,
186,1,1761355,
188,0,,706213
190,0,121620,
192,0,,90783
194,0,15947012,
196,1,,28362
198,0,17435188,
200,0,,18090
202,0,9293610,
204,0,,396778
206,0,826218,
208,0,,256909
210,0,9660228,
212,0,,165879
214,0,14157854,
216,0,,35009
216,1,,46855
218,1,17097836,
220,0,,4645
222,0,2149078,
224,0,,663151
226,0,755700,
228,1,,710361
230,0,693066,
232,1,,292109
234,1,11208390,
236,1,,43185
238,1,7981034,
240,0,,456612
242,0,2724325,
244,0,,529091
246,1,801130,
248,1,,687737
250,0,120024,
252,0,,61255
254,0,16209320,
256,0,,34962
258,0,14263044,
258,1,14283644,
260,0,,193203
262,1,9265416,
264,1,,447897
266,0,2031546,
268,0,,689401
270,0,119655,
272,0,,62277
274,0,15877862,
276,0,,21183
278,0,17662846,
280,0,,5850
282,0,8390016,
284,0,,342358
286,0,811280,
288,1,,477442
288,0,,311668
290,0,6414325,
292,0,,241445
292,1,,419912
294,0,11400580,
296,0,,78307
296,1,,57024
298,0,16429916,
300,1,,6092
302,1,3318418,
304,0,,741810
306,0,813090,
308,0,,594789
308,1,,710174
310,0,169056,
312,0,,295712
314,0,10006506,
316,0,,21099
318,1,8150780,
320,0,,314329
322,0,7729064,
322,1,7748056,
324,0,,495352
326,0,1765352,
328,0,,589104
330,0,213020,
332,1,,73715
332,0,,52757
334,0,16032522,
336,1,,10644
336,0,,36785
338,0,17479884,
338,1,17504044,
340,0,,5644
342,0,8090794,
344,0,,336596
346,1,762852,
348,0,,245929
350,1,9812116,
352,0,,188952
354,0,15475036,
356,0,,38299
358,0,17587338,
360,1,,4367
362,0,2237908,
364,0,,594813
366,0,694654,
368,0,,503590
368,1,,694737
370,0,1563300,
372,1,,231724
374,0,10336278,
376,0,,23953
378,0,7984982,
380,1,,421217
382,1,4082410,
384,0,,528916
386,0,714722,
388,1,,777875
390,0,99052,
392,1,,79019
392,0,,57772
394,0,16310542,
396,0,,21890
398,0,2041000,
400,0,,601594
402,0,835826,
404,0,,647907
406,0,767282,
408,0,,231250
410,1,10126814,
412,0,,90088
414,0,13678684,
414,1,13703406,
416,0,,162630
418,1,7354688,
420,0,,458205
422,1,2077294,
422,0,2104188,
424,0,,587963
426,0,749138,
428,1,,64257
428,0,,44476
430,0,15785006,
432,0,,30929
434,0,17541508,
436,0,,15085
436,1,,39007
438,0,7851240,
440,0,,364510
442,0,2290118,
444,0,,362129
444,1,,494926
446,1,6619614,
448,0,,233053
448,1,,294540
450,0,10502692,
452,0,,48031
454,0,16366528,
456,0,,15805
456,1,,29243
458,0,1902516,
460,1,,707147
462,1,820122,
464,0,,598492
466,1,814212,
468,0,,288684
470,1,10398836,
472,1,,136860
474,0,10431094,
474,1,10441924,
476,1,,248587
478,0,7425182,
478,1,7435050,
480,0,,349775
482,0,1886214,
484,0,,633963
486,0,247181,
488,1,,77240
490,0,15944362,
492,0,,25618
494,0,17518554,
496,0,,26791
498,0,8119870,
500,1,,422777
502,0,2283842,
504,0,,287352
506,0,9395394,
508,0,,187845
508,1,,298127
510,0,11583250,
512,1,,56215
514,0,16430758,
516,0,,8801
518,0,2309842,
520,1,,683094
522,0,791226,
524,1,,725829
526,1,308776,
528,0,,218555
530,1,10532302,
532,1,,128136
534,0,8477862,
536,0,,496197
538,1,6008226,
540,0,,409154
542,1,1805508,
544,0,,614358
546,1,238986,
548,1,,68697
548,0,,45742
550,0,16165031,
552,0,,25684
554,1,17556904,
554,0,17566316,
556,0,,10787
558,1,8058000,
560,1,,459383
562,1,2347742,
564,1,,279048
566,1,9685230,
566,0,9703812,
568,0,,55156
570,0,15546408,
572,0,,27542
574,0,17530054,
576,0,,10964
578,0,2089742,
580,0,,731463
582,0,781590,
584,0,,519642
584,1,,576068
586,0,2861538,
588,1,,295608
590,1,10830640,
592,1,,121561
594,0,8089016,
594,1,8132055,
596,0,,454709
598,1,2451844,
600,1,,661509
602,1,849002,
604,0,,732654
606,1,264444,
608,1,,293208
610,0,9902813,
612,0,,33746
614,0,12604556,
614,1,12623386,
616,0,,272813
618,0,7793674,
620,1,,490183
622,1,3438096,
