 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 10268468 7243216 216 212 0 0 0 0 331 7 -0  0  0  640 2127  958  1  1 98
 0 0 0 10346872 7205728 108 2329 0 0 0 0 0 30  0  0  0  640 2057  278  0  4 96
 0 0 0 10346204 7205248 102 2105 0 0 0 0 0  0  0  0  0  582 1671  268  0  4 96
 0 0 0 10346244 7205364 102 2104 0 0 0 0 0  0  0  0  0  571 1672  261  0  3 96
 0 0 0 10346448 7205460 104 2103 0 0 0 0 0  4  0  0  0  621 1677  314  0  4 96
 0 0 0 10346100 7205264 102 2100 0 0 0 0 0  0  0  0  0  569 1675  259  0  4 96
 0 0 0 10346240 7205496 140 2149 0 0 0 0 0  0  0  0  0  573 1674  257  0  3 96
 0 0 0 10346312 7205492 128 2149 0 0 0 0 0  0  0  0  0  553 1672  250  0  3 96
 0 0 0 10346268 7205480 38 636 0 0 0  0  0  0  0  0  0  460  985  195  0  2 98
 0 0 0 10346316 7205708 90 1515 0 0 0 0  0  0  0  0  0  524 1340  234  0  2 98
 0 0 0 10346096 7205560 140 2149 0 0 0 0 0  2  0  0  0  593 1759  345  0  4 96
 0 0 0 10346272 7205600 129 2152 0 0 0 0 0  0  0  0  0  554 1673  256  0  3 96
 0 0 0 10346216 7205596 140 2155 0 0 0 0 0  0  0  0  0  570 1676  262  0  4 96
 0 0 0 10346228 7205564 130 2154 0 0 0 0 0  0  0  0  0  571 1699  267  0  3 96
 0 0 0 10345820 7205308 129 2148 0 0 0 0 0  0  0  0  0  578 1670  272  0  4 96
 0 0 0 10345852 7205384 140 2149 0 0 0 0 0  0  0  0  0  551 1670  255  0  4 96
 0 0 0 10346120 7205448 129 2151 0 0 0 0 0  3  0  0  0  607 1676  317  0  4 96
 0 0 0 10345836 7205324 12 98 0 0  0  0  0  0  0  0  0  423  716  172  0  0 99
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 10346060 7205544 117 2054 0 0 0 0 0  0  0  0  0  566 1606  254  0  3 97
