scheduler,timestamp,cpu,llmiss_av,inst_ret_av,coretemp_av,tea_hat,pcost_hat
tas,1750,1,62.33,2643,44.6,458.4,343.8
tas,1750,2,97.26,2930,40.35,511.2,383.4
tas,1750,3,164.2,3273,42.35,579.9,435
tas,1755,0,263.3,1192,43.1,249.7,187.3
tas,1755,1,65.18,2651,44.6,460.1,345.1
tas,1755,2,98.96,2940,40.6,513.3,385
tas,1755,3,166.1,3282,42.23,581.7,436.3
tas,1760,0,263.8,1193,43.1,250,187.5
tas,1760,1,67.7,2659,44.48,461.9,346.5
tas,1760,2,101.1,2950,40.6,515.3,386.5
tas,1760,3,167.9,3291,42.35,583.6,437.7
tas,1765,0,264.2,1194,43.1,250.2,187.7
tas,1765,1,69.55,2670,44.23,463.9,347.9
tas,1765,2,103.7,2958,40.98,517.2,387.9
tas,1765,3,169.9,3300,42.48,585.4,439
tas,1770,0,264.6,1195,43.1,250.5,187.9
tas,1770,1,71.36,2680,44.23,466,349.5
tas,1770,2,106.3,2967,40.98,519,389.3
tas,1770,3,171.9,3308,42.48,587.1,440.3
tas,1775,0,265,1196,43.1,250.7,188.1
tas,1775,1,73.15,2691,44.23,468,351
tas,1775,2,108.8,2975,40.98,520.9,390.6
tas,1775,3,174,3317,42.48,588.8,441.6
tas,1780,0,265.4,1197,43.1,251,188.2
tas,1780,1,74.73,2702,43.98,470.1,352.6
tas,1780,2,111.6,2983,41.35,522.7,392
tas,1780,3,176,3325,42.48,590.6,442.9
tas,1785,0,265.7,1199,43.1,251.2,188.4
tas,1785,1,76.6,2713,43.98,472.2,354.2
tas,1785,2,114.6,2990,41.73,524.5,393.3
tas,1785,3,177.8,3334,42.23,592.4,444.3
tas,1790,0,265.9,1200,43.1,251.4,188.6
tas,1790,1,78.54,2723,43.98,474.3,355.7
tas,1790,2,117.6,2997,41.73,526,394.5
tas,1790,3,179.3,3344,42.23,594.2,445.7
tas,1795,0,266.2,1201,43.1,251.7,188.8
tas,1795,1,80.47,2734,43.98,476.4,357.3
tas,1795,2,120.2,3004,41.48,527.7,395.8
tas,1795,3,181.4,3352,42.48,596.1,447
tas,1800,0,266.5,1202,43.1,251.9,188.9
tas,1800,1,82.38,2745,43.98,478.5,358.9
tas,1800,2,122.2,3013,41.23,529.4,397.1
tas,1800,3,184,3360,42.73,597.7,448.3
tas,1805,0,266.8,1203,43.1,252.2,189.1
tas,1805,1,84.56,2754,43.98,480.4,360.3
tas,1805,2,124.1,3022,41.1,531.3,398.5
tas,1805,3,186.6,3368,42.6,599.5,449.6
tas,1810,0,267.1,1204,43.23,252.4,189.3
tas,1810,1,86.79,2764,43.98,482.4,361.8
tas,1810,2,125.9,3032,41.1,533.2,399.9
tas,1810,3,189.1,3376,42.6,601.2,450.9
tas,1815,0,267.4,1205,43.23,252.7,189.5
tas,1815,1,89.29,2772,44.35,484.3,363.2
tas,1815,2,127.9,3041,41.1,535,401.3
tas,1815,3,191.3,3385,42.23,603,452.3
tas,1820,0,267.7,1207,43.23,252.9,189.7
tas,1820,1,91.42,2782,44.23,486.3,364.7
tas,1820,2,129.6,3051,40.73,536.8,402.6
tas,1820,3,194,3392,42.6,604.8,453.6
tas,1825,0,268,1208,43.23,253.2,189.9
tas,1825,1,93.25,2793,44.23,488.3,366.3
tas,1825,2,131.2,3061,40.6,538.8,404.1
tas,1825,3,197.1,3399,42.73,606.5,454.9
tas,1830,0,268.4,1209,43.23,253.5,190.1
tas,1830,1,95.52,2802,44.23,490.3,367.7
tas,1830,2,132.8,3071,40.85,540.7,405.6
tas,1830,3,199.8,3407,42.35,608.3,456.2
tas,1835,0,268.8,1211,43.23,253.9,190.4
tas,1835,1,97.97,2810,44.23,492.1,369.1
tas,1835,2,134.7,3081,40.85,542.7,407
tas,1835,3,202.1,3417,42.35,610.2,457.7
tas,1840,0,269.3,1213,43.23,254.3,190.7
tas,1840,1,100.5,2818,44.23,493.8,370.3
tas,1840,2,136.6,3091,40.85,544.7,408.5
tas,1840,3,204.2,3427,42.35,612.2,459.2
tas,1845,0,269.7,1215,43.23,254.7,191
tas,1845,1,103,2826,44.23,495.5,371.6
tas,1845,2,138.2,3101,40.6,546.7,410
tas,1845,3,206.6,3436,42.73,614.3,460.7
tas,1850,0,270.3,1217,43.23,255.1,191.3
tas,1850,1,105.2,2834,44.1,497.2,372.9
tas,1850,2,139.9,3112,40.6,548.7,411.5
tas,1850,3,209.2,3446,42.73,616.3,462.2
tas,1855,0,270.8,1220,43.23,255.6,191.7
tas,1855,1,107.1,2842,43.85,498.9,374.2
tas,1855,2,141.7,3122,40.6,550.7,413
tas,1855,3,211.9,3455,43.1,618.3,463.7
tas,1860,0,271.4,1222,43.35,256.2,192.1
tas,1860,1,109.1,2850,43.98,500.6,375.5
tas,1860,2,143.6,3132,40.73,552.7,414.5
tas,1860,3,214.2,3464,42.85,620.3,465.2
tas,1865,0,272.1,1225,43.35,256.8,192.6
tas,1865,1,111.4,2858,43.98,502.1,376.6
tas,1865,2,145.6,3142,40.48,554.6,416
tas,1865,3,216.2,3476,43.1,622.5,466.9
tas,1870,0,272.8,1228,43.35,257.4,193
tas,1870,1,113.2,2866,43.98,503.8,377.8
tas,1870,2,147.7,3151,40.23,556.5,417.4
tas,1870,3,218.5,3486,43.48,624.6,468.5
tas,1875,0,273.5,1231,43.48,258,193.5
tas,1875,1,115.1,2874,44.35,505.5,379.1
tas,1875,2,149.7,3161,40.23,558.5,418.9
tas,1875,3,220.8,3496,43.1,626.6,470
tas,1880,0,274.2,1234,43.48,258.6,194
tas,1880,1,117,2881,44.48,507.1,380.3
tas,1880,2,151.9,3170,40.6,560.5,420.3
tas,1880,3,222.7,3507,42.73,628.8,471.6
tas,1885,0,275,1237,43.6,259.2,194.4
tas,1885,1,119,2889,44.73,508.8,381.6
tas,1885,2,154.4,3179,40.6,562.4,421.8
tas,1885,3,224.4,3519,42.35,631,473.2
tas,1890,0,275.7,1240,43.48,259.8,194.9
tas,1890,1,120.9,2897,44.85,510.4,382.8
tas,1890,2,156.8,3189,40.6,564.3,423.3
tas,1890,3,226.2,3531,42.35,633.2,474.9
tas,1895,0,276.4,1242,43.48,260.4,195.3
tas,1895,1,123.1,2904,45.1,512.1,384.1
tas,1895,2,159.1,3199,40.6,566.4,424.8
tas,1895,3,228,3542,41.98,635.4,476.5
tas,1900,0,277.1,1245,43.35,260.9,195.7
tas,1900,1,125.4,2911,45.35,513.6,385.2
tas,1900,2,161.2,3211,40.48,568.8,426.6
tas,1900,3,229.7,3554,41.98,637.6,478.2
tas,1905,0,277.8,1247,43.35,261.4,196
tas,1905,1,127.8,2918,45.35,515.3,386.4
tas,1905,2,163.5,3223,40.85,571.2,428.4
tas,1905,3,231.3,3565,41.73,639.7,479.8
tas,1910,0,278.4,1249,43.35,261.8,196.4
tas,1910,1,130.4,2926,45.6,516.9,387.7
tas,1910,2,165.9,3235,40.85,573.6,430.2
tas,1910,3,232.7,3577,41.48,641.8,481.4
tas,1915,0,279,1251,43.23,262.2,196.7
tas,1915,1,133.2,2933,45.6,518.7,389
tas,1915,2,168.3,3246,40.85,575.9,431.9
tas,1915,3,234,3589,41.6,644,483
tas,1920,0,279.5,1253,43.23,262.6,197
tas,1920,1,135.8,2942,45.85,520.6,390.4
tas,1920,2,171,3258,40.48,578.2,433.6
tas,1920,3,235.2,3600,41.73,646.1,484.6
tas,1925,0,280.1,1255,43.1,263,197.2
tas,1925,1,138.5,2951,45.6,522.4,391.8
tas,1925,2,173.3,3270,40.48,580.6,435.5
tas,1925,3,236.9,3610,42.1,648.1,486.1
tas,1930,0,280.6,1257,43.1,263.4,197.5
tas,1930,1,141.4,2959,45.6,524.3,393.2
tas,1930,2,175.7,3282,40.48,583.1,437.3
tas,1930,3,238.2,3621,42.1,650.2,487.7
tas,1935,0,281.1,1259,43.1,263.8,197.9
tas,1935,1,143.9,2968,45.6,526.3,394.7
tas,1935,2,178.1,3294,40.48,585.5,439.1
tas,1935,3,240,3632,42.23,652.3,489.2
tas,1940,0,281.6,1261,43.23,264.3,198.2
tas,1940,1,146.4,2978,45.6,528.3,396.2
tas,1940,2,180.7,3304,40.48,587.6,440.7
tas,1940,3,241.7,3643,42.1,654.4,490.8
tas,1945,0,282.2,1263,43.23,264.8,198.6
tas,1945,1,149,2987,45.85,530.2,397.7
tas,1945,2,182.9,3316,40.1,589.8,442.3
tas,1945,3,243.7,3653,42.23,656.6,492.4
tas,1950,0,282.8,1266,43.23,265.4,199
tas,1950,1,151.4,2996,45.85,532.2,399.2
tas,1950,2,184.8,3327,40.1,592,444
tas,1950,3,246.1,3663,42.23,658.6,494
tas,1955,0,283.5,1269,43.23,266,199.5
tas,1955,1,153.8,3006,45.6,534.2,400.6
tas,1955,2,186.8,3338,40.35,594.2,445.7
tas,1955,3,248.5,3674,42.23,660.7,495.6
tas,1960,0,284.3,1273,43.23,266.7,200
tas,1960,1,156.2,3015,45.35,536,402
tas,1960,2,188.5,3351,40.6,596.6,447.5
tas,1960,3,251.1,3684,42.23,662.9,497.2
tas,1965,0,285.1,1276,43.35,267.4,200.5
tas,1965,1,158.5,3024,45.35,537.9,403.5
tas,1965,2,190.4,3362,40.73,598.8,449.1
tas,1965,3,253.4,3696,41.98,665.2,498.9
tas,1970,0,286.1,1279,43.35,268.1,201.1
tas,1970,1,160.8,3034,45.35,540,405
tas,1970,2,192.2,3373,40.73,601,450.7
tas,1970,3,255.8,3706,42.1,667.4,500.5
tas,1975,0,287.1,1283,43.48,268.9,201.7
tas,1975,1,163.1,3043,45.23,541.9,406.4
tas,1975,2,193.9,3384,40.73,603.2,452.4
tas,1975,3,258,3718,42.1,669.6,502.2
tas,1980,0,288,1287,43.35,269.6,202.2
tas,1980,1,165.2,3053,44.98,543.8,407.9
tas,1980,2,195.8,3395,40.73,605.2,453.9
tas,1980,3,260.4,3728,42.48,671.9,503.9
tas,1985,0,289,1290,43.35,270.3,202.8
tas,1985,1,167.2,3062,44.73,545.7,409.3
tas,1985,2,197.8,3404,40.85,607.1,455.4
tas,1985,3,262.6,3739,42.23,673.9,505.5
tas,1990,0,290,1293,43.35,271,203.3
tas,1990,1,169.2,3071,44.48,547.4,410.5
tas,1990,2,199.9,3413,41.1,609,456.8
tas,1990,3,264.4,3750,42.23,676,507
tas,1995,0,290.9,1296,43.35,271.6,203.7
tas,1995,1,171,3079,44.48,549,411.8
tas,1995,2,201.9,3422,40.85,610.7,458.1
tas,1995,3,266.6,3759,42.48,678,508.5
tas,2000,0,291.7,1298,43.35,272.2,204.2
tas,2000,1,172.9,3086,44.48,550.5,412.9
tas,2000,2,203.7,3430,40.6,612.4,459.3
tas,2000,3,268.8,3767,42.73,679.8,509.8
tas,2005,0,292.4,1301,43.35,272.8,204.6
tas,2005,1,174.9,3092,44.73,552,414
tas,2005,2,205.6,3437,40.48,613.9,460.4
tas,2005,3,270.9,3775,42.6,681.4,511
tas,2010,0,293.1,1303,43.48,273.3,205
tas,2010,1,176.8,3098,44.48,553.2,414.9
tas,2010,2,207.6,3444,40.48,615.3,461.5
tas,2010,3,272.9,3782,42.73,682.9,512.2
tas,2015,0,293.8,1306,43.35,273.8,205.3
tas,2015,1,178.7,3103,44.48,554.4,415.8
tas,2015,2,209.7,3450,40.6,616.7,462.5
tas,2015,3,274.9,3789,42.6,684.4,513.3
tas,2020,0,294.4,1308,43.48,274.3,205.7
tas,2020,1,180.7,3108,44.73,555.6,416.7
tas,2020,2,211.8,3456,40.6,618,463.5
tas,2020,3,276.8,3795,42.23,685.7,514.3
tas,2025,0,295,1310,43.48,274.7,206
tas,2025,1,182.6,3114,44.73,556.8,417.6
tas,2025,2,214.3,3461,40.85,619.4,464.6
tas,2025,3,278.7,3802,42.23,687.1,515.3
tas,2030,0,295.6,1312,43.48,275.1,206.3
tas,2030,1,184.4,3120,44.73,558.1,418.6
tas,2030,2,216.4,3467,40.6,620.7,465.5
tas,2030,3,281.2,3808,42.48,688.5,516.4
tas,2035,0,296.1,1313,43.48,275.5,206.6
tas,2035,1,186.3,3126,44.6,559.5,419.6
tas,2035,2,218.5,3474,40.6,622.1,466.6
tas,2035,3,283.7,3814,42.48,690,517.5
tas,2040,0,296.7,1315,43.48,275.9,206.9
tas,2040,1,188,3133,44.6,560.9,420.7
tas,2040,2,220.6,3480,40.6,623.6,467.7
tas,2040,3,286.5,3819,42.48,691.4,518.5
tas,2045,0,297.2,1317,43.35,276.3,207.2
tas,2045,1,189.4,3140,44.35,562.3,421.7
tas,2045,2,223.1,3487,40.98,625.1,468.8
tas,2045,3,289.3,3826,42.6,692.9,519.7
tas,2050,0,297.8,1319,43.23,276.6,207.5
tas,2050,1,190.7,3148,44.35,563.9,422.9
tas,2050,2,225.2,3494,40.98,626.6,470
tas,2050,3,292.7,3831,42.73,694.4,520.8
tas,2055,0,298.3,1320,43.23,276.9,207.7
tas,2055,1,191.8,3157,44.23,565.5,424.1
tas,2055,2,227.2,3501,40.85,628.2,471.1
tas,2055,3,296.4,3836,43.1,695.9,521.9
tas,2060,0,298.7,1322,43.1,277.2,207.9
tas,2060,1,192.7,3166,43.98,567.1,425.3
tas,2060,2,229,3509,40.85,629.8,472.4
tas,2060,3,300.7,3839,43.48,697.2,522.9
tas,2065,0,299.2,1323,43.35,277.6,208.2
tas,2065,1,193.9,3174,43.98,568.7,426.5
tas,2065,2,230.4,3518,40.48,631.4,473.6
tas,2065,3,305,3843,43.6,698.6,524
tas,2070,0,299.7,1325,43.35,277.9,208.4
tas,2070,1,195.8,3182,44.23,570.3,427.7
tas,2070,2,232,3526,40.48,633.1,474.9
tas,2070,3,308.6,3848,43.35,699.9,525
tas,2075,0,300.3,1326,43.35,278.2,208.7
tas,2075,1,197.6,3190,44.35,572,429
tas,2075,2,233.8,3534,40.85,634.8,476.1
tas,2075,3,311.9,3853,42.98,701.3,526
tas,2080,0,300.8,1327,43.35,278.6,208.9
tas,2080,1,199.9,3197,44.6,573.6,430.2
tas,2080,2,236,3542,40.85,636.5,477.3
tas,2080,3,314.6,3859,42.6,702.8,527.1
tas,2085,0,301.2,1328,43.35,278.8,209.1
tas,2085,1,202.1,3205,44.6,575.3,431.5
tas,2085,2,237.6,3551,40.48,638.1,478.6
tas,2085,3,317.8,3865,42.73,704.2,528.2
tas,2090,0,301.7,1330,43.35,279.1,209.3
tas,2090,1,204.5,3212,44.6,576.9,432.7
tas,2090,2,239.1,3560,40.48,639.9,479.9
tas,2090,3,320.7,3871,42.73,705.7,529.3
tas,2095,0,302.1,1331,43.35,279.4,209.5
tas,2095,1,206.9,3220,44.6,578.6,434
tas,2095,2,240.8,3569,40.48,641.7,481.3
tas,2095,3,323.5,3877,42.73,707.2,530.4
tas,2100,0,302.5,1332,43.35,279.7,209.8
tas,2100,1,209.5,3228,44.6,580.3,435.2
tas,2100,2,242.8,3577,40.48,643.4,482.5
tas,2100,3,325.8,3884,42.73,708.8,531.6
tas,2105,0,303,1334,43.23,280,210
tas,2105,1,211.9,3236,44.85,582.1,436.5
tas,2105,2,244.9,3585,40.48,645.1,483.8
tas,2105,3,328.1,3891,42.6,710.4,532.8
tas,2110,0,303.4,1335,43.23,280.3,210.2
tas,2110,1,213.7,3245,44.73,583.8,437.9
tas,2110,2,247.1,3593,40.85,646.9,485.2
tas,2110,3,330.7,3899,42.48,712,534
tas,2115,0,303.9,1337,43.23,280.7,210.5
tas,2115,1,215.5,3253,44.73,585.6,439.2
tas,2115,2,249.1,3602,40.85,648.6,486.5
tas,2115,3,333.3,3906,42.48,713.7,535.3
tas,2120,0,304.5,1340,43.35,281.2,210.9
tas,2120,1,217.3,3262,44.48,587.2,440.4
tas,2120,2,251,3611,40.85,650.5,487.9
tas,2120,3,336.3,3913,42.73,715.4,536.5
tas,2125,0,305.1,1342,43.48,281.8,211.3
tas,2125,1,219.3,3270,44.73,589,441.7
tas,2125,2,253,3620,40.85,652.3,489.2
tas,2125,3,338.8,3921,42.48,717.1,537.8
tas,2130,0,305.8,1345,43.48,282.3,211.7
tas,2130,1,221.3,3278,44.73,590.6,443
tas,2130,2,255.2,3628,41.1,654.1,490.6
tas,2130,3,341.1,3930,42.1,718.9,539.2
tas,2135,0,306.5,1348,43.48,282.9,212.2
tas,2135,1,223.4,3285,44.73,592.2,444.2
tas,2135,2,257.3,3637,41.48,656,492
tas,2135,3,343.4,3939,41.73,720.7,540.5
tas,2140,0,307.3,1351,43.48,283.6,212.7
tas,2140,1,225.5,3293,44.73,593.8,445.4
tas,2140,2,259.2,3647,41.85,657.9,493.5
tas,2140,3,346,3947,41.48,722.5,541.8
tas,2145,0,308.2,1354,43.48,284.3,213.2
tas,2145,1,227.5,3300,44.73,595.4,446.5
tas,2145,2,261.3,3655,41.98,659.8,494.8
tas,2145,3,348.4,3956,41.48,724.4,543.3
tas,2150,0,309.1,1357,43.6,285,213.8
tas,2150,1,229.6,3307,44.85,596.9,447.7
tas,2150,2,263.3,3664,41.6,661.6,496.2
tas,2150,3,350.6,3966,41.48,726.4,544.8
tas,2155,0,310.1,1361,43.6,285.8,214.3
tas,2155,1,231.7,3314,45.1,598.5,448.9
tas,2155,2,265.1,3674,41.23,663.4,497.6
tas,2155,3,353.2,3975,41.48,728.3,546.2
tas,2160,0,311.1,1364,43.48,286.4,214.8
tas,2160,1,233.7,3322,45.1,600,450
tas,2160,2,267.2,3683,41.48,665.3,499
tas,2160,3,355.5,3985,41.23,730.3,547.7
tas,2165,0,312.1,1368,43.35,287.2,215.4
tas,2165,1,235.5,3329,44.85,601.6,451.2
tas,2165,2,269.1,3692,41.48,667.1,500.4
tas,2165,3,358,3994,41.6,732.3,549.2
tas,2170,0,313.2,1371,43.35,288,216
tas,2170,1,237.2,3337,44.85,603.2,452.4
tas,2170,2,271.2,3702,41.23,669,501.7
tas,2170,3,360.6,4003,41.98,734.3,550.7
tas,2175,0,314.3,1375,43.35,288.8,216.6
tas,2175,1,239.1,3345,44.85,604.8,453.6
tas,2175,2,273.5,3710,41.23,670.8,503.1
tas,2175,3,362.9,4014,41.98,736.4,552.3
tas,2180,0,315.5,1380,43.35,289.7,217.3
tas,2180,1,240.9,3353,45.1,606.4,454.8
tas,2180,2,275.8,3719,40.85,672.6,504.4
tas,2180,3,365,4024,41.85,738.5,553.9
tas,2185,0,316.6,1384,43.23,290.6,218
tas,2185,1,242.7,3361,44.85,608.2,456.1
tas,2185,2,278.2,3727,40.73,674.4,505.8
tas,2185,3,367.4,4034,42.23,740.6,555.4
tas,2190,0,317.6,1388,43.1,291.5,218.6
tas,2190,1,244.3,3370,44.48,609.8,457.4
tas,2190,2,280.5,3736,40.73,676.2,507.2
tas,2190,3,369.8,4044,42.6,742.7,557
tas,2195,0,318.7,1393,43.1,292.5,219.4
tas,2195,1,245.9,3379,44.23,611.5,458.7
tas,2195,2,282.9,3745,40.85,678.1,508.5
tas,2195,3,372.2,4053,42.98,744.7,558.6
tas,2200,0,319.8,1398,43.1,293.6,220.2
tas,2200,1,247.5,3388,44.23,613.4,460
tas,2200,2,285.3,3754,40.6,679.9,509.9
tas,2200,3,374.6,4062,43.35,746.7,560.1
tas,2205,0,320.9,1404,43.1,294.6,220.9
tas,2205,1,249.1,3398,44.23,615.2,461.4
tas,2205,2,287.7,3762,40.6,681.7,511.3
tas,2205,3,376.9,4072,43.35,748.7,561.5
tas,2210,0,322,1409,43.1,295.6,221.7
tas,2210,1,250.8,3407,44.23,617,462.8
tas,2210,2,290.2,3771,40.73,683.6,512.7
tas,2210,3,379,4082,43.1,750.7,563
tas,2215,0,323.1,1414,43.1,296.6,222.5
tas,2215,1,252.3,3417,44.23,618.8,464.1
tas,2215,2,292.6,3780,40.48,685.5,514.1
tas,2215,3,381.4,4091,43.23,752.7,564.5
tas,2220,0,324.2,1418,43.1,297.6,223.2
tas,2220,1,254,3426,43.98,620.6,465.5
tas,2220,2,294.9,3790,40.48,687.6,515.7
tas,2220,3,383.7,4101,43.6,754.7,566
tas,2225,0,325.3,1423,43.23,298.6,224
tas,2225,1,255.9,3435,43.98,622.4,466.8
tas,2225,2,296.9,3802,40.85,689.9,517.4
tas,2225,3,386.2,4110,43.35,756.7,567.5
tas,2230,0,326.5,1428,43.23,299.6,224.7
tas,2230,1,257.8,3444,44.1,624.3,468.2
tas,2230,2,298.9,3813,41.23,692.2,519.1
tas,2230,3,388.6,4120,42.98,758.6,569
tas,2235,0,327.6,1432,43.35,300.5,225.4
tas,2235,1,259.7,3453,44.35,626.1,469.6
tas,2235,2,301,3824,41.1,694.4,520.8
tas,2235,3,390.9,4131,42.73,760.7,570.5
tas,2240,0,328.7,1436,43.48,301.4,226
tas,2240,1,261.6,3462,44.35,628,471
tas,2240,2,303.3,3835,41.1,696.6,522.4
tas,2240,3,393.1,4142,42.73,762.9,572.2
tas,2245,0,329.8,1440,43.48,302.2,226.7
tas,2245,1,263.6,3471,44.35,629.9,472.4
tas,2245,2,305.4,3846,41.23,698.8,524.1
tas,2245,3,395.4,4153,42.73,765.2,573.9
tas,2250,0,330.8,1444,43.48,303,227.3
tas,2250,1,265.6,3482,44.48,632,474
tas,2250,2,307.6,3857,41.1,701,525.7
tas,2250,3,397.9,4163,42.85,767.3,575.5
tas,2255,0,331.9,1448,43.73,303.9,227.9
tas,2255,1,267.6,3492,44.48,634.1,475.6
tas,2255,2,309.7,3868,40.98,703.1,527.4
tas,2255,3,400.1,4174,42.85,769.6,577.2
tas,2260,0,332.9,1452,43.73,304.8,228.6
tas,2260,1,269.4,3504,44.48,636.3,477.2
tas,2260,2,311.8,3879,40.98,705.3,528.9
tas,2260,3,402.6,4185,42.85,771.7,578.8
tas,2265,0,334,1456,43.6,305.6,229.2
tas,2265,1,271.2,3515,44.48,638.4,478.8
tas,2265,2,314.1,3889,40.6,707.2,530.4
tas,2265,3,405,4196,43.1,773.9,580.5
tas,2270,0,335,1460,43.73,306.5,229.8
tas,2270,1,273,3525,44.73,640.5,480.4
tas,2270,2,316.3,3898,40.23,709.1,531.9
tas,2270,3,407.3,4207,43.23,776.2,582.1
tas,2275,0,336,1464,43.6,307.3,230.5
tas,2275,1,274.8,3536,44.6,642.6,482
tas,2275,2,318.5,3908,40.48,711.2,533.4
tas,2275,3,409.6,4217,43.23,778.4,583.8
tas,2280,0,336.9,1468,43.48,308.1,231.1
tas,2280,1,276.5,3547,44.6,644.7,483.5
tas,2280,2,320.5,3919,40.85,713.3,535
tas,2280,3,412.1,4227,42.98,780.4,585.3
tas,2285,0,337.8,1473,43.6,309,231.7
tas,2285,1,278.3,3558,44.6,646.7,485.1
tas,2285,2,322.6,3929,40.73,715.4,536.6
tas,2285,3,414.5,4237,42.98,782.5,586.8
tas,2290,0,338.6,1477,43.6,309.8,232.4
tas,2290,1,280.1,3567,44.48,648.6,486.4
tas,2290,2,324.5,3940,40.73,717.6,538.2
tas,2290,3,416.9,4248,43.1,784.6,588.5
tas,2295,0,339.4,1481,43.48,310.6,232.9
tas,2295,1,281.8,3576,44.6,650.4,487.8
tas,2295,2,326.4,3951,40.85,719.7,539.8
tas,2295,3,419.3,4258,43.23,786.7,590
tas,2300,0,340.1,1484,43.6,311.3,233.5
tas,2300,1,283.7,3585,44.6,652.2,489.2
tas,2300,2,328.4,3962,41.23,721.9,541.4
tas,2300,3,421.5,4269,42.98,788.9,591.7
tas,2305,0,340.8,1488,43.6,312,234
tas,2305,1,285.4,3595,44.6,654.2,490.6
tas,2305,2,330.2,3973,41.35,724.1,543.1
tas,2305,3,424.1,4279,42.98,791,593.2
tas,2310,0,341.4,1491,43.48,312.6,234.5
tas,2310,1,286.9,3606,44.35,656.2,492.2
tas,2310,2,331.9,3985,41.35,726.3,544.8
tas,2310,3,427.2,4287,43.23,792.9,594.7
tas,2315,0,342.1,1494,43.48,313.2,234.9
tas,2315,1,288.3,3616,44.23,658.2,493.6
tas,2315,2,333.9,3996,41.48,728.6,546.4
tas,2315,3,430.1,4297,43.23,795.1,596.4
tas,2320,0,342.8,1496,43.48,313.8,235.3
tas,2320,1,289.7,3628,44.23,660.4,495.3
tas,2320,2,336,4007,41.35,730.7,548
tas,2320,3,433.2,4307,43.48,797.3,598
tas,2325,0,343.4,1499,43.35,314.3,235.7
tas,2325,1,290.9,3642,44.23,662.9,497.1
tas,2325,2,338,4018,41.35,732.9,549.7
tas,2325,3,436.9,4315,43.48,799.2,599.4
tas,2330,0,344,1501,43.35,314.8,236.1
tas,2330,1,292.2,3656,44.48,665.5,499.1
tas,2330,2,340.1,4029,41.35,735,551.3
tas,2330,3,440.2,4323,43.23,801.1,600.8
tas,2335,0,344.6,1503,43.35,315.2,236.4
tas,2335,1,294,3669,44.6,667.9,500.9
tas,2335,2,342.1,4040,41.23,737.3,553
tas,2335,3,443.5,4331,43.1,803,602.2
tas,2340,0,345.1,1505,43.23,315.6,236.7
tas,2340,1,295.9,3681,44.6,670.3,502.7
tas,2340,2,343.8,4052,40.85,739.5,554.6
tas,2340,3,446.8,4339,43.35,804.9,603.7
tas,2345,0,345.6,1507,43.48,316,237
tas,2345,1,298,3694,44.73,672.7,504.5
tas,2345,2,345.9,4064,40.85,741.7,556.3
tas,2345,3,449.5,4348,42.98,806.8,605.1
tas,2350,0,346.2,1509,43.6,316.4,237.3
tas,2350,1,300.6,3704,44.73,674.9,506.2
tas,2350,2,348.2,4074,40.98,743.9,557.9
tas,2350,3,451.6,4361,42.73,809.2,606.9
tas,2355,0,346.7,1510,43.6,316.8,237.6
tas,2355,1,303.3,3716,44.6,677.3,508
tas,2355,2,349.9,4086,40.6,746.1,559.6
tas,2355,3,397.1,4371,42.98,801.8,601.4
tas,2360,0,347.1,1512,43.73,317.1,237.8
tas,2360,1,305.9,3726,44.73,679.4,509.5
tas,2360,2,351.9,4098,40.48,748.3,561.2
tas,2360,3,342,4383,42.73,794.6,595.9
tas,2365,0,347.5,1513,43.85,317.4,238.1
tas,2365,1,309.2,3733,44.98,681.2,510.9
tas,2365,2,353.9,4109,40.48,750.5,562.9
tas,2365,3,286.2,4397,42.35,787.5,590.6
tas,2370,0,348,1515,43.98,317.7,238.3
tas,2370,1,312.2,3740,44.98,682.9,512.2
tas,2370,2,356.2,4119,40.6,752.6,564.5
tas,2370,3,230.3,4412,42.35,780.7,585.5
tas,2375,0,348.4,1516,43.85,318,238.5
tas,2375,1,315,3748,44.98,684.7,513.6
tas,2375,2,358.8,4129,40.6,754.7,566
tas,2375,3,174.4,4427,42.35,773.9,580.4
tas,2380,0,348.8,1517,43.85,318.3,238.8
tas,2380,1,317.4,3758,44.85,686.7,515
tas,2380,2,361.4,4138,40.6,756.7,567.5
tas,2380,3,118.8,4441,42.35,767,575.3
tas,2385,0,349.2,1519,43.6,318.6,239
tas,2385,1,319.7,3768,44.98,688.8,516.6
tas,2385,2,364.1,4147,40.48,758.7,569
tas,2385,3,63.3,4455,42.48,760.1,570.1
tas,2390,0,349.6,1520,43.48,318.9,239.2
tas,2390,1,321.5,3781,44.98,691.2,518.4
tas,2390,2,366.6,4157,40.35,760.6,570.5
tas,2390,3,8.423,4465,42.73,752.7,564.6
tas,2395,0,349.9,1522,43.48,319.2,239.4
tas,2395,1,323.4,3793,45.1,693.5,520.1
tas,2395,2,369.6,4165,40.73,762.6,572
tas,2395,3,10.25,4477,42.48,755,566.3
tas,2400,0,350.2,1523,43.35,319.4,239.6
tas,2400,1,325.5,3805,45.1,695.9,521.9
tas,2400,2,372.4,4175,40.73,764.6,573.5
tas,2400,3,12.18,4489,42.48,757.2,567.9
tas,2405,0,350.5,1525,43.23,319.7,239.8
tas,2405,1,327.4,3818,44.85,698.4,523.8
tas,2405,2,375.4,4184,41.1,766.7,575
tas,2405,3,14.22,4500,42.6,759.4,569.5
tas,2410,0,350.9,1526,43.1,320,240
tas,2410,1,329.6,3832,44.6,701,525.7
