Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1,HT0_CPU0_ALL,HT0_CPU1_ALL,HT0,HT1_CPU2_ALL,HT1_CPU3_ALL,HT1,HT2_CPU0_ALL,HT2_CPU1_ALL,HT2,Watts,Volts,Amps,InputDCPwr,AllPwrExtBd,ProcPwr,HT0Scaled,HT1Scaled,HT2Scaled
0,41,44,32,42,3567.2,3567.2,8662,8662,1565151,964662,1264906.5,21617814,20882757,21250285.5,28702192,19118446,23910319,206.3,115.3,1.647,154.725,123.78,61.89,1.2649065,21.2502855,23.910319
5,41,44,32,42,3567.2,3567.2,8662,8449,1537739,1537743,1537741,14476004,14480318,14478161,16317564,16318074,16317819,206.5,115.3,1.648,154.875,123.9,61.95,1.537741,14.478161,16.317819
10,41,44,32,42,3567.2,3567.2,8662,8662,1532618,1532572,1532595,15555664,15556148,15555906,18881693,18874509,18878101,206.6,115.2,1.647,154.95,123.96,61.98,1.532595,15.555906,18.878101
15,41,44,32,42,3567.2,3567.2,8662,8662,1530163,1530209,1530186,17087812,17090972,17089392,23185771,23190607,23188189,206.1,115.3,1.647,154.575,123.66,61.83,1.530186,17.089392,23.188189
20,41,44,32,42,3567.2,3567.2,8662,8662,1546593,1546593,1546593,14049226,14049016,14049121,14596141,14598135,14597138,206.1,115.2,1.695,154.575,123.66,61.83,1.546593,14.049121,14.597138
25,41,44,32,42,3567.2,3567.2,8662,8662,1544984,1544984,1544984,14709450,14706181,14707815.5,14829199,14835433,14832316,206.2,115.2,1.646,154.65,123.72,61.86,1.544984,14.7078155,14.832316
30,41,45,32,42,3567.2,3567.2,8662,8662,1538304,1538304,1538304,17208325,17208478,17208401.5,23718232,23709998,23714115,206.2,115.2,1.647,154.65,123.72,61.86,1.538304,17.2084015,23.714115
35,41,45,32,42,3567.2,3567.2,8449,8662,1535773,1535773,1535773,14261615,14260612,14261113.5,16101531,16102197,16101864,206.3,115.3,1.647,154.725,123.78,61.89,1.535773,14.2611135,16.101864
40,41,45,32,42,3567.2,3567.2,8449,8662,1333839,1331308,1332573.5,9978666,9974237,9976451.5,13820939,13798979,13809959,206.3,115.3,1.647,154.725,123.78,61.89,1.3325735,9.9764515,13.809959
45,41,45,32,42,3567.2,3567.2,8662,8662,443986,446517,445251.5,10753807,10760443,10757125,15537816,15562713,15550264.5,206.5,115.3,1.648,154.875,123.9,61.95,0.4452515,10.757125,15.5502645
50,41,45,32,42,3567.2,3567.2,8662,8662,1545514,1545514,1545514,15554128,15554062,15554095,17167386,17163225,17165305.5,206.6,115.2,1.647,154.95,123.96,61.98,1.545514,15.554095,17.1653055
55,41,45,32,42,3567.2,3567.2,8449,8662,1549317,1549251,1549284,14178015,14183081,14180548,16548518,16542829,16545673.5,206.6,115.3,1.646,154.95,123.96,61.98,1.549284,14.180548,16.5456735
60,41,45,32,42,3567.2,3567.2,8662,8662,1521355,1521421,1521388,18238976,18233018,18235997,24408588,24417180,24412884,206.6,115.2,1.649,154.95,123.96,61.98,1.521388,18.235997,24.412884
65,41,44,32,42,3567.2,3567.2,8662,8662,1524274,1524274,1524274,14284955,14285286,14285120.5,16577124,16576951,16577037.5,206.1,115.3,1.648,154.575,123.66,61.83,1.524274,14.2851205,16.5770375
70,41,45,32,42,3488.8,3567.2,8449,8662,1533694,1533652,1533673,15815706,15814775,15815240.5,19364988,19356522,19360755,206.2,115.2,1.729,154.65,123.72,61.86,1.533673,15.8152405,19.360755
75,41,45,32,42,3645.6,3567.2,8662,8449,1531802,1531844,1531823,16885157,16888633,16886895,23019160,23028173,23023666.5,206.3,115.3,1.649,154.725,123.78,61.89,1.531823,16.886895,23.0236665
80,41,44,32,42,3567.2,3567.2,8662,8449,1540987,1540987,1540987,14894286,14890379,14892332.5,17035843,17035435,17035639,206.4,115.2,1.648,154.8,123.84,61.92,1.540987,14.8923325,17.035639
85,41,45,32,42,3567.2,3567.2,8449,8449,1547777,1547733,1547755,15961087,15961446,15961266.5,16536031,16529427,16532729,206.4,115.2,1.649,154.8,123.84,61.92,1.547755,15.9612665,16.532729
90,41,44,32,42,3488.8,3567.2,8662,8662,915492,915536,915514,12429257,12430103,12429680,18242361,18243261,18242811,206.4,115.2,1.648,154.8,123.84,61.92,0.915514,12.42968,18.242811
95,41,44,32,42,3567.2,3567.2,8662,8449,846346,846346,846346,8827779,8826394,8827086.5,9389241,9394611,9391926,206.5,115.1,1.648,154.875,123.9,61.95,0.846346,8.8270865,9.391926
100,41,44,32,42,3567.2,3567.2,8662,8662,1538334,1538292,1538313,15820039,15820206,15820122.5,19185609,19178929,19182269,206.6,115.2,1.648,154.95,123.96,61.98,1.538313,15.8201225,19.182269
105,41,45,32,42,3567.2,3567.2,8662,8662,1549399,1549441,1549420,15918072,15918358,15918215,19514469,19518733,19516601,206.6,115.2,1.649,154.95,123.96,61.98,1.54942,15.918215,19.516601
110,41,45,32,42,3567.2,3567.2,8662,8449,1575125,1575125,1575125,14807652,14807841,14807746.5,14935726,14938294,14937010,206.6,115.2,1.648,154.95,123.96,61.98,1.575125,14.8077465,14.93701
115,41,44,32,42,3567.2,3567.2,8662,8449,1528982,1528940,1528961,14364970,14365026,14364998,16353890,16346962,16350426,206.2,115.2,1.656,154.65,123.72,61.86,1.528961,14.364998,16.350426
120,41,45,32,42,3567.2,3567.2,8449,8662,1533966,1534008,1533987,16886316,16886352,16886334,23662719,23667449,23665084,206.2,115,1.688,154.65,123.72,61.86,1.533987,16.886334,23.665084
125,41,45,32,42,3488.8,3567.2,8662,8662,1532989,1532989,1532989,14661712,14661211,14661461.5,15379223,15381327,15380275,206.3,115.3,1.648,154.725,123.78,61.89,1.532989,14.6614615,15.380275
130,41,45,32,42,3567.2,3645.6,8662,8662,1539793,1539775,1539784,15415701,15414671,15415186,20101528,20097591,20099559.5,206.4,115.3,1.647,154.8,123.84,61.92,1.539784,15.415186,20.0995595
135,41,44,32,42,3567.2,3567.2,8449,8449,1522845,1522863,1522854,16856920,16857682,16857301,22008438,22012619,22010528.5,206.5,115.3,1.648,154.875,123.9,61.95,1.522854,16.857301,22.0105285
140,41,44,32,42,3567.2,3645.6,8449,8662,672879,672851,672865,3741963,3722309,3732136,4464104,4463113,4463608.5,206.6,115.2,1.647,154.95,123.96,61.98,0.672865,3.732136,4.4636085
145,41,45,32,42,3567.2,3567.2,8662,8449,1074156,1074142,1074149,14887960,14907585,14897772.5,16506610,16500424,16503517,206.6,115.1,1.649,154.95,123.96,61.98,1.074149,14.8977725,16.503517
150,41,44,32,42,3567.2,3567.2,8662,8449,1563245,1563287,1563266,16822169,16823483,16822826,23625443,23630749,23628096,206.7,115.2,1.649,155.025,124.02,62.01,1.563266,16.822826,23.628096
155,41,45,33,42,3567.2,3567.2,8662,8662,1544571,1544571,1544571,14093982,14094035,14094008.5,14815224,14817114,14816169,206.8,115.2,1.649,155.1,124.08,62.04,1.544571,14.0940085,14.816169
160,41,44,32,42,3567.2,3567.2,8662,8662,1528600,1528558,1528579,16085240,16084172,16084706,21019043,21012133,21015588,206.6,115.3,1.649,154.95,123.96,61.98,1.528579,16.084706,21.015588
165,41,45,33,42,3567.2,3645.6,8662,8662,1531581,1531623,1531602,16589324,16589019,16589171.5,20549387,20558757,20554072,206.3,115.2,1.684,154.725,123.78,61.89,1.531602,16.5891715,20.554072
170,41,44,33,42,3567.2,3567.2,8662,8662,1531726,1531726,1531726,14163254,14163560,14163407,16479726,16476920,16478323,206.4,115.1,1.679,154.8,123.84,61.92,1.531726,14.163407,16.478323
175,41,45,33,42,3567.2,3567.2,8449,8662,1546638,1546638,1546638,14655856,14655963,14655909.5,15639798,15647092,15643445,206.5,115.2,1.648,154.875,123.9,61.95,1.546638,14.6559095,15.643445
180,41,45,33,42,3488.8,3567.2,8662,8449,1540087,1540087,1540087,16934698,16933890,16934294,23768923,23761684,23765303.5,206.4,115.3,1.647,154.8,123.84,61.92,1.540087,16.934294,23.7653035
185,41,44,32,42,3645.6,3645.6,8449,8662,1547368,1547368,1547368,14475022,14476087,14475554.5,15009886,15010298,15010092,206.6,115.2,1.649,154.95,123.96,61.98,1.547368,14.4755545,15.010092
190,41,45,32,42,3567.2,3567.2,8662,8662,265070,264864,264967,4876956,4862985,4869970.5,9041927,9026188,9034057.5,206.6,115.2,1.65,154.95,123.96,61.98,0.264967,4.8699705,9.0340575
195,41,44,33,42,3567.2,3567.2,8662,8662,1484564,1484770,1484667,16229316,16243565,16236440.5,20782018,20795303,20788660.5,206.7,115.1,1.651,155.025,124.02,62.01,1.484667,16.2364405,20.7886605
200,41,44,33,42,3567.2,3567.2,8662,8449,1536103,1536103,1536103,13931639,13931089,13931364,16168581,16170483,16169532,206.9,115.1,1.651,155.175,124.14,62.07,1.536103,13.931364,16.169532
205,41,44,32,42,3567.2,3567.2,8662,8662,1541025,1540983,1541004,15040035,15042412,15041223.5,16118780,16111634,16115207,206.9,115.2,1.649,155.175,124.14,62.07,1.541004,15.0412235,16.115207
210,41,45,33,42,3567.2,3567.2,8662,8662,1534408,1534450,1534429,17362684,17359817,17361250.5,23901857,23906799,23904328,206.5,115.2,1.651,154.875,123.9,61.95,1.534429,17.3612505,23.904328
215,41,45,33,42,3567.2,3567.2,8449,8662,1526372,1526372,1526372,14588018,14588276,14588147,15614357,15616817,15615587,206.4,115,1.737,154.8,123.84,61.92,1.526372,14.588147,15.615587
220,41,45,33,42,3567.2,3567.2,8449,8662,1559101,1559055,1559078,15785121,15785112,15785116.5,19998532,19991244,19994888,206.4,115.2,1.662,154.8,123.84,61.92,1.559078,15.7851165,19.994888
225,41,45,33,42,3567.2,3567.2,8662,8662,1532601,1532647,1532624,16264706,16271867,16268286.5,19638839,19645373,19642106,206.5,115.2,1.651,154.875,123.9,61.95,1.532624,16.2682865,19.642106
230,41,45,33,42,3567.2,3645.6,8875,8449,1548375,1548375,1548375,13662095,13654668,13658381.5,15855968,15856806,15856387,206.6,115.2,1.65,154.95,123.96,61.98,1.548375,13.6583815,15.856387
235,41,45,33,42,3567.2,3645.6,8662,8449,1379991,1380109,1380050,10554775,10455730,10505252.5,11852003,11865368,11858685.5,206.6,115.1,1.649,154.95,123.96,61.98,1.38005,10.5052525,11.8586855
240,41,45,33,42,3567.2,3567.2,8662,8662,361722,361604,361663,10073698,10174635,10124166.5,16479295,16466597,16472946,206.6,115.2,1.648,154.95,123.96,61.98,0.361663,10.1241665,16.472946
245,41,45,33,42,3567.2,3567.2,8662,8449,1526735,1526735,1526735,15920445,15919422,15919933.5,17421563,17419290,17420426.5,206.7,115.2,1.648,155.025,124.02,62.01,1.526735,15.9199335,17.4204265
250,41,45,33,42,3567.2,3567.2,8662,8662,1530211,1530211,1530211,15771187,15771587,15771387,22028999,22037246,22033122.5,206.8,115.2,1.649,155.1,124.08,62.04,1.530211,15.771387,22.0331225
255,41,45,33,42,3567.2,3567.2,8662,8662,1531956,1531956,1531956,15470085,15469982,15470033.5,20233447,20226797,20230122,206.9,115.3,1.65,155.175,124.14,62.07,1.531956,15.4700335,20.230122
260,41,44,33,42,3567.2,3567.2,8662,8662,1537059,1537059,1537059,14126280,14125728,14126004,16574462,16573153,16573807.5,206.5,115.1,1.652,154.875,123.9,61.95,1.537059,14.126004,16.5738075
265,41,44,33,42,3567.2,3567.2,8662,8662,1537466,1537466,1537466,14436380,14436099,14436239.5,16721398,16729959,16725678.5,206.4,115.2,1.69,154.8,123.84,61.92,1.537466,14.4362395,16.7256785
270,41,46,33,42,3567.2,3567.2,8662,8662,1539208,1539208,1539208,17956365,17959330,17957847.5,24558630,24547578,24553104,206.4,115.2,1.65,154.8,123.84,61.92,1.539208,17.9578475,24.553104
275,41,46,33,42,3567.2,3567.2,8662,8662,1533401,1533401,1533401,14029305,14027789,14028547,16483072,16486981,16485026.5,206.5,115.2,1.65,154.875,123.9,61.95,1.533401,14.028547,16.4850265
280,41,46,33,42,3645.6,3567.2,8662,8449,1530559,1530559,1530559,16059918,16057513,16058715.5,21851134,21857217,21854175.5,206.5,115.1,1.651,154.875,123.9,61.95,1.530559,16.0587155,21.8541755
285,41,47,33,42,3567.2,3567.2,8662,8662,1019595,1018267,1018931,10926185,10926833,10926509,13549729,13520279,13535004,206.7,115.2,1.649,155.025,124.02,62.01,1.018931,10.926509,13.535004
290,41,47,33,42,3567.2,3567.2,8662,8449,766570,767898,767234,9464356,9466544,9465450,10095325,10119316,10107320.5,225.1,114.9,1.878,168.825,135.06,67.53,0.767234,9.46545,10.1073205
295,41,47,33,43,3567.2,3645.6,8662,8449,1538672,1538672,1538672,15676362,15674493,15675427.5,16128428,16132885,16130656.5,235.3,115,1.886,176.475,141.18,70.59,1.538672,15.6754275,16.1306565
300,41,47,33,43,3567.2,3567.2,8662,8662,2099692,2099692,2099692,326587226,326595433,326591329.5,258370812,258367222,258369017,235.8,115.1,1.896,176.85,141.48,70.74,2.099692,326.5913295,258.369017
305,41,47,33,43,3567.2,3567.2,8662,8662,1527745,1527745,1527745,701527965,701519234,701523599.5,510292538,510279185,510285861.5,236.2,115.1,1.88,177.15,141.72,70.86,1.527745,701.5235995,510.2858615
310,41,47,33,43,3567.2,3645.6,8662,8662,1515769,1515769,1515769,585843366,585854180,585848773,410521348,410540655,410531001.5,236.1,115.1,1.891,177.075,141.66,70.83,1.515769,585.848773,410.5310015
315,41,48,33,43,3567.2,3645.6,8662,8449,1567437,1567437,1567437,646390724,646389534,646390129,463735533,463728514,463732023.5,236.3,115.1,1.965,177.225,141.78,70.89,1.567437,646.390129,463.7320235
320,41,48,33,43,3567.2,3567.2,8662,8449,1543823,1543823,1543823,572544192,572547008,572545600,394799764,394799727,394799745.5,236.8,115.1,1.889,177.6,142.08,71.04,1.543823,572.5456,394.7997455
325,41,48,33,43,3488.8,3567.2,8449,8662,1535904,1535870,1535887,543798735,543794293,543796514,367709854,367702136,367705995,237,114.9,1.89,177.75,142.2,71.1,1.535887,543.796514,367.705995
330,41,47,33,43,3567.2,3567.2,8662,8449,1530524,1530558,1530541,576485773,576469433,576477603,403063258,403071492,403067375,237.1,115,1.898,177.825,142.26,71.13,1.530541,576.477603,403.067375
335,42,48,33,43,3567.2,3567.2,8662,8662,625553,622088,623820.5,566345172,566360009,566352590.5,388238576,387811387,388024981.5,237.1,115,1.889,177.825,142.26,71.13,0.6238205,566.3525905,388.0249815
340,41,48,33,43,3645.6,3567.2,8449,8662,1141755,1145186,1143470.5,649147240,649134399,649140819.5,468426356,468843426,468634891,237.3,115,1.896,177.975,142.38,71.19,1.1434705,649.1408195,468.634891
345,41,48,33,43,3488.8,3567.2,8662,8449,1510371,1510405,1510388,684297605,684302684,684300144.5,498110454,498120509,498115481.5,237.3,115.1,1.9,177.975,142.38,71.19,1.510388,684.3001445,498.1154815
350,41,48,33,44,3567.2,3567.2,8662,8449,1514151,1514151,1514151,543016682,543028690,543022686,367981076,367979711,367980393.5,237.6,115.1,1.889,178.2,142.56,71.28,1.514151,543.022686,367.9803935
355,41,48,34,44,3488.8,3567.2,8449,8662,1527933,1527933,1527933,676962567,676961941,676962254,489216248,489222675,489219461.5,237.5,115,1.894,178.125,142.5,71.25,1.527933,676.962254,489.2194615
360,41,48,34,44,3567.2,3567.2,8449,8449,1518710,1518710,1518710,614021933,614021293,614021613,437107856,437101015,437104435.5,237.1,115,1.948,177.825,142.26,71.13,1.51871,614.021613,437.1044355
365,41,49,34,44,3567.2,3567.2,8662,8449,1549710,1549710,1549710,646711052,646710872,646710962,462890804,462890651,462890727.5,237.2,115.2,1.912,177.9,142.32,71.16,1.54971,646.710962,462.8907275
370,41,48,34,44,3645.6,3567.2,8449,8662,1842789,1842789,1842789,577850862,577853455,577852158.5,404451237,404460099,404455668,237.3,115,1.894,177.975,142.38,71.19,1.842789,577.8521585,404.455668
375,41,49,34,44,3567.2,3645.6,8449,8662,1528087,1528087,1528087,574121075,574108822,574114948.5,396732327,396712542,396722434.5,237.4,115.1,1.897,178.05,142.44,71.22,1.528087,574.1149485,396.7224345
380,41,48,34,44,3567.2,3567.2,8662,8662,1125542,1124917,1125229.5,572071598,572067555,572069576.5,393821379,393756905,393789142,237.6,115.1,1.895,178.2,142.56,71.28,1.1252295,572.0695765,393.789142
385,41,49,34,44,3488.8,3645.6,8449,8662,659247,659872,659559.5,569739621,569753128,569746374.5,392067304,392152025,392109664.5,237.5,115,1.863,178.125,142.5,71.25,0.6595595,569.7463745,392.1096645
390,41,49,34,44,3567.2,3567.2,8662,8449,1521897,1521897,1521897,579947161,579949143,579948152,406197569,406190361,406193965,237.4,115,1.904,178.05,142.44,71.22,1.521897,579.948152,406.193965
395,41,49,34,44,3567.2,3567.2,8662,8449,1527754,1527754,1527754,686701820,686700629,686701224.5,498848625,498846157,498847391,237.6,115.1,1.891,178.2,142.56,71.28,1.527754,686.7012245,498.847391
400,42,49,34,44,3567.2,3567.2,8662,8662,1501106,1501106,1501106,797462316,797454834,797458575,603771238,603768291,603769764.5,237.8,115.1,1.897,178.35,142.68,71.34,1.501106,797.458575,603.7697645
405,41,49,34,44,3567.2,3645.6,8662,8449,1519613,1519613,1519613,578824188,578830303,578827245.5,401778409,401783510,401780959.5,237.3,115,1.904,177.975,142.38,71.19,1.519613,578.8272455,401.7809595
410,41,49,34,44,3567.2,3567.2,8662,8449,1531072,1531072,1531072,571917280,571918610,571917945,394060664,394060550,394060607,237.4,115.1,1.94,178.05,142.44,71.22,1.531072,571.917945,394.060607
415,42,48,34,44,3645.6,3567.2,8662,8449,1535382,1535382,1535382,541007451,541006459,541006955,366583847,366591001,366587424,237.5,115.2,1.894,178.125,142.5,71.25,1.535382,541.006955,366.587424
420,41,49,34,44,3567.2,3645.6,8662,8449,1524689,1524689,1524689,544029156,544031439,544030297.5,373267688,373260560,373264124,237.6,115,1.904,178.2,142.56,71.28,1.524689,544.0302975,373.264124
425,41,49,34,45,3567.2,3567.2,8662,8662,1531032,1531032,1531032,540019491,540021335,540020413,364966864,364966561,364966712.5,237.6,115.1,1.907,178.2,142.56,71.28,1.531032,540.020413,364.9667125
430,41,49,34,44,3567.2,3567.2,8662,8662,641277,641141,641209,532534971,532581935,532558453,362317035,362307393,362312214,237.6,115,1.892,178.2,142.56,71.28,0.641209,532.558453,362.312214
435,42,48,34,45,3488.8,3567.2,8662,8662,1125111,1125247,1125179,571441104,571386624,571413864,394590081,394587537,394588809,237.6,115.1,1.903,178.2,142.56,71.28,1.125179,571.413864,394.588809
440,41,48,34,45,3567.2,3645.6,8662,8662,1556954,1556954,1556954,600457590,600451100,600454345,420019839,420021309,420020574,237.7,115,1.898,178.275,142.62,71.31,1.556954,600.454345,420.020574
