Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1,HT0_CPU0_ALL,HT0_CPU1_ALL,HT0,HT1_CPU2_ALL,HT1_CPU3_ALL,HT1,HT2_CPU0_ALL,HT2_CPU1_ALL,HT2,Watts,Volts,Amps,InputDCPwr,AllPwrExtBd,ProcPwr,HT0Scaled,HT1Scaled,HT2Scaled
0,44,48,36,46,3567.2,3645.6,8662,8662,1442673,1442491,1442582,15052144,15099923,15076033.5,15386601,15372155,15379378,207.7,115.5,1.655,155.775,124.62,62.31,1.442582,15.0760335,15.379378
5,44,48,36,46,3567.2,3567.2,8662,8662,1556059,1556059,1556059,16975320,16965893,16970606.5,19732208,19729624,19730916,207.8,115.4,1.656,155.85,124.68,62.34,1.556059,16.9706065,19.730916
10,44,48,36,46,3567.2,3567.2,8662,8662,1555730,1555702,1555716,14711265,14710393,14710829,14767552,14767075,14767313.5,207.9,115.4,1.656,155.925,124.74,62.37,1.555716,14.710829,14.7673135
15,44,48,36,46,3645.6,3567.2,8662,8662,1543440,1543468,1543454,15576403,15640225,15608314,16275995,16281984,16278989.5,208,115.4,1.657,156,124.8,62.4,1.543454,15.608314,16.2789895
20,44,48,36,46,3567.2,3567.2,8662,8662,1535911,1532947,1534429,13669446,14638468,14153957,16748954,16475616,16612285,208.1,115.5,1.655,156.075,124.86,62.43,1.534429,14.153957,16.612285
25,44,48,36,46,3567.2,3567.2,8662,8449,1541897,1544841,1543369,13830619,12816157,13323388,13959413,14227034,14093223.5,207.5,115.5,1.658,155.625,124.5,62.25,1.543369,13.323388,14.0932235
30,44,48,36,46,3567.2,3645.6,8449,8662,1533049,1533069,1533059,14537374,14515197,14526285.5,16551877,16558886,16555381.5,207.5,115.4,1.738,155.625,124.5,62.25,1.533059,14.5262855,16.5553815
35,44,48,36,45,3567.2,3567.2,8662,8662,1543891,1543891,1543891,16957875,16977766,16967820.5,21232562,21227190,21229876,207.5,115.4,1.657,155.625,124.5,62.25,1.543891,16.9678205,21.229876
40,44,48,36,45,3645.6,3567.2,8449,8662,1424479,1424487,1424483,9656767,9652245,9654506,10310144,10314604,10312374,207.6,115.5,1.657,155.7,124.56,62.28,1.424483,9.654506,10.312374
45,44,48,36,46,3567.2,3567.2,8662,8662,329275,329267,329271,8461628,8445676,8453652,8954284,8954016,8954150,207.6,115.4,1.657,155.7,124.56,62.28,0.329271,8.453652,8.95415
50,44,48,36,46,3567.2,3645.6,8662,8449,1530476,1530476,1530476,15467717,15476941,15472329,17435021,17430240,17432630.5,207.7,115.5,1.657,155.775,124.62,62.31,1.530476,15.472329,17.4326305
55,44,48,36,45,3488.8,3567.2,8662,8662,1538914,1538914,1538914,14408489,14403414,14405951.5,16117743,16119240,16118491.5,207.8,115.5,1.657,155.85,124.68,62.34,1.538914,14.4059515,16.1184915
60,44,48,36,45,3567.2,3567.2,8662,8662,1541091,1541091,1541091,14705202,14700194,14702698,16372556,16376748,16374652,207.8,115.4,1.657,155.85,124.68,62.34,1.541091,14.702698,16.374652
65,44,48,36,45,3567.2,3567.2,8449,8662,1551000,1551000,1551000,16227822,16233640,16230731,20346144,20340940,20343542,207.9,115.4,1.659,155.925,124.74,62.37,1.551,16.230731,20.343542
70,44,47,36,45,3567.2,3645.6,8662,8449,1546658,1546658,1546658,14657086,14656263,14656674.5,16489270,16492930,16491100,208.6,115.4,1.66,156.45,125.16,62.58,1.546658,14.6566745,16.4911
75,44,48,36,45,3567.2,3567.2,8662,8662,1546749,1546749,1546749,14239201,14239819,14239510,14653204,14655535,14654369.5,208,115.4,1.669,156,124.8,62.4,1.546749,14.23951,14.6543695
80,44,47,36,45,3567.2,3567.2,8662,8662,1534272,1534272,1534272,14524535,14523678,14524106.5,16570429,16567876,16569152.5,207.8,115.3,1.723,155.85,124.68,62.34,1.534272,14.5241065,16.5691525
85,44,48,36,45,3645.6,3567.2,8662,8662,1735818,1735818,1735818,22213436,22213905,22213670.5,22625734,22621323,22623528.5,207.7,115.5,1.665,155.775,124.62,62.31,1.735818,22.2136705,22.6235285
90,44,47,36,45,3567.2,3567.2,8449,8662,1058351,1057802,1058076.5,13424718,13417526,13421122,14869094,14842687,14855890.5,207.6,115.5,1.667,155.7,124.56,62.28,1.0580765,13.421122,14.8558905
