Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1,HT0_CPU0_ALL,HT0_CPU1_ALL,HT0,HT1_CPU2_ALL,HT1_CPU3_ALL,HT1,HT2_CPU0_ALL,HT2_CPU1_ALL,HT2,Watts,Volts,Amps,InputDCPwr,AllPwrExtBd,ProcPwr,HT0Scaled,HT1Scaled,HT2Scaled
0,43,47,34,44,3567.2,3645.6,8449,8662,968102,1563871,1265986.5,21469736,21132270,21301003,12408051,23198034,17803042.5,207.3,114.9,1.66,155.475,124.38,62.19,1.2659865,21.301003,17.8030425
5,43,46,34,44,3567.2,3567.2,8662,8449,1550628,1550544,1550586,15932887,15927138,15930012.5,15689754,15703412,15696583,207.2,114.8,1.66,155.4,124.32,62.16,1.550586,15.9300125,15.696583
10,43,47,34,44,3645.6,3567.2,8662,8662,1536273,1536227,1536250,17956556,17955866,17956211,24231899,24229861,24230880,207,115,1.742,155.25,124.2,62.1,1.53625,17.956211,24.23088
15,43,47,34,44,3567.2,3567.2,8662,8662,1546461,1546545,1546503,14527781,14524127,14525954,16212156,16215331,16213743.5,207.1,114.9,1.674,155.325,124.26,62.13,1.546503,14.525954,16.2137435
20,43,47,34,44,3567.2,3567.2,8662,8662,1522509,1522445,1522477,16852619,16855477,16854048,20355963,20350785,20353374,207.2,114.8,1.661,155.4,124.32,62.16,1.522477,16.854048,20.353374
25,43,47,34,44,3567.2,3567.2,8662,8662,1533182,1533156,1533169,17009482,17005686,17007584,22190009,22193070,22191539.5,207.2,114.9,1.662,155.4,124.32,62.16,1.533169,17.007584,22.1915395
30,43,47,34,44,3567.2,3645.6,8662,8449,1559181,1559269,1559225,15014480,15042151,15028315.5,16281252,16282911,16282081.5,207.3,114.9,1.66,155.475,124.38,62.19,1.559225,15.0283155,16.2820815
35,43,46,34,44,3645.6,3567.2,8662,8662,1540346,1540278,1540312,17121745,17126176,17123960.5,16999787,16993393,16996590,207.3,114.9,1.659,155.475,124.38,62.19,1.540312,17.1239605,16.99659
40,43,46,34,44,3645.6,3645.6,8662,8662,1345796,1315865,1330830.5,13006613,13001458,13004035.5,17964645,17963958,17964301.5,207.4,114.9,1.659,155.55,124.44,62.22,1.3308305,13.0040355,17.9643015
45,43,47,34,44,3567.2,3567.2,8662,8662,427484,457485,442484.5,7895913,7906867,7901390,7901858,7914366,7908112,207.5,114.9,1.659,155.625,124.5,62.25,0.4424845,7.90139,7.908112
50,43,47,34,44,3488.8,3645.6,8449,8662,1527200,1527154,1527177,17113895,17111598,17112746.5,20391749,20367633,20379691,207.5,114.9,1.661,155.625,124.5,62.25,1.527177,17.1127465,20.379691
55,43,47,34,44,3567.2,3567.2,8449,8662,1531450,1531408,1531429,16366825,16366189,16366507,21715224,21733060,21724142,207.1,114.9,1.663,155.325,124.26,62.13,1.531429,16.366507,21.724142
60,43,47,34,44,3567.2,3645.6,8662,8449,1535057,1535145,1535101,16045060,16042128,16043594,17624389,17627862,17626125.5,207.1,114.9,1.709,155.325,124.26,62.13,1.535101,16.043594,17.6261255
65,43,46,34,44,3567.2,3567.2,8662,8662,1520844,1520774,1520809,17631065,17630606,17630835.5,17861448,17857733,17859590.5,207.1,114.9,1.661,155.325,124.26,62.13,1.520809,17.6308355,17.8595905
70,43,46,34,44,3567.2,3567.2,8662,8449,1542394,1542376,1542385,18635993,18630876,18633434.5,23747600,23748168,23747884,207.2,114.9,1.66,155.4,124.32,62.16,1.542385,18.6334345,23.747884
75,43,46,34,44,3488.8,3567.2,8662,8449,1538008,1538096,1538052,14975534,14987188,14981361,16369656,16371866,16370761,207.2,114.7,1.662,155.4,124.32,62.16,1.538052,14.981361,16.370761
80,43,46,34,44,3567.2,3567.2,8449,8662,1556028,1556030,1556029,16865367,16864528,16864947.5,19249859,19249324,19249591.5,207.2,114.8,1.661,155.4,124.32,62.16,1.556029,16.8649475,19.2495915
85,43,46,34,44,3488.8,3567.2,8662,8662,1556251,1556161,1556206,16782252,16783776,16783014,22527602,22519196,22523399,207.4,114.8,1.664,155.55,124.44,62.22,1.556206,16.783014,22.523399
