Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1,HT0_CPU0_ALL,HT0_CPU1_ALL,HT0,HT1_CPU2_ALL,HT1_CPU3_ALL,HT1,HT2_CPU0_ALL,HT2_CPU1_ALL,HT2,Watts,Volts,Amps,InputDCPwr,AllPwrExtBd,ProcPwr,HT0Scaled,HT1Scaled,HT2Scaled
140,41,45,32,42,3645.6,3567.2,8662,8662,590996,590972,590984,7355208,7335672,7345440,12089432,12091576,12090504,206.2,114.8,1.732,154.65,123.72,61.86,0.590984,7.34544,12.090504
145,41,44,32,42,3567.2,3567.2,8449,8662,1171956,1171980,1171968,15101484,15122126,15111805,16055603,16063213,16059408,206.2,114.8,1.673,154.65,123.72,61.86,1.171968,15.111805,16.059408
150,41,44,32,42,3567.2,3567.2,8662,8662,1512898,1512898,1512898,18698183,18694290,18696236.5,23383838,23375574,23379706,206.3,114.9,1.653,154.725,123.78,61.89,1.512898,18.6962365,23.379706
155,41,44,32,42,3567.2,3567.2,8449,8449,1526814,1526810,1526812,16190874,16194835,16192854.5,18881857,18860804,18871330.5,206.3,114.8,1.654,154.725,123.78,61.89,1.526812,16.1928545,18.8713305
160,41,44,32,42,3567.2,3567.2,8662,8449,1518534,1518538,1518536,17247623,17248228,17247925.5,17813082,17840382,17826732,206.4,114.9,1.653,154.8,123.84,61.92,1.518536,17.2479255,17.826732
165,41,44,32,42,3567.2,3567.2,8662,8662,1535744,1535744,1535744,16951777,16950409,16951093,16565460,16562723,16564091.5,206.5,114.8,1.656,154.875,123.9,61.95,1.535744,16.951093,16.5640915
170,41,44,32,42,3567.2,3567.2,8662,8449,1522897,1522897,1522897,20255647,20257136,20256391.5,24010455,24006894,24008674.5,206.6,114.8,1.654,154.95,123.96,61.98,1.522897,20.2563915,24.0086745
175,41,44,32,42,3567.2,3567.2,8662,8662,1531450,1531450,1531450,17079458,17078983,17079220.5,16689478,16694431,16691954.5,206.6,114.6,1.656,154.95,123.96,61.98,1.53145,17.0792205,16.6919545
180,41,44,32,42,3567.2,3567.2,8449,8662,1542434,1542434,1542434,18561505,18563564,18562534.5,21706106,21693812,21699959,206.7,114.8,1.654,155.025,124.02,62.01,1.542434,18.5625345,21.699959
185,41,44,32,42,3567.2,3567.2,8662,8662,1564096,1564096,1564096,16817115,16812342,16814728.5,17852035,17861798,17856916.5,206.3,114.8,1.656,154.725,123.78,61.89,1.564096,16.8147285,17.8569165
190,41,44,32,42,3567.2,3645.6,8449,8662,222874,222874,222874,3969476,3978401,3973938.5,3892903,3892477,3892690,206.3,114.7,1.698,154.725,123.78,61.89,0.222874,3.9739385,3.89269
195,41,44,32,42,3567.2,3567.2,8875,8662,1550629,1550629,1550629,16644146,16638975,16641560.5,16289592,16287398,16288495,206.3,114.7,1.656,154.725,123.78,61.89,1.550629,16.6415605,16.288495
200,41,45,32,42,3567.2,3645.6,8662,8662,1537665,1537665,1537665,19591850,19589924,19590887,23309903,23310224,23310063.5,206.3,114.8,1.654,154.725,123.78,61.89,1.537665,19.590887,23.3100635
205,41,44,32,42,3567.2,3567.2,8662,8449,1541043,1541043,1541043,16677627,16679525,16678576,17719911,17723266,17721588.5,206.3,114.8,1.655,154.725,123.78,61.89,1.541043,16.678576,17.7215885
210,41,45,32,42,3567.2,3567.2,8662,8449,1543465,1543465,1543465,18776278,18773970,18775124,23429963,23430464,23430213.5,206.5,114.8,1.653,154.875,123.9,61.95,1.543465,18.775124,23.4302135
215,41,44,32,42,3567.2,3567.2,8662,8662,1538539,1538539,1538539,16321371,16322074,16321722.5,18823037,18818869,18820953,206.5,114.9,1.652,154.875,123.9,61.95,1.538539,16.3217225,18.820953
220,41,44,32,42,3567.2,3567.2,8662,8662,1563782,1563782,1563782,19434244,19432822,19433533,19739346,19746434,19742890,206.6,114.9,1.653,154.95,123.96,61.98,1.563782,19.433533,19.74289
225,41,44,32,42,3567.2,3567.2,8662,8662,1562782,1562782,1562782,17625047,17628046,17626546.5,16766857,16757135,16761996,206.7,114.8,1.654,155.025,124.02,62.01,1.562782,17.6265465,16.761996
230,41,44,32,42,3567.2,3645.6,8662,8662,1526839,1526839,1526839,19847620,19847084,19847352,24905153,24908015,24906584,206.7,114.7,1.653,155.025,124.02,62.01,1.526839,19.847352,24.906584
235,41,44,32,42,3567.2,3567.2,8662,8662,1244594,1243124,1243859,11377485,11374640,11376062.5,11668111,11652245,11660178,206.1,114.9,1.654,154.575,123.66,61.83,1.243859,11.3760625,11.660178
240,41,44,32,42,3567.2,3567.2,8662,8449,527184,528654,527919,12556877,12558459,12557668,17666084,17684249,17675166.5,206.1,114.9,1.73,154.575,123.66,61.83,0.527919,12.557668,17.6751665
245,41,44,32,42,3567.2,3567.2,8662,8662,1531821,1531821,1531821,16963081,16963618,16963349.5,17495829,17494021,17494925,206.2,114.8,1.656,154.65,123.72,61.86,1.531821,16.9633495,17.494925
250,41,44,32,42,3488.8,3645.6,8449,8662,1518246,1518200,1518223,17628924,17630190,17629557,18003290,17997479,18000384.5,206.4,114.7,1.655,154.8,123.84,61.92,1.518223,17.629557,18.0003845
255,41,44,32,42,3488.8,3645.6,8662,8449,1534062,1534108,1534085,17853653,17854502,17854077.5,16827958,16832562,16830260,206.5,115,1.653,154.875,123.9,61.95,1.534085,17.8540775,16.83026
260,41,44,32,42,3567.2,3567.2,8662,8662,1558920,1558920,1558920,18604622,18603661,18604141.5,21908121,21908776,21908448.5,206.5,114.9,1.653,154.875,123.9,61.95,1.55892,18.6041415,21.9084485
265,41,44,32,42,3567.2,3567.2,8662,8662,1536785,1536785,1536785,17466795,17461853,17464324,16706372,16715068,16710720,214.1,114.7,1.793,160.575,128.46,64.23,1.536785,17.464324,16.71072
270,42,44,32,42,3567.2,3567.2,8662,8449,1548393,1548393,1548393,18213084,18218551,18215817.5,21807987,21800935,21804461,230,114.8,1.824,172.5,138,69,1.548393,18.2158175,21.804461
275,41,45,32,42,3567.2,3645.6,8662,8662,1623272,1623272,1623272,20072040,20070596,20071318,26906073,26901954,26904013.5,229.1,114.8,1.808,171.825,137.46,68.73,1.623272,20.071318,26.9040135
280,41,45,32,42,3567.2,3567.2,8449,8662,1539069,1539069,1539069,17279604,17278257,17278930.5,16241984,16245656,16243820,227.5,114.9,1.81,170.625,136.5,68.25,1.539069,17.2789305,16.24382
285,41,46,32,42,3567.2,3567.2,8449,8662,864934,865045,864989.5,10900706,10869994,10885350,11236708,11248425,11242566.5,226.9,114.8,1.832,170.175,136.14,68.07,0.8649895,10.88535,11.2425665
290,41,46,32,42,3567.2,3567.2,8662,8662,900139,900028,900083.5,12211871,12245746,12228808.5,16183269,16171405,16177337,227.1,114.8,1.854,170.325,136.26,68.13,0.9000835,12.2288085,16.177337
295,41,46,32,42,3567.2,3567.2,8875,8662,1531200,1531200,1531200,17003234,17000172,17001703,16517904,16517627,16517765.5,227.3,114.8,1.825,170.475,136.38,68.19,1.5312,17.001703,16.5177655
300,41,46,32,42,3567.2,3645.6,8662,8662,3192769,3192753,3192761,139083692,139075176,139079434,122818069,122808529,122813299,227.3,114.9,1.812,170.475,136.38,68.19,3.192761,139.079434,122.813299
305,41,46,32,42,3567.2,3567.2,8662,8662,1518034,1518050,1518042,545595386,545614167,545604776.5,364691436,364702430,364696933,227,114.9,1.815,170.25,136.2,68.1,1.518042,545.6047765,364.696933
310,41,47,32,42,3488.8,3567.2,8662,8662,1567303,1567303,1567303,596468249,596473165,596470707,356286269,356285351,356285810,226.9,114.9,1.814,170.175,136.14,68.07,1.567303,596.470707,356.28581
315,41,47,32,42,3567.2,3645.6,8449,8449,1617560,1617560,1617560,403224219,403224301,403224260,296034237,296042012,296038124.5,227,114.8,1.814,170.25,136.2,68.1,1.61756,403.22426,296.0381245
320,41,47,32,42,3567.2,3645.6,8662,8662,1560040,1560040,1560040,502592597,502565157,502578877,356739527,356731301,356735414,226.9,114.8,1.815,170.175,136.14,68.07,1.56004,502.578877,356.735414
325,41,47,33,43,3567.2,3645.6,8662,8449,1559638,1559638,1559638,512236287,512239218,512237752.5,348936336,348934945,348935640.5,227,114.8,1.814,170.25,136.2,68.1,1.559638,512.2377525,348.9356405
330,41,47,32,43,3567.2,3645.6,8662,8449,1571243,1571243,1571243,579462326,579470799,579466562.5,386418054,386416113,386417083.5,226.7,114.9,1.814,170.025,136.02,68.01,1.571243,579.4665625,386.4170835
335,41,47,33,43,3567.2,3567.2,8662,8449,474843,476976,475909.5,326854391,326863072,326858731.5,225571537,225669048,225620292.5,226.5,114.7,1.882,169.875,135.9,67.95,0.4759095,326.8587315,225.6202925
340,41,47,32,43,3567.2,3567.2,8662,8662,1312288,1310155,1311221.5,284122922,284125026,284123974,196861983,196767850,196814916.5,226.6,114.9,1.836,169.95,135.96,67.98,1.3112215,284.123974,196.8149165
345,41,47,33,43,3567.2,3567.2,8662,8662,1533819,1533819,1533819,317805228,317797515,317801371.5,217903970,217897092,217900531,226.7,114.8,1.815,170.025,136.02,68.01,1.533819,317.8013715,217.900531
350,41,47,33,43,3567.2,3567.2,8449,8662,1540071,1540071,1540071,289367225,289350570,289358897.5,204998177,205004790,205001483.5,226.7,114.7,1.816,170.025,136.02,68.01,1.540071,289.3588975,205.0014835
355,41,47,33,43,3488.8,3567.2,8449,8662,1529047,1529047,1529047,316934562,316934273,316934417.5,218005812,218006098,218005955,226.8,114.8,1.816,170.1,136.08,68.04,1.529047,316.9344175,218.005955
360,41,47,33,43,3567.2,3567.2,8662,8662,1540643,1540633,1540638,316230858,316236352,316233605,221452738,221441818,221447278,226.9,114.9,1.816,170.175,136.14,68.07,1.540638,316.233605,221.447278
365,41,48,33,43,3567.2,3567.2,8662,8662,1516746,1516756,1516751,304692600,304686295,304689447.5,209938105,209952118,209945111.5,227,114.9,1.817,170.25,136.2,68.1,1.516751,304.6894475,209.9451115
370,41,47,33,43,3567.2,3567.2,8662,8449,1558587,1558587,1558587,296311342,296329318,296320330,204716230,204710477,204713353.5,227.2,114.8,1.818,170.4,136.32,68.16,1.558587,296.32033,204.7133535
375,41,47,33,43,3567.2,3567.2,8662,8662,1526916,1526916,1526916,314335695,314329529,314332612,215139137,215136596,215137866.5,227.3,114.7,1.819,170.475,136.38,68.19,1.526916,314.332612,215.1378665
380,41,47,33,43,3567.2,3567.2,8662,8662,1397830,1397818,1397824,342583768,344112563,343348165.5,236555776,236561729,236558752.5,226.8,114.8,1.818,170.1,136.08,68.04,1.397824,343.3481655,236.5587525
385,41,47,33,43,3567.2,3567.2,8662,8449,357054,357066,357060,329810014,328270339,329040176.5,222202715,222204600,222203657.5,226.8,114.6,1.859,170.1,136.08,68.04,0.35706,329.0401765,222.2036575
390,41,48,33,43,3488.8,3567.2,8662,8662,1513731,1513731,1513731,299204823,299230319,299217571,211350085,211356850,211353467.5,226.8,114.8,1.818,170.1,136.08,68.04,1.513731,299.217571,211.3534675
395,41,47,33,43,3567.2,3567.2,8662,8662,1535441,1535441,1535441,299659542,299661783,299660662.5,206239022,206228902,206233962,226.8,114.7,1.817,170.1,136.08,68.04,1.535441,299.6606625,206.233962
400,41,48,33,43,3567.2,3567.2,8662,8662,1552505,1552505,1552505,296746766,296744486,296745626,204429855,204430870,204430362.5,226.9,114.7,1.817,170.175,136.14,68.07,1.552505,296.745626,204.4303625
405,41,48,33,43,3488.8,3567.2,8662,8449,1540068,1540054,1540061,331295765,331280672,331288218.5,225315666,225305166,225310416,226.9,114.7,1.819,170.175,136.14,68.07,1.540061,331.2882185,225.310416
410,41,48,33,43,3488.8,3567.2,8662,8449,1526416,1526430,1526423,292468356,292485995,292477175.5,207369730,207378833,207374281.5,227,114.8,1.816,170.25,136.2,68.1,1.526423,292.4771755,207.3742815
415,41,48,33,43,3567.2,3567.2,8662,8662,1555347,1555347,1555347,295698578,295670941,295684759.5,203618653,203619812,203619232.5,227.1,114.7,1.819,170.325,136.26,68.13,1.555347,295.6847595,203.6192325
420,41,48,33,44,3567.2,3567.2,8662,8449,1511585,1511585,1511585,401448099,401474413,401461256,275369628,275377672,275373650,227.2,114.8,1.817,170.4,136.32,68.16,1.511585,401.461256,275.37365
425,41,48,33,44,3567.2,3645.6,8662,8449,1562013,1562013,1562013,284965428,284938344,284951886,197590273,197581351,197585812,227.2,114.7,1.818,170.4,136.32,68.16,1.562013,284.951886,197.585812
430,41,48,33,44,3567.2,3567.2,8662,8662,839295,839275,839285,291289060,291111944,291200502,199166338,199166390,199166364,226.8,114.8,1.821,170.1,136.08,68.04,0.839285,291.200502,199.166364
435,41,48,33,44,3645.6,3567.2,8449,8449,898776,898796,898786,302027942,302214969,302121455.5,205106373,205111997,205109185,226.8,114.6,1.9,170.1,136.08,68.04,0.898786,302.1214555,205.109185
440,41,48,33,44,3567.2,3645.6,8662,8449,1524592,1524592,1524592,400886961,400877823,400882392,272420060,272418128,272419094,226.9,114.6,1.818,170.175,136.14,68.07,1.524592,400.882392,272.419094
445,41,48,33,43,3567.2,3567.2,8662,8449,1535574,1535574,1535574,306579943,306579766,306579854.5,210112125,210109956,210111040.5,226.9,114.7,1.819,170.175,136.14,68.07,1.535574,306.5798545,210.1110405
450,41,48,33,44,3567.2,3567.2,8662,8449,1548702,1548652,1548677,299562162,299588075,299575118.5,212332145,212322750,212327447.5,227.1,114.6,1.822,170.325,136.26,68.13,1.548677,299.5751185,212.3274475
455,41,48,33,44,3567.2,3567.2,8662,8662,1510698,1510748,1510723,298293050,298267605,298280327.5,205488896,205495002,205491949,227.1,114.6,1.818,170.325,136.26,68.13,1.510723,298.2803275,205.491949
460,41,48,33,44,3488.8,3567.2,8662,8662,1564006,1564006,1564006,297375109,297402535,297388822,205385057,205387061,205386059,227.1,114.7,1.819,170.325,136.26,68.13,1.564006,297.388822,205.386059
465,41,48,33,44,3567.2,3645.6,8662,8662,1522470,1522448,1522459,299380359,299381481,299380920,205702462,205697055,205699758.5,227.2,114.7,1.819,170.4,136.32,68.16,1.522459,299.38092,205.6997585
470,41,48,33,44,3488.8,3567.2,8449,8449,1539155,1539172,1539163.5,300734066,300703790,300718928,210989239,210995161,210992200,227.2,114.6,1.819,170.4,136.32,68.16,1.5391635,300.718928,210.9922
475,41,48,33,44,3567.2,3567.2,8662,8449,1520398,1520403,1520400.5,297107724,297135871,297121797.5,204856349,204853151,204854750,227,114.7,1.825,170.25,136.2,68.1,1.5204005,297.1217975,204.85475
480,41,48,33,44,3567.2,3567.2,8662,8662,501652,501543,501597.5,303088705,303149559,303119132,211139998,211135543,211137770.5,226.7,114.7,1.837,170.025,136.02,68.01,0.5015975,303.119132,211.1377705
485,41,48,33,44,3567.2,3567.2,8662,8236,1273675,1273784,1273729.5,290750652,290661720,290706186,202527105,202534039,202530572,226.8,114.7,1.851,170.1,136.08,68.04,1.2737295,290.706186,202.530572
490,41,48,33,44,3567.2,3567.2,8662,8449,1517622,1517622,1517622,322249049,322255072,322252060.5,220650721,220650250,220650485.5,227,114.6,1.819,170.25,136.2,68.1,1.517622,322.2520605,220.6504855
495,41,48,33,44,3488.8,3567.2,8449,8449,1554163,1554137,1554150,300071236,300092015,300081625.5,206386281,206380938,206383609.5,227.1,114.7,1.821,170.325,136.26,68.13,1.55415,300.0816255,206.3836095
500,41,48,33,44,3488.8,3567.2,8662,8662,1520312,1520338,1520325,332723715,332697816,332710765.5,232576198,232582420,232579309,227.1,114.7,1.819,170.325,136.26,68.13,1.520325,332.7107655,232.579309
505,41,48,33,44,3567.2,3567.2,8662,8449,1548171,1548171,1548171,362712355,362712789,362712572,245240533,245241267,245240900,227,114.7,1.82,170.25,136.2,68.1,1.548171,362.712572,245.2409
510,41,48,33,44,3567.2,3567.2,8449,8449,1525907,1525907,1525907,362447694,362458782,362453238,251031426,251039201,251035313.5,227.2,114.8,1.819,170.4,136.32,68.16,1.525907,362.453238,251.0353135
515,41,48,33,44,3567.2,3567.2,8662,8449,1548942,1548942,1548942,324586779,324575754,324581266.5,221081144,221072635,221076889.5,227.2,114.8,1.819,170.4,136.32,68.16,1.548942,324.5812665,221.0768895
520,41,48,33,44,3567.2,3567.2,8662,8449,1531214,1531214,1531214,298480362,298480235,298480298.5,205629579,205630319,205629949,227.3,114.8,1.818,170.475,136.38,68.19,1.531214,298.4802985,205.629949
525,41,48,33,44,3567.2,3645.6,8449,8662,1501462,1501606,1501534,297001489,297246732,297124110.5,203425552,203442214,203433883,226.9,114.8,1.82,170.175,136.14,68.07,1.501534,297.1241105,203.433883
530,41,48,33,44,3567.2,3567.2,8662,8662,265289,265145,265217,301247746,301028082,301137914,210905645,210890462,210898053.5,226.8,114.7,1.897,170.1,136.08,68.04,0.265217,301.137914,210.8980535
535,41,48,33,44,3567.2,3567.2,8662,8662,1525949,1525949,1525949,297972549,297947260,297959904.5,205436384,205433267,205434825.5,226.9,114.6,1.819,170.175,136.14,68.07,1.525949,297.9599045,205.4348255
540,41,48,33,44,3567.2,3567.2,8662,8449,1750129,1750107,1750118,397737948,397743825,397740886.5,274189979,274180562,274185270.5,226.9,114.7,1.819,170.175,136.14,68.07,1.750118,397.7408865,274.1852705
545,41,48,33,44,3567.2,3567.2,8662,8662,1535715,1535737,1535726,296827343,296819650,296823496.5,204021477,204032833,204027155,226.9,114.7,1.819,170.175,136.14,68.07,1.535726,296.8234965,204.027155
550,41,48,33,44,3567.2,3567.2,8449,8449,1534879,1534879,1534879,298348236,298349826,298349031,205332137,205331100,205331618.5,227,114.7,1.819,170.25,136.2,68.1,1.534879,298.349031,205.3316185
555,41,48,33,44,3488.8,3567.2,8662,8662,1568885,1568885,1568885,314023162,314041027,314032094.5,215298461,215302717,215300589,227,114.7,1.819,170.25,136.2,68.1,1.568885,314.0320945,215.300589
560,41,48,33,44,3567.2,3567.2,8449,8662,1550176,1550176,1550176,367074195,367070638,367072416.5,252012297,251997632,252004964.5,227.1,114.8,1.817,170.325,136.26,68.13,1.550176,367.0724165,252.0049645
565,41,48,33,44,3567.2,3567.2,8662,8662,1539712,1539712,1539712,352774046,352785489,352779767.5,238461417,238473431,238467424,227.2,114.7,1.821,170.4,136.32,68.16,1.539712,352.7797675,238.467424
570,41,48,33,44,3567.2,3567.2,8662,8449,1813728,1813728,1813728,317429046,317414893,317421969.5,223979177,223984337,223981757,227.3,114.7,1.821,170.475,136.38,68.19,1.813728,317.4219695,223.981757
575,41,48,33,44,3567.2,3567.2,8875,8662,935249,937748,936498.5,337410928,337417653,337414290.5,227639223,227740227,227689725,226.8,114.8,1.822,170.1,136.08,68.04,0.9364985,337.4142905,227.689725
580,41,47,33,44,3567.2,3567.2,8662,8449,838368,835869,837118.5,296848266,296829896,296839081,202657476,202548259,202602867.5,226.8,114.7,1.886,170.1,136.08,68.04,0.8371185,296.839081,202.6028675
585,41,48,33,44,3567.2,3567.2,8875,8449,1510098,1510098,1510098,315302269,315318977,315310623,214772920,214768514,214770717,226.9,114.6,1.821,170.175,136.14,68.07,1.510098,315.310623,214.770717
590,41,48,33,44,3567.2,3567.2,8662,8449,1534826,1534826,1534826,299747555,299735597,299741576,211275107,211279224,211277165.5,227,114.7,1.821,170.25,136.2,68.1,1.534826,299.741576,211.2771655
595,41,48,33,44,3567.2,3567.2,8662,8662,1552546,1552546,1552546,296870715,296866585,296868650,204382651,204384036,204383343.5,227.1,114.6,1.822,170.325,136.26,68.13,1.552546,296.86865,204.3833435
600,41,48,33,44,3567.2,3567.2,8449,8449,1548673,1548605,1548639,299336142,299361217,299348679.5,212206674,212199056,212202865,227.1,114.8,1.818,170.325,136.26,68.13,1.548639,299.3486795,212.202865
605,41,48,33,44,3567.2,3567.2,8662,8662,1523427,1523495,1523461,335901294,335875028,335888161,228469062,228472424,228470743,227,114.6,1.819,170.25,136.2,68.1,1.523461,335.888161,228.470743
610,41,48,33,44,3567.2,3645.6,8662,8662,1547280,1547280,1547280,299198127,299199339,299198733,205748292,205753032,205750662,227.1,114.6,1.82,170.325,136.26,68.13,1.54728,299.198733,205.750662
615,41,48,33,44,3488.8,3567.2,8662,8449,1525117,1525117,1525117,312176001,312191577,312183789,214229824,214236308,214233066,227.6,114.7,1.822,170.7,136.56,68.28,1.525117,312.183789,214.233066
620,41,48,33,44,3567.2,3567.2,8662,8662,1536484,1536484,1536484,286988898,286971305,286980101.5,202969807,202961379,202965593,227.4,114.7,1.819,170.55,136.44,68.22,1.536484,286.9801015,202.965593
625,41,48,33,44,3567.2,3567.2,8875,8662,511693,512717,512205,283121582,283146524,283134053,192296123,192366407,192331265,227,114.8,1.831,170.25,136.2,68.1,0.512205,283.134053,192.331265
630,41,48,33,44,3567.2,3567.2,8662,8662,1255995,1254971,1255483,304335537,304317090,304326313.5,215169634,215105491,215137562.5,227,114.7,1.854,170.25,136.2,68.1,1.255483,304.3263135,215.1375625
635,41,48,33,44,3488.8,3567.2,8662,8449,1532478,1532478,1532478,297118129,297113662,297115895.5,204250347,204245444,204247895.5,227,114.7,1.82,170.25,136.2,68.1,1.532478,297.1158955,204.2478955
640,41,48,33,44,3488.8,3567.2,8662,8449,1551921,1551921,1551921,361508458,361532031,361520244.5,242859363,242859975,242859669,227.1,114.7,1.821,170.325,136.26,68.13,1.551921,361.5202445,242.859669
645,41,48,33,44,3567.2,3567.2,8662,8449,1534300,1534300,1534300,385990622,385974541,385982581.5,258887068,258880795,258883931.5,227.2,114.7,1.819,170.4,136.32,68.16,1.5343,385.9825815,258.8839315
