Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1,HT0_CPU0_ALL,HT0_CPU1_ALL,HT0,HT1_CPU2_ALL,HT1_CPU3_ALL,HT1,HT2_CPU0_ALL,HT2_CPU1_ALL,HT2,Watts,Volts,Amps,InputDCPwr,AllPwrExtBd,ProcPwr,HT0Scaled,HT1Scaled,HT2Scaled
0,45,49,36,46,3645.6,3567.2,8449,8662,1528591,1526659,1527625,12667854,22563650,17615752,21655613,21621848,21638730.5,208,115.3,1.661,156,124.8,62.4,1.527625,17.615752,21.6387305
5,44,49,36,46,3567.2,3567.2,8662,8662,1535860,1535829,1535844.5,18133837,18146014,18139925.5,25123353,25116775,25120064,208.2,115.1,1.661,156.15,124.92,62.46,1.5358445,18.1399255,25.120064
10,45,48,36,46,3567.2,3567.2,8662,8449,1554492,1554438,1554465,14374257,14373986,14374121.5,15301536,15297013,15299274.5,207.7,115.1,1.664,155.775,124.62,62.31,1.554465,14.3741215,15.2992745
15,45,48,36,46,3567.2,3567.2,8662,8449,1549156,1549210,1549183,17234828,17238434,17236631,16659181,16664897,16662039,207.8,115.2,1.74,155.85,124.68,62.34,1.549183,17.236631,16.662039
20,45,48,36,46,3645.6,3645.6,8662,8662,1572038,1572038,1572038,19141137,19143202,19142169.5,22313155,22313137,22313146,207.9,115,1.664,155.925,124.74,62.37,1.572038,19.1421695,22.313146
25,44,49,36,46,3645.6,3645.6,8662,8662,1536810,1536772,1536791,15667996,15661466,15664731,18370090,18366521,18368305.5,207.9,115.2,1.664,155.925,124.74,62.37,1.536791,15.664731,18.3683055
30,44,49,36,46,3567.2,3567.2,8662,8662,1541375,1541413,1541394,14945496,14947482,14946489,16267847,16272791,16270319,208,115.1,1.662,156,124.8,62.4,1.541394,14.946489,16.270319
35,44,49,36,46,3645.6,3567.2,8662,8662,1538152,1538152,1538152,18125449,18125465,18125457,24829558,24831966,24830762,208.1,115.2,1.662,156.075,124.86,62.43,1.538152,18.125457,24.830762
40,45,48,36,46,3567.2,3645.6,8662,8449,1331940,1331748,1331844,9997474,9966095,9981784.5,10217896,10203240,10210568,208.2,115.2,1.661,156.15,124.92,62.46,1.331844,9.9817845,10.210568
45,45,48,36,46,3567.2,3567.2,8449,8662,426613,426805,426709,10113931,10146472,10130201.5,10051031,10061792,10056411.5,208.2,115.1,1.662,156.15,124.92,62.46,0.426709,10.1302015,10.0564115
50,45,49,36,46,3567.2,3645.6,8662,8449,1547082,1547082,1547082,19114036,19114454,19114245,22260224,22261131,22260677.5,208.3,115.1,1.662,156.225,124.98,62.49,1.547082,19.114245,22.2606775
55,45,48,36,46,3567.2,3567.2,8662,8662,1534822,1534822,1534822,15571476,15569590,15570533,17776474,17783889,17780181.5,208.1,115,1.664,156.075,124.86,62.43,1.534822,15.570533,17.7801815
60,45,48,36,46,3567.2,3645.6,8662,8662,1531357,1531357,1531357,16322520,16321432,16321976,15903940,15894542,15899241,207.7,115.1,1.672,155.775,124.62,62.31,1.531357,16.321976,15.899241
65,44,49,36,46,3567.2,3567.2,8662,8662,1559083,1559083,1559083,18384615,18384473,18384544,23925960,23925348,23925654,207.8,115.2,1.696,155.85,124.68,62.34,1.559083,18.384544,23.925654
70,45,48,36,46,3567.2,3645.6,8662,8449,1521582,1521582,1521582,16537242,16537699,16537470.5,16633457,16640363,16636910,207.9,115.2,1.662,155.925,124.74,62.37,1.521582,16.5374705,16.63691
75,44,49,36,46,3567.2,3645.6,8449,8449,1564843,1564843,1564843,17643387,17645054,17644220.5,16383674,16382047,16382860.5,208,115.1,1.662,156,124.8,62.4,1.564843,17.6442205,16.3828605
80,44,48,36,46,3567.2,3567.2,8662,8449,1536051,1536051,1536051,19548761,19549655,19549208,24233218,24231035,24232126.5,208.1,115.1,1.663,156.075,124.86,62.43,1.536051,19.549208,24.2321265
85,44,49,36,45,3567.2,3645.6,8662,8449,1519782,1519724,1519753,16371706,16369067,16370386.5,18688006,18680939,18684472.5,208.1,115.1,1.662,156.075,124.86,62.43,1.519753,16.3703865,18.6844725
90,45,48,36,46,3567.2,3645.6,8662,8662,849185,847408,848296.5,10704326,10702871,10703598.5,10939705,10915095,10927400,208.1,115.2,1.661,156.075,124.86,62.43,0.8482965,10.7035985,10.9274
95,45,48,36,46,3567.2,3567.2,8662,8449,909998,911833,910915.5,10893609,10895249,10894429,17553383,17584617,17569000,208.2,115.2,1.662,156.15,124.92,62.46,0.9109155,10.894429,17.569
100,44,48,36,46,3567.2,3645.6,8449,8662,1538752,1538752,1538752,16601547,16601940,16601743.5,15812694,15817382,15815038,208.3,115.2,1.662,156.225,124.98,62.49,1.538752,16.6017435,15.815038
105,45,48,36,46,3488.8,3567.2,8662,8662,1564910,1564910,1564910,17230001,17231407,17230704,16788296,16781571,16784933.5,208.1,115.1,1.663,156.075,124.86,62.43,1.56491,17.230704,16.7849335
110,44,48,36,46,3567.2,3567.2,8449,8449,1549247,1549247,1549247,19550342,19550962,19550652,23289117,23293556,23291336.5,207.7,115.1,1.722,155.775,124.62,62.31,1.549247,19.550652,23.2913365
115,45,48,36,46,3567.2,3567.2,8449,8449,1536811,1536811,1536811,16355338,16351648,16353493,16907431,16911927,16909679,207.8,115.1,1.685,155.85,124.68,62.34,1.536811,16.353493,16.909679
120,44,48,36,45,3567.2,3567.2,8449,8662,1517986,1517986,1517986,16650344,16652921,16651632.5,17563387,17557445,17560416,207.8,115,1.662,155.85,124.68,62.34,1.517986,16.6516325,17.560416
125,44,48,36,45,3567.2,3567.2,8449,8662,1543739,1543739,1543739,18002456,18001965,18002210.5,23376292,23371784,23374038,207.8,115.1,1.663,155.85,124.68,62.34,1.543739,18.0022105,23.374038
130,45,48,36,46,3567.2,3567.2,8662,8662,1540249,1540249,1540249,15395509,15395320,15395414.5,16267814,16279086,16273450,207.9,115.2,1.662,155.925,124.74,62.37,1.540249,15.3954145,16.27345
135,44,48,36,46,3567.2,3567.2,8662,8449,1545363,1545363,1545363,16802986,16804694,16803840,16377241,16367596,16372418.5,208.1,115,1.661,156.075,124.86,62.43,1.545363,16.80384,16.3724185
140,44,48,36,45,3645.6,3567.2,8662,8662,634466,632478,633472,6597343,6595005,6596174,11608075,11580554,11594314.5,208,115.2,1.661,156,124.8,62.4,0.633472,6.596174,11.5943145
145,44,48,36,46,3567.2,3567.2,8662,8662,1145562,1147550,1146556,18243516,18241820,18242668,18110906,18145403,18128154.5,208.1,115.1,1.662,156.075,124.86,62.43,1.146556,18.242668,18.1281545
150,44,48,36,45,3488.8,3567.2,8662,8449,1539430,1539430,1539430,17228146,17231927,17230036.5,16858324,16854215,16856269.5,208.2,115.1,1.661,156.15,124.92,62.46,1.53943,17.2300365,16.8562695
155,44,48,36,45,3645.6,3645.6,8662,8662,1537256,1537256,1537256,18398605,18398650,18398627.5,23530838,23530851,23530844.5,207.7,115.2,1.663,155.775,124.62,62.31,1.537256,18.3986275,23.5308445
160,44,48,36,46,3567.2,3567.2,8662,8449,1542711,1542649,1542680,15597651,15595452,15596551.5,15269837,15262325,15266081,207.7,115.2,1.707,155.775,124.62,62.31,1.54268,15.5965515,15.266081
165,44,48,36,45,3567.2,3567.2,8449,8449,1538133,1538195,1538164,17326246,17329207,17327726.5,16867540,16872387,16869963.5,207.7,115.2,1.66,155.775,124.62,62.31,1.538164,17.3277265,16.8699635
170,44,48,36,46,3567.2,3567.2,8662,8662,1549631,1549631,1549631,19324355,19323741,19324048,23254337,23256046,23255191.5,207.7,115.2,1.66,155.775,124.62,62.31,1.549631,19.324048,23.2551915
175,44,48,36,45,3567.2,3567.2,8662,8662,1534935,1534935,1534935,16056379,16054761,16055570,16173009,16180886,16176947.5,207.8,115.1,1.66,155.85,124.68,62.34,1.534935,16.05557,16.1769475
180,44,48,36,45,3567.2,3567.2,8662,8662,1535713,1535713,1535713,16387274,16388696,16387985,16915021,16907426,16911223.5,207.8,115.1,1.659,155.85,124.68,62.34,1.535713,16.387985,16.9112235
185,44,48,36,45,3567.2,3567.2,8662,8662,1550341,1550341,1550341,17968357,17965997,17967177,23041455,23041444,23041449.5,207.9,115.2,1.66,155.925,124.74,62.37,1.550341,17.967177,23.0414495
190,44,47,36,46,3567.2,3567.2,8662,8449,222777,222777,222777,2307609,2307900,2307754.5,2999091,3002729,3000910,208,115.2,1.66,156,124.8,62.4,0.222777,2.3077545,3.00091
195,44,47,36,45,3567.2,3567.2,8449,8662,1543883,1543883,1543883,17236373,17237902,17237137.5,18040916,18037338,18039127,208,115.1,1.659,156,124.8,62.4,1.543883,17.2371375,18.039127
200,44,47,36,45,3567.2,3645.6,8449,8449,1541094,1541094,1541094,20159321,20160232,20159776.5,25504351,25505195,25504773,207.9,115.1,1.658,155.925,124.74,62.37,1.541094,20.1597765,25.504773
205,44,48,36,45,3567.2,3567.2,8662,8662,1546529,1546529,1546529,15390252,15387381,15388816.5,15448069,15451216,15449642.5,207.4,115.1,1.661,155.55,124.44,62.22,1.546529,15.3888165,15.4496425
210,44,47,36,45,3567.2,3645.6,8662,8662,1533112,1533112,1533112,16201915,16203948,16202931.5,16595176,16593431,16594303.5,207.4,115.1,1.724,155.55,124.44,62.22,1.533112,16.2029315,16.5943035
215,44,48,36,45,3567.2,3645.6,8449,8449,1531251,1531251,1531251,18222490,18220851,18221670.5,23046200,23046122,23046161,207.4,115.1,1.66,155.55,124.44,62.22,1.531251,18.2216705,23.046161
220,44,47,36,45,3567.2,3567.2,8662,8662,1545513,1545455,1545484,15766691,15766158,15766424.5,15598889,15589680,15594284.5,207.6,115.2,1.658,155.7,124.56,62.28,1.545484,15.7664245,15.5942845
225,44,48,35,45,3645.6,3567.2,8662,8662,1548113,1548171,1548142,18027745,18030473,18029109,17163643,17171350,17167496.5,207.6,115.2,1.658,155.7,124.56,62.28,1.548142,18.029109,17.1674965
230,44,48,35,45,3567.2,3567.2,8662,8662,1541953,1541953,1541953,18521945,18521496,18521720.5,24531064,24530452,24530758,207.6,115.1,1.659,155.7,124.56,62.28,1.541953,18.5217205,24.530758
235,44,48,36,45,3567.2,3567.2,8662,8662,1304630,1304438,1304534,9980935,9949387,9965161,10507288,10494639,10500963.5,207.7,115,1.659,155.775,124.62,62.31,1.304534,9.965161,10.5009635
240,44,47,35,45,3567.2,3567.2,8662,8662,454289,454481,454385,8473140,8505736,8489438,9593537,9605129,9599333,207.7,115.1,1.657,155.775,124.62,62.31,0.454385,8.489438,9.599333
245,44,47,35,45,3645.6,3567.2,8662,8662,1549509,1549509,1549509,18995152,18992179,18993665.5,23381735,23382928,23382331.5,207.8,115.2,1.658,155.85,124.68,62.34,1.549509,18.9936655,23.3823315
250,44,47,35,45,3567.2,3567.2,8662,8449,1540925,1540925,1540925,15195686,15195290,15195488,16367113,16373982,16370547.5,207.8,115.2,1.659,155.85,124.68,62.34,1.540925,15.195488,16.3705475
255,44,48,35,45,3488.8,3645.6,8449,8449,1550267,1550267,1550267,16792988,16795410,16794199,17901506,17896690,17899098,207.4,115.2,1.664,155.55,124.44,62.22,1.550267,16.794199,17.899098
260,44,48,35,45,3567.2,3567.2,8662,8662,1543737,1543737,1543737,18916994,18917664,18917329,24591442,24589340,24590391,207.4,115,1.726,155.55,124.44,62.22,1.543737,18.917329,24.590391
265,44,48,35,45,3567.2,3645.6,8662,8662,1539549,1539511,1539530,15720108,15717975,15719041.5,15691268,15685672,15688470,207.5,115.1,1.658,155.625,124.5,62.25,1.53953,15.7190415,15.68847
270,44,48,35,45,3567.2,3567.2,8449,8449,1529135,1529173,1529154,16029056,16031237,16030146.5,16828895,16834614,16831754.5,207.5,115.1,1.658,155.625,124.5,62.25,1.529154,16.0301465,16.8317545
275,44,49,35,45,3567.2,3567.2,8449,8662,1519574,1519550,1519562,18060121,18057549,18058835,22507027,22504405,22505716,207.6,115.1,1.659,155.7,124.56,62.28,1.519562,18.058835,22.505716
280,43,49,35,45,3567.2,3567.2,8662,8662,1517268,1517292,1517280,15707016,15707958,15707487,16963230,16968156,16965693,207.7,115.1,1.661,155.775,124.62,62.31,1.51728,15.707487,16.965693
285,43,49,35,45,3567.2,3567.2,8662,8662,878040,878032,878036,11805334,11776187,11790760.5,12768361,12767404,12767882.5,207.8,115.1,1.658,155.85,124.68,62.34,0.878036,11.7907605,12.7678825
290,43,49,35,45,3567.2,3567.2,8662,8662,886261,886269,886265,11906875,11937590,11922232.5,17865910,17864323,17865116.5,226.6,115,1.842,169.95,135.96,67.98,0.886265,11.9222325,17.8651165
295,43,49,35,45,3567.2,3567.2,8662,8662,1516437,1516437,1516437,16618144,16614588,16616366,17281509,17288135,17284822,227.1,115,1.805,170.325,136.26,68.13,1.516437,16.616366,17.284822
300,43,50,35,45,3567.2,3567.2,8662,8662,2025800,2025800,2025800,323680030,323687996,323684013,262988439,262982763,262985601,226.3,115.1,1.802,169.725,135.78,67.89,2.0258,323.684013,262.985601
305,44,49,35,46,3567.2,3567.2,8662,8662,1518603,1518603,1518603,367731130,367733444,367732287,240111976,240111567,240111771.5,225.7,114.9,1.831,169.275,135.42,67.71,1.518603,367.732287,240.1117715
310,43,50,35,46,3567.2,3567.2,8662,8449,1509800,1509800,1509800,342853563,342845535,342849549,222688110,222683903,222686006.5,226.1,114.9,1.847,169.575,135.66,67.83,1.5098,342.849549,222.6860065
315,43,50,35,46,3567.2,3567.2,8662,8662,1537140,1537140,1537140,326700464,326697997,326699230.5,215086507,215082867,215084687,227.1,115.1,1.824,170.325,136.26,68.13,1.53714,326.6992305,215.084687
320,43,50,36,46,3567.2,3567.2,8662,8449,1546445,1546445,1546445,503469768,503472911,503471339.5,337428812,337428415,337428613.5,228.3,114.9,1.843,171.225,136.98,68.49,1.546445,503.4713395,337.4286135
325,44,50,36,46,3567.2,3567.2,8449,8449,1538565,1538565,1538565,582049882,582057369,582053625.5,393138584,393151479,393145031.5,233.7,115.1,1.848,175.275,140.22,70.11,1.538565,582.0536255,393.1450315
330,43,50,36,46,3645.6,3645.6,8449,8449,1530279,1530279,1530279,460740303,460729704,460735003.5,310135383,310122207,310128795,232.4,114.9,1.84,174.3,139.44,69.72,1.530279,460.7350035,310.128795
335,43,50,36,46,3567.2,3567.2,8662,8662,415505,412806,414155.5,511705939,511712199,511709069,345262560,345176936,345219748,231.6,115.1,1.84,173.7,138.96,69.48,0.4141555,511.709069,345.219748
340,43,50,35,46,3567.2,3567.2,8662,8662,1342988,1345687,1344337.5,525820025,525814388,525817206.5,352451007,352543679,352497343,231.1,114.9,1.823,173.325,138.66,69.33,1.3443375,525.8172065,352.497343
345,43,50,36,46,3567.2,3567.2,8449,8662,1541267,1541267,1541267,527335297,527325693,527330495,355140290,355140092,355140191,229.9,115.1,1.822,172.425,137.94,68.97,1.541267,527.330495,355.140191
350,43,50,36,46,3567.2,3567.2,8662,8662,1522555,1522555,1522555,595522993,595543723,595533358,393222697,393231555,393227126,228.3,115.1,1.806,171.225,136.98,68.49,1.522555,595.533358,393.227126
355,43,50,36,46,3567.2,3645.6,8662,8662,1536284,1536284,1536284,609333934,609322417,609328175.5,406553242,406542098,406547670,227.7,115,1.868,170.775,136.62,68.31,1.536284,609.3281755,406.54767
360,43,50,36,46,3567.2,3567.2,8662,8662,1542936,1542936,1542936,622799396,622801944,622800670,415385328,415380361,415382844.5,227.6,115,1.811,170.7,136.56,68.28,1.542936,622.80067,415.3828445
365,43,50,35,46,3567.2,3567.2,8662,8662,1531584,1531584,1531584,600422075,600429220,600425647.5,406960855,406969779,406965317,227.6,115,1.828,170.7,136.56,68.28,1.531584,600.4256475,406.965317
370,43,50,36,46,3567.2,3567.2,8875,8662,1521334,1521334,1521334,631910900,631902348,631906624,410232648,410234511,410233579.5,228.9,115,1.821,171.675,137.34,68.67,1.521334,631.906624,410.2335795
375,43,50,36,46,3567.2,3567.2,8662,8449,1517418,1517418,1517418,579986693,579988195,579987444,391256741,391246451,391251596,228,115.1,1.803,171,136.8,68.4,1.517418,579.987444,391.251596
380,43,50,36,46,3567.2,3567.2,8662,8662,1236840,1236888,1236864,575118808,575211087,575164947.5,403261580,403282667,403272123.5,227,115,1.805,170.25,136.2,68.1,1.236864,575.1649475,403.2721235
385,43,50,36,46,3567.2,3567.2,8662,8449,509997,509899,509948,287797977,287710954,287754465.5,194632003,194609382,194620692.5,226.6,114.9,1.806,169.95,135.96,67.98,0.509948,287.7544655,194.6206925
390,43,50,36,46,3567.2,3567.2,8662,8662,1524077,1524127,1524102,284721439,284722584,284722011.5,194799929,194809080,194804504.5,226.5,115,1.804,169.875,135.9,67.95,1.524102,284.7220115,194.8045045
395,43,50,36,46,3567.2,3567.2,8662,8662,1521657,1521657,1521657,291317537,291316881,291317209,199882467,199883554,199883010.5,226.2,115,1.805,169.65,135.72,67.86,1.521657,291.317209,199.8830105
400,43,50,36,46,3567.2,3567.2,8662,8449,1549093,1549093,1549093,301253406,301244790,301249098,200113528,200114770,200114149,225.8,115,1.815,169.35,135.48,67.74,1.549093,301.249098,200.114149
405,43,50,35,46,3567.2,3645.6,8662,8662,1545980,1545980,1545980,283901365,283892228,283896796.5,193924018,193924340,193924179,225.9,115.1,1.839,169.425,135.54,67.77,1.54598,283.8967965,193.924179
410,43,50,36,46,3567.2,3567.2,8662,8449,1525734,1525734,1525734,354292524,354303938,354298231,231929337,231919515,231924426,225.9,115.1,1.805,169.425,135.54,67.77,1.525734,354.298231,231.924426
415,43,50,36,46,3567.2,3567.2,8662,8662,1531084,1531084,1531084,295706783,295707688,295707235.5,199577327,199585911,199581619,226,115.1,1.806,169.5,135.6,67.8,1.531084,295.7072355,199.581619
420,43,50,36,46,3567.2,3567.2,8449,8662,1517862,1517862,1517862,299980710,299987374,299984042,204266756,204263863,204265309.5,226,115,1.807,169.5,135.6,67.8,1.517862,299.984042,204.2653095
425,43,50,36,46,3567.2,3567.2,8662,8449,1531916,1531916,1531916,287929459,287930755,287930107,200783306,200784434,200783870,226.1,115,1.806,169.575,135.66,67.83,1.531916,287.930107,200.78387
430,43,50,36,46,3567.2,3567.2,8662,8662,757589,757725,757657,308238998,311386183,309812590.5,200158026,200171691,200164858.5,226.3,115,1.808,169.725,135.78,67.89,0.757657,309.8125905,200.1648585
435,43,50,36,46,3567.2,3645.6,8662,8662,1002425,1002289,1002357,320974586,317807832,319391209,211526668,211513892,211520280,226.4,115.1,1.807,169.8,135.84,67.92,1.002357,319.391209,211.52028
440,43,50,36,46,3567.2,3567.2,8449,8662,1552871,1552871,1552871,298073968,298072566,298073267,208271652,208272155,208271903.5,226.4,115,1.806,169.8,135.84,67.92,1.552871,298.073267,208.2719035
445,43,50,35,46,3567.2,3645.6,8662,8662,1530794,1530738,1530766,297990426,298010284,298000355,202242908,202207467,202225187.5,226.1,115.1,1.811,169.575,135.66,67.83,1.530766,298.000355,202.2251875
450,43,50,36,46,3645.6,3567.2,8662,8662,1526988,1527044,1527016,339528234,339514910,339521572,222811068,222836281,222823674.5,226.8,115.1,1.923,170.1,136.08,68.04,1.527016,339.521572,222.8236745
455,43,50,36,46,3567.2,3567.2,8662,8449,1513789,1513789,1513789,288987482,289000039,288993760.5,201594016,201603480,201598748,225.3,115,1.813,168.975,135.18,67.59,1.513789,288.9937605,201.598748
460,43,50,35,46,3567.2,3567.2,8662,8662,1529164,1529164,1529164,322832094,322822544,322827319,213620912,213620334,213620623,225.7,115.1,1.808,169.275,135.42,67.71,1.529164,322.827319,213.620623
465,43,50,36,46,3488.8,3567.2,8662,8449,1549508,1549508,1549508,307261935,307263711,307262823,206079257,206070980,206075118.5,226,114.9,1.809,169.5,135.6,67.8,1.549508,307.262823,206.0751185
470,43,50,35,46,3567.2,3567.2,8662,8662,1545849,1545849,1545849,311573960,311575454,311574707,216049828,216051508,216050668,226.1,115,1.809,169.575,135.66,67.83,1.545849,311.574707,216.050668
475,43,50,36,46,3567.2,3567.2,8662,8662,1515070,1515024,1515047,286091644,286092120,286091882,194760137,194756581,194758359,226.2,115.1,1.806,169.65,135.72,67.86,1.515047,286.091882,194.758359
480,43,50,36,46,3567.2,3645.6,8662,8662,225343,225389,225366,296569174,296563240,296566207,199251700,199253261,199252480.5,226.4,114.9,1.808,169.8,135.84,67.92,0.225366,296.566207,199.2524805
485,43,50,35,46,3567.2,3567.2,8875,8662,1548244,1548244,1548244,296135606,296147897,296141751.5,205699812,205708133,205703972.5,226.5,115.1,1.808,169.875,135.9,67.95,1.548244,296.1417515,205.7039725
490,43,50,35,46,3567.2,3567.2,8662,8449,1518867,1518867,1518867,317521046,317513486,317517266,210813308,210818419,210815863.5,226.6,115,1.809,169.95,135.96,67.98,1.518867,317.517266,210.8158635
495,43,50,35,46,3567.2,3567.2,8449,8662,1524735,1524735,1524735,307369809,307369859,307369834,207483520,207471148,207477334,226.1,114.9,1.809,169.575,135.66,67.83,1.524735,307.369834,207.477334
500,43,50,35,46,3567.2,3567.2,8662,8449,1528419,1528419,1528419,298423481,298433753,298428617,209058804,209066576,209062690,226,115,1.87,169.5,135.6,67.8,1.528419,298.428617,209.06269
