time,offcore_req,l2_cache_miss,offcore_req_scaled,l2_cache_miss_scaled,Temp0,Temp1,Temp2,Ambient_Temp0,Temp3,Ambient_Temp1,Ambient_Temp2,Planar_Temp,Temp4,Temp5,Temp6,FAN_MOD_1A_RPM,FAN_MOD_2A_RPM,FAN_MOD_3A_RPM,FAN_MOD_4A_RPM,FAN_MOD_5A_RPM,FAN_MOD_6A_RPM,FAN_MOD_1B_RPM,FAN_MOD_2B_RPM,FAN_MOD_3B_RPM,FAN_MOD_4B_RPM,FAN_MOD_5B_RPM,FAN_MOD_6B_RPM,Watts,InputDCPwr,AllPwrExtBd,ProcPwrUnc,ProcPwr,disk_read_kbytes,disk_write_kbytes
10,20422628,13738551,0.20422628,0.13738551,56,59,38,31,36,28,16,40,29,30,42,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1815,1452,1089,54.45,54.45,8.9,9.8
20,13602543,9062401,0.13602543,0.09062401,56,59,39,31,36,28,16,40,29,30,42,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1389,1111.2,833.4,41.67,41.67,0,0
30,11240970,8573689,0.1124097,0.08573689,56,57,39,31,36,28,16,40,29,30,42,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1393,1114.4,835.8,41.79,41.79,0,0
40,10317085,6739115,0.10317085,0.06739115,53,59,39,31,36,28,16,40,29,30,42,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1399,1119.2,839.4,41.97,41.97,0,26.9
50,25133120,17571399,0.2513312,0.17571399,54,59,39,31,36,28,16,40,29,30,42,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1393,1114.4,835.8,41.79,41.79,0,0
60,19541886,14206013,0.19541886,0.14206013,56,57,39,31,36,28,16,40,29,30,42,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1640,1312,984,49.2,49.2,0,0
70,10801760,7491747,0.1080176,0.07491747,55,57,39,31,36,28,16,40,29,30,42,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1394,1115.2,836.4,41.82,41.82,0,16.3
80,8452080,5918919,0.0845208,0.05918919,52,59,39,31,36,28,15,40,29,30,42,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1386,1108.8,831.6,41.58,41.58,0,0
90,8443993,6066978,0.08443993,0.06066978,55,57,39,31,37,28,15,40,29,30,42,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1408,1126.4,844.8,42.24,42.24,0,0
100,10712351,8262390,0.10712351,0.0826239,51,59,38,31,37,28,15,40,29,30,42,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1403,1122.4,841.8,42.09,42.09,0,17.8
110,7401589,5433593,0.07401589,0.05433593,56,56,39,31,37,28,15,40,29,30,42,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1823,1458.4,1093.8,54.69,54.69,0,0
120,15733050,12257787,0.1573305,0.12257787,56,57,39,31,37,28,15,40,29,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1379,1103.2,827.4,41.37,41.37,0,0
130,12091811,10249118,0.12091811,0.10249118,56,56,39,31,36,28,15,40,29,31,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1374,1099.2,824.4,41.22,41.22,0,18.8
140,16821924,12977967,0.16821924,0.12977967,56,56,39,30,37,28,15,40,29,31,42,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1489,1191.2,893.4,44.67,44.67,0,0
150,15063957,11462309,0.15063957,0.11462309,56,56,39,31,36,28,15,40,29,31,42,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1499,1199.2,899.4,44.97,44.97,0,0
160,17310706,12262656,0.17310706,0.12262656,57,56,39,30,36,28,15,40,29,31,42,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1376,1100.8,825.6,41.28,41.28,0,19.9
170,18303122,13271161,0.18303122,0.13271161,52,59,39,30,36,28,15,40,29,31,43,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1731,1384.8,1038.6,51.93,51.93,0,0
180,14595625,10197704,0.14595625,0.10197704,56,59,38,30,36,27,15,40,29,31,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1382,1105.6,829.2,41.46,41.46,0,0
