Time Temp Temp Temp Ambient_Temp Temp Ambient_Temp Ambient_Temp Planar_Temp IOH_THERMTRIP CPU_Temp_Interf Temp Temp Temp FAN_MOD_1A_RPM FAN_MOD_2A_RPM FAN_MOD_3A_RPM FAN_MOD_4A_RPM FAN_MOD_5A_RPM FAN_MOD_6A_RPM FAN_MOD_1B_RPM FAN_MOD_2B_RPM FAN_MOD_3B_RPM FAN_MOD_4B_RPM FAN_MOD_5B_RPM FAN_MOD_6B_RPM Fan_Redundancy et
0 -56 -59 38 31 36 28 16 40 5Dh 76h 29 30 42 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
10 -56 -59 39 31 36 28 16 40 5Dh 76h 29 30 42 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
20 -56 -57 39 31 36 28 16 40 5Dh 76h 29 30 42 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 9
30 -53 -59 39 31 36 28 16 40 5Dh 76h 29 30 42 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 4
40 -54 -59 39 31 36 28 16 40 5Dh 76h 29 30 42 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
50 -56 -57 39 31 36 28 16 40 5Dh 76h 29 30 42 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
60 -55 -57 39 31 36 28 16 40 5Dh 76h 29 30 42 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
70 -52 -59 39 31 36 28 15 40 5Dh 76h 29 30 42 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
80 -55 -57 39 31 37 28 15 40 5Dh 76h 29 30 42 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 9
90 -51 -59 38 31 37 28 15 40 5Dh 76h 29 30 42 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 10
100 -56 -56 39 31 37 28 15 40 5Dh 76h 29 30 42 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
110 -56 -57 39 31 37 28 15 40 5Dh 76h 29 30 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
120 -56 -56 39 31 36 28 15 40 5Dh 76h 29 31 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 10
130 -56 -56 39 30 37 28 15 40 5Dh 76h 29 31 42 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 10
140 -56 -56 39 31 36 28 15 40 5Dh 76h 29 31 42 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
150 -57 -56 39 30 36 28 15 40 5Dh 76h 29 31 42 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 10
160 -52 -59 39 30 36 28 15 40 5Dh 76h 29 31 43 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
170 -56 -59 38 30 36 27 15 40 5Dh 76h 29 31 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
180 -57 -56 39 30 36 28 15 40 5Dh 76h 29 31 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 9
190 -55 -56 38 30 36 28 15 40 5Dh 76h 29 31 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
200 -56 -59 38 30 36 28 15 40 5Dh 76h 29 31 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 4
210 -56 -59 38 30 36 28 15 40 5Dh 76h 29 30 43 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 10
220 -52 -59 38 30 36 28 15 40 5Dh 76h 29 30 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
230 -55 -59 38 30 36 28 15 40 5Dh 76h 29 30 43 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 4
240 -56 -59 38 30 36 28 15 40 5Dh 76h 29 30 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 10
250 -52 -59 39 30 36 28 15 39 5Dh 76h 29 30 43 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
260 -56 -59 39 30 36 28 15 39 5Dh 76h 29 30 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
270 -56 -59 38 30 36 28 15 39 5Dh 76h 29 30 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
280 -57 -57 38 30 36 28 15 39 5Dh 76h 29 31 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
290 -57 -57 38 30 36 28 15 39 5Dh 76h 28 31 43 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
300 -54 -57 38 30 36 28 15 39 5Dh 76h 28 31 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
310 -50 -59 39 30 36 27 15 39 5Dh 76h 29 31 43 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 3
320 -49 -59 39 30 37 28 15 39 5Dh 76h 30 30 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
330 -48 -60 39 30 37 27 15 39 5Dh 76h 31 30 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
340 -48 -59 39 30 37 27 15 39 5Dh 76h 32 30 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
350 -49 -58 39 30 37 28 15 39 5Dh 76h 32 30 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
360 -49 -59 39 31 37 27 15 39 5Dh 76h 33 30 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
370 -48 -57 40 31 37 28 15 39 5Dh 76h 34 30 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 10
380 -47 -59 40 31 37 28 15 39 5Dh 76h 34 30 43 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
390 -49 -59 40 31 37 28 15 39 5Dh 76h 34 30 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 5
400 -47 -59 40 31 37 28 15 39 5Dh 76h 35 30 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
410 -48 -59 40 31 37 27 15 39 5Dh 76h 35 30 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
420 -47 -59 40 32 37 27 14 39 5Dh 76h 36 30 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 5
430 -47 -60 40 32 37 28 14 39 5Dh 76h 36 30 43 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
440 -47 -60 40 32 37 28 14 39 5Dh 76h 36 30 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
450 -46 -60 40 32 37 28 14 39 5Dh 76h 37 30 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
460 -46 -59 40 32 37 28 14 39 5Dh 76h 37 30 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
470 -46 -59 40 32 37 28 14 39 5Dh 76h 37 30 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
480 -45 -60 40 33 37 28 14 39 5Dh 76h 37 30 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 4
490 -46 -60 40 33 37 28 14 39 5Dh 76h 38 30 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
500 -45 -60 40 33 37 28 14 39 5Dh 76h 38 30 43 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
510 -44 -60 40 33 37 28 14 39 5Dh 76h 38 30 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
520 -44 -60 41 33 37 28 14 39 5Dh 76h 38 29 43 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
530 -44 -60 40 33 38 28 14 39 5Dh 76h 38 29 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
540 -43 -60 41 33 37 28 14 39 5Dh 76h 39 29 43 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 5
550 -45 -57 41 33 37 28 14 39 5Dh 76h 39 29 43 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
560 -44 -60 41 33 37 28 14 40 5Dh 76h 39 30 43 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
570 -43 -60 41 33 37 28 14 40 5Dh 76h 39 29 43 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 5
580 -43 -60 41 33 37 28 14 40 5Dh 76h 39 29 43 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
590 -44 -60 41 33 37 28 14 40 5Dh 76h 39 29 42 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 3
600 -44 -59 41 33 37 28 14 40 5Dh 76h 39 29 42 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
610 -44 -60 41 33 37 28 14 40 5Dh 76h 39 29 43 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 5
620 -43 -60 41 33 37 28 14 40 5Dh 76h 40 29 43 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 9
630 -45 -58 41 34 38 28 14 40 5Dh 76h 40 29 42 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
640 -45 -59 41 34 37 28 14 40 5Dh 76h 40 29 42 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
650 -42 -60 41 34 37 28 14 40 5Dh 76h 40 29 42 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
