time,cpu,FSB,L2miss
2,1,18643790,
4,0,,17509
4,1,,6624
6,1,8904008,
8,0,,470453
10,0,208092,
12,0,,675943
12,1,,581977
14,0,1069540,
16,0,,297062
16,1,,269389
18,0,10150608,
20,0,,57442
22,0,17652732,
24,0,,82775
26,1,2965310,
28,0,,676897
30,0,551830,
32,0,,558197
34,0,182120,
36,0,,242260
38,0,9595584,
40,0,,9651
42,0,15126444,
42,1,15140282,
44,0,,141657
46,0,8186156,
46,1,8205766,
48,1,,399980
50,0,1433814,
52,1,,793943
54,1,1088178,
56,0,,69783
58,1,15402506,
60,1,,21269
62,0,18009758,
64,0,,18870
66,1,8689872,
68,0,,388975
70,1,185422,
72,0,,523321
72,1,,424843
74,0,4744420,
76,1,,231013
76,0,,330727
78,1,10209882,
80,0,,52825
82,1,17893528,
84,1,,4429
84,0,,77356
86,0,2837977,
88,0,,482959
90,1,926964,
92,0,,701894
94,0,185338,
96,0,,245357
98,0,9674444,
100,0,,10142
102,0,11571590,
102,1,11585778,
104,0,,177982
106,0,8072804,
106,1,8092369,
108,0,,364346
110,0,1224164,
112,0,,731343
114,1,970076,
116,0,,65148
118,0,15518194,
120,1,,35105
122,0,18091612,
124,0,,17088
126,1,8682520,
128,0,,378927
130,0,185714,
132,0,,271043
132,1,,415202
134,0,8005258,
136,0,,235824
138,1,10340716,
140,1,,32462
142,1,18281304,
144,1,,64864
146,0,2690288,
148,0,,533672
150,1,598622,
152,1,,752517
154,0,200182,
156,0,,259592
158,0,9917636,
160,1,,8066
162,1,9028612,
162,0,9058854,
164,0,,371146
166,0,5645260,
166,1,5659240,
168,1,,626400
170,0,1183874,
172,0,,656745
174,1,838828,
176,1,,81206
178,0,15871320,
180,0,,27294
182,1,4450156,
184,0,,588935
186,0,1626178,
188,0,,599867
190,1,239904,
192,1,,277816
194,0,9545548,
196,1,,32146
198,0,17201005,
198,1,17214578,
200,1,,25719
202,1,9386966,
202,0,9391774,
204,0,,414219
206,1,2516974,
208,0,,671200
210,1,534466,
212,0,,97957
212,1,,58387
214,0,15429878,
216,0,,36772
216,1,,57360
218,0,17310984,
220,1,,20841
222,1,8783918,
224,0,,469771
226,0,1054724,
228,0,,589825
228,1,,602072
230,1,1604724,
232,0,,359936
234,1,10767368,
234,0,10768223,
236,1,,60543
238,0,16023136,
240,1,,19292
242,1,2998708,
244,0,,589724
246,1,1212314,
248,0,,615071
250,1,249082,
252,1,,222084
254,0,9707670,
256,0,,47585
258,0,15397606,
258,1,15422939,
260,0,,93018
262,0,9268130,
264,0,,341257
266,1,2442976,
266,0,2467800,
268,0,,575931
270,1,586260,
272,0,,102483
274,1,15538806,
276,0,,66831
278,0,17302146,
280,0,,8564
282,0,8690436,
284,0,,460416
286,0,1031162,
288,0,,602233
288,1,,434516
290,0,3446615,
292,1,,353345
294,1,10545312,
296,0,,96645
296,1,,64356
298,1,16111254,
300,1,,48779
302,0,2862139,
304,0,,588809
306,1,1172472,
306,0,1174218,
308,0,,551224
310,0,267634,
312,1,,322294
314,0,9678770,
316,1,,35814
318,0,12343204,
320,0,,243746
322,0,9219178,
324,0,,433640
326,1,2242774,
328,0,,578437
330,1,541476,
332,0,,60794
334,0,15795364,
336,0,,36963
338,0,17396594,
340,0,,9571
342,1,8597188,
344,0,,448191
346,0,1007138,
348,0,,272287
350,1,9853924,
352,0,,170235
352,1,,377260
354,0,11972886,
356,0,,99886
356,1,,60397
358,0,16322784,
360,1,,18279
362,0,2723514,
364,0,,552762
366,1,1275986,
368,0,,574822
368,1,,715715
370,1,256217,
372,1,,341597
374,0,9991846,
376,1,,34544
378,0,8090228,
380,0,,329953
382,1,2183720,
384,1,,736934
386,0,1836672,
388,1,,317225
388,0,,196724
390,1,10608904,
392,1,,79144
392,0,,74309
394,0,16039484,
396,0,,53465
396,1,,33742
398,0,2066106,
400,1,,767180
402,0,1063758,
402,1,1067876,
404,0,,604821
406,0,1281546,
408,1,,241770
410,0,10508098,
412,1,,123458
414,0,10779780,
414,1,10795020,
416,0,,261051
418,0,7130060,
418,1,7151048,
420,0,,1053827
420,1,,751719
422,1,6849676,
422,0,6862894,
424,0,,910348
424,1,,834883
426,0,5933118,
428,0,,413935
428,1,,211955
430,1,24595076,
432,1,,125533
432,0,,424472
434,0,12155280,
436,0,,1312724
438,1,1173972,
438,0,1175568,
440,1,,810450
442,1,2548212,
444,0,,297149
446,0,10813382,
448,0,,16157
450,1,13736047,
450,0,13792792,
452,1,,240411
454,1,7238788,
456,1,,486493
458,1,1446666,
460,0,,722051
462,0,1071430,
464,0,,33988
466,1,16808768,
468,0,,15834
470,1,18416190,
472,0,,34449
474,0,7770344,
476,1,,398992
478,0,167762,
480,0,,398364
480,1,,413342
482,0,7816874,
484,1,,275207
486,0,11816552,
488,0,,44558
490,0,16578078,
492,0,,39466
494,1,1790298,
494,0,1815114,
496,1,,422836
496,0,,802918
498,0,1045516,
500,1,,658963
502,0,2103245,
504,0,,215841
506,0,10142574,
508,0,,32252
510,0,9870756,
512,1,,466890
514,0,6304642,
514,1,6321214,
516,0,,413671
518,0,2045036,
520,0,,674634
522,1,1099108,
524,1,,30412
526,0,16167614,
528,1,,34207
530,0,18560076,
532,0,,31044
534,0,7676208,
536,1,,332062
538,0,1020732,
540,1,,260905
542,1,10704414,
544,1,,209675
546,0,13189332,
548,0,,78271
548,1,,87131
550,1,16782380,
552,0,,30908
554,1,1616666,
556,0,,622366
558,0,976776,
560,0,,70894
562,0,16155430,
564,0,,4710
564,1,,23060
566,0,17634894,
568,0,,42484
570,1,8476730,
570,0,8495830,
572,1,,489757
574,0,110818,
576,1,,650202
578,0,2122148,
580,0,,325868
580,1,,191368
582,1,11226086,
584,0,,32476
586,0,16378258,
588,0,,41649
590,1,3230032,
592,1,,693611
594,0,157966,
596,0,,701258
598,0,982826,
600,0,,344531
602,0,11860088,
604,1,,7844
606,0,12939187,
608,0,,259124
610,1,7365370,
610,0,7382172,
612,1,,445537
614,0,1298476,
614,1,1320742,
616,1,,614203
618,1,990984,
620,0,,119738
622,0,17498892,
624,0,,17178
626,0,17716126,
628,1,,48132
630,0,8157250,
632,0,,375317
634,0,133392,
636,0,,306360
638,0,9318328,
640,1,,190739
640,0,,280397
642,0,12193510,
644,1,,44035
646,0,16611718,
648,0,,53311
650,1,2930406,
652,0,,560764
654,0,189116,
656,0,,645490
656,1,,665155
658,0,986476,
660,0,,251055
662,1,11120626,
664,0,,6940
666,0,8186830,
668,1,,386286
670,0,225190,
670,1,223134,
672,1,,768507
674,0,194416,
676,0,,199732
678,1,11315136,
680,0,,62506
682,0,17565172,
682,1,17566016,
684,1,,10946
686,1,2886964,
688,0,,553260
690,1,616858,
692,0,,602171
694,1,170374,
696,1,,222000
698,0,10564530,
700,0,,10352
702,0,17448240,
704,0,,68923
706,0,7425884,
708,0,,464395
710,0,2656630,
712,0,,857692
714,1,132154,
716,0,,71654
718,1,16657354,
720,0,,29196
722,0,18534138,
724,0,,17301
726,0,8181144,
728,0,,307253
730,1,229642,
732,1,,517262
732,0,,516657
734,0,4233384,
736,0,,229631
736,1,,296536
738,0,11755634,
740,0,,133605
742,1,17553596,
744,0,,6516
746,0,2066572,
748,0,,599675
750,0,606599,
752,0,,612956
754,1,178902,
756,0,,320646
758,0,10731688,
760,0,,10673
762,1,12076080,
764,0,,361908
766,0,7288318,
766,1,7304360,
768,1,,518146
770,1,2541426,
770,0,2573210,
772,1,,825013
774,1,208514,
776,0,,41813
778,0,17064396,
780,1,,28779
782,1,18454272,
784,0,,17584
786,1,7810080,
786,0,7829524,
788,0,,523310
790,1,239060,
790,0,230150,
792,0,,364624
794,0,8372242,
796,0,,242283
798,0,12589534,
800,0,,130007
802,1,17713298,
804,0,,7991
806,0,1823064,
808,0,,607563
810,0,611676,
812,0,,623248
814,0,185326,
816,0,,255317
818,0,10997520,
820,0,,7442
822,0,8928588,
824,0,,353599
826,0,4343702,
828,0,,657751
830,1,2315100,
832,1,,749394
832,0,,571797
834,0,174386,
836,0,,204420
838,0,10633675,
840,1,,30281
842,0,18466723,
842,1,18490308,
844,0,,8275
846,0,7555902,
846,1,7568322,
848,1,,381751
850,1,1558910,
852,0,,646087
854,0,225832,
856,0,,39722
858,1,17195572,
860,1,,15457
862,1,18648374,
864,0,,4910
866,1,8034776,
866,0,8059504,
868,1,,437682
870,0,637268,
872,0,,452443
872,1,,702512
874,1,2772554,
876,0,,260539
878,0,11312442,
880,1,,37319
882,0,17378658,
884,1,,16120
886,0,2084240,
888,1,,717586
890,1,1426166,
890,0,1428266,
892,0,,577548
894,0,212162,
896,1,,309210
898,0,10875794,
900,0,,26977
902,1,14018514,
902,0,14035068,
904,1,,217577
906,1,7504992,
908,0,,409465
910,0,1407322,
912,0,,599332
914,0,196292,
916,1,,33808
918,1,17494008,
920,1,,8434
922,0,18502562,
924,0,,17199
926,1,7940766,
928,0,,380426
930,0,658496,
932,0,,403492
932,1,,428499
934,0,6609594,
936,1,,243816
938,0,11510736,
940,0,,38219
942,1,17400814,
944,0,,3369
946,1,1880988,
948,0,,731893
950,0,1516910,
952,1,,656524
952,0,,712999
954,0,194658,
956,1,,283352
958,1,11019512,
960,0,,41536
962,1,9723922,
964,1,,422472
966,0,6309576,
966,1,6320616,
968,0,,440644
970,1,1298900,
972,0,,514182
974,0,184702,
976,0,,34761
978,1,17789264,
980,1,,8922
982,0,18468776,
982,1,18486438,
984,1,,4483
986,1,7781484,
988,0,,519012
990,1,870132,
992,0,,354428
994,0,9829260,
996,1,,34513
998,0,18510240,
1000,1,,26763
