time ,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1, HT0, HT1, HT2, c1c2missC0,c1c2missC1,c1c2missC2,c1c2missC3,HT0Scaled,HT1Scaled,HT2Scaled,cmiss_core0_scaled,cmiss_core1_scaled,cmiss_core2_scaled,cmiss_core3_scaled,Watts,Amps,InputDCPwr,AllPwrExtBd,ProcPwrUnc,ProcPwr,disk_read_count,disk_write_count,disk_read_kbytes,disk_write_kbytes,disk_read_bytes,disk_write_bytes
490,46,49,35,46,3645.6,3645.6,9656,9372,8.49E+05,6.18E+07,50362997,3.80E+05,2.13E+05,11502037,9668600,0.8489235,61.75868,50.362997,3.803445,2.129845,115.02037,96.686,2048,1140,1638.4,1228.8,61.44,67.584,0,0,0,0,0,0
495,46,49,35,46,3645.6,3645.6,9656,9656,8.49E+05,1.43E+08,50362997,3.80E+05,2.13E+05,3.63E+06,8.87E+06,0.8489235,143.4439,50.362997,3.803445,2.129845,36.27014,88.74412,2021,1141,1616.8,1212.6,60.63,66.693,0,12.6,0,122.5,0,122500
500,46,50,35,46,3645.6,3645.6,9372,9656,1513094,1.43E+08,7.85E+07,1927706,4343790,3.63E+06,8.87E+06,1.513094,143.4439,78.52621,19.27706,43.4379,36.27014,88.74412,2043,1140,1634.4,1225.8,61.29,67.419,0,0,0,0,0,0
505,46,49,35,46,3567.2,3645.6,9656,9656,1531777,1.43E+08,72919538,7256631,2.30E+06,3.63E+06,8.87E+06,1.531777,143.4439,72.919538,72.56631,23.01332,36.27014,88.74412,2005,1141,1604,1203,60.15,66.165,0,0,0,0,0,0
510,45,51,35,46,3645.6,3645.6,9656,9656,5.10E+05,3.38E+07,1.79E+07,7256631,3.37E+06,1.72E+05,1.69E+05,0.5097287,33.80538,17.89432,72.56631,33.69716,1.721173,1.688597,1999,1139,1599.2,1199.4,59.97,65.967,0,0,0,0,0,0
515,44,52,35,46,3645.6,3645.6,9656,9656,5.10E+05,36654598,1.79E+07,7256631,3.37E+06,1.72E+05,350708,0.5097287,36.654598,17.89432,72.56631,33.69716,1.721173,3.50708,2005,1139,1604,1203,60.15,66.165,0,0,0,0,0,0
520,44,52,35,46,3724,3645.6,9656,9656,1.25E+05,2.19E+07,1.45E+07,3438466,3.37E+06,65847,75534,0.1253493,21.89309,14.47286,34.38466,33.69716,0.65847,0.75534,2097,1141,1677.6,1258.2,62.91,69.201,0,0,0,0,0,0
525,44,52,35,46,3645.6,3645.6,9656,9656,7.57E+05,24285144,2.65E+07,5339266,3.37E+06,65847,237854,0.7569245,24.285144,26.53499,53.39266,33.69716,0.65847,2.37854,2001,1141,1600.8,1200.6,60.03,66.033,0,12.4,0,102.7,0,102700
530,44,52,35,46,3645.6,3645.6,9656,9656,1523515,24285144,6.58E+07,7.99E+06,1525268,65847,237854,1.523515,24.285144,65.81926,79.92512,15.25268,0.65847,2.37854,2008,1142,1606.4,1204.8,60.24,66.264,0,0,0,0,0,0
535,44,51,35,47,3645.6,3645.6,9656,9656,747518,2.76E+07,2.82E+07,6.08E+06,1525268,65847,2.48E+05,0.747518,27.60871,28.17981,60.8293,15.25268,0.65847,2.478445,2001,1140,1600.8,1200.6,60.03,66.033,0,0,0,0,0,0
540,44,52,35,47,3567.2,3645.6,9656,9656,763892,27281626,3.02E+07,6465900,1525268,2.43E+05,2.48E+05,0.763892,27.281626,30.19344,64.659,15.25268,2.429205,2.478445,2029,1140,1623.2,1217.4,60.87,66.957,0,0,0,0,0,0
545,44,52,35,47,3567.2,3645.6,9372,9656,1521799,27281626,4.68E+07,6.17E+05,8.97E+06,2.43E+05,2.48E+05,1.521799,27.281626,46.75658,6.173245,89.73136,2.429205,2.478445,2002,1139,1601.6,1201.2,60.06,66.066,0,0,0,0,0,0
550,44,53,35,47,3645.6,3645.6,9656,9656,1659379,27281626,46015199,4.47E+06,2008212,2.43E+05,2.48E+05,1.659379,27.281626,46.015199,44.6833,20.08212,2.429205,2.478445,2007,1141,1605.6,1204.2,60.21,66.231,0,0,0,0,0,0
555,43,53,35,47,3645.6,3645.6,9656,9656,1492107,27281626,46827952,4.29E+06,2103945,2.43E+05,2.48E+05,1.492107,27.281626,46.827952,42.92464,21.03945,2.429205,2.478445,2009,1141,1607.2,1205.4,60.27,66.297,0,13.8,0,99.2,0,99200
560,43,52,35,47,3645.6,3567.2,9656,9656,1.02E+06,1.50E+07,3.76E+07,5.39E+06,2303266,2.43E+05,432120,1.020537,15.00981,37.58449,53.87266,23.03266,2.429205,4.3212,2006,1140,1604.8,1203.6,60.18,66.198,0,0,0,0,0,0
565,43,53,35,47,3645.6,3645.6,9656,9656,3.30E+05,3.63E+07,20003638,5.27E+06,2303266,1.06E+05,1.09E+05,0.3303417,36.27477,20.003638,52.73686,23.03266,1.061003,1.092423,2005,1141,1604,1203,60.15,66.165,0,0,0,0,0,0
570,43,52,35,47,3645.6,3645.6,9656,9656,3.71E+05,2.19E+07,2.43E+07,2.92E+06,2303266,139919,1.09E+05,0.3714985,21.91547,24.33454,29.21728,23.03266,1.39919,1.092423,2152,1140,1721.6,1291.2,64.56,71.016,0,0,0,0,0,0
575,43,53,35,47,3645.6,3645.6,9656,9372,1513169,2.19E+07,50375613,6032836,2.22E+06,139919,1.09E+05,1.513169,21.91547,50.375613,60.32836,22.2096,1.39919,1.092423,2006,1140,1604.8,1203.6,60.18,66.198,0,0,0,0,0,0
580,43,53,35,47,3724,3645.6,9656,9656,1677009,2.19E+07,5.41E+07,7.73E+06,2.60E+06,139919,1.09E+05,1.677009,21.91547,54.07367,77.31992,25.98206,1.39919,1.092423,2004,1140,1603.2,1202.4,60.12,66.132,0,0,0,0,0,0
585,43,53,35,47,3645.6,3645.6,9656,9656,1.02E+06,1.48E+07,3.29E+07,2384412,2909880,161965,1.09E+05,1.017379,14.83865,32.91044,23.84412,29.0988,1.61965,1.092423,2034,1140,1627.2,1220.4,61.02,67.122,0,14.6,0,98,0,98000
590,43,53,35,47,3645.6,3645.6,9656,9656,1507847,1.48E+07,6.85E+07,9.21E+06,331917,161965,1.09E+05,1.507847,14.83865,68.54297,92.12348,3.31917,1.61965,1.092423,2024,1138,1619.2,1214.4,60.72,66.792,0,0,0,0,0,0
595,43,53,35,47,3645.6,3645.6,9656,9656,7.63E+05,2.94E+07,28845377,9.21E+06,502348,161965,7.82E+05,0.7630625,29.3985,28.845377,92.12348,5.02348,1.61965,7.817345,2006,1140,1604.8,1203.6,60.18,66.198,0,0,0,0,0,0
600,43,52,35,47,3645.6,3645.6,9656,9656,7.63E+05,52945112,28845377,9.21E+06,502348,2072491,4.65E+06,0.7630625,52.945112,28.845377,92.12348,5.02348,20.72491,46.47718,2023,1142,1618.4,1213.8,60.69,66.759,0,0,0,0,0,0
605,43,53,35,47,3645.6,3645.6,9656,9656,749219,18749271,1.79E+07,9.21E+06,1.84E+05,3.66E+06,4.65E+06,0.749219,18.749271,17.86322,92.12348,1.839875,36.56608,46.47718,2027,1142,1621.6,1216.2,60.81,66.891,0,0,0,0,0,0
610,43,53,35,47,3645.6,3645.6,9372,9656,749219,4.52E+07,1.79E+07,9.21E+06,1.84E+05,5850862,4.78E+06,0.749219,45.17894,17.86322,92.12348,1.839875,58.50862,47.84954,2021,1140,1616.8,1212.6,60.63,66.693,0,0,0,0,0,0
615,43,53,35,47,3645.6,3645.6,9656,9656,2.11E+05,2.66E+07,1.19E+07,1.52E+05,1.84E+05,5.89E+06,2.75E+04,0.2113857,26.61367,11.89231,1.519697,1.839875,58.92123,0.2745533,2027,1141,1621.6,1216.2,60.81,66.891,0,21.2,0,252.4,0,252400
620,43,53,35,47,3645.6,3645.6,9656,9656,2.11E+05,4.28E+07,1.19E+07,1.52E+05,1.84E+05,4.34E+06,1857152,0.2113857,42.83249,11.89231,1.519697,1.839875,43.4361,18.57152,2060,1140,1648,1236,61.8,67.98,0,0,0,0,0,0
625,43,53,35,47,3645.6,3645.6,9656,9656,2.11E+05,5.45E+07,1.19E+07,1.52E+05,1.84E+05,9.68E+05,5.28E+06,0.2113857,54.47716,11.89231,1.519697,1.839875,9.676005,52.75826,2024,1141,1619.2,1214.4,60.72,66.792,0,0,0,0,0,0
630,43,51,35,47,3645.6,3567.2,9656,9656,758144,22291576,17741790,466235,1.84E+05,9.68E+05,3546502,0.758144,22.291576,17.74179,4.66235,1.839875,9.676005,35.46502,2022,1141,1617.6,1213.2,60.66,66.726,0,0,0,0,0,0
635,43,52,35,47,3645.6,3645.6,9656,9372,7.55E+05,22149220,19675840,407569,1.84E+05,9.68E+05,4862938,0.7551795,22.14922,19.67584,4.07569,1.839875,9.676005,48.62938,2024,1142,1619.2,1214.4,60.72,66.792,0,0,0,0,0,0
640,43,51,35,47,3645.6,3645.6,9656,9656,8.33E+05,20577067,1.97E+07,3.64E+05,1.84E+05,5292022,4862938,0.8327875,20.577067,19.72766,3.642605,1.839875,52.92022,48.62938,2022,1142,1617.6,1213.2,60.66,66.726,0,0,0,0,0,0
645,43,51,35,47,3645.6,3645.6,9656,9656,1011656,1.28E+07,2.05E+07,2.12E+05,2.56E+05,1.56E+06,4862938,1.011656,12.84463,20.45828,2.117387,2.558057,15.57375,48.62938,2030,1141,1624,1218,60.9,66.99,0,14.2,0,99.9,0,99900
650,43,50,35,47,3724,3645.6,9372,9656,1011656,34544250,2.05E+07,2.12E+05,2.56E+05,3.23E+06,2012898,1.011656,34.54425,20.45828,2.117387,2.558057,32.31508,20.12898,2025,1142,1620,1215,60.75,66.825,0,0,0,0,0,0
655,43,50,35,47,3645.6,3645.6,9656,9656,1.00E+06,2.90E+07,5.24E+07,6.18E+05,1.17E+05,3.23E+06,8.00E+05,1.004724,28.95984,52.39138,6.176303,1.168057,32.31508,8.004277,2022,1142,1617.6,1213.2,60.66,66.726,0,0,0,0,0,0
660,43,50,35,47,3645.6,3645.6,9656,9656,1.00E+06,50887363,5.24E+07,6.18E+05,1.17E+05,3.23E+06,684774,1.004724,50.887363,52.39138,6.176303,1.168057,32.31508,6.84774,2025,1141,1620,1215,60.75,66.825,0,0,0,0,0,0
665,43,50,35,46,3645.6,3567.2,9656,9656,1.00E+06,27780739,5.24E+07,6.18E+05,1.17E+05,5.77E+06,2.81E+06,1.004724,27.780739,52.39138,6.176303,1.168057,57.67492,28.07818,2071,1140,1656.8,1242.6,62.13,68.343,0,0,0,0,0,0
670,43,50,35,46,3645.6,3645.6,9372,9656,840836,2.03E+07,1.88E+07,3.46E+05,1.17E+05,4.18E+06,2.81E+06,0.840836,20.2886,18.75488,3.458745,1.168057,41.8356,28.07818,2027,1142,1621.6,1216.2,60.81,66.891,0,0,0,0,0,0
675,43,50,35,46,3645.6,3645.6,9656,9656,756721,37460493,34127566,589587,1.17E+05,5244614,2.81E+06,0.756721,37.460493,34.127566,5.89587,1.168057,52.44614,28.07818,2026,1142,1620.8,1215.6,60.78,66.858,0,15.2,0,101.3,0,101300
680,43,49,34,47,3645.6,3645.6,9656,9656,7.61E+05,2.30E+07,22370923,3.93E+05,1.17E+05,5829065,2.81E+06,0.7610115,22.95729,22.370923,3.926965,1.168057,58.29065,28.07818,2022,1141,1617.6,1213.2,60.66,66.726,0,0,0,0,0,0
685,43,49,34,46,3567.2,3645.6,9656,9656,749966,2.81E+07,2.32E+07,3.35E+05,1.17E+05,5829065,6.74E+06,0.749966,28.06866,23.1902,3.351385,1.168057,58.29065,67.37894,2048,1142,1638.4,1228.8,61.44,67.584,0,0,0,0,0,0
690,43,49,34,46,3645.6,3645.6,9656,9372,755560,3.04E+07,27462763,3.35E+05,3.04E+05,8.85E+06,6.74E+06,0.75556,30.41479,27.462763,3.351385,3.039015,88.48682,67.37894,2023,1142,1618.4,1213.8,60.69,66.759,0,0,0,0,0,0
695,43,49,34,46,3645.6,3645.6,9656,9656,755560,52450498,27462763,3.35E+05,3.04E+05,8.00E+05,10419089,0.75556,52.450498,27.462763,3.351385,3.039015,8.001765,104.19089,2022,1141,1617.6,1213.2,60.66,66.726,0,0,0,0,0,0
700,43,49,34,46,3645.6,3645.6,9656,9656,8.33E+05,27733580,2.79E+07,365249,3.04E+05,8.00E+05,4136597,0.8333215,27.73358,27.93427,3.65249,3.039015,8.001765,41.36597,2029,1141,1623.2,1217.4,60.87,66.957,0,0,0,0,0,0
705,43,49,34,46,3645.6,3567.2,9656,9656,5.05E+05,32300573,1.42E+07,2.22E+05,3.04E+05,1.92E+06,1995501,0.5052613,32.300573,14.15147,2.224883,3.039015,19.20557,19.95501,2030,1142,1624,1218,60.9,66.99,0,14.6,0,102.7,0,102700
710,42,49,34,46,3645.6,3645.6,9656,9656,5.05E+05,5.06E+07,1.42E+07,2.22E+05,3.04E+05,3.97E+06,7150974,0.5052613,50.60192,14.15147,2.224883,3.039015,39.66486,71.50974,2027,1142,1621.6,1216.2,60.81,66.891,0,0,0,0,0,0
715,43,49,34,46,3724,3645.6,9656,9656,5.05E+05,33460555,1.42E+07,2.22E+05,3.04E+05,3.97E+06,4788616,0.5052613,33.460555,14.15147,2.224883,3.039015,39.66486,47.88616,2226,1141,1780.8,1335.6,66.78,73.458,0,0,0,0,0,0
720,42,49,34,46,3645.6,3645.6,9656,9656,1.01E+06,1.50E+07,2.47E+07,3.16E+05,227367,3.44E+06,4788616,1.014378,15.01346,24.71763,3.160927,2.27367,34.3717,47.88616,2023,1143,1618.4,1213.8,60.69,66.759,0,0,0,0,0,0
725,42,49,34,46,3645.6,3645.6,9372,9656,7.60E+05,2.14E+07,2.29E+07,3.40E+05,227367,6.96E+06,4788616,0.7597985,21.3996,22.94234,3.399825,2.27367,69.55222,47.88616,2052,1143,1641.6,1231.2,61.56,67.716,0,0,0,0,0,0
730,43,48,34,46,3645.6,3567.2,9940,9656,1668226,2.14E+07,44683963,655783,227367,6.96E+06,4788616,1.668226,21.3996,44.683963,6.55783,2.27367,69.55222,47.88616,2031,1142,1624.8,1218.6,60.93,67.023,0,0,0,0,0,0
