 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 8368556 5217212 7 224 0  0  0  0  0  0  0  0  0  373  177   97  1  0 98
 0 0 0 7632580 4468804 161 4002 0 0 0 0  0  0  0  0  0  444 2588  252  1  9 91
 0 0 0 7632436 4468700 14 100 0 0  0  0  0  2  0  0  0  403  803  133  0  2 98
 0 0 0 7632400 4468732 136 3527 0 0 0 0  0  0  0  0  0  377 2079  243  1  7 93
 0 0 0 7632432 4468836 33 486 0 0  0  0  0  0  0  0  0  369  996  112  0  4 96
 0 0 0 7632540 4468776 122 3216 0 0 0 0  0  0  0  0  0  390 1961  225  1  5 94
 0 0 0 7632396 4468692 65 1351 0 0 0  0  0  0  0  0  0  378 1300  145  0  5 94
 0 0 0 7632612 4468772 82 2276 0 0 0  0  0  0  0  0  0  377 1605  197  0  4 96
 0 0 0 7632168 4468632 66 1348 0 0 0  0  0  2  0  0  0  403 1407  181  0  7 93
 0 0 0 7632612 4468820 82 2296 0 0 0  0  0  0  0  0  0  377 1515  190  0  2 98
 0 0 0 7632408 4468840 137 3263 0 0 0 0  0  0  0  0  0  391 2081  229  1  9 91
 0 0 0 7632612 4468760 17 369 0 0  0  0  0  0  0  0  0  378  879   96  0  0 99
 0 0 0 7632384 4468696 148 3654 0 0 0 0  0  0  0  0  0  382 2204  241  1  9 91
 0 0 0 7632612 4468760 0  0  0  0  0  0  0  0  0  0  0  374  735   94  0  0 100
 0 0 0 7632168 4468616 148 3641 0 0 0 0  0  2  0  0  0  447 2239  277  1  9 91
 0 0 0 7632612 4468836 0  0  0  0  0  0  0  0  0  0  0  372  696   91  0  0 100
 0 0 0 7632316 4468732 155 3627 0 0 0 0  0  0  0  0  0  383 2340  290  1  9 91
 0 0 0 7632592 4468740 0  0  0  0  0  0  0  0  0  0  0  371  751   90  0  0 100
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 7632596 4468784 148 3630 0 0 0 0  0  0  0  0  0  391 2192  246  1  9 91
 0 0 0 7632568 4468728 0  1  0  0  0  0  0  0  0  0  0  373  759   95  0  0 100
 0 0 0 7632124 4468584 148 3631 0 0 0 0  0  4  0  0  0  433 2251  312  1  9 91
 0 0 0 7632568 4468828 0  0  0  0  0  0  0  0  0  0  0  366  702   86  0  0 100
 0 0 0 7632120 4468628 157 3626 0 0 0 0  0  0  0  0  0  388 2258  243  1  9 91
 0 0 0 7632568 4468716 0  0  0  0  0  0  0  0  0  0  0  369  767   91  0  0 100
 0 0 0 7632532 4468720 147 3638 0 0 0 0  0  0  0  0  0  386 2219  245  1  9 91
 0 0 0 7632568 4468716 0  0  0  0  0  0  0  0  0  0  0  368  776   91  0  0 100
 0 0 0 7632124 4468592 148 3636 0 0 0 0  0  2  0  0  0  416 2152  281  1  9 91
 0 0 0 7632568 4468852 0  0  0  0  0  0  0  0  0  0  0  353  652   84  0  0 100
 0 0 0 7632120 4468592 158 3641 0 0 0 0  0  0  0  0  0  380 2169  246  1  9 91
 0 0 0 7632568 4468716 0  0  0  0  0  0  0  0  0  0  0  370  661   87  0  0 100
 0 0 0 7632512 4468720 148 3638 0 0 0 0  0  0  0  0  0  373 2157  240  1  9 91
 0 0 0 7632304 4468612 12 99 0  0  0  0  0  0  0  0  0  371  742   97  0  1 99
 0 0 0 7632268 4468584 136 3539 0 0 0 0  0  3  0  0  0  431 2106  305  1  8 92
 0 0 0 7632300 4468716 18 100 0 0  0  0  0  0  0  0  0  375  785   93  0  3 97
 0 0 0 7632268 4468568 140 3545 0 0 0 0  0  0  0  0  0  394 2053  245  1  6 93
 0 0 0 7632512 4468688 65 1349 0 0 0  0  0  0  0  0  0  373 1273  140  0  5 95
 0 0 0 7632372 4468668 82 2291 0 0 0  0  0  0  0  0  0  382 1597  197  0  4 95
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 7632268 4468568 65 1353 0 0 0  0  0  0  0  0  0  380 1327  148  0  6 94
 0 0 0 7632508 4468672 82 2289 0 0 0  0  0  2  0  0  0  393 1548  227  0  3 97
 0 0 0 7632064 4468588 87 1672 0 0 0  0  0  0  0  0  0  373 1473  158  0  7 92
 0 0 0 7632504 4468652 71 1978 0 0 0  0  0  0  0  0  0  375 1497  222  0  1 98
 0 0 0 7632260 4468600 148 3642 0 0 0 0  0  0  0  0  0  389 2193  247  1  9 91
 0 0 0 7632480 4468640 0  1  0  0  0  0  0  0  0  0  0  373  678   87  0  0 100
 0 0 0 7632188 4468488 148 3652 0 0 0 0  0  0  0  0  0  396 2212  247  1  9 91
 0 0 0 7632428 4468592 0  0  0  0  0  0  0  2  0  0  0  385  708  123  0  0 100
 0 0 0 7631984 4468472 157 3655 0 0 0 0  0  0  0  0  0  391 2184  243  1  9 91
 0 0 0 7632428 4468576 0  0  0  0  0  0  0  0  0  0  0  375  713   95  0  0 100
 0 0 0 7632228 4468568 147 3640 0 0 0 0  0  0  0  0  0  393 2215  241  1  9 91
 0 0 0 7632428 4468576 0  0  0  0  0  0  0  0  0  0  0  367  690   91  0  0 100
 0 0 0 7632188 4468488 148 3649 0 0 0 0  0  0  0  0  0  394 2224  253  1  9 91
 0 0 0 7632428 4468592 0  0  0  0  0  0  0  2  0  0  0  396  682  125  0  0 100
 0 0 0 7631984 4468456 156 3649 0 0 0 0  0  0  0  0  0  393 2155  247  1  9 91
 0 0 0 7632428 4468596 0  0  0  0  0  0  0  0  0  0  0  367  664   90  0  0 100
 0 0 0 7632204 4468564 148 3644 0 0 0 0  0  0  0  0  0  392 2160  241  1  9 91
 0 0 0 7632404 4468564 0  0  0  0  0  0  0  0  0  0  0  374  674   97  0  0 100
 0 0 0 7632164 4468464 148 3649 0 0 0 0  0  0  0  0  0  382 2170  248  1  9 91
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 7632384 4468548 0  0  0  0  0  0  0  3  0  0  0  415  675  148  0  0 100
 0 0 0 7631940 4468432 151 3645 0 0 0 0  0  0  0  0  0  546 2159  247  1  9 91
 0 0 0 7632384 4468644 0  0  0  0  0  0  0  0  0  0  0  369  670   92  0  0 100
 0 0 0 7632184 4468552 153 3647 0 0 0 0  0  0  0  0  0  379 2165  246  1  9 91
 0 0 0 7632384 4468532 10 144 0 0  0  0  0  0  0  0  0  370  750   95  0  0 100
 0 0 0 7545740 4388008 318 6111 0 0 0 0  0  0  0  0  0  411 9983  263 23 12 65
 0 0 0 7252264 4089620 14 109 0 0  0  0  0  3  0  0  0  515 2731  136 25  2 73
 0 0 0 7246904 4084476 141 3544 0 0 0 0  0  0  0  0  0  397 2100  242 26  8 66
 0 0 0 7246940 4084604 14 99 0  0  0  0  0  0  0  0  0  351  912  133 25  3 72
 0 0 0 7246880 4084452 144 3548 0 0 0 0  0  0  0  0  0  396 2090  240 26  7 68
 0 0 0 7246912 4084472 42 1052 0 0 0  0  0  0  0  0  0  362 1155  128 25  4 71
 0 0 0 7247084 4084548 111 2592 0 0 0 0  0  0  0  0  0  409 1723  200 25  5 69
 0 0 0 7246880 4084448 66 1354 0 0 0  0  0  2  0  0  0  458 1345  182 25  6 69
 0 0 0 7247120 4084548 89 2291 0 0 0  0  0  0  0  0  0  410 1562  186 25  4 71
 0 0 0 7246676 4084536 70 1353 0 0 0  0  0  0  0  0  0  404 1365  144 25  7 68
 0 0 0 7247120 4084488 89 2298 0 0 0  0  0  0  0  0  0  405 1569  199 25  3 72
 0 0 0 7246672 4084432 70 1548 0 0 0  0  0  0  0  0  0  375 1468  160 25  8 67
 0 0 0 7247120 4084488 82 2098 0 0 0  0  0  0  0  0  0  386 1405  182 25  2 73
 0 0 0 7246672 4084428 104 2558 0 0 0 0  0  2  0  0  0  490 1775  234 26  9 65
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 7247120 4084564 49 1090 0 0 0  0  0  0  0  0  0  396 1055  135 25  1 74
 0 0 0 7246960 4084680 136 3375 0 0 0 0  0  0  0  0  0  420 2050  233 26 10 65
 0 0 0 7247096 4084476 24 271 0 0  0  0  0  0  0  0  0  357  788   93 25  0 74
 0 0 0 7247004 4084592 152 3646 0 0 0 0  0  0  0  0  0  400 2170  239 26 10 64
 0 0 0 7247096 4084464 0  0  0  0  0  0  0  0  0  0  0  380  697   87 25  0 75
 0 0 0 7246860 4084504 154 3653 0 0 0 0  0  2  0  0  0  495 2203  277 26 10 64
 0 0 0 7247096 4084540 0  0  0  0  0  0  0  0  0  0  0  536  675   83 25  0 75
 0 0 0 7246856 4084512 160 3649 0 0 0 0  0  0  0  0  0  419 2210  246 26 10 64
 0 0 0 7247096 4084464 0  0  0  0  0  0  0  0  0  0  0  384  706   83 25  0 75
 0 0 0 7246652 4084408 152 3644 0 0 0 0  0  0  0  0  0  419 2178  244 26 10 65
 0 0 0 7247096 4084464 0  0  0  0  0  0  0  0  0  0  0  366  706   90 25  0 75
 0 0 0 7246652 4084408 152 3654 0 0 0 0  0  2  0  0  0  450 2222  277 26 10 65
 0 0 0 7247096 4084540 0  0  0  0  0  0  0  0  0  0  0  364  687   88 25  0 75
 0 0 0 7246876 4084604 160 3649 0 0 0 0  0  0  0  0  0  422 2311  293 26  9 65
 0 0 0 7247072 4084440 0  1  0  0  0  0  0  0  0  0  0  359  709   94 25  0 75
 0 0 0 7247056 4084588 152 3649 0 0 0 0  0  0  0  0  0  414 2218  257 26  9 65
 0 0 0 7247072 4084440 0  0  0  0  0  0  0  0  0  0  0  382  745   86 25  0 75
 0 0 0 7246832 4084400 152 3653 0 0 0 0  0  2  0  0  0  522 2241  290 26  9 65
 0 0 0 7247072 4084552 0  0  0  0  0  0  0  0  0  0  0  357  684   88 25  0 75
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 7246628 4084440 162 3653 0 0 0 0  0  0  0  0  0  408 2233  246 26  9 65
 0 0 0 7247072 4084440 0  0  0  0  0  0  0  0  0  0  0  371  744   87 25  0 75
 0 0 0 7246624 4084380 153 3657 0 0 0 0  0  0  0  0  0  394 2199  247 26  9 65
 0 0 0 7247072 4084440 0  0  0  0  0  0  0  0  0  0  0  349  691   84 25  0 75
 0 0 0 7246828 4084488 152 3647 0 0 0 0  0  2  0  0  0  450 2159  284 26  9 65
 0 0 0 7247052 4084568 0  1  0  0  0  0  0  0  0  0  0  376  659   84 25  0 75
 0 0 0 7246808 4084428 163 3651 0 0 0 0  0  0  0  0  0  435 2174  247 26  9 65
 0 0 0 7247048 4084416 0  1  0  0  0  0  0  0  0  0  0  353  661   86 25  0 75
 0 0 0 7246604 4084360 152 3655 0 0 0 0  0  0  0  0  0  427 2163  247 26  9 65
 0 0 0 7247048 4084416 0  0  0  0  0  0  0  0  0  0  0  391  676   87 25  0 75
 0 0 0 7246600 4084372 152 3647 0 0 0 0  0  2  0  0  0  474 2178  282 26  9 65
 0 0 0 7247048 4084552 0  0  0  0  0  0  0  0  0  0  0  505  669   84 25  0 75
 0 0 0 7246704 4084460 163 3654 0 0 0 0  0  0  0  0  0  408 2175  250 26  9 65
 0 0 0 7247048 4084416 0  0  0  0  0  0  0  0  0  0  0  385  686   84 25  0 75
 0 0 0 7246708 4084268 152 3651 0 0 0 0  0  0  0  0  0  425 2195  247 26  9 65
 0 0 0 7246716 4084276 12 99 0  0  0  0  0  0  0  0  0  366  783   94 25  2 73
 0 0 0 7246680 4084260 140 3550 0 0 0 0  0  2  0  0  0  477 2116  279 26  8 66
 0 0 0 7246656 4084344 18 101 0 0  0  0  0  0  0  0  0  384  797   81 25  3 72
 0 0 0 7246620 4084184 145 3556 0 0 0 0  0  0  0  0  0  419 2170  291 26  7 68
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 7246652 4084216 38 860 0 0  0  0  0  0  0  0  0  392 1112  119 25  4 71
 0 0 0 7246864 4084328 115 2790 0 0 0 0  0  0  0  0  0  397 1775  210 26  5 69
 0 0 0 7246752 4084244 63 1355 0 0 0  0  0  0  0  0  0  371 1316  143 25  6 69
 0 0 0 7246860 4084248 89 2292 0 0 0  0  0  2  0  0  0  439 1613  228 26  5 70
 0 0 0 7246620 4084280 74 1358 0 0 0  0  0  0  0  0  0  397 1325  140 25  6 68
 0 0 0 7246860 4084228 89 2298 0 0 0  0  0  0  0  0  0  396 1576  185 26  3 71
 0 0 0 7246416 4084172 63 1356 0 0 0  0  0  0  0  0  0  370 1385  136 25  7 67
 0 0 0 7246860 4084228 89 2289 0 0 0  0  0  0  0  0  0  405 1530  189 25  3 72
 0 0 0 7246412 4084172 64 1367 0 0 0  0  0  0  0  0  0  396 1347  141 25  8 66
 0 0 0 7246840 4084232 89 2286 0 0 0  0  0  2  0  0  0  439 1462  225 25  2 72
 0 0 0 7246636 4084480 132 3125 0 0 0 0  0  0  0  0  0  397 1958  223 26  9 65
 0 0 0 7246836 4084224 58 553 0 0  0  0  0  0  0  0  0  384  862  108 25  1 74
 0 0 0 7246824 4084392 153 3646 0 0 0 0  0  0  0  0  0  425 2157  242 26 10 65
 0 0 0 7246836 4084224 0  0  0  0  0  0  0  0  0  0  0  383  666   81 25  0 75
 0 0 0 7246596 4084180 152 3653 0 0 0 0  0  0  0  0  0  422 2174  243 26 10 64
 0 0 0 7246488 4083304 75 232 0 0  0  0  0  2  0  0  0  493  848  137 25  1 74
 0 0 0 7245768 4082852 190 3678 0 0 0 0  0  0  0  0  0  586 2158  243 26 10 64
 0 0 0 7245980 4083100 0  0  0  0  0  0  0  0  0  0  0  385  665   86 25  0 75
 0 0 0 7245536 4083048 153 3646 0 0 0 0  0  0  0  0  0  417 2160  243 26 10 64
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 7245980 4083132 0  0  0  0  0  0  0  0  0  0  0  384  670   85 25  0 75
 0 0 0 7245536 4083232 153 3652 0 0 0 0  0  0  0  0  0  404 2164  247 26 10 64
 0 0 0 7245980 4083396 0  0  0  0  0  0  0  2  0  0  0  421  678  126 25  0 75
 0 0 0 7245532 4083368 189 3667 0 0 0 0  0  0  0  0  0  398 2166  242 26 10 64
 0 0 0 7245980 4083384 0  0  0  0  0  0  0  0  0  0  0  363  794  126 25  0 75
 0 0 0 7245776 4083452 153 3653 0 0 0 0  0  0  0  0  0  400 2189  243 26 10 64
 0 0 0 7245980 4083384 0  0  0  0  0  0  0  0  0  0  0  348  679   88 25  0 75
 0 0 0 7245992 4083536 153 3652 0 0 0 0  0  0  0  0  0  405 2187  245 26 10 65
 0 0 0 7245980 4083400 0  0  0  0  0  0  0  2  0  0  0  425  703  124 25  0 75
 0 0 0 7245740 4083380 160 3646 0 0 0 0  0  0  0  0  0  396 2155  248 26 10 64
 0 0 0 7245980 4083404 0  0  0  0  0  0  0  0  0  0  0  361  712   79 25  0 75
 0 0 0 7245536 4083336 154 3657 0 0 0 0  0  0  0  0  0  395 2179  248 26 10 64
 0 0 0 7245980 4083384 0  0  0  0  0  0  0  0  0  0  0  344  668   87 25  0 75
 0 0 0 7245536 4083332 153 3651 0 0 0 0  0  0  0  0  0  408 2174  254 26 10 64
 0 0 0 7245980 4083400 0  0  0  0  0  0  0  2  0  0  0  426  668  116 25  0 74
 0 0 0 7245536 4083352 161 3646 0 0 0 0  0  0  0  0  0  420 2162  244 26 10 64
 0 0 0 7245980 4083404 0  0  0  0  0  0  0  0  0  0  0  373  673   96 25  0 75
 0 0 0 7432456 4268968 179 3819 0 0 0 0  0  0  0  0  0  420 2771  245 25 10 65
 0 0 0 7557276 4392640 0  0  0  0  0  0  0  0  0  0  0  387  669   88 25  0 75
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
