time,cpu,FSB,L2miss
2,0,24950768,
4,0,,89222
4,1,,11201
6,1,3574848,
8,0,,617844
10,0,268500,
12,0,,706978
14,1,3341570,
16,0,,397785
18,0,12874540,
20,1,,6434
22,0,10331378,
22,1,10362190,
24,0,,498522
26,1,3866440,
28,1,,774765
30,0,1452850,
32,0,,816191
32,1,,794437
34,0,1483870,
34,1,1484502,
36,1,,136156
38,0,19415448,
40,0,,7268
42,0,9720824,
44,0,,448096
44,1,,503360
46,0,6649038,
48,0,,715713
50,0,2135144,
50,1,2164136,
52,0,,716900
54,0,1413832,
54,1,1413892,
56,0,,88951
58,0,19790432,
60,1,,7492
62,1,19089292,
64,1,,139176
66,0,9900766,
68,0,,513332
70,0,290378,
70,1,291342,
72,0,,307361
74,0,11584108,
76,0,,115574
78,0,19011572,
80,1,,4644
82,1,21205872,
84,0,,60745
84,1,,9439
86,0,3179192,
88,0,,774504
88,1,,728659
90,1,1897026,
92,1,,360023
94,1,11116128,
96,0,,309483
98,0,14126698,
100,0,,18494
102,0,9146752,
104,0,,364980
106,0,1685342,
108,0,,323855
108,1,,318939
110,0,11813566,
112,1,,150790
114,0,18060808,
116,0,,74853
118,1,21162904,
120,0,,7515
120,1,,76184
122,0,3651326,
124,0,,730747
126,0,2095928,
126,1,2102664,
128,0,,512074
128,1,,654201
130,0,5155180,
132,0,,300046
134,0,11968603,
136,0,,64588
136,1,,26144
138,0,9753248,
140,1,,432263
142,0,3701310,
144,0,,762237
146,0,2083190,
148,1,,931308
150,1,1517454,
152,0,,75998
152,1,,145361
154,1,19696756,
156,1,,109294
158,0,2794860,
160,1,,798627
162,1,948978,
164,0,,693948
164,1,,782636
166,0,2192682,
168,0,,265008
168,1,,374381
170,0,12700444,
172,1,,12857
174,0,10073052,
176,0,,477478
178,0,3588090,
180,0,,868475
182,0,2098102,
184,1,,828791
186,0,2153228,
186,1,2156980,
188,1,,151954
190,1,18380820,
192,0,,38129
192,1,,22547
194,0,12400268,
194,1,12439744,
196,0,,449542
198,0,9230776,
198,1,9251896,
200,0,,545859
202,0,1952164,
204,0,,427405
206,0,13244378,
208,0,,86558
210,0,19913166,
212,0,,99606
214,1,20640790,
216,1,,82290
218,0,9338954,
220,1,,407336
222,1,1029581,
224,0,,323428
224,1,,300685
226,0,12555752,
228,0,,135495
228,1,,33512
230,1,18638692,
232,0,,29010
232,1,,66894
234,0,20815332,
234,1,20839060,
236,0,,86310
238,0,3049815,
240,1,,716779
242,0,2082478,
244,0,,645483
244,1,,451898
246,1,7991568,
248,0,,243361
248,1,,411380
250,0,11896350,
252,1,,18677
254,0,8793380,
256,1,,559299
258,0,3117270,
260,0,,748561
262,1,2012949,
264,0,,750311
264,1,,802176
266,0,2097414,
266,1,2096586,
268,0,,115864
268,1,,84556
270,1,19746302,
272,0,,95796
274,0,3126102,
276,0,,807268
276,1,,740411
278,0,1284074,
280,0,,793972
282,1,2554176,
284,0,,251257
286,1,13103038,
288,0,,54449
290,1,9652246,
292,1,,535728
294,0,3312004,
296,0,,769839
298,0,1689671,
300,0,,841389
302,0,23896710,
304,0,,466803
306,1,28559126,
308,0,,545447
310,0,18104920,
310,1,18078108,
312,1,,1779786
314,1,20342916,
316,0,,1250292
318,0,9783628,
320,1,,1091424
322,0,19584508,
324,0,,1608313
324,1,,357624
326,1,30195566,
328,0,,634743
330,0,16602764,
330,1,16545460,
332,1,,786938
334,0,18332258,
334,1,18369940,
336,0,,1256954
336,1,,1165904
338,1,11509646,
340,1,,723711
342,0,17453088,
342,1,17443618,
344,0,,1621007
344,1,,336459
346,0,45378120,
346,1,45365430,
348,0,,674998
350,1,43587642,
352,1,,804771
354,0,14983234,
356,1,,1825808
358,0,15043325,
360,1,,1418096
362,1,28565342,
364,0,,118257
364,1,,890271
366,0,31992930,
368,0,,896762
368,1,,95423
370,1,38135086,
372,1,,1237147
374,0,19400184,
374,1,19375094,
376,0,,1006634
376,1,,1257308
378,0,11058080,
378,1,11058588,
380,0,,1794034
382,1,25382313,
384,1,,879513
386,1,47979648,
388,1,,400305
390,1,19030321,
392,1,,1731342
394,1,20991230,
396,0,,1477486
398,0,22133526,
400,0,,1610489
402,0,22184406,
404,1,,512582
406,0,32288840,
408,0,,66772
408,1,,923146
410,0,22186944,
410,1,22222688,
412,1,,1351786
414,1,10854388,
416,0,,1286515
416,1,,1817217
418,0,12250370,
420,0,,1852882
420,1,,446369
422,1,24756463,
424,1,,1325559
426,1,37867490,
428,1,,647288
430,0,33557804,
432,0,,56785
432,1,,706974
434,0,23531854,
434,1,23491010,
436,0,,948206
436,1,,1465886
438,0,14464708,
440,0,,1238675
442,0,33496662,
444,0,,829635
444,1,,95659
446,0,44177723,
446,1,44138716,
448,0,,979068
450,1,40814674,
452,0,,1521548
454,0,26210729,
454,1,26163898,
456,0,,782407
458,0,7926964,
460,0,,1618728
462,0,27032374,
464,0,,1273225
466,0,23317402,
466,1,23315608,
468,0,,1339706
468,1,,77453
470,0,28719840,
472,0,,1408409
472,1,,659660
474,0,18854654,
474,1,18887510,
476,1,,1483520
478,1,12439708,
480,0,,1702721
482,0,21990766,
484,0,,972827
484,1,,104308
486,1,39872802,
488,0,,119172
488,1,,999211
490,1,33415350,
492,0,,1031619
492,1,,908838
494,0,41626319,
494,1,41695182,
496,0,,1976524
498,0,17846446,
500,0,,1698822
500,1,,822142
502,0,23144644,
504,0,,1674528
506,0,33798854,
508,1,,699521
510,0,20546049,
512,1,,1299897
514,0,15620926,
514,1,15547426,
516,1,,1294269
518,1,11524288,
520,0,,524179
520,1,,991357
522,0,18056568,
524,1,,1005025
526,0,38345432,
528,0,,967305
528,1,,126008
530,1,38822603,
532,0,,88082
532,1,,767015
534,0,23769482,
534,1,23700824,
536,0,,773252
538,0,19255268,
540,0,,1089850
540,1,,714379
542,0,33376610,
544,0,,130055
544,1,,1081873
546,0,34362564,
548,1,,376990
550,0,37695206,
552,0,,514712
554,0,18253646,
554,1,18298762,
556,1,,1316312
558,0,19496086,
560,0,,742035
560,1,,89979
562,1,41505170,
564,1,,772504
566,1,28679408,
568,0,,972176
570,0,19313900,
572,0,,1348500
574,0,11372632,
576,1,,804793
578,1,17091995,
580,1,,1076815
582,0,31506158,
584,0,,537711
586,1,25071650,
588,0,,1367231
590,0,11504100,
590,1,11336840,
592,1,,1651441
594,0,21618027,
596,0,,506444
598,1,29176150,
600,0,,141648
600,1,,1298473
602,1,35417122,
604,1,,182816
606,0,35525590,
608,0,,1428344
610,0,17733476,
612,1,,1022541
614,1,21874342,
616,1,,1375733
618,0,30406074,
620,1,,89453
622,0,39610236,
624,1,,359078
626,0,32648180,
628,0,,1037384
630,0,20097310,
630,1,20011901,
632,0,,1156981
634,0,6703978,
636,0,,495311
636,1,,430066
638,1,29053958,
640,0,,87771
640,1,,780998
642,1,37856006,
644,0,,36607
646,0,30851678,
648,1,,1466849
650,0,19671500,
650,1,19597396,
652,1,,1427346
654,0,16381794,
656,1,,1103996
658,0,11943666,
660,0,,1158139
660,1,,75858
662,0,34143506,
664,0,,1105688
666,0,12840032,
666,1,12889336,
668,1,,1012030
670,0,16118200,
670,1,16116654,
672,0,,674137
674,1,28191896,
676,0,,101892
676,1,,1249804
678,0,27065764,
678,1,27135667,
680,1,,992289
682,0,32564708,
684,1,,1096485
686,0,25426428,
686,1,25371800,
688,1,,1857053
690,1,14411144,
692,0,,494976
692,1,,975764
694,1,34612751,
696,1,,384562
698,0,36064342,
700,0,,22658
700,1,,819346
702,0,35109728,
704,0,,921140
706,1,26475331,
708,0,,563548
708,1,,1478238
710,1,8794048,
712,0,,377824
712,1,,1098063
714,1,37082294,
716,0,,100164
716,1,,342783
718,0,33028698,
720,0,,739955
722,0,24473644,
724,1,,1094756
726,1,15758196,
728,0,,975406
730,1,12668890,
732,0,,1759183
734,1,20038228,
736,1,,909047
738,0,42195364,
740,0,,740132
742,1,28662754,
744,1,,697941
746,0,13193847,
746,1,13278722,
748,1,,1381154
750,0,15925350,
750,1,15929482,
752,1,,1462703
754,1,22877424,
756,1,,694315
758,0,35739256,
760,1,,26021
762,1,10457158,
764,0,,541543
766,1,8099304,
768,1,,716091
770,0,19928782,
772,0,,896033
772,1,,1521010
774,1,12044058,
776,1,,1250853
778,0,35612828,
780,0,,625967
782,1,16444936,
784,1,,1140389
786,0,8251824,
786,1,8205780,
788,0,,553345
790,0,12231164,
792,0,,546674
792,1,,499720
794,0,17548079,
796,1,,284465
798,1,28737267,
800,1,,908362
802,0,34723809,
804,0,,935780
806,0,11360830,
806,1,11396014,
808,1,,1059221
810,1,28501964,
812,0,,687154
812,1,,1025344
814,1,28060720,
816,1,,788831
818,0,24411160,
820,0,,33308
822,1,22436684,
824,0,,29274
826,1,12572036,
828,1,,959658
830,1,4729776,
832,1,,388918
834,0,33523718,
836,0,,325016
838,0,21633558,
840,0,,1107122
842,0,29320474,
842,1,29342000,
844,0,,979874
846,0,11878160,
846,1,11904400,
848,1,,1116878
850,0,11429216,
850,1,11429378,
852,0,,350109
852,1,,1061999
854,0,33520298,
856,0,,666960
858,0,39244224,
860,0,,65299
860,1,,946471
862,1,35547394,
864,1,,482092
866,0,31072698,
866,1,31092236,
868,1,,1329375
870,1,20534062,
872,0,,1001468
874,0,15662286,
874,1,15689698,
876,0,,121009
876,1,,953490
878,1,32087202,
880,1,,1191954
882,0,26733776,
882,1,26679718,
884,0,,532442
886,0,18679646,
888,0,,1197153
890,0,15393188,
892,0,,1247490
892,1,,1220139
894,0,18895226,
896,0,,699537
898,1,17200594,
900,0,,467924
902,0,29519272,
904,1,,1379817
906,0,18452926,
906,1,18415300,
908,1,,1381104
910,0,10736899,
910,1,10734834,
912,1,,531503
914,1,23116618,
916,0,,735481
916,1,,578715
918,1,21119730,
920,0,,82910
920,1,,847822
922,0,39344660,
924,1,,68632
926,0,6837208,
928,1,,1519894
930,1,20151016,
932,1,,677280
934,0,31491316,
936,0,,480655
936,1,,138370
938,0,31517184,
940,0,,25583
940,1,,776921
942,0,39685910,
942,1,39667026,
944,0,,855862
946,0,17445654,
946,1,17515746,
948,1,,1026890
950,1,20589044,
952,1,,548898
954,0,27035626,
956,0,,457004
956,1,,118707
958,0,37133148,
960,0,,1044956
962,0,34620935,
964,1,,783216
966,0,27522924,
968,1,,1413224
970,0,15390876,
970,1,15392416,
972,0,,753969
972,1,,1142101
974,0,38025392,
976,0,,2640658
978,0,137574700,
980,1,,66646
982,0,54354182,
984,1,,2881006
986,0,103949352,
986,1,103983510,
988,0,,2973377
988,1,,2343657
990,1,80129238,
992,0,,991538
994,0,27207556,
996,0,,1602510
998,1,77459704,
1000,1,,3570200
1002,1,72751420,
1004,1,,2018345
1006,1,10181626,
1008,0,,337371
1008,1,,1427780
1010,0,42141154,
1012,0,,107863
1012,1,,1335133
1014,0,120022828,
1014,1,119699229,
1016,0,,2135262
1018,0,26397934,
1020,0,,543183
1022,0,7743048,
1024,1,,1168437
1026,0,102868860,
1028,0,,2474830
1028,1,,130226
1030,1,104974458,
1032,1,,4318131
1034,1,21436592,
1036,1,,922464
1038,0,19758040,
1040,1,,1555782
1042,0,41939188,
1042,1,41912072,
1044,0,,3137293
1044,1,,3839970
1046,1,32656520,
1048,1,,1728676
1050,0,138286946,
1050,1,138273262,
1052,1,,99858
1054,0,84838956,
1056,1,,4930176
1058,1,15884807,
1060,0,,1163086
1062,0,53131898,
1062,1,53121966,
1064,1,,729747
1066,0,114078065,
1068,1,,593584
1070,0,112506263,
1072,0,,1047532
1074,0,40491262,
1076,1,,3598835
1078,0,8289711,
1080,0,,3043370
1080,1,,3371860
1082,0,145581558,
1082,1,145569062,
1084,0,,1934924
1086,1,40580725,
1088,0,,172249
1090,0,101366216,
1090,1,101386517,
1092,0,,1514306
1094,0,43535454,
1096,0,,47074
1096,1,,3943192
1098,0,51233242,
1098,1,51028548,
1100,0,,784066
1102,0,5900441,
1104,1,,98899
1106,0,20770036,
1108,0,,96737
1110,1,84402476,
1112,1,,5301327
1114,0,34851390,
1116,1,,5088498
1118,0,73621246,
1118,1,73626776,
1120,0,,1813274
1122,0,4266262,
1124,0,,1291574
1126,0,29152100,
1128,0,,967877
1130,0,30961162,
1130,1,30954076,
1132,0,,895823
1134,0,34922662,
1134,1,34876816,
1136,0,,929095
1136,1,,3830910
1138,0,129753168,
1138,1,129522286,
1140,0,,1475359
1140,1,,483290
1142,1,19681890,
1144,1,,943291
1146,0,31830198,
1148,0,,617396
1148,1,,282336
1150,1,37025944,
1152,0,,853587
1154,0,15851953,
1156,1,,888701
1158,1,19413994,
1160,1,,892553
1162,0,16941424,
1162,1,16926798,
1164,0,,481104
1164,1,,147450
1166,0,72962492,
1168,0,,1279841
1170,0,82390752,
1170,1,82387470,
1172,0,,318714
1172,1,,3516687
1174,1,61420708,
1176,0,,1156846
1178,0,12380860,
1178,1,12383172,
1180,0,,755001
1182,0,26242556,
1184,0,,631468
1186,0,20675724,
1188,0,,1013774
1190,0,16254882,
1192,1,,1256639
1194,1,26369006,
1196,1,,2477650
1198,1,86795076,
1200,0,,320132
1200,1,,5193031
1202,1,114281242,
1204,1,,2269326
1206,0,44871370,
1208,1,,1603094
1210,0,67015630,
1212,0,,2696859
1212,1,,2695954
1214,1,69730407,
1216,0,,334250
1216,1,,3172261
1218,0,123918375,
1218,1,123968164,
1220,0,,416023
1220,1,,869256
1222,0,30390336,
1224,0,,57277
1226,0,50083612,
1228,0,,188121
1230,0,31073856,
1232,0,,1270120
1234,0,15111968,
1236,0,,1111148
1236,1,,381083
1238,1,29781477,
1240,0,,1012896
1242,1,35925142,
1244,0,,854428
1246,0,29906860,
1248,0,,354070
1248,1,,1464592
1250,0,31032916,
1250,1,31089962,
1252,0,,783238
1252,1,,843894
1254,0,11814969,
1254,1,11905536,
1256,1,,975060
1258,1,13833256,
1260,0,,102897
1260,1,,212536
1262,1,30369564,
1264,1,,1731807
1266,1,26554280,
1268,1,,1521337
1270,1,11777426,
1272,1,,1658834
1274,0,9501988,
1276,0,,1425559
1276,1,,1240596
1278,0,34722834,
1280,0,,1551842
1282,0,36266960,
1284,0,,1010031
1286,1,20002496,
1288,1,,1805117
1290,0,23177302,
1290,1,23140444,
1292,0,,717128
1294,1,18609146,
1296,0,,982320
1298,0,34382726,
1300,0,,1556776
1302,0,26409682,
1302,1,26415712,
1304,1,,1076149
1306,0,32754582,
1308,1,,1371753
1310,0,25854218,
1310,1,25799274,
1312,1,,884288
1314,0,20078358,
1316,1,,1085571
1318,0,29826294,
1320,0,,746082
1320,1,,119927
1322,0,31914516,
1324,0,,773299
1326,0,37097482,
1328,1,,758075
1330,1,23023640,
1332,0,,1072454
1334,0,11518564,
1334,1,11526052,
1336,0,,644487
1336,1,,1420106
1338,1,28246320,
1340,0,,96070
1340,1,,1361486
1342,1,38509651,
1344,1,,1145645
1346,0,31259368,
1346,1,31270882,
1348,1,,1193585
1350,0,48986820,
1350,1,49028844,
1352,0,,1615666
1354,0,14606074,
1354,1,14589122,
1356,0,,902043
1358,1,35733124,
1360,0,,36363
1360,1,,1208536
1362,1,36178854,
1364,1,,1568278
1366,0,18210718,
1368,1,,1208761
1370,0,17764418,
1372,0,,1016038
1374,0,17689752,
1376,0,,1036945
1376,1,,394238
1378,1,28259433,
1380,0,,159188
1382,1,19614586,
1384,1,,1206316
1386,0,28481253,
1386,1,28483552,
1388,1,,700970
1390,1,31580682,
1392,0,,429611
1392,1,,1178536
1394,0,45420312,
1396,1,,1251023
1398,0,42052578,
1398,1,42088456,
1400,1,,1137786
1402,1,20345314,
1404,1,,1270373
1406,0,14764988,
1406,1,14770458,
1408,1,,813972
1410,1,50033542,
1412,0,,201005
1412,1,,757437
