5,33,43,41,46,0.42075,0.60001,0,0.54335,0.35112,0,0,0,3645.6,3645.6,9656,9656,58.29
10,33,42,41,46,0.46984,0.47942,0,0.23172,0,0.41389,0,0,3645.6,3567.2,9372,9656,55.74
15,33,43,41,46,0.64851,0.52212,0,0.61302,0,0.41385,0,0,3645.6,3645.6,9656,9656,55.53
20,33,42,41,46,0.48056,0.42879,0.53326,0,0.37029,0,186.5,0,3724,3645.6,9656,9656,55.44
25,33,42,41,46,0.44963,0.45423,0,0.23802,0.41934,0,0,0,3645.6,3567.2,9656,9372,55.71
30,33,43,41,46,0.79285,0.73325,0,0.86717,0,0.26039,0,0,3645.6,3645.6,9656,9656,56.49
35,33,43,41,46,0.48985,0.45024,0.46158,0,0.41842,0,0,0,3645.6,3645.6,9656,9372,56.28
40,33,42,41,46,0.46893,0.42215,0.53289,0,0.37937,0,0,0,3645.6,3645.6,9372,9656,56.22
45,33,43,41,46,0.49151,0.65939,0.3106,0.64646,0,0.15037,0,0,3645.6,3645.6,9656,9656,56.31
50,33,42,41,46,0.27115,0.24023,0,0.28356,0.20772,0,243.5,0,3645.6,3645.6,9656,9656,57.54
55,33,43,41,46,0.48294,0.4379,0,0.38459,0,0.20157,0,0,3567.2,3645.6,9656,9656,56.58
60,33,42,41,46,0.69468,0.53579,0,0.70792,0,0.37859,0,0,3645.6,3645.6,9656,9656,55.89
65,33,43,41,46,0.47894,0.43624,0.45682,0,0.41359,0,0,0,3645.6,3645.6,9656,9656,55.65
70,33,43,41,47,0.97111,0.43901,0,0.44556,0.38072,0.21586,0,0,3645.6,3567.2,9656,9656,55.68
75,33,42,41,47,0.63777,0.5036,0,0.62997,0,0.39625,0,0,3645.6,3645.6,9656,9656,55.68
80,33,43,41,46,0.50586,0.45541,0.47525,0,0,0.2379,205.5,0,3567.2,3567.2,9656,9656,55.89
85,33,43,41,46,0.47977,0.43655,0,0.4091,0,0.25133,0,0,3645.6,3645.6,9656,9656,55.68
