 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 9923648 6853376 110 2581 0 0 0 0 13  2  7  0  0  438 1642  300 13  6 81
 0 0 0 9809328 6665016 161 4125 0 0 0 0  0  2  0  0  0  517 2586  302  1  9 90
 0 0 0 9808924 6664788 153 3778 0 0 0 0  0  0  0  0  0  399 2217  261  1  8 91
 0 0 0 9809168 6664916 153 3757 0 0 0 0  0  0  0  0  0  408 2204  261  1  9 91
 0 0 0 9809128 6664840 153 3773 0 0 0 0  0  0  0  0  0  414 2228  264  1  9 91
 0 0 0 9808924 6664836 153 3761 0 0 0 0  0  0  0  0  0  398 2216  259  1  8 91
 0 0 0 9809168 6664956 163 3769 0 0 0 0  0  0  0  0  0  413 2209  267  1  9 91
 0 0 0 9809328 6664956 153 3780 0 0 0 0  0  2  0  0  0  486 2196  296  1  9 91
 0 0 0 9808924 6664812 153 3758 0 0 0 0  0  0  0  0  0  397 2206  258  1  8 91
 0 0 0 9808920 6664808 154 3836 0 0 0 0  0  0  0  0  0  384 2225  261  1  9 91
 0 0 0 9809380 6665012 170 3921 0 0 0 0  0  0  0  0  0  412 2308  266  1  9 90
 0 0 0 9809124 6664908 136 3619 0 0 0 0  0  0  0  0  0  398 2113  251  1  8 91
 0 0 0 9808896 6664820 164 3780 0 0 0 0  0  0  0  0  0  394 2214  260  1  8 91
 0 0 0 9809116 6664892 171 3927 0 0 0 0  0  2  0  0  0  460 2300  305  1  9 90
 0 0 0 9809100 6664840 135 3610 0 0 0 0  0  0  0  0  0  405 2141  254  1  8 91
 0 0 0 9808896 6664788 153 3772 0 0 0 0  0  0  0  0  0  408 2222  266  1  8 91
 0 0 0 9809140 6664904 153 3769 0 0 0 0  0  0  0  0  0  390 2233  260  1  9 91
 0 0 0 9809100 6664884 153 3778 0 0 0 0  0  0  0  0  0  401 2222  255  1  9 91
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 9808896 6664804 164 3770 0 0 0 0  0  0  0  0  0  405 2223  262  1  8 91
 0 0 0 9809072 6664896 153 3766 0 0 0 0  0  2  0  0  0  453 2318  338  1  9 91
 0 0 0 9809200 6664916 153 3776 0 0 0 0  0  0  0  0  0  410 2224  261  1  9 91
 0 0 0 9808896 6664784 153 3763 0 0 0 0  0  0  0  0  0  401 2196  259  1  8 91
 0 0 0 9808892 6664780 153 3778 0 0 0 0  0  0  0  0  0  407 2214  262  1  9 91
 0 0 0 9809336 6665008 153 3760 0 0 0 0  0  0  0  0  0  399 2195  255  1  9 91
 0 0 0 9808864 6664788 164 3772 0 0 0 0  0  0  0  0  0  408 2212  262  1  8 91
 0 0 0 9808860 6664752 153 3772 0 0 0 0  0  2  0  0  0  443 2206  291  1  9 91
 0 0 0 9809356 6664976 170 3918 0 0 0 0  0  0  0  0  0  395 2298  260  1  9 90
 0 0 0 9809068 6664808 135 3633 0 0 0 0  0  0  0  0  0  404 2122  255  1  8 92
 0 0 0 9808864 6664752 153 3763 0 0 0 0  0  0  0  0  0  406 2233  258  1  8 91
 0 0 0 9809096 6664936 176 3937 0 0 0 0  0  0  0  0  0  405 2293  260  1  9 90
 0 0 0 9809068 6664808 140 3619 0 0 0 0  0  0  0  0  0  400 2150  258  1  8 91
 0 0 0 9808864 6664756 153 3787 0 0 0 0  0  3  0  0  0  463 2228  304  1  9 91
 0 0 0 9809108 6664872 158 3837 0 0 0 0  0  0  0  0  0  400 2248  259  1  9 91
 0 0 0 9809068 6664808 148 3721 0 0 0 0  0  0  0  0  0  416 2213  260  1  9 91
 0 0 0 9808864 6664756 153 3781 0 0 0 0  0  0  0  0  0  409 2252  261  1  8 91
 0 0 0 9809080 6664936 153 3786 0 0 0 0  0  0  0  0  0  410 2215  256  1  9 91
 0 0 0 9809244 6664868 164 3784 0 0 0 0  0  0  0  0  0  403 2254  262  1  9 91
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 9808796 6664688 153 3794 0 0 0 0  0  2  0  0  0  457 2247  299  1  9 91
 0 0 0 9808780 6664672 153 3780 0 0 0 0  0  0  0  0  0  400 2216  258  1  8 91
