Time,ambienttemp,cpu0.dietemp,cpu0.memtemp,cpu1.dietemp,cpu1.memtemp,gbeth.temp,hddbp.temp,sp.temp,fan1.tach,fan2.tach,fan3.tach,fan4.tach,fan5.tach,fan6.tach
0,18,38.400,25.800,36.600,29.400,36,19.800,36,10020,10200,10380,9600,10860,10680
5,18,38.400,25.800,36.600,29.400,36,19.800,36,10020,10200,10380,9600,10860,10680
10,18,39,25.800,36.600,29.400,37.200,19.800,36,9960,10260,10380,9600,10860,10680
15,18,39,25.800,36.600,29.400,37.200,19.800,36,9960,10260,10380,9600,10860,10680
20,18,40.200,26.400,37.200,29.400,37.200,19.800,36,10020,10200,10440,9600,10860,10680
25,18,40.200,26.400,37.200,29.400,37.200,19.800,36,10020,10200,10440,9600,10860,10680
30,18,40.200,26.400,37.200,29.400,37.200,19.800,36,10020,10200,10380,9600,10920,10680
35,18,40.200,26.400,37.200,29.400,37.200,19.800,36,10020,10200,10380,9600,10920,10680
40,18,40.800,26.400,37.200,29.400,37.200,19.800,36,10020,10200,10380,9660,10860,10680
45,18,40.800,26.400,37.200,29.400,37.200,19.800,36,10020,10200,10380,9660,10860,10680
50,18,40.800,26.400,37.200,30,37.200,19.800,36,9960,10260,10380,9600,10860,10740
55,18,40.800,26.400,37.200,30,37.200,19.800,36,9960,10260,10380,9600,10860,10740
60,17.400,40.800,26.400,37.200,29.400,37.200,19.800,36,9960,10200,10380,9600,10860,10740
65,17.400,40.800,26.400,37.200,29.400,37.200,19.800,36,9960,10200,10380,9600,10860,10740
70,17.400,40.800,26.400,37.200,30,37.200,19.800,36,10020,10200,10380,9660,10860,10740
75,17.400,40.800,26.400,37.200,30,37.200,19.800,36,10020,10200,10380,9660,10860,10740
80,17.400,41.400,27,37.200,30,37.200,19.800,36,10020,10200,10380,9600,10860,10680
85,17.400,41.400,27,37.200,30,37.200,19.800,36,10020,10200,10380,9600,10860,10680
90,16.800,40.800,27,37.800,30,37.200,19.800,36,9960,10200,10380,9600,10860,10680
95,18,40.800,27,37.800,30,37.200,19.800,36,9960,10200,10380,9600,10860,10680
100,18,40.200,27,37.200,30,37.200,19.800,36,10020,10200,10380,9600,10860,10740
105,16.800,40.200,27,37.200,30,37.200,19.800,36,10020,10200,10380,9600,10860,10740
110,17.400,41.400,27,37.200,30,37.200,19.800,36,10020,10200,10380,9600,10860,10740
115,17.400,41.400,27,37.200,30,37.200,19.800,36,10020,10200,10380,9600,10860,10740
120,17.400,40.200,27,36.600,30,37.200,19.200,36,10020,10200,10380,9600,10860,10680
125,16.800,40.200,27,36.600,30,37.200,19.200,36,10020,10200,10380,9600,10860,10680
130,16.800,40.800,27,36.600,30,37.200,19.200,36,10020,10260,10440,9600,10860,10680
135,16.800,40.800,27,36.600,30,37.200,19.200,36,10020,10260,10440,9600,10860,10680
140,16.800,41.400,27,36.600,30,37.200,19.200,36,10020,10260,10380,9600,10860,10680
145,17.400,41.400,27,36.600,30,37.200,19.200,36,10020,10260,10380,9600,10860,10680
150,17.400,40.800,27,37.200,30,37.200,19.200,36,9960,10260,10380,9600,10860,10680
155,16.800,40.800,27,37.200,30,37.200,19.200,36,9960,10260,10380,9600,10860,10680
160,18,40.800,27,36.600,30,37.200,19.200,36,10020,10260,10380,9600,10860,10680
165,18,40.800,27,36.600,30,37.200,19.200,36,10020,10260,10380,9600,10860,10680
170,16.800,39.600,27.600,38.400,30,37.200,19.200,36,9960,10200,10380,9600,10860,10680
175,17.400,39.600,27.600,38.400,30,37.200,19.200,36,9960,10200,10380,9600,10860,10680
180,17.400,40.200,27,38.400,30,37.200,19.200,36,10020,10260,10380,9600,10860,10680
185,17.400,40.200,27,38.400,30,37.200,19.200,36,10020,10260,10380,9600,10860,10680
190,18,39.600,27,37.800,30,37.200,19.200,36,10020,10200,10380,9660,10860,10740
195,18,39.600,27,37.800,30,37.200,19.200,36,10020,10200,10380,9660,10860,10740
200,17.400,39,27,38.400,30,37.200,19.200,36,10020,10260,10380,9600,10860,10740
205,18,39,27,38.400,30,37.200,19.200,36,10020,10260,10380,9600,10860,10740
210,18,39,27,38.400,30,37.200,19.800,36,10020,10200,10380,9600,10860,10680
215,17.400,39,27,38.400,30,37.200,19.800,36,10020,10200,10380,9600,10860,10680
220,17.400,39,27,38.400,30,37.200,19.800,36,10020,10200,10440,9600,10860,10680
225,17.400,39,27,38.400,30,37.200,19.800,36,10020,10200,10440,9600,10860,10680
230,17.400,39.600,27,37.800,30.600,37.200,19.800,36,10020,10200,10380,9600,10860,10740
235,18,39.600,27,37.800,30.600,37.200,19.800,36,10020,10260,10380,9600,10860,10680
240,18,39,27,38.400,30.600,37.200,19.800,36,10020,10260,10380,9600,10860,10680
245,18,39,27,38.400,30.600,37.200,19.800,36,10020,10200,10380,9600,10860,10740
250,18,39,27,38.400,30.600,37.200,19.800,36,10080,10200,10380,9600,10860,10740
255,18,39,27,38.400,30.600,37.200,19.800,36,10080,10260,10380,9600,10860,10740
260,18,39,27,39,30.600,37.200,19.800,36,10020,10260,10380,9600,10860,10740
265,18,39,27,39,30.600,37.200,19.800,36,10020,10200,10380,9600,10920,10680
270,18,39,27,39,30.600,37.200,19.800,36,10020,10200,10380,9600,10920,10680
275,18,39,27,39,30.600,37.200,19.800,36,10020,10260,10380,9660,10860,10680
280,18,39,27,39,31.200,37.200,19.800,36,10020,10260,10380,9660,10860,10680
285,18,39,27,39,31.200,37.200,19.800,36,10020,10260,10380,9600,10860,10740
290,18,39.600,27,39,31.200,37.200,19.800,36,10020,10260,10380,9600,10860,10740
295,18,39.600,27,39,31.200,37.200,19.800,36,10020,10200,10440,9660,10860,10740
300,18,39.600,26.400,39,31.200,37.800,19.800,36,10020,10260,10380,9600,10860,10680
305,18.600,39.600,26.400,39,31.200,37.800,19.800,36,10020,10260,10380,9600,10860,10680
310,18,39,26.400,39,31.200,37.800,19.800,36,10020,10260,10440,9600,10860,10680
315,18,39,26.400,39,31.200,37.800,19.800,36,10020,10260,10440,9600,10860,10680
320,18,39,26.400,39,31.200,37.800,19.800,36,10020,10260,10380,9660,10860,10740
325,18,39,26.400,39,31.200,37.800,19.800,36,10020,10260,10380,9660,10860,10740
330,18,39,26.400,39,31.200,37.800,19.800,36,10080,10260,10380,9600,10860,10740
335,18,39,26.400,39,31.200,37.800,19.800,36,10080,10260,10380,9600,10860,10740
340,18,39,26.400,39.600,31.200,37.800,19.800,36,10080,10200,10440,9600,10860,10740
345,18,39,26.400,39.600,31.200,37.800,19.800,36,10080,10200,10440,9600,10860,10740
350,18,39.600,26.400,39,31.800,37.800,19.800,36,10080,10260,10380,9600,10860,10680
355,18,39.600,26.400,39,31.800,37.800,19.800,36,10080,10260,10380,9600,10860,10680
360,18,39,26.400,39.600,31.800,37.800,19.800,36,10020,10200,10440,9600,10860,10740
365,18,39,26.400,39.600,31.800,37.800,19.800,36,10020,10200,10440,9600,10860,10740
370,18,39,26.400,39,31.800,37.800,21,36,10020,10200,10440,9660,10860,10740
375,18,39,26.400,39,31.800,37.800,21,36,10020,10260,10440,9600,10920,10740
380,18,39,26.400,39.600,31.800,37.800,21,36,10020,10260,10440,9600,10920,10740
385,18,39,26.400,39.600,31.800,37.800,21,36,10080,10260,10440,9660,10920,10680
390,18,39,26.400,39.600,31.800,37.800,21,36,10080,10260,10440,9660,10920,10680
395,18,39,26.400,39.600,31.800,37.800,21,36,10080,10200,10440,9660,10860,10740
400,18,39,26.400,40.200,31.800,37.800,21,36,10020,10200,10440,9660,10860,10740
405,18,39,26.400,40.200,31.800,37.800,21,36,10020,10200,10440,9660,10920,10740
410,18,40.200,26.400,40.800,31.800,37.800,21,36,10020,10200,10440,9660,10920,10740
415,18,40.200,26.400,40.800,31.800,37.800,21,36,10020,10260,10380,9660,10860,10740
420,17.400,39,26.400,40.800,31.800,37.800,21,37.200,10020,10260,10380,9660,10860,10740
425,18,39,26.400,40.800,31.800,37.800,21,37.200,10020,10200,10440,9660,10860,10680
430,18,39,26.400,40.800,31.800,37.800,21,37.200,10020,10200,10440,9660,10860,10680
435,18,39,26.400,40.800,31.800,37.800,21,37.200,10020,10200,10380,9660,10920,10740
440,18,39.600,26.400,40.800,31.800,37.800,19.800,37.200,10020,10200,10380,9660,10920,10740
445,18,39.600,26.400,40.800,31.800,37.800,19.800,37.200,10020,10200,10440,9660,10920,10680
450,17.400,39.600,26.400,40.200,31.800,37.800,19.800,37.200,10020,10200,10440,9660,10920,10680
455,18,39.600,26.400,40.200,31.800,37.800,19.800,37.200,10020,10260,10380,9660,10860,10680
460,17.400,40.200,26.400,39.600,31.800,37.800,19.800,37.200,10020,10260,10380,9660,10860,10680
465,17.400,40.200,26.400,39.600,31.800,37.800,19.800,37.200,10020,10260,10440,9600,10860,10740
470,17.400,39.600,26.400,40.200,31.800,37.800,19.800,37.200,10020,10260,10440,9600,10860,10740
475,17.400,39.600,26.400,40.200,31.800,37.800,19.800,37.200,10020,10260,10380,9660,10860,10680
480,17.400,39.600,26.400,40.200,31.800,39,19.800,37.200,10020,10260,10380,9660,10860,10680
485,18,39.600,26.400,40.200,31.800,39,19.800,37.200,10020,10260,10440,9600,10860,10680
490,17.400,39.600,26.400,40.200,31.800,37.800,19.800,37.200,10080,10260,10440,9600,10860,10680
495,17.400,39.600,26.400,40.200,31.800,37.800,19.800,37.200,10080,10260,10380,9660,10860,10740
500,17.400,39,26.400,40.800,31.800,37.800,19.800,37.200,10080,10260,10380,9660,10860,10740
505,16.800,39,26.400,40.800,31.800,37.800,19.800,37.200,10080,10260,10380,9660,10860,10680
510,16.800,39,26.400,40.800,31.800,37.800,19.800,37.200,10020,10260,10380,9660,10860,10680
515,16.800,39,26.400,40.800,31.800,37.800,19.800,37.200,10020,10260,10380,9660,10860,10740
520,17.400,39.600,26.400,40.200,31.200,37.800,19.800,37.200,10020,10260,10380,9660,10860,10740
525,17.400,39.600,26.400,40.200,31.200,37.800,19.800,37.200,10020,10260,10380,9660,10920,10740
530,18,39,26.400,40.200,31.800,37.800,19.800,37.200,10020,10260,10380,9660,10920,10740
535,17.400,39,26.400,40.200,31.800,37.800,19.800,37.200,10020,10200,10380,9660,10860,10740
540,17.400,39,26.400,40.200,31.200,37.800,19.800,37.200,10020,10200,10380,9660,10860,10740
