time,cpu,FSB,L2miss
2,0,24795128,
4,0,,59664
6,0,2103514,
8,0,,263647
10,0,11951598,
12,0,,116423
14,1,4473382,
16,0,,799939
18,1,289156,
18,0,288828,
20,1,,7985
20,0,,13449
22,0,20324672,
24,0,,5005
26,0,2018016,
28,0,,333816
30,0,11891636,
32,0,,73281
34,1,3077536,
36,1,,812671
38,1,1422184,
38,0,1424292,
40,1,,3861
40,0,,91302
42,0,21466414,
44,1,,97981
46,1,1920198,
48,0,,357005
50,1,11061500,
52,1,,35769
54,0,2528420,
56,1,,874700
58,0,1167340,
58,1,1167332,
60,0,,4555
60,1,,54036
62,1,21118752,
64,1,,59800
66,0,2034418,
68,0,,334205
70,0,12245387,
72,0,,97509
74,0,2929629,
76,0,,744201
78,1,859044,
78,0,859794,
80,0,,20413
82,0,20389713,
84,0,,55454
86,1,2054088,
88,0,,320184
90,0,12171158,
92,0,,76118
94,0,2762921,
96,0,,867976
98,1,1397228,
100,0,,77485
102,0,21453164,
104,0,,6091
106,1,1797444,
108,0,,365682
110,1,11243420,
112,1,,37535
114,1,2390506,
116,1,,754527
118,0,1198366,
118,1,1199310,
120,1,,57073
122,0,21043632,
122,1,21049100,
124,1,,6188
124,0,,70191
126,0,2101152,
128,1,,319095
130,1,12552544,
132,0,,99424
134,0,2629354,
136,1,,810364
138,0,327440,
140,0,,18894
142,0,20269216,
142,1,20281148,
144,1,,28943
146,1,2046795,
148,0,,360263
150,0,12353640,
152,1,,75817
154,0,2549746,
156,0,,776729
158,1,1461818,
158,0,1463238,
160,0,,82043
162,0,20903032,
162,1,20918666,
164,0,,93617
166,0,1790926,
168,0,,245441
170,0,11666400,
172,0,,39349
174,1,2069042,
176,0,,737356
178,0,1174566,
180,1,,8381
182,1,18578266,
184,1,,183058
184,0,,100903
186,1,2066366,
188,0,,291219
190,1,12678540,
192,0,,139812
194,0,2403464,
196,0,,738125
198,0,887960,
200,1,,7701
202,0,15239100,
202,1,15300726,
204,0,,242283
206,0,2052250,
208,1,,364229
210,0,12865364,
212,0,,74494
214,1,2323642,
216,1,,788155
218,1,1374222,
220,1,,4703
220,0,,77037
222,1,13938232,
224,0,,380780
226,1,1837874,
228,1,,233148
230,0,11836596,
232,1,,43349
234,0,1843024,
236,1,,786869
236,0,,736958
238,1,1191308,
240,0,,5057
242,1,11760498,
244,1,,461910
246,1,2049502,
248,0,,253166
250,0,14179700,
252,1,,26700
254,0,2215738,
256,1,,863209
258,1,326054,
258,0,329178,
260,0,,10953
262,1,9765084,
262,0,9775591,
264,0,,413816
266,0,1974902,
268,0,,156177
270,0,16361038,
272,0,,17668
274,0,2127438,
274,1,2145434,
276,0,,768439
278,1,1411082,
280,1,,38162
282,0,10750966,
284,0,,478404
286,0,1771400,
288,0,,47931
290,0,17608824,
292,0,,51758
294,0,1177146,
296,0,,820611
298,1,1174994,
300,1,,49207
302,1,33110120,
304,0,,559419
306,1,9215512,
306,0,9220458,
308,1,,111775
310,1,63577084,
310,0,63591144,
312,1,,1248591
314,0,39487058,
316,1,,2302926
318,1,36318096,
320,0,,25364
320,1,,1397956
322,0,33150466,
324,0,,967170
324,1,,1917922
326,0,278838750,
326,1,278824896,
328,0,,3479124
328,1,,3162695
330,1,130262738,
332,1,,107154
332,0,,4255684
334,1,91468353,
334,0,91483880,
336,1,,381831
336,0,,4497409
338,0,81237294,
340,0,,77507
342,0,109532715,
344,1,,931677
344,0,,7778054
346,1,141912380,
346,0,141906582,
348,1,,26322
348,0,,9679060
350,1,151026630,
350,0,151138470,
352,1,,203104
352,0,,10199459
354,1,127557882,
354,0,127563230,
356,0,,7065422
358,1,58594069,
360,1,,2178902
362,1,41214018,
364,0,,2218219
366,1,25453452,
366,0,25465840,
368,1,,80844
368,0,,1835422
370,1,42592404,
372,1,,1567676
374,0,118935646,
374,1,118938158,
376,1,,2391721
378,1,153650906,
378,0,153667504,
380,0,,3759521
382,1,91418500,
382,0,91400692,
384,1,,2026412
384,0,,3684778
386,0,88548806,
386,1,88565438,
388,0,,56196
388,1,,3895508
390,1,75605940,
390,0,75628561,
392,1,,5102279
394,1,121739756,
396,1,,7016826
396,0,,3875461
398,1,149367578,
398,0,149374051,
400,1,,4334693
400,0,,4490948
402,0,113906375,
404,1,,778674
404,0,,12859032
406,0,76400664,
408,0,,45785
410,0,11149714,
410,1,11170210,
412,1,,606564
414,0,9447231,
416,0,,1625260
418,1,63172022,
420,0,,92329
420,1,,4283685
422,0,66049740,
422,1,66005820,
424,1,,2246111
424,0,,1443173
426,1,65011564,
428,1,,1931912
430,0,8645390,
432,1,,2934170
434,1,270693354,
436,0,,174652
436,1,,9565778
438,1,278561248,
438,0,278584106,
440,1,,2275297
440,0,,7339216
442,1,270978782,
442,0,270958520,
444,1,,2025151
446,1,276805847,
446,0,276815320,
448,1,,136164
448,0,,9622365
450,1,271617150,
450,0,271617622,
452,0,,6986430
452,1,,3961352
454,0,270676170,
454,1,270657314,
456,0,,144559
456,1,,9521008
458,1,273568689,
460,1,,9631855
462,1,270328568,
464,0,,6297735
466,1,275420678,
466,0,276037896,
468,0,,21916
468,1,,9526036
470,0,269272524,
472,0,,2022397
472,1,,8622246
474,1,270325548,
476,1,,9501492
478,1,273276848,
480,1,,2840666
482,0,270677028,
484,0,,9664660
484,1,,161469
486,1,278700614,
488,1,,9520836
490,1,270213438,
490,0,270252118,
492,0,,8823009
494,0,274332752,
494,1,274348998,
496,0,,149675
496,1,,9527557
498,1,270116864,
498,0,270285987,
500,1,,8885976
502,1,270591222,
502,0,270623772,
504,1,,142650
504,0,,9654623
506,0,277894106,
508,1,,9599674
510,1,269949342,
510,0,269978540,
512,0,,9793709
512,1,,421895
514,1,276570526,
516,1,,9505302
518,1,271309620,
520,1,,6669838
520,0,,4124834
522,0,270814054,
524,1,,193807
524,0,,9663421
526,1,273540529,
526,0,273864946,
528,0,,640613
528,1,,9674086
530,0,268634308,
530,1,268608794,
532,1,,9536179
534,1,278048754,
534,0,278066950,
536,1,,7136231
538,1,269844392,
540,1,,5164310
542,0,273706062,
544,1,,135623
544,0,,9647343
546,0,273412726,
546,1,273500354,
548,0,,7829462
548,1,,2862658
550,0,269822506,
550,1,269813866,
552,1,,9556082
554,0,279344948,
556,1,,124900
556,0,,9644935
558,0,269961516,
560,0,,9828271
560,1,,337586
562,0,275627960,
562,1,275510478,
564,0,,131462
564,1,,9513599
566,0,270308986,
566,1,270287194,
568,1,,6600582
570,1,269685682,
572,0,,152769
572,1,,9515744
574,1,275185940,
574,0,275367174,
576,1,,438061
576,0,,9801229
578,1,271451770,
578,0,271434426,
580,1,,368376
582,0,278222716,
584,1,,215406
584,0,,9637468
586,0,270600190,
586,1,270810053,
588,1,,1478354
588,0,,9495631
590,1,270098714,
590,0,270054612,
592,1,,104053
592,0,,9644309
594,0,273134520,
594,1,273276234,
596,0,,3607506
596,1,,6784417
598,1,270269782,
600,0,,163469
600,1,,9548635
602,1,280365404,
604,1,,659928
606,1,269765050,
608,1,,4615275
610,1,274102506,
612,1,,3289134
614,1,271335390,
616,0,,4369194
618,1,269808154,
620,0,,12984
620,1,,9509945
622,1,279841424,
622,0,279869979,
624,0,,169278
624,1,,9544999
626,1,270660492,
628,0,,911320
630,0,276105654,
632,0,,158566
634,0,2543422,
634,1,2596598,
636,0,,789298
638,1,2017276,
638,0,2019756,
640,0,,145511
642,0,21100620,
642,1,21163290,
644,0,,360073
646,0,25272369,
646,1,25273368,
648,0,,339500
648,1,,2150778
650,1,64469002,
652,1,,1298969
654,0,27357616,
654,1,27502874,
656,1,,1052398
656,0,,1972961
658,0,29424790,
658,1,29448842,
660,1,,1038335
662,1,127141794,
662,0,127175608,
664,0,,2632531
664,1,,731337
666,0,129189098,
666,1,129163912,
668,1,,4950469
670,1,99409998,
672,1,,3850115
674,1,78800562,
676,1,,3961612
678,0,72885810,
678,1,72878966,
680,1,,3754465
682,1,110303524,
684,0,,1659114
686,0,107637586,
686,1,107642722,
688,1,,6313355
690,1,66152826,
692,1,,53760
692,0,,2175582
694,1,49607286,
696,0,,343048
696,1,,2298862
698,1,40098620,
700,0,,102771
702,0,34422002,
702,1,34521482,
704,1,,1248992
706,0,162399266,
706,1,162401708,
708,0,,66004
708,1,,4442507
710,1,131247866,
712,0,,82308
712,1,,4373158
714,1,80689018,
716,1,,4173345
718,1,93361510,
720,1,,3651931
722,1,67056102,
722,0,67240570,
724,1,,2186572
724,0,,2872284
726,0,109151596,
728,0,,2960965
730,1,124850152,
730,0,124876890,
732,0,,4774144
734,0,27374226,
736,1,,219824
738,1,37636611,
738,0,37658788,
740,1,,25844
740,0,,7512161
742,1,297009895,
742,0,297005018,
744,0,,6564112
744,1,,2656325
746,0,296576166,
746,1,296560698,
748,0,,122531
750,1,299502002,
750,0,299543581,
752,0,,4875530
754,1,298509974,
754,0,298525582,
756,1,,7691338
758,0,302692930,
760,1,,2040871
762,0,299767292,
764,1,,3801781
766,1,300933864,
766,0,300952632,
768,0,,7206474
770,0,295077694,
770,1,295110406,
772,1,,6428156
774,1,297757394,
776,1,,1024620
776,0,,6848013
778,1,301235368,
778,0,301243740,
780,0,,12478
780,1,,7732150
782,1,298072096,
784,1,,7819242
784,0,,509964
786,0,304636913,
