 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 9061132 5979472 116 2075 0 0 0 0  4  3 -0  0  0  700 1603  269 24  3 73
 0 0 0 9396660 6256636 150 2543 0 0 0 0  0  2  0  0  0  698 2103  300  0  4 96
 0 0 0 9396432 6256428 129 2156 0 0 0 0  0  0  0  0  0  572 1685  264  0  4 96
 0 0 0 9396508 6256476 129 2158 0 0 0 0  0  0  0  0  0  572 1672  258  0  4 96
 0 0 0 9396320 6256572 134 2155 0 0 0 0  0  0  0  0  0  564 1684  254  0  4 96
 0 0 0 9396308 6256512 129 2156 0 0 0 0  0  0  0  0  0  570 1676  261  0  4 96
 0 0 0 9396468 6256548 147 2163 0 0 0 0  0  0  0  0  0  561 1684  254  0  4 96
 0 0 0 9396432 6256560 129 2161 0 0 0 0  0  2  0  0  0  603 1674  292  0  4 96
 0 0 0 9396468 6256536 77 1179 0 0 0  0  0  0  0  0  0  522 1243  222  0  2 98
 0 0 0 9396308 6256436 52 979 0 0  0  0  0  0  0  0  0  533 1112  230  0  2 98
 0 0 0 9396460 6256552 134 2160 0 0 0 0  0  0  0  0  0  589 1690  270  0  4 96
 0 0 0 9396344 6256504 129 2155 0 0 0 0  0  0  0  0  0  575 1673  263  0  4 96
 0 0 0 9396484 6256624 129 2160 0 0 0 0  0  0  0  0  0  588 1687  260  0  4 96
 0 0 0 9396452 6256744 146 2163 0 0 0 0  0  2  0  0  0  620 1679  304  0  4 96
 0 0 0 9396396 6256508 129 2159 0 0 0 0  0  0  0  0  0  582 1688  263  0  4 96
 0 0 0 9396148 6256384 132 2158 0 0 0 0  0  0  0  0  0  566 1672  256  0  4 96
 0 0 0 9396444 6256516 129 2160 0 0 0 0  0  0  0  0  0  566 1684  257  0  4 96
 0 0 0 9396416 6256500 12 98 0  0  0  0  0  0  0  0  0  448  717  180  0  0 100
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 9396152 6256456 116 2060 0 0 0 0  0  0  0  0  0  552 1731  295  0  4 96
 0 0 0 9396368 6256556 147 2164 0 0 0 0  0  2  0  0  0  601 1672  296  0  4 96
 0 0 0 9396412 6256484 129 2158 0 0 0 0  0  0  0  0  0  565 1684  261  0  4 96
 0 0 0 9396228 6256408 128 2158 0 0 0 0  0  0  0  0  0  599 1674  273  0  4 96
 0 0 0 9396320 6256492 134 2159 0 0 0 0  0  0  0  0  0  581 1690  261  0  4 96
 0 0 0 9396380 6256452 129 2158 0 0 0 0  0  0  0  0  0  570 1676  262  0  4 96
 0 0 0 9396332 6256476 147 2164 0 0 0 0  0  0  0  0  0  584 1684  258  0  4 96
 0 0 0 9396368 6256440 77 1179 0 0 0  0  0  2  0  0  0  541 1224  256  0  2 98
 0 0 0 9396280 6256400 52 980 0 0  0  0  0  0  0  0  0  531 1131  214  0  2 98
 0 0 0 9396368 6256460 128 2158 0 0 0 0  0  0  0  0  0  578 1675  261  0  4 96
 0 0 0 9396216 6256412 134 2159 0 0 0 0  0  0  0  0  0  579 1685  260  0  4 96
 0 0 0 9396244 6256376 129 2158 0 0 0 0  0  0  0  0  0  574 1677  261  0  4 96
 0 0 0 9396316 6256464 129 2156 0 0 0 0  0  0  0  0  0  559 1688  263  0  4 96
 0 0 0 9396252 6256612 147 2166 0 0 0 0  0  2  0  0  0  663 1700  304  0  4 96
 0 0 0 9396244 6256368 129 2157 0 0 0 0  0  0  0  0  0  585 1682  261  0  4 96
 0 0 0 9396244 6256336 134 2159 0 0 0 0  0  0  0  0  0  580 1674  274  0  4 96
 0 0 0 9396316 6256388 12 98 0  0  0  0  0  0  0  0  0  455  729  174  0  0 100
 0 0 0 9396252 6256376 117 2064 0 0 0 0  0  0  0  0  0  580 1632  263  0  3 96
 0 0 0 9396160 6256444 129 2157 0 0 0 0  0  0  0  0  0  577 1684  255  0  4 96
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 1 0 0 9396316 6256536 147 2167 0 0 0 0  0  3  0  0  0  622 1673  310  0  4 96
 0 0 0 9396276 6256400 129 2161 0 0 0 0  0  0  0  0  0  595 1684  263  0  4 96
 0 0 0 9396244 6256388 129 2163 0 0 0 0  0  0  0  0  0  584 1674  257  0  4 96
 0 0 0 9396244 6256408 134 2162 0 0 0 0  0  0  0  0  0  576 1684  253  0  4 96
 0 0 0 9396200 6256336 128 2163 0 0 0 0  0  0  0  0  0  573 1676  261  0  4 96
 0 0 0 9396236 6256380 95 1189 0 0 0  0  0  0  0  0  0  528 1332  258  0  2 98
 0 0 0 9396180 6256296 52 981 0 0  0  0  0  2  0  0  0  550 1104  258  0  2 98
 0 0 0 9396236 6256308 129 2163 0 0 0 0  0  0  0  0  0  578 1686  261  0  4 96
 0 0 0 9396104 6256232 129 2166 0 0 0 0  0  0  0  0  0  595 1675  268  0  4 96
