Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1,HT0_CPU0_ALL,HT0_CPU1_ALL,HT0,HT1_CPU2_ALL,HT1_CPU3_ALL,HT1,HT2_CPU0_ALL,HT2_CPU1_ALL,HT2,c1c2missC0,c1c2missC1,c1c2missC2,c1c2missC3,Watts,Volts,Amps,InputDCPwr,AllPwrExtBd,ProcPwr,HT0Scaled,HT1Scaled,HT2Scaled,cmiss_core0_scaled,cmiss_core1_scaled,cmiss_core2_scaled,cmiss_core3_scaled,disk_read_count,disk_write_count,disk_read_kbytes,disk_write_kbytes,disk_read_bytes,disk_write_bytes
0,47,49,38,47,3567.2,3645.6,8662,8449,1532113,1502114,1517113.5,24781050,24580571,24680810.5,30177804,28874316,29526060,596237,301742,530351,728872,208.3,115.1,1.68,156.23,124.98,62.49,1.52,24.68,29.53,5.96,3.02,5.3,7.29,1.5,1,17.5,2,17920,2048
5,46,49,38,47,3567.2,3645.6,8662,8449,1525906,1525918,1525912,15782000,15787985,15784992.5,15857359,15890930,15874144.5,479378,297153,380695,244852,208.3,115.1,1.7,156.23,124.98,62.49,1.53,15.78,15.87,4.79,2.97,3.81,2.45,0,0,0,0,0,0
10,47,49,38,47,3645.6,3567.2,8662,8449,1529173,1529091,1529132,17260801,17259418,17260109.5,21080170,21068823,21074496.5,475717,319365,345164,521532,208.3,115.1,1.67,156.23,124.98,62.49,1.53,17.26,21.07,4.76,3.19,3.45,5.22,0,0,0,0,0,0
15,46,49,38,47,3567.2,3567.2,8662,8236,1522970,1523052,1523011,16456530,16455174,16455852,19945863,19953539,19949701,368480,195181,388455,572339,208.5,115,1.67,156.38,125.1,62.55,1.52,16.46,19.95,3.68,1.95,3.88,5.72,0,0,0,0,0,0
20,47,49,38,47,3567.2,3567.2,8662,8449,1564128,1564128,1564128,15293336,15296085,15294710.5,15307970,15308807,15308388.5,470069,325586,328005,285412,208.5,115,1.67,156.38,125.1,62.55,1.56,15.29,15.31,4.7,3.26,3.28,2.85,0,2,0,18.5,0,18944
25,46,48,38,47,3567.2,3645.6,8662,8662,1537921,1537855,1537888,16012816,16014188,16013502,16307795,16300788,16304291.5,469387,322321,341846,319492,208.5,115,1.67,156.38,125.1,62.55,1.54,16.01,16.3,4.69,3.22,3.42,3.19,0,0,0,0,0,0
30,46,49,38,47,3567.2,3645.6,8662,8449,1531761,1531827,1531794,18773365,18770529,18771947,24148785,24157025,24152905,418209,280326,397723,679756,208.6,115.1,1.67,156.45,125.16,62.58,1.53,18.77,24.15,4.18,2.8,3.98,6.8,0,2,0,18,0,18432
35,46,49,38,47,3567.2,3567.2,8449,8449,1525172,1525172,1525172,16689262,16690960,16690111,17842917,17843326,17843121.5,398554,201266,434458,361910,208.6,115,1.67,156.45,125.16,62.58,1.53,16.69,17.84,3.99,2.01,4.34,3.62,0,4,0,7,0,7168
40,46,49,38,47,3567.2,3567.2,8449,8449,1346686,1346500,1346593,12794462,12740878,12767670,17723094,17710238,17716666,236611,138910,257654,511885,208.7,114.9,1.67,156.53,125.22,62.61,1.35,12.77,17.72,2.37,1.39,2.58,5.12,0,0,0,0,0,0
45,46,49,38,47,3567.2,3645.6,8662,8449,396326,396512,396419,9153631,9206546,9180088.5,12185729,12199621,12192675,213073,75402,180796,390096,208.8,115,1.67,156.6,125.28,62.64,0.4,9.18,12.19,2.13,0.75,1.81,3.9,0,0,0,0,0,0
