Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1,HT0_CPU0_ALL,HT0_CPU1_ALL,HT0,HT1_CPU2_ALL,HT1_CPU3_ALL,HT1,HT2_CPU0_ALL,HT2_CPU1_ALL,HT2,c1c2missC0,c1c2missC1,c1c2missC2,c1c2missC3,Watts,Volts,Amps,InputDCPwr,AllPwrExtBd,ProcPwrUnc,ProcPwr,HT0Scaled,HT1Scaled,HT2Scaled,cmiss_core0_scaled,cmiss_core1_scaled,cmiss_core2_scaled,cmiss_core3_scaled,disk_read_count,disk_write_count,disk_read_kbytes,disk_write_kbytes,disk_read_bytes,disk_write_bytes
1325,42,45,33,42,3567.2,3567.2,8662,8449,1561930,1561983,1561956.5,14759883,14759740,14759811.5,16112064,16119615,16115839.5,401208,197400,395148,376767,206.9,115,1.65,155.18,124.14,62.07,61.4493,1.56,14.76,16.12,4.01,1.97,3.95,3.77,0,0,0,0,0,0
1330,42,45,33,42,3567.2,3567.2,8449,8449,1523584,1523584,1523584,16152788,16155876,16154332,18310891,18311832,18311361.5,365459,190087,409752,473242,206.8,114.9,1.65,155.1,124.08,62.04,61.4196,1.52,16.15,18.31,3.65,1.9,4.1,4.73,0,0.2,0,2.3,0,2355.2
1335,42,45,33,42,3488.8,3567.2,8662,8449,1520629,1520629,1520629,15529984,15530105,15530044.5,16911001,16918696,16914848.5,384503,189847,406622,360723,206.4,115,1.71,154.8,123.84,61.92,61.3008,1.52,15.53,16.91,3.85,1.9,4.07,3.61,0,0.2,0,1.6,0,1638.4
1340,42,44,33,42,3567.2,3645.6,8662,8449,1522618,1522618,1522618,15691727,15687752,15689739.5,17145158,17138201,17141679.5,416879,176689,416112,372951,206.5,115,1.66,154.88,123.9,61.95,61.3305,1.52,15.69,17.14,4.17,1.77,4.16,3.73,0,0.2,0,1.9,0,1945.6
1345,42,45,33,42,3567.2,3567.2,8662,8449,453380,453364,453372,4430489,4410940,4420714.5,5564730,5564722,5564726,104639,27805,48498,416520,206.6,114.9,1.66,154.95,123.96,61.98,61.3602,0.45,4.42,5.56,1.05,0.28,0.48,4.17,0,1,0,6.8,0,6963.2
1350,42,45,33,42,3567.2,3567.2,8662,8236,1313595,1313611,1313603,15923535,15941666,15932600.5,20129170,20135042,20132106,340285,109122,405398,573351,206.6,115,1.66,154.95,123.96,61.98,61.3602,1.31,15.93,20.13,3.4,1.09,4.05,5.73,0,0.4,0,3,0,3072
1355,42,45,33,42,3567.2,3567.2,8662,8449,1526462,1526462,1526462,15640320,15643158,15641739,17293330,17286491,17289910.5,354131,196732,430272,379826,206.6,115,1.66,154.95,123.96,61.98,61.3602,1.53,15.64,17.29,3.54,1.97,4.3,3.8,0,0,0,0,0,0
1360,42,45,33,42,3567.2,3645.6,8662,8449,1542998,1542998,1542998,16045009,16046883,16045946,18236700,18237084,18236892,342762,217154,419900,443019,206.7,114.9,1.66,155.03,124.02,62.01,61.3899,1.54,16.05,18.24,3.43,2.17,4.2,4.43,0,0.2,0,4,0,4096
1365,42,45,33,42,3567.2,3567.2,8449,8236,1549327,1549327,1549327,14018377,14015744,14017060.5,14101183,14109266,14105224.5,477113,327330,318732,239209,206.8,115,1.66,155.1,124.08,62.04,61.4196,1.55,14.02,14.11,4.77,3.27,3.19,2.39,0,0,0,0,0,0
1370,42,45,33,42,3567.2,3645.6,8662,8449,1532691,1532691,1532691,15931761,15932628,15932194.5,16301074,16293237,16297155.5,487222,323369,332018,247827,206.8,114.9,1.66,155.1,124.08,62.04,61.4196,1.53,15.93,16.3,4.87,3.23,3.32,2.48,0,0,0,0,0,0
1375,42,45,33,42,3567.2,3567.2,8449,8449,1557994,1557994,1557994,15523992,15523834,15523913,16595191,16595095,16595143,449664,354030,296500,614154,206.9,114.9,1.65,155.18,124.14,62.07,61.4493,1.56,15.52,16.6,4.5,3.54,2.97,6.14,0,1.2,0,6,0,6144
1380,43,44,33,42,3567.2,3645.6,8662,8449,1533976,1533976,1533976,16785414,16784624,16785019,19016022,19023605,19019813.5,417416,362895,331035,408392,206.6,115,1.66,154.95,123.96,61.98,61.3602,1.53,16.79,19.02,4.17,3.63,3.31,4.08,0,0.2,0,0.8,0,819.2
1385,42,45,33,42,3567.2,3567.2,8662,8236,1532401,1532401,1532401,14701814,14704776,14703295,14865198,14856601,14860899.5,446322,336450,336503,238680,206.4,114.9,1.75,154.8,123.84,61.92,61.3008,1.53,14.7,14.86,4.46,3.36,3.37,2.39,0,0,0,0,0,0
1390,42,45,33,42,3567.2,3645.6,8449,8449,1535336,1535316,1535326,11209958,11185017,11197487.5,11962821,11964227,11963524,276271,181015,214389,267577,206.5,114.8,1.66,154.88,123.9,61.95,61.3305,1.54,11.2,11.96,2.76,1.81,2.14,2.68,0,0.4,0,2.4,0,2457.6
1395,43,44,33,42,3567.2,3567.2,8662,8449,225677,225697,225687,7408124,7430748,7419436,7640801,7648905,7644853,220439,173846,127769,178623,206.6,114.9,1.66,154.95,123.96,61.98,61.3602,0.23,7.42,7.64,2.2,1.74,1.28,1.79,0,0,0,0,0,0
1400,43,44,33,42,3567.2,3567.2,8662,8449,1539010,1539010,1539010,15236736,15237262,15236999,16613877,16605647,16609762,419131,196624,392958,390582,206.7,114.9,1.66,155.03,124.02,62.01,61.3899,1.54,15.24,16.61,4.19,1.97,3.93,3.91,0,0,0,0,0,0
1405,43,45,33,42,3567.2,3645.6,8449,8449,1525319,1525319,1525319,17950694,17951011,17950852.5,21163160,21162796,21162978,331105,185782,463072,746705,206.8,114.9,1.66,155.1,124.08,62.04,61.4196,1.53,17.95,21.16,3.31,1.86,4.63,7.47,0,0.8,0,4.8,0,4915.2
1410,42,44,33,42,3567.2,3567.2,8449,8236,1531252,1531252,1531252,17323644,17322637,17323140.5,20887442,20895811,20891626.5,329088,185257,442663,536461,206.8,114.9,1.66,155.1,124.08,62.04,61.4196,1.53,17.32,20.89,3.29,1.85,4.43,5.36,0,0.2,0,0.8,0,819.2
1415,43,44,33,42,3567.2,3567.2,8449,8449,1524373,1524373,1524373,15521645,15522790,15522217.5,17200005,17190716,17195360.5,349506,191959,436441,398684,206.9,114.9,1.66,155.18,124.14,62.07,61.4493,1.52,15.52,17.2,3.5,1.92,4.36,3.99,0,0.2,0,3.5,0,3584
1420,42,45,33,42,3567.2,3567.2,8662,8236,1535768,1535768,1535768,16544880,16546041,16545460.5,18307869,18308072,18307970.5,436623,215186,375797,410761,206.9,114.8,1.66,155.18,124.14,62.07,61.4493,1.54,16.55,18.31,4.37,2.15,3.76,4.11,0,0.2,0,2.4,0,2457.6
1425,42,45,33,42,3567.2,3567.2,8662,8449,1533261,1533261,1533261,14947029,14945112,14946070.5,16455461,16464948,16460204.5,398451,188641,395057,394267,207.1,114.8,1.66,155.33,124.26,62.13,61.5087,1.53,14.95,16.46,3.98,1.89,3.95,3.94,0,0,0,0,0,0
1430,43,45,33,42,3567.2,3567.2,8662,8449,1535460,1535460,1535460,14717989,14716029,14717009,14818954,14809344,14814149,468017,343286,315860,258236,206.6,115,1.68,154.95,123.96,61.98,61.3602,1.54,14.72,14.81,4.68,3.43,3.16,2.58,0,0,0,0,0,0
1435,43,44,33,42,3645.6,3567.2,8449,8236,1538274,1538274,1538274,17333906,17337395,17335650.5,20327287,20326821,20327054,352860,235217,420475,735654,206.5,114.8,1.69,154.88,123.9,61.95,61.3305,1.54,17.34,20.33,3.53,2.35,4.2,7.36,0,1.2,0,4.8,0,4915.2
1440,43,45,33,42,3567.2,3567.2,8662,8236,1123087,1122429,1122758,10385467,10382020,10383743.5,12721454,12696636,12709045,250320,150828,233077,334813,206.6,114.7,1.66,154.95,123.96,61.98,61.3602,1.12,10.38,12.71,2.5,1.51,2.33,3.35,0,0.2,0,1.6,0,1638.4
1445,43,45,33,43,3567.2,3567.2,8662,8449,627478,628136,627807,7893607,7895892,7894749.5,9057422,9083735,9070578.5,195533,85784,194009,233846,206.6,114.8,1.66,154.95,123.96,61.98,61.3602,0.63,7.89,9.07,1.96,0.86,1.94,2.34,0,0,0,0,0,0
1450,43,45,33,42,3567.2,3567.2,8662,8236,1557312,1557312,1557312,15440175,15440834,15440504.5,17425414,17425509,17425461.5,340755,246398,398985,451256,206.7,114.9,1.66,155.03,124.02,62.01,61.3899,1.56,15.44,17.43,3.41,2.46,3.99,4.51,0,0.4,0,4,0,4096
1455,43,45,33,42,3567.2,3567.2,8662,8449,1531903,1531903,1531903,14736608,14733640,14735124,15027820,15034919,15031369.5,432931,326069,325633,292226,206.8,114.8,1.66,155.1,124.08,62.04,61.4196,1.53,14.74,15.03,4.33,3.26,3.26,2.92,0,0,0,0,0,0
1460,43,45,33,42,3567.2,3645.6,8662,8236,1532098,1532098,1532098,15041398,15043723,15042560.5,16731902,16724675,16728288.5,409120,191105,381180,426652,206.9,114.9,1.66,155.18,124.14,62.07,61.4493,1.53,15.04,16.73,4.09,1.91,3.81,4.27,0,0,0,0,0,0
1465,43,45,33,42,3567.2,3567.2,8662,8449,1523898,1523898,1523898,17481033,17482473,17481753,20671177,20670584,20670880.5,365932,194072,405114,803072,206.9,114.9,1.66,155.18,124.14,62.07,61.4493,1.52,17.48,20.67,3.66,1.94,4.05,8.03,0,1.2,0,5.8,0,5939.2
1470,43,45,33,42,3567.2,3567.2,8662,8449,1556449,1556391,1556420,16662528,16658045,16660286.5,19612788,19603151,19607969.5,374014,226225,423998,457551,207,114.8,1.66,155.25,124.2,62.1,61.479,1.56,16.66,19.61,3.74,2.26,4.24,4.58,0,0,0,0,0,0
1475,43,45,33,43,3567.2,3567.2,8449,8449,1536631,1536689,1536660,14581783,14583730,14582756.5,16228563,16238907,16233735,365939,245898,372416,376829,206.9,114.9,1.66,155.18,124.14,62.07,61.4493,1.54,14.58,16.23,3.66,2.46,3.72,3.77,0,0,0,0,0,0
1480,43,45,33,42,3567.2,3567.2,8662,8449,1542297,1542297,1542297,15450547,15451238,15450892.5,17142904,17142296,17142600,377657,229115,388429,435283,206.6,114.9,1.71,154.95,123.96,61.98,61.3602,1.54,15.45,17.14,3.78,2.29,3.88,4.35,0,0.2,0,2.4,0,2457.6
1485,43,45,33,42,3567.2,3567.2,8662,8449,1535765,1535765,1535765,14770992,14771842,14771417,16373635,16380720,16377177.5,361678,227950,375737,392726,206.6,114.8,1.66,154.95,123.96,61.98,61.3602,1.54,14.77,16.38,3.62,2.28,3.76,3.93,0,0,0,0,0,0
1490,43,45,33,43,3567.2,3567.2,8662,8449,865595,863542,864568.5,3101747,3101599,3101673,3559952,3519701,3539826.5,95265,52775,28061,120616,206.7,114.8,1.66,155.03,124.02,62.01,61.3899,0.86,3.1,3.54,0.95,0.53,0.28,1.21,0,0.2,0,1.6,0,1638.4
1495,43,45,33,43,3567.2,3567.2,8449,8449,919315,921368,920341.5,15793576,15793055,15793315.5,17622966,17656495,17639730.5,413136,333639,259774,686461,206.7,114.9,1.66,155.03,124.02,62.01,61.3899,0.92,15.79,17.64,4.13,3.34,2.6,6.86,0,1.2,0,4,0,4096
1500,43,45,34,43,3488.8,3567.2,8662,8236,1558750,1558750,1558750,15219326,15215879,15217602.5,17701477,17708544,17705010.5,387807,228434,380254,455917,206.8,115,1.66,155.1,124.08,62.04,61.4196,1.56,15.22,17.71,3.88,2.28,3.8,4.56,0,0.2,0,0.8,0,819.2
1505,43,45,33,43,3567.2,3567.2,8662,8236,1545424,1545424,1545424,14487010,14489873,14488441.5,16055797,16048891,16052344,356418,222454,401733,378525,206.8,114.8,1.66,155.1,124.08,62.04,61.4196,1.55,14.49,16.05,3.56,2.22,4.02,3.79,0,0,0,0,0,0
1510,43,45,33,43,3488.8,3645.6,8449,8449,1532713,1532713,1532713,16105605,16106448,16106026.5,18134241,18134250,18134245.5,354502,238535,397509,440518,206.9,114.9,1.66,155.18,124.14,62.07,61.4493,1.53,16.11,18.13,3.55,2.39,3.98,4.41,0,0.4,0,4.8,0,4915.2
1515,43,45,33,43,3567.2,3567.2,8662,8449,1534532,1534478,1534505,14608634,14606791,14607712.5,16137659,16128992,16133325.5,384121,181534,388174,404182,207.1,114.7,1.66,155.33,124.26,62.13,61.5087,1.53,14.61,16.13,3.84,1.82,3.88,4.04,0,0,0,0,0,0
1520,43,45,33,43,3488.8,3567.2,8449,8449,1535324,1535378,1535351,15546723,15547695,15547209,17231133,17239137,17235135,362231,176015,447259,392349,207.2,115,1.66,155.4,124.32,62.16,61.5384,1.54,15.55,17.24,3.62,1.76,4.47,3.92,0,0,0,0,0,0
1525,43,45,33,43,3488.8,3567.2,8662,8236,1541292,1541292,1541292,16631532,16633656,16632594,20561057,20562742,20561899.5,319077,205146,414623,834551,207,114.9,1.66,155.25,124.2,62.1,61.479,1.54,16.63,20.56,3.19,2.05,4.15,8.35,0,1,0,5.8,0,5939.2
1530,43,45,34,42,3567.2,3567.2,8449,8236,1532003,1532003,1532003,15724826,15723738,15724282,18560134,18566662,18563398,331628,182384,430762,489745,206.6,114.9,1.73,154.95,123.96,61.98,61.3602,1.53,15.72,18.56,3.32,1.82,4.31,4.9,0,0,0,0,0,0
1535,43,45,34,43,3567.2,3645.6,8662,8236,1547022,1547022,1547022,13847308,13848108,13847708,14066422,14057679,14062050.5,485808,347247,289345,256151,206.7,114.8,1.66,155.03,124.02,62.01,61.3899,1.55,13.85,14.06,4.86,3.47,2.89,2.56,0,0,0,0,0,0
1540,43,45,34,43,3645.6,3567.2,8449,8449,445417,445405,445411,4606830,4581413,4594121.5,5339211,5341375,5340293,76279,47857,70854,140204,206.7,114.9,1.66,155.03,124.02,62.01,61.3899,0.45,4.59,5.34,0.76,0.48,0.71,1.4,0,0.2,0,4,0,4096
1545,43,45,34,43,3488.8,3567.2,8662,8236,1304361,1304373,1304367,14297512,14320714,14309113,15948675,15955730,15952202.5,352860,170187,377677,398916,206.9,114.9,1.66,155.18,124.14,62.07,61.4493,1.3,14.31,15.95,3.53,1.7,3.78,3.99,0,0.2,0,1.6,0,1638.4
