Time Temp Temp Temp Ambient_Temp Temp Ambient_Temp Ambient_Temp Planar_Temp IOH_THERMTRIP CPU_Temp_Interf Temp Temp Temp FAN_MOD_1A_RPM FAN_MOD_2A_RPM FAN_MOD_3A_RPM FAN_MOD_4A_RPM FAN_MOD_5A_RPM FAN_MOD_6A_RPM FAN_MOD_1B_RPM FAN_MOD_2B_RPM FAN_MOD_3B_RPM FAN_MOD_4B_RPM FAN_MOD_5B_RPM FAN_MOD_6B_RPM Fan_Redundancy et
0 -56 -60 37 29 35 27 15 38 5Dh 76h 27 29 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
5 -53 -60 37 29 35 27 15 38 5Dh 76h 28 29 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 10
10 -53 -60 37 29 35 27 15 38 5Dh 76h 28 29 44 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
15 -53 -60 37 29 35 27 14 38 5Dh 76h 28 29 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 10
20 -53 -60 38 29 35 27 14 38 5Dh 76h 28 29 44 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 10
25 -57 -57 38 29 35 27 14 38 5Dh 76h 28 29 44 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 2
30 -57 -59 37 29 35 27 14 38 5Dh 76h 28 29 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
35 -57 -57 37 29 35 27 14 38 5Dh 76h 28 29 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
40 -57 -57 37 29 35 27 15 38 5Dh 76h 28 30 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
45 -53 -59 38 29 35 27 15 38 5Dh 76h 28 30 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
50 -53 -60 38 29 35 27 15 38 5Dh 76h 28 30 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
55 -57 -57 38 29 35 27 15 38 5Dh 76h 28 29 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 9
60 -57 -57 37 29 35 27 15 38 5Dh 76h 28 30 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 5
65 -53 -60 38 29 35 27 15 38 5Dh 76h 28 29 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
70 -53 -60 38 29 35 27 15 38 5Dh 76h 29 29 44 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
75 -53 -60 38 29 35 27 15 38 5Dh 76h 29 29 44 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
80 -57 -58 38 29 35 27 15 38 5Dh 76h 29 29 44 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
85 -57 -58 38 29 35 27 15 38 5Dh 76h 29 29 44 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
90 -54 -59 38 29 35 27 15 38 5Dh 76h 29 29 44 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
95 -57 -57 38 29 35 27 15 38 5Dh 76h 28 30 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
100 -57 -58 37 29 35 27 15 38 5Dh 76h 28 30 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
105 -53 -60 38 29 35 27 15 38 5Dh 76h 28 30 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
110 -57 -57 38 29 35 27 15 38 5Dh 76h 28 30 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
115 -53 -60 37 29 35 27 15 38 5Dh 76h 28 30 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
120 -57 -57 38 29 35 27 15 38 5Dh 76h 28 30 44 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
125 -53 -59 38 29 35 27 15 38 5Dh 76h 28 30 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 9
130 -53 -59 38 29 35 27 15 38 5Dh 76h 29 30 44 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 10
135 -57 -57 37 29 35 27 15 38 5Dh 76h 28 30 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 4
140 -53 -59 38 29 35 27 15 38 5Dh 76h 28 30 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
145 -57 -57 37 29 35 27 15 38 5Dh 76h 28 30 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
150 -56 -57 38 29 35 27 15 38 5Dh 76h 29 30 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 9
155 -55 -59 38 29 35 27 15 38 5Dh 76h 28 30 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
160 -56 -57 38 29 35 27 15 38 5Dh 76h 28 30 44 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
165 -57 -57 38 29 35 27 15 38 5Dh 76h 28 30 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 5
170 -55 -59 38 29 35 27 15 38 5Dh 76h 29 30 44 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
175 -56 -57 38 29 35 27 15 38 5Dh 76h 29 30 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 9
180 -53 -59 38 29 35 27 15 38 5Dh 76h 29 30 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
185 -57 -57 38 29 35 27 15 38 5Dh 76h 28 30 44 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
190 -57 -57 38 29 35 27 15 38 5Dh 76h 28 30 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 5
195 -53 -59 38 29 35 27 15 38 5Dh 76h 28 30 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 10
200 -53 -59 38 29 35 27 15 38 5Dh 76h 29 30 44 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 5
205 -54 -57 38 29 35 27 15 38 5Dh 76h 29 30 45 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
