Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1,HT0_CPU0_ALL,HT0_CPU1_ALL,HT0,HT1_CPU2_ALL,HT1_CPU3_ALL,HT1,HT2_CPU0_ALL,HT2_CPU1_ALL,HT2,$1$2missC0,$1$2missC1,$1$2missC2,$1$2missC3,Watts,Volts,Amps,InputDCPwr,AllPwrExtBd,ProcPwr,HT0Scaled,HT1Scaled,HT2Scaled,$miss_core0_scaled,$miss_core1_scaled,$miss_core2_scaled,$miss_core3_scaled
60,45,46,35,45,3567.2,3567.2,8449,8449,1533591,1533591,1533591,16511842,16511762,16511802,18842333,18840784,18841559,439322,351536,312890,533307,207.9,116,1.646,155.925,124.74,62.37,1.533591,16.511802,18.8415585,4.39322,3.51536,3.1289,5.33307
65,44,47,35,45,3567.2,3567.2,8662,8236,1538750,1538706,1538728,16221060,16220947,16221004,18250801,18242420,18246611,474673,339740,322750,387705,208,116.1,1.645,156,124.8,62.4,1.538728,16.2210035,18.2466105,4.74673,3.3974,3.2275,3.87705
70,44,46,35,45,3488.8,3567.2,8449,8236,1518728,1518772,1518750,15590032,15589900,15589966,15406824,15412411,15409618,419790,390200,320079,260311,207.4,116,1.723,155.55,124.44,62.22,1.51875,15.589966,15.4096175,4.1979,3.902,3.20079,2.60311
75,44,47,35,45,3567.2,3567.2,8662,8236,1550591,1550591,1550591,18655793,18656208,18656001,25124283,25126369,25125326,437247,325045,321698,733149,207.5,116.1,1.664,155.625,124.5,62.25,1.550591,18.6560005,25.125326,4.37247,3.25045,3.21698,7.33149
80,44,47,35,45,3567.2,3567.2,8662,8449,1520328,1520286,1520307,16001540,16000275,16000908,17143892,17135985,17139939,395342,225875,390196,403828,207.5,115.9,1.648,155.625,124.5,62.25,1.520307,16.0009075,17.1399385,3.95342,2.25875,3.90196,4.03828
85,44,47,35,45,3567.2,3645.6,8449,8449,1539641,1539683,1539662,14945957,14946535,14946246,16019018,16030581,16024800,376783,212766,376220,411769,207.5,116.1,1.646,155.625,124.5,62.25,1.539662,14.946246,16.0247995,3.76783,2.12766,3.7622,4.11769
90,45,47,35,45,3567.2,3567.2,8449,8236,935540,935553,935546.5,12854767,12830999,12842883,16034755,16036093,16035424,428332,220603,249704,433675,207.6,116,1.648,155.7,124.56,62.28,0.9355465,12.842883,16.035424,4.28332,2.20603,2.49704,4.33675
95,44,47,35,44,3567.2,3567.2,8662,8236,830854,830841,830847.5,9487086,9511020,9499053,11771065,11775700,11773383,225182,195295,131472,315717,207.7,116.1,1.646,155.775,124.62,62.31,0.8308475,9.499053,11.7733825,2.25182,1.95295,1.31472,3.15717
100,45,47,35,45,3645.6,3645.6,8662,8236,1561356,1561356,1561356,14689285,14689905,14689595,15128728,15119279,15124004,496394,285786,348570,282753,207.7,116.1,1.646,155.775,124.62,62.31,1.561356,14.689595,15.1240035,4.96394,2.85786,3.4857,2.82753
105,44,47,35,44,3567.2,3567.2,8662,8449,1532510,1532510,1532510,18325975,18327202,18326589,24387919,24388168,24388044,446253,347459,310609,706607,207.9,116,1.648,155.925,124.74,62.37,1.53251,18.3265885,24.3880435,4.46253,3.47459,3.10609,7.06607
110,44,47,35,44,3567.2,3567.2,8662,8449,1542838,1542786,1542812,14685933,14683411,14684672,14355378,14324996,14340187,439342,377852,282224,304921,208,116,1.646,156,124.8,62.4,1.542812,14.684672,14.340187,4.39342,3.77852,2.82224,3.04921
115,44,47,35,45,3567.2,3567.2,8662,8236,1535715,1535767,1535741,14870632,14872048,14871340,16028423,16056469,16042446,389850,186780,379331,429914,207.8,116.1,1.647,155.85,124.68,62.34,1.535741,14.87134,16.042446,3.8985,1.8678,3.79331,4.29914
120,45,47,35,45,3567.2,3567.2,8662,8236,1535438,1535438,1535438,17474836,17471793,17473315,21561658,21564103,21562881,402600,175404,419179,659477,207.5,116,1.695,155.625,124.5,62.25,1.535438,17.4733145,21.5628805,4.026,1.75404,4.19179,6.59477
125,44,47,35,45,3567.2,3567.2,8449,8236,1556157,1556157,1556157,16058897,16053801,16056349,18858756,18865863,18862310,407517,191748,385555,513679,207.5,116.1,1.647,155.625,124.5,62.25,1.556157,16.056349,18.8623095,4.07517,1.91748,3.85555,5.13679
130,45,47,35,44,3488.8,3567.2,8449,8236,1545884,1545884,1545884,15102300,15109500,15105900,15115723,15108327,15112025,453684,354181,296930,297845,207.6,116,1.647,155.7,124.56,62.28,1.545884,15.1059,15.112025,4.53684,3.54181,2.9693,2.97845
135,44,47,35,45,3567.2,3645.6,8662,8449,1516557,1516557,1516557,19164911,19164444,19164678,26593546,26592931,26593239,356672,178955,396978,873988,207.7,116.1,1.646,155.775,124.62,62.31,1.516557,19.1646775,26.5932385,3.56672,1.78955,3.96978,8.73988
140,45,47,35,45,3567.2,3567.2,8662,8236,715374,714185,714779.5,2940513,2940080,2940297,3521683,3503774,3512729,103205,61150,24244,114356,207.7,116.1,1.648,155.775,124.62,62.31,0.7147795,2.9402965,3.5127285,1.03205,0.6115,0.24244,1.14356
145,44,47,35,45,3567.2,3567.2,8662,8236,1053653,1054842,1054247.5,13821427,13823751,13822589,14200700,14218436,14209568,411312,330709,324087,250979,207.8,116.1,1.647,155.85,124.68,62.34,1.0542475,13.822589,14.209568,4.11312,3.30709,3.24087,2.50979
150,44,47,35,45,3488.8,3567.2,8662,8449,1547775,1547775,1547775,17683300,17682429,17682865,21765690,21765951,21765821,381672,202273,398933,682633,207.9,116,1.646,155.925,124.74,62.37,1.547775,17.6828645,21.7658205,3.81672,2.02273,3.98933,6.82633
155,45,47,35,45,3567.2,3567.2,8662,8236,1523509,1523509,1523509,16392635,16392350,16392493,17951554,17960932,17956243,469543,319548,329160,376737,207.9,116.1,1.647,155.925,124.74,62.37,1.523509,16.3924925,17.956243,4.69543,3.19548,3.2916,3.76737
160,45,47,35,45,3488.8,3567.2,8662,8236,1521419,1521419,1521419,16017735,16017840,16017788,17630498,17619895,17625197,407691,150666,430858,415585,208,116,1.648,156,124.8,62.4,1.521419,16.0177875,17.6251965,4.07691,1.50666,4.30858,4.15585
165,44,47,35,45,3567.2,3567.2,8662,8449,1550132,1550132,1550132,18216735,18217263,18216999,25104805,25106911,25105858,480811,291916,340337,713815,207.9,116.1,1.648,155.925,124.74,62.37,1.550132,18.216999,25.105858,4.80811,2.91916,3.40337,7.13815
170,45,47,35,45,3567.2,3567.2,8662,8236,1550099,1550099,1550099,14171992,14168460,14170226,14022615,14030582,14026599,490726,347958,295188,259335,207.5,116.1,1.711,155.625,124.5,62.25,1.550099,14.170226,14.0265985,4.90726,3.47958,2.95188,2.59335
175,44,47,35,45,3567.2,3567.2,8449,8449,1534795,1534795,1534795,15008041,15010879,15009460,14692063,14686764,14689414,458628,396594,328372,201669,207.6,116.1,1.647,155.7,124.56,62.28,1.534795,15.00946,14.6894135,4.58628,3.96594,3.28372,2.01669
180,45,47,35,45,3567.2,3567.2,8662,8449,1558825,1558825,1558825,16791104,16790817,16790961,21114099,21113401,21113750,388582,199746,371237,715934,207.7,116.1,1.646,155.775,124.62,62.31,1.558825,16.7909605,21.11375,3.88582,1.99746,3.71237,7.15934
185,45,47,35,45,3567.2,3645.6,8662,8236,1544308,1544282,1544295,15763518,15763645,15763582,17037815,17019431,17028623,460971,334611,329384,362186,207.6,116.1,1.645,155.7,124.56,62.28,1.544295,15.7635815,17.028623,4.60971,3.34611,3.29384,3.62186
190,44,47,35,45,3567.2,3567.2,8662,8236,294148,294171,294159.5,3271164,3248129,3259647,3793645,3812226,3802936,99902,69357,37590,113446,207.7,116.1,1.645,155.775,124.62,62.31,0.2941595,3.2596465,3.8029355,0.99902,0.69357,0.3759,1.13446
195,44,47,35,45,3567.2,3567.2,8662,8449,1463274,1463277,1463275.5,17978666,18004421,17991544,25999091,25997024,25998058,346932,196482,387607,830648,207.8,116,1.647,155.85,124.68,62.34,1.4632755,17.9915435,25.9980575,3.46932,1.96482,3.87607,8.30648
200,45,47,35,45,3567.2,3567.2,8662,8236,1548149,1548149,1548149,14309476,14309289,14309383,14503850,14508687,14506269,496367,356629,328817,220108,207.9,116.1,1.647,155.925,124.74,62.37,1.548149,14.3093825,14.5062685,4.96367,3.56629,3.28817,2.20108
205,44,47,35,45,3567.2,3645.6,8662,8449,1540272,1540272,1540272,14182761,14181757,14182259,13853951,13849399,13851675,480965,352748,311298,244112,207.9,116.1,1.646,155.925,124.74,62.37,1.540272,14.182259,13.851675,4.80965,3.52748,3.11298,2.44112
210,45,47,35,45,3567.2,3567.2,8662,8236,1529391,1529391,1529391,17916023,17914475,17915249,22500277,22500556,22500417,360826,228615,404673,713743,208,116.1,1.646,156,124.8,62.4,1.529391,17.915249,22.5004165,3.60826,2.28615,4.04673,7.13743
215,45,47,35,45,3567.2,3645.6,8662,8236,1548083,1548083,1548083,15502340,15503480,15502910,17826223,17834799,17830511,394446,207828,398067,460189,207.7,116.1,1.652,155.775,124.62,62.31,1.548083,15.50291,17.830511,3.94446,2.07828,3.98067,4.60189
220,44,47,35,45,3567.2,3567.2,8662,8236,1534596,1534596,1534596,16070054,16069856,16069955,17617363,17605427,17611395,361637,250575,402405,410748,207.5,116,1.728,155.625,124.5,62.25,1.534596,16.069955,17.611395,3.61637,2.50575,4.02405,4.10748
225,45,47,35,45,3645.6,3567.2,8662,8449,1550333,1550333,1550333,18536517,18537092,18536805,26307403,26309676,26308540,357215,222338,410928,816471,207.6,116.1,1.648,155.7,124.56,62.28,1.550333,18.5368045,26.3085395,3.57215,2.22338,4.10928,8.16471
230,45,47,35,45,3567.2,3567.2,8662,8236,1551512,1551512,1551512,14651561,14646311,14648936,14688416,14697650,14693033,515347,332159,326596,241031,207.6,116,1.648,155.7,124.56,62.28,1.551512,14.648936,14.693033,5.15347,3.32159,3.26596,2.41031
235,45,47,35,45,3567.2,3567.2,8662,8449,1488459,1465238,1476848.5,9139788,9142740,9141264,9289156,9247512,9268334,327884,217963,174344,164078,207.7,116,1.647,155.775,124.62,62.31,1.4768485,9.141264,9.268334,3.27884,2.17963,1.74344,1.64078
240,45,47,36,45,3567.2,3645.6,8662,8236,301725,324946,313335.5,10813109,10816859,10814984,15311834,15345951,15328893,270672,173853,184652,483006,207.8,116.1,1.648,155.85,124.68,62.34,0.3133355,10.814984,15.3288925,2.70672,1.73853,1.84652,4.83006
245,45,47,35,45,3567.2,3567.2,8662,8449,1532071,1532029,1532050,16668860,16665482,16667171,18844716,18835401,18840059,393222,218131,440955,415053,207.8,116,1.649,155.85,124.68,62.34,1.53205,16.667171,18.8400585,3.93222,2.18131,4.40955,4.15053
250,45,47,35,45,3567.2,3645.6,8449,8236,1537479,1537521,1537500,15216707,15218475,15217591,17037133,17043036,17040085,422110,186945,409777,416923,207.9,116,1.648,155.925,124.74,62.37,1.5375,15.217591,17.0400845,4.2211,1.86945,4.09777,4.16923
255,45,47,35,45,3567.2,3567.2,8662,8236,1546227,1546227,1546227,18259621,18258846,18259234,25313519,25313263,25313391,378964,239906,377352,799749,208,116.1,1.648,156,124.8,62.4,1.546227,18.2592335,25.313391,3.78964,2.39906,3.77352,7.99749
260,45,47,35,45,3567.2,3567.2,8662,8449,1558735,1558735,1558735,14628970,14628228,14628599,14519178,14530705,14524942,483479,345241,297483,280986,208,116,1.647,156,124.8,62.4,1.558735,14.628599,14.5249415,4.83479,3.45241,2.97483,2.80986
265,45,47,35,45,3567.2,3567.2,8662,8449,1551744,1551744,1551744,14882331,14882821,14882576,16844306,16832888,16838597,363740,185680,400855,438982,207.5,116.1,1.671,155.625,124.5,62.25,1.551744,14.882576,16.838597,3.6374,1.8568,4.00855,4.38982
270,45,48,36,45,3645.6,3567.2,8449,8449,1573622,1573622,1573622,16817214,16817146,16817180,20269261,20273575,20271418,507845,347728,309855,559643,207.5,116,1.68,155.625,124.5,62.25,1.573622,16.81718,20.271418,5.07845,3.47728,3.09855,5.59643
275,45,49,35,45,3567.2,3645.6,8662,8236,1555380,1555380,1555380,14804880,14804090,14804485,15436283,15440283,15438283,512234,326268,325816,271735,207.5,116,1.648,155.625,124.5,62.25,1.55538,14.804485,15.438283,5.12234,3.26268,3.25816,2.71735
280,45,50,36,45,3567.2,3567.2,8662,8449,1552783,1552783,1552783,14994967,14995542,14995255,15765137,15758367,15761752,488854,327138,320407,333787,207.6,116.1,1.646,155.7,124.56,62.28,1.552783,14.9952545,15.761752,4.88854,3.27138,3.20407,3.33787
285,45,50,35,45,3567.2,3645.6,8662,8449,1068812,1066440,1067626,13295910,13399156,13347533,19642217,19449463,19545840,294543,154933,201520,633034,231.5,115.9,1.806,173.625,138.9,69.45,1.067626,13.347533,19.54584,2.94543,1.54933,2.0152,6.33034
290,45,50,36,45,3645.6,3567.2,8662,8236,697143,699515,698329,7665825,7562634,7614230,8477963,8678726,8578345,194051,126717,168081,259959,229.7,116.1,1.806,172.275,137.82,68.91,0.698329,7.6142295,8.5783445,1.94051,1.26717,1.68081,2.59959
295,45,50,36,45,3567.2,3567.2,8662,8449,1545919,1545919,1545919,15046662,15046450,15046556,14639750,14629675,14634713,480655,356437,298971,258209,228.8,116,1.807,171.6,137.28,68.64,1.545919,15.046556,14.6347125,4.80655,3.56437,2.98971,2.58209
300,45,50,36,45,3567.2,3567.2,8662,8236,2495282,2495282,2495282,221529311,221522121,221525716,224255531,224259297,224257414,13645282,3408602,4790711,27301245,228.4,116,1.809,171.3,137.04,68.52,2.495282,221.525716,224.257414,136.45282,34.08602,47.90711,273.01245
305,45,51,36,46,3567.2,3645.6,8449,8236,1523549,1523555,1523552,139568044,139566189,139567117,101295848,101309233,101302541,483929,3973480,111899774,464403,228.4,115.9,1.809,171.3,137.04,68.52,1.523552,139.5671165,101.3025405,4.83929,39.7348,1118.99774,4.64403
310,45,50,36,46,3567.2,3567.2,8662,8023,1535974,1535968,1535971,147913372,150289694,149101533,108583770,108553840,108568805,5636176,1333618,110777162,627647,228.3,116,1.815,171.225,136.98,68.49,1.535971,149.101533,108.568805,56.36176,13.33618,1107.77162,6.27647
315,45,50,36,46,3488.8,3567.2,8662,8236,1549815,1549815,1549815,139876149,137501032,138688591,107900897,107917065,107908981,561321,4828095,100428968,722971,227.9,116,1.889,170.925,136.74,68.37,1.549815,138.6885905,107.908981,5.61321,48.28095,1004.28968,7.22971
320,45,51,36,46,3567.2,3645.6,8662,8236,1531115,1531073,1531094,130325220,130324700,130324960,93607440,93597951,93602696,581317,2488323,15150877,101346136,227.9,116,1.808,170.925,136.74,68.37,1.531094,130.32496,93.6026955,5.81317,24.88323,151.50877,1013.46136
325,45,51,36,46,3567.2,3567.2,8662,8236,1517518,1517560,1517539,147191801,145494133,146342967,105118608,105109617,105114113,5422904,406722,87129053,21087304,227.9,115.9,1.809,170.925,136.74,68.37,1.517539,146.342967,105.1141125,54.22904,4.06722,871.29053,210.87304
330,45,51,36,46,3567.2,3567.2,8662,8236,1548574,1548574,1548574,168952252,170649784,169801018,129253767,129274911,129264339,502963,9679734,101312193,875231,228.2,116,1.811,171.15,136.92,68.46,1.548574,169.801018,129.264339,5.02963,96.79734,1013.12193,8.75231
335,45,51,36,46,3567.2,3567.2,8662,8236,816650,816474,816562,118832047,119523790,119177919,83626809,83609172,83617991,124538,2291629,117656817,171618,228.1,115.9,1.807,171.075,136.86,68.43,0.816562,119.1779185,83.6179905,1.24538,22.91629,1176.56817,1.71618
340,45,51,36,46,3567.2,3645.6,8662,8449,931809,931985,931897,148099620,147420735,147760178,109027890,109042969,109035430,483286,6048004,527634,100036487,228.1,116,1.81,171.075,136.86,68.43,0.931897,147.7601775,109.0354295,4.83286,60.48004,5.27634,1000.36487
345,45,51,36,46,3567.2,3567.2,8662,8236,1521218,1521218,1521218,177317251,177319581,177318416,132530558,132530520,132530539,2494755,3374823,14351490,96389124,228.4,116,1.815,171.3,137.04,68.52,1.521218,177.318416,132.530539,24.94755,33.74823,143.5149,963.89124
350,45,51,36,47,3645.6,3645.6,8662,8449,1538160,1538160,1538160,119964409,119963260,119963835,85158900,85165508,85162204,586118,870576,66676459,1290256,228.9,116,1.815,171.675,137.34,68.67,1.53816,119.9638345,85.162204,5.86118,8.70576,666.76459,12.90256
355,45,52,36,47,3567.2,3567.2,8662,8236,1528783,1528783,1528783,136411637,136404638,136408138,96079037,96083004,96081021,1942554,1144971,65162834,496350,228.9,116.1,1.811,171.675,137.34,68.67,1.528783,136.4081375,96.0810205,19.42554,11.44971,651.62834,4.9635
360,45,52,36,47,3567.2,3567.2,8449,8236,1581380,1581380,1581380,153667831,153662891,153665361,112316781,112306568,112311675,2443071,422658,104284775,960099,228.8,116,1.817,171.6,137.28,68.64,1.58138,153.665361,112.3116745,24.43071,4.22658,1042.84775,9.60099
365,45,51,36,47,3567.2,3645.6,8662,8236,1520422,1520436,1520429,239098198,239099433,239098816,163792384,163807536,163799960,6991042,1226673,72127992,39200751,228.5,116,1.864,171.375,137.1,68.55,1.520429,239.0988155,163.79996,69.91042,12.26673,721.27992,392.00751
370,45,52,36,47,3567.2,3567.2,8662,8236,1547653,1547639,1547646,201834509,201838273,201836391,142722602,142720477,142721540,4951215,5590546,113592156,520959,228.6,115.9,1.814,171.45,137.16,68.58,1.547646,201.836391,142.7215395,49.51215,55.90546,1135.92156,5.20959
375,45,51,36,47,3567.2,3645.6,8449,8236,1515735,1515735,1515735,163759125,163751207,163755166,122755360,122745719,122750540,4104545,403340,102645548,838792,228.8,115.9,1.815,171.6,137.28,68.64,1.515735,163.755166,122.7505395,41.04545,4.0334,1026.45548,8.38792
380,45,52,36,47,3567.2,3567.2,8662,8236,1545370,1545370,1545370,157566836,157583048,157574942,110640191,110645162,110642677,3828757,404469,118529986,1183848,228.7,116.1,1.814,171.525,137.22,68.61,1.54537,157.574942,110.6426765,38.28757,4.04469,1185.29986,11.83848
385,45,52,36,47,3567.2,3567.2,8662,8236,387337,388794,388065.5,142096557,142082373,142089465,98046789,98162151,98104470,109007,2917901,43708136,63284706,228.9,115.8,1.818,171.675,137.34,68.67,0.3880655,142.089465,98.10447,1.09007,29.17901,437.08136,632.84706
390,45,52,36,47,3488.8,3567.2,8449,8449,1376994,1375537,1376265.5,182930264,183139850,183035057,132873657,132736447,132805052,1925618,4336309,91748485,23631482,229,115.9,1.814,171.75,137.4,68.7,1.3762655,183.035057,132.805052,19.25618,43.36309,917.48485,236.31482
395,45,51,36,47,3567.2,3567.2,8449,8449,1511754,1511764,1511759,182738916,182529265,182634091,130303057,130330925,130316991,572550,6452588,114337862,399214,228.7,116,1.807,171.525,137.22,68.61,1.511759,182.6340905,130.316991,5.7255,64.52588,1143.37862,3.99214
400,45,52,36,47,3567.2,3567.2,8449,8236,1525558,1525548,1525553,157260658,157276035,157268347,113324664,113309132,113316898,4540157,374989,42462190,63138757,228.5,116,1.807,171.375,137.1,68.55,1.525553,157.2683465,113.316898,45.40157,3.74989,424.6219,631.38757
405,45,52,36,47,3567.2,3645.6,8662,8236,1557833,1557833,1557833,141552603,141538638,141545621,105872119,105868642,105870381,743985,427347,121993369,805302,228.6,115.9,1.808,171.45,137.16,68.58,1.557833,141.5456205,105.8703805,7.43985,4.27347,1219.93369,8.05302
410,45,51,36,47,3567.2,3567.2,8662,8236,1514834,1514796,1514815,174591628,174602300,174596964,124997933,124992272,124995103,1284334,3336880,65729037,1148768,228.7,116,1.817,171.525,137.22,68.61,1.514815,174.596964,124.9951025,12.84334,33.3688,657.29037,11.48768
415,45,51,36,48,3567.2,3645.6,8662,8236,1521382,1521420,1521401,177267685,177264700,177266193,122768936,122790485,122779711,506464,4354587,23982552,37352025,228.5,115.9,1.898,171.375,137.1,68.55,1.521401,177.2661925,122.7797105,5.06464,43.54587,239.82552,373.52025
420,45,51,36,47,3567.2,3567.2,8662,8236,1534795,1534795,1534795,149751831,149755231,149753531,110750678,110738322,110744500,2148076,479926,62826345,1606710,228.7,116,1.814,171.525,137.22,68.61,1.534795,149.753531,110.7445,21.48076,4.79926,628.26345,16.0671
425,45,52,36,47,3567.2,3645.6,8662,8236,1521239,1521197,1521218,184878378,184866549,184872464,141896930,141884222,141890576,2698676,442806,123155424,432121,228.8,115.9,1.815,171.6,137.28,68.64,1.521218,184.8724635,141.890576,26.98676,4.42806,1231.55424,4.32121
430,45,52,36,48,3567.2,3567.2,8662,8449,1523249,1505757,1514503,167342896,167355443,167349170,118571748,117867594,118219671,332513,3634018,104979827,1063567,228.9,115.9,1.816,171.675,137.34,68.67,1.514503,167.3491695,118.219671,3.32513,36.34018,1049.79827,10.63567
435,45,52,36,48,3567.2,3567.2,8662,8236,229061,246595,237828,176091075,176092289,176091682,126500754,127216549,126858652,261853,4888076,118330473,1267485,229,116,1.817,171.75,137.4,68.7,0.237828,176.091682,126.8586515,2.61853,48.88076,1183.30473,12.67485
440,45,51,36,47,3645.6,3567.2,8662,8236,1528461,1528415,1528438,180318698,180305389,180312044,127425893,127414779,127420336,3590180,966521,91155247,17043992,229.1,116,1.815,171.825,137.46,68.73,1.528438,180.3120435,127.420336,35.9018,9.66521,911.55247,170.43992
445,46,50,36,48,3567.2,3645.6,8662,8236,1544945,1544991,1544968,208222956,208222897,208222927,145625261,145637837,145631549,4991065,4009036,112648508,493082,229.2,115.8,1.818,171.9,137.52,68.76,1.544968,208.2229265,145.631549,49.91065,40.09036,1126.48508,4.93082
450,47,50,36,48,3567.2,3567.2,8662,8236,1541667,1541667,1541667,175760523,175759884,175760204,127337024,127337567,127337296,508075,3680187,110811710,936510,229.3,115.9,1.819,171.975,137.58,68.79,1.541667,175.7602035,127.3372955,5.08075,36.80187,1108.1171,9.3651
455,47,50,36,47,3645.6,3567.2,8662,8449,1528353,1528353,1528353,157886779,157886872,157886826,112402903,112406662,112404783,910622,726082,57106497,60063616,229.4,116,1.812,172.05,137.64,68.82,1.528353,157.8868255,112.4047825,9.10622,7.26082,571.06497,600.63616
460,47,50,36,47,3567.2,3567.2,8662,8236,1530855,1530855,1530855,185049651,183240427,184145039,131244389,131225164,131234777,2195907,3423608,16866690,101110340,228.6,116,1.824,171.45,137.16,68.58,1.530855,184.145039,131.2347765,21.95907,34.23608,168.6669,1011.1034
465,47,50,36,47,3645.6,3567.2,8662,8449,1537050,1537050,1537050,201712127,203534612,202623370,151297887,151314394,151306141,4020588,4255527,18762889,82923241,228.3,116.1,1.837,171.225,136.98,68.49,1.53705,202.6233695,151.3061405,40.20588,42.55527,187.62889,829.23241
470,47,50,36,47,3567.2,3567.2,8662,8236,1517972,1517958,1517965,169621741,169606435,169614088,118755508,118743172,118749340,3621393,444687,120415343,436072,228,115.9,1.809,171,136.8,68.4,1.517965,169.614088,118.74934,36.21393,4.44687,1204.15343,4.36072
475,47,50,36,47,3567.2,3567.2,8662,8449,1538266,1538280,1538273,174814363,174815461,174814912,122910575,122910922,122910749,592798,3246382,71568546,525589,228.4,116.1,1.813,171.3,137.04,68.52,1.538273,174.814912,122.9107485,5.92798,32.46382,715.68546,5.25589
480,48,49,36,47,3567.2,3567.2,8662,8236,1099457,1097881,1098669,154380614,154295298,154337956,109582378,109378386,109480382,2040482,257437,60035592,1585245,229,116,1.818,171.75,137.4,68.7,1.098669,154.337956,109.480382,20.40482,2.57437,600.35592,15.85245
485,47,49,36,47,3567.2,3567.2,8662,8236,680444,682002,681223,162003279,162102208,162052744,107824262,108031786,107928024,301641,3142836,47554883,11623249,228.4,116,1.787,171.3,137.04,68.52,0.681223,162.0527435,107.928024,3.01641,31.42836,475.54883,116.23249
490,48,49,36,47,3567.2,3567.2,8662,8449,1533715,1533733,1533724,156099529,157261635,156680582,150413145,150404413,150408779,37400533,1546767,11484913,10280244,228.4,116.1,1.817,171.3,137.04,68.52,1.533724,156.680582,150.408779,374.00533,15.46767,114.84913,102.80244
495,48,49,36,47,3567.2,3567.2,8662,8236,1536232,1536232,1536232,121913547,120764226,121338887,163409709,163421642,163415676,49639613,10195306,2365366,2660632,228.8,116.1,1.82,171.6,137.28,68.64,1.536232,121.3388865,163.4156755,496.39613,101.95306,23.65366,26.60632
