Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1,HT0_CPU0_ALL,HT0_CPU1_ALL,HT0,HT1_CPU2_ALL,HT1_CPU3_ALL,HT1,HT2_CPU0_ALL,HT2_CPU1_ALL,HT2,$1$2missC0,$1$2missC1,$1$2missC2,$1$2missC3,Watts,Volts,Amps,InputDCPwr,AllPwrExtBd,ProcPwr,HT0Scaled,HT1Scaled,HT2Scaled,$miss_core0_scaled,$miss_core1_scaled,$miss_core2_scaled,$miss_core3_scaled
50,42,45,33,42,3567.2,3567.2,8662,8236,1538688,1538688,1538688,16290427,16295002,16292714.5,17226293,17223802,17225047.5,438957,345343,382393,256549,206.8,114.8,1.668,155.1,124.08,62.04,1.538688,16.2927145,17.2250475,4.38957,3.45343,3.82393,2.56549
55,42,45,33,42,3488.8,3567.2,8662,8236,1540327,1540327,1540327,16435683,16433615,16434649,17702003,17705752,17703877.5,417182,255315,468704,319259,206.9,114.8,1.67,155.175,124.14,62.07,1.540327,16.434649,17.7038775,4.17182,2.55315,4.68704,3.19259
60,42,45,33,42,3567.2,3567.2,8449,8236,1533639,1533639,1533639,16172017,16169045,16170531,16456808,16455125,16455966.5,462642,335516,462480,145906,207,114.9,1.669,155.25,124.2,62.1,1.533639,16.170531,16.4559665,4.62642,3.35516,4.6248,1.45906
65,42,45,33,42,3567.2,3645.6,8662,8449,1542267,1542267,1542267,16840059,16840085,16840072,17587096,17585131,17586113.5,517525,299583,367971,353213,207,114.9,1.669,155.25,124.2,62.1,1.542267,16.840072,17.5861135,5.17525,2.99583,3.67971,3.53213
70,42,44,33,42,3488.8,3645.6,8662,8236,1539129,1539095,1539112,18138474,18140328,18139401,21074463,21070808,21072635.5,441828,333234,337826,505444,207.1,114.8,1.671,155.325,124.26,62.13,1.539112,18.139401,21.0726355,4.41828,3.33234,3.37826,5.05444
75,42,44,33,42,3567.2,3567.2,8662,8449,1537662,1537696,1537679,16303927,16307803,16305865,16447826,16449194,16448510,457683,403172,385518,204563,206.9,114.9,1.671,155.175,124.14,62.07,1.537679,16.305865,16.44851,4.57683,4.03172,3.85518,2.04563
80,42,44,33,42,3567.2,3567.2,8662,8449,1554190,1554190,1554190,15572130,15568072,15570101,16049781,16053424,16051602.5,500549,315236,396345,226958,206.5,114.8,1.716,154.875,123.9,61.95,1.55419,15.570101,16.0516025,5.00549,3.15236,3.96345,2.26958
85,42,44,33,42,3567.2,3645.6,8662,8236,1560680,1560680,1560680,15528838,15529669,15529253.5,15897496,15902271,15899883.5,558507,303376,388142,221142,206.7,114.9,1.674,155.025,124.02,62.01,1.56068,15.5292535,15.8998835,5.58507,3.03376,3.88142,2.21142
90,42,44,33,42,3567.2,3567.2,8662,8449,956704,956712,956708,10142653,10117715,10130184,10369077,10368236,10368656.5,292927,194306,313017,88256,206.7,114.7,1.676,155.025,124.02,62.01,0.956708,10.130184,10.3686565,2.92927,1.94306,3.13017,0.88256
95,42,44,33,42,3567.2,3645.6,8662,8236,821757,821749,821753,10049788,10074914,10062351,10529857,10525526,10527691.5,295686,134020,155648,276648,206.7,114.8,1.677,155.025,124.02,62.01,0.821753,10.062351,10.5276915,2.95686,1.3402,1.55648,2.76648
100,42,44,33,42,3567.2,3645.6,8449,8236,1551834,1551804,1551819,17108191,17106487,17107339,20091760,20087637,20089698.5,478230,298786,326861,503595,206.8,114.8,1.678,155.1,124.08,62.04,1.551819,17.107339,20.0896985,4.7823,2.98786,3.26861,5.03595
105,42,44,33,42,3567.2,3645.6,8662,8449,1554447,1554477,1554462,15670383,15671869,15671126,15581974,15587420,15584697,510305,376730,303937,258331,206.8,114.8,1.677,155.1,124.08,62.04,1.554462,15.671126,15.584697,5.10305,3.7673,3.03937,2.58331
110,42,45,33,42,3567.2,3567.2,8662,8449,1541339,1541339,1541339,16196618,16196443,16196530.5,16806321,16805392,16805856.5,437969,314206,336222,336323,206.9,114.9,1.676,155.175,124.14,62.07,1.541339,16.1965305,16.8058565,4.37969,3.14206,3.36222,3.36323
115,42,45,33,42,3567.2,3567.2,8662,8449,1542805,1542805,1542805,16503755,16504069,16503912,16806004,16809457,16807730.5,457832,374870,340909,280980,207,114.7,1.677,155.25,124.2,62.1,1.542805,16.503912,16.8077305,4.57832,3.7487,3.40909,2.8098
120,42,45,33,42,3488.8,3567.2,8449,8449,1536542,1536542,1536542,15482678,15482695,15482686.5,17089976,17084638,17087307,379743,140349,427909,429082,207.2,114.8,1.672,155.4,124.32,62.16,1.536542,15.4826865,17.087307,3.79743,1.40349,4.27909,4.29082
125,42,45,33,42,3567.2,3567.2,8662,8236,1530369,1530369,1530369,17955753,17958541,17957147,19468413,19470254,19469333.5,415426,240226,421000,489630,207,114.8,1.664,155.25,124.2,62.1,1.530369,17.957147,19.4693335,4.15426,2.40226,4.21,4.8963
130,42,45,33,42,3567.2,3567.2,8662,8449,1531632,1531632,1531632,18554206,18553600,18553903,22797550,22799998,22798774,386345,185001,459399,573814,206.7,114.9,1.725,155.025,124.02,62.01,1.531632,18.553903,22.798774,3.86345,1.85001,4.59399,5.73814
135,42,44,33,42,3567.2,3567.2,8662,8236,1530914,1530914,1530914,16188422,16184005,16186213.5,17630652,17627429,17629040.5,419040,184712,463035,375634,206.6,114.9,1.655,154.95,123.96,61.98,1.530914,16.1862135,17.6290405,4.1904,1.84712,4.63035,3.75634
140,42,44,33,42,3567.2,3567.2,8662,8236,732031,732011,732021,4622527,4580991,4601759,5076894,5079210,5078052,88607,34454,62922,112823,206.6,114.9,1.658,154.95,123.96,61.98,0.732021,4.601759,5.078052,0.88607,0.34454,0.62922,1.12823
145,42,44,33,42,3567.2,3567.2,8662,8449,1025995,1026015,1026005,14989688,15033132,15011410,17372276,17373473,17372874.5,407801,116945,394058,465527,206.8,114.9,1.658,155.1,124.08,62.04,1.026005,15.01141,17.3728745,4.07801,1.16945,3.94058,4.65527
150,42,44,33,42,3567.2,3567.2,8449,8236,1559646,1559646,1559646,15296159,15296468,15296313.5,15496875,15497717,15497296,479519,344809,336947,266798,206.8,114.9,1.656,155.1,124.08,62.04,1.559646,15.2963135,15.497296,4.79519,3.44809,3.36947,2.66798
155,42,45,33,42,3567.2,3567.2,8662,8236,1540617,1540617,1540617,16454128,16451708,16452918,16848689,16843671,16846180,462946,338754,356347,350181,206.8,114.9,1.658,155.1,124.08,62.04,1.540617,16.452918,16.84618,4.62946,3.38754,3.56347,3.50181
160,42,44,33,42,3488.8,3567.2,8662,8236,1533753,1533753,1533753,17680835,17683115,17681975,20522661,20529151,20525906,438273,340948,402724,409076,206.9,114.8,1.656,155.175,124.14,62.07,1.533753,17.681975,20.525906,4.38273,3.40948,4.02724,4.09076
165,42,45,33,42,3567.2,3645.6,8662,8449,1529222,1529222,1529222,16304005,16304362,16304183.5,16712885,16705310,16709097.5,471596,342059,353735,271925,206.9,114.8,1.656,155.175,124.14,62.07,1.529222,16.3041835,16.7090975,4.71596,3.42059,3.53735,2.71925
170,42,44,33,42,3567.2,3645.6,8449,8449,1544809,1544809,1544809,15897274,15898659,15897966.5,17549479,17549033,17549256,413517,218288,390115,386035,206.9,114.8,1.658,155.175,124.14,62.07,1.544809,15.8979665,17.549256,4.13517,2.18288,3.90115,3.86035
175,42,44,33,42,3567.2,3567.2,8662,8236,1533317,1533317,1533317,16385706,16385248,16385477,17922669,17928602,17925635.5,434407,216812,463864,338952,206.7,114.8,1.666,155.025,124.02,62.01,1.533317,16.385477,17.9256355,4.34407,2.16812,4.63864,3.38952
180,42,45,33,42,3567.2,3567.2,8449,8449,1538204,1538204,1538204,15629083,15627704,15628393.5,15922191,15922642,15922416.5,444546,359920,351873,242781,206.6,114.7,1.701,154.95,123.96,61.98,1.538204,15.6283935,15.9224165,4.44546,3.5992,3.51873,2.42781
185,42,45,33,42,3567.2,3567.2,8662,8236,1556391,1556391,1556391,19307972,19308841,19308406.5,19228106,19224150,19226128,492095,614780,355721,333161,206.6,114.8,1.657,154.95,123.96,61.98,1.556391,19.3084065,19.226128,4.92095,6.1478,3.55721,3.33161
190,42,44,33,42,3567.2,3567.2,8662,8236,362098,361647,361872.5,5756527,5755858,5756192.5,8929603,8905527,8917565,121223,12747,49317,302248,206.6,114.6,1.657,154.95,123.96,61.98,0.3618725,5.7561925,8.917565,1.21223,0.12747,0.49317,3.02248
195,42,45,33,42,3567.2,3567.2,8662,8449,1403082,1403533,1403307.5,15419007,15420459,15419733,15731188,15752896,15742042,483499,273883,310092,304331,206.7,114.9,1.657,155.025,124.02,62.01,1.4033075,15.419733,15.742042,4.83499,2.73883,3.10092,3.04331
200,42,44,33,42,3567.2,3567.2,8662,8236,1534368,1534368,1534368,16806910,16805189,16806049.5,18359840,18361020,18360430,377648,198331,430636,405295,206.8,114.8,1.656,155.1,124.08,62.04,1.534368,16.8060495,18.36043,3.77648,1.98331,4.30636,4.05295
205,42,44,33,42,3488.8,3567.2,8449,8236,1527482,1527472,1527477,15943348,15945061,15944204.5,17739214,17737111,17738162.5,414071,190223,429157,404786,206.8,114.8,1.659,155.1,124.08,62.04,1.527477,15.9442045,17.7381625,4.14071,1.90223,4.29157,4.04786
210,42,44,33,42,3567.2,3645.6,8662,8449,1510703,1510713,1510708,16640181,16640707,16640444,18634779,18635772,18635275.5,368106,170097,445516,414911,206.9,114.7,1.657,155.175,124.14,62.07,1.510708,16.640444,18.6352755,3.68106,1.70097,4.45516,4.14911
215,42,45,33,42,3567.2,3567.2,8662,8449,1531053,1531053,1531053,17474020,17471963,17472991.5,18912017,18914554,18913285.5,410889,239760,407555,451367,207,114.9,1.656,155.25,124.2,62.1,1.531053,17.4729915,18.9132855,4.10889,2.3976,4.07555,4.51367
220,42,45,33,42,3567.2,3567.2,8662,8236,1539962,1539932,1539947,17668399,17668197,17668298,22114994,22110840,22112917,358075,202356,388293,647343,207,114.8,1.658,155.25,124.2,62.1,1.539947,17.668298,22.112917,3.58075,2.02356,3.88293,6.47343
225,42,44,33,42,3567.2,3567.2,8662,8236,1550319,1550349,1550334,17087544,17088079,17087811.5,16905214,16909894,16907554,453971,514806,337492,262528,206.5,114.8,1.709,154.875,123.9,61.95,1.550334,17.0878115,16.907554,4.53971,5.14806,3.37492,2.62528
230,42,45,33,42,3567.2,3567.2,8662,8236,1549853,1549853,1549853,14235672,14237106,14236389,14535240,14533481,14534360.5,522281,316564,317920,262287,206.6,114.8,1.683,154.95,123.96,61.98,1.549853,14.236389,14.5343605,5.22281,3.16564,3.1792,2.62287
235,42,44,33,42,3567.2,3567.2,8449,8449,1431222,1431114,1431168,11714543,11660151,11687347,12633827,12631244,12632535.5,267833,117393,286400,249445,206.6,114.8,1.658,154.95,123.96,61.98,1.431168,11.687347,12.6325355,2.67833,1.17393,2.864,2.49445
240,42,44,33,42,3567.2,3645.6,8449,8449,319603,319711,319657,6991420,7043828,7017624,7874355,7876006,7875180.5,235138,97047,191502,222923,206.7,114.8,1.658,155.025,124.02,62.01,0.319657,7.017624,7.8751805,2.35138,0.97047,1.91502,2.22923
245,42,44,33,42,3567.2,3567.2,8449,8449,1535533,1535533,1535533,16875073,16873954,16874513.5,18712878,18714858,18713868,413117,234949,414650,453337,206.7,114.9,1.657,155.025,124.02,62.01,1.535533,16.8745135,18.713868,4.13117,2.34949,4.1465,4.53337
250,42,44,33,42,3567.2,3567.2,8449,8236,1538185,1538185,1538185,17476304,17476782,17476543,19680737,19685013,19682875,473361,347810,445564,319459,206.7,114.9,1.656,155.025,124.02,62.01,1.538185,17.476543,19.682875,4.73361,3.4781,4.45564,3.19459
255,42,44,33,42,3488.8,3645.6,8662,8236,1538953,1538935,1538944,16254631,16258137,16256384,16599661,16591649,16595655,501642,294714,419946,214851,206.8,114.8,1.655,155.1,124.08,62.04,1.538944,16.256384,16.595655,5.01642,2.94714,4.19946,2.14851
260,42,44,33,42,3567.2,3645.6,8662,8236,1548803,1548821,1548812,16081563,16076741,16079152,16951591,16954722,16953156.5,454285,292099,375784,292469,206.9,114.9,1.656,155.175,124.14,62.07,1.548812,16.079152,16.9531565,4.54285,2.92099,3.75784,2.92469
265,42,44,33,42,3567.2,3567.2,8662,8449,1523602,1523572,1523587,17879414,17880414,17879914,19025453,19021841,19023647,538453,331762,438574,295702,207,114.9,1.655,155.25,124.2,62.1,1.523587,17.879914,19.023647,5.38453,3.31762,4.38574,2.95702
270,43,44,33,42,3567.2,3567.2,8662,8236,1521302,1521330,1521316,16522624,16523779,16523201.5,18670079,18672009,18671044,351308,147683,444008,447542,206.9,114.9,1.657,155.175,124.14,62.07,1.521316,16.5232015,18.671044,3.51308,1.47683,4.44008,4.47542
275,42,46,33,42,3567.2,3645.6,8662,8236,1555469,1555471,1555470,16534911,16534934,16534922.5,16679272,16681708,16680490,502316,404960,325348,340373,206.5,114.9,1.711,154.875,123.9,61.95,1.55547,16.5349225,16.68049,5.02316,4.0496,3.25348,3.40373
280,42,45,33,42,3567.2,3567.2,8662,8449,1547010,1547010,1547010,17908572,17908149,17908360.5,20787211,20792393,20789802,472173,299032,320204,508899,206.5,114.8,1.656,154.875,123.9,61.95,1.54701,17.9083605,20.789802,4.72173,2.99032,3.20204,5.08899
285,42,46,33,43,3567.2,3567.2,8662,8236,1062440,1061389,1061914.5,11129207,11128197,11128702,11883844,11848181,11866012.5,314606,122740,229195,244978,206.5,114.8,1.701,154.875,123.9,61.95,1.0619145,11.128702,11.8660125,3.14606,1.2274,2.29195,2.44978
290,42,46,33,43,3567.2,3567.2,8662,8449,693219,694270,693744.5,8599752,8600937,8600344.5,9741867,9772961,9757414,185272,108628,189863,269138,214.8,114.7,1.848,161.1,128.88,64.44,0.6937445,8.6003445,9.757414,1.85272,1.08628,1.89863,2.69138
295,42,46,33,43,3567.2,3567.2,8662,8236,1599496,1599496,1599496,18425317,18425343,18425330,21169211,21171533,21170372,499762,237454,473429,476956,236.1,114.7,1.864,177.075,141.66,70.83,1.599496,18.42533,21.170372,4.99762,2.37454,4.73429,4.76956
300,42,46,33,43,3567.2,3567.2,8662,8236,2544070,2544068,2544069,78700606,78698284,78699445,79770686,79763410,79767048,10190119,2072950,2572481,1450517,236.1,114.7,1.874,177.075,141.66,70.83,2.544069,78.699445,79.767048,101.90119,20.7295,25.72481,14.50517
305,42,46,33,43,3567.2,3567.2,8449,8236,1539139,1539141,1539140,550292596,550298013,550295304.5,385044756,385046744,385045750,542615,696875,47305359,110005211,236.3,114.8,1.871,177.225,141.78,70.89,1.53914,550.2953045,385.04575,5.42615,6.96875,473.05359,1100.05211
310,42,46,34,43,3567.2,3567.2,8662,8449,1576732,1576732,1576732,708159081,708155614,708157347.5,520387662,520382468,520385065,4636662,3875776,97264797,56774501,236.5,114.6,1.894,177.375,141.9,70.95,1.576732,708.1573475,520.385065,46.36662,38.75776,972.64797,567.74501
315,42,47,33,43,3645.6,3645.6,8662,8236,1524726,1524688,1524707,653603138,653598576,653600857,468561448,468561856,468561652,969712,4965231,156475734,471174,236.8,114.8,1.893,177.6,142.08,71.04,1.524707,653.600857,468.561652,9.69712,49.65231,1564.75734,4.71174
320,42,47,34,43,3567.2,3567.2,8662,8236,1563901,1563939,1563920,658156178,658160944,658158561,471467569,471466844,471467206.5,1949324,4495813,156030947,461313,236.8,114.6,1.902,177.6,142.08,71.04,1.56392,658.158561,471.4672065,19.49324,44.95813,1560.30947,4.61313
325,42,47,34,43,3567.2,3567.2,8662,8236,1512534,1512534,1512534,575688604,575687155,575687879.5,397066743,397082462,397074602.5,586959,1948101,145075183,16997783,236.8,114.8,1.968,177.6,142.08,71.04,1.512534,575.6878795,397.0746025,5.86959,19.48101,1450.75183,169.97783
330,42,47,34,43,3567.2,3567.2,8662,8449,1565602,1565602,1565602,574549627,574564786,574557206.5,396108853,396106369,396107611,537564,2034544,420859,160699461,237,114.7,1.869,177.75,142.2,71.1,1.565602,574.5572065,396.107611,5.37564,20.34544,4.20859,1606.99461
335,42,47,34,43,3567.2,3567.2,8662,8236,723102,725064,724083,561918482,561904231,561911356.5,384759077,384860431,384809754,1450355,107615,161054175,342214,237,114.8,1.901,177.75,142.2,71.1,0.724083,561.9113565,384.809754,14.50355,1.07615,1610.54175,3.42214
340,42,47,34,43,3567.2,3567.2,8662,8236,1055265,1053303,1054284,543980193,543971856,543976024.5,369816730,369715738,369766234,550636,494004,2414235,161186370,237,114.8,1.893,177.75,142.2,71.1,1.054284,543.9760245,369.766234,5.50636,4.94004,24.14235,1611.8637
345,42,47,34,44,3567.2,3567.2,8662,8236,1529181,1529181,1529181,710277595,710297704,710287649.5,520083994,520078019,520081006.5,554789,8080257,482435,152242383,237,114.8,1.897,177.75,142.2,71.1,1.529181,710.2876495,520.0810065,5.54789,80.80257,4.82435,1522.42383
350,42,47,34,43,3488.8,3567.2,8662,8236,1532211,1532211,1532211,674954777,674949245,674952011,487959595,487950630,487955112.5,4634784,2200064,37578667,118039402,237.3,114.7,1.882,177.975,142.38,71.19,1.532211,674.952011,487.9551125,46.34784,22.00064,375.78667,1180.39402
355,42,47,34,44,3567.2,3567.2,8662,8236,1542838,1542838,1542838,697093702,697088977,697091339.5,508657986,508670484,508664235,6095398,1913973,153312887,524475,237.4,114.8,1.897,178.05,142.44,71.22,1.542838,697.0913395,508.664235,60.95398,19.13973,1533.12887,5.24475
360,42,48,34,44,3488.8,3645.6,8662,8449,1545831,1545831,1545831,559262855,559272661,559267758,383245138,383243396,383244267,501397,1224758,73996548,88156776,237.6,114.9,1.872,178.2,142.56,71.28,1.545831,559.267758,383.244267,5.01397,12.24758,739.96548,881.56776
365,42,48,34,44,3567.2,3567.2,8662,8236,1554869,1554869,1554869,657137276,657125964,657131620,472046947,472055214,472051080.5,545199,5831184,155604923,707452,237.5,114.8,1.903,178.125,142.5,71.25,1.554869,657.13162,472.0510805,5.45199,58.31184,1556.04923,7.07452
370,42,48,34,44,3567.2,3567.2,8662,8236,1557778,1557778,1557778,544612430,544616760,544614595,372130460,372124487,372127473.5,541952,386609,2556712,161143960,237.2,114.7,1.896,177.9,142.32,71.16,1.557778,544.614595,372.1274735,5.41952,3.86609,25.56712,1611.4396
375,42,48,34,44,3567.2,3567.2,8662,8236,1538890,1538890,1538890,703892758,703883556,703888157,513118883,513113198,513116040.5,8120568,443791,152968247,453877,237.1,114.8,1.909,177.825,142.26,71.13,1.53889,703.888157,513.1160405,81.20568,4.43791,1529.68247,4.53877
380,42,48,34,44,3567.2,3567.2,8662,8236,1504832,1504832,1504832,671335632,671351848,671343740,484908021,484906308,484907164.5,598536,5945646,411242,155074222,237.1,114.8,1.885,177.825,142.26,71.13,1.504832,671.34374,484.9071645,5.98536,59.45646,4.11242,1550.74222
385,42,48,34,44,3567.2,3567.2,8662,8449,223303,223303,223303,607987487,607985732,607986609.5,426840057,426847581,426843819,3472014,176316,156608076,2297325,237.2,114.8,1.878,177.9,142.32,71.16,0.223303,607.9866095,426.843819,34.72014,1.76316,1566.08076,22.97325
390,42,48,34,44,3567.2,3567.2,8449,8236,1513021,1513021,1513021,704136691,704136635,704136663,516004304,516003716,516004010,5154922,2859846,141223983,12059508,237.3,114.8,1.887,177.975,142.38,71.19,1.513021,704.136663,516.00401,51.54922,28.59846,1412.23983,120.59508
395,42,48,34,44,3488.8,3567.2,8662,8236,1532269,1532269,1532269,753809085,753809660,753809372.5,560566092,560561391,560563741.5,691934,10120108,130496554,20307780,237.3,114.7,1.883,177.975,142.38,71.19,1.532269,753.8093725,560.5637415,6.91934,101.20108,1304.96554,203.0778
400,42,47,34,44,3488.8,3567.2,8662,8236,1520719,1520719,1520719,705659054,705648763,705653908.5,508097874,508100663,508099268.5,7746669,371911,150961335,2689670,237.4,114.7,1.877,178.05,142.44,71.22,1.520719,705.6539085,508.0992685,77.46669,3.71911,1509.61335,26.8967
405,42,48,34,44,3567.2,3567.2,8662,8236,1552439,1552439,1552439,620768768,620772375,620770571.5,438621356,438616761,438619058.5,490995,4266335,155863431,2357960,237.5,114.8,1.905,178.125,142.5,71.25,1.552439,620.7705715,438.6190585,4.90995,42.66335,1558.63431,23.5796
410,42,48,34,44,3567.2,3567.2,8662,8449,1533137,1533137,1533137,618965461,618972676,618969068.5,437329400,437332618,437331009,4086776,386867,156438762,2416132,237.7,114.8,1.882,178.275,142.62,71.31,1.533137,618.9690685,437.331009,40.86776,3.86867,1564.38762,24.16132
415,42,48,34,44,3567.2,3567.2,8449,8236,1546047,1546047,1546047,650751010,650742397,650746703.5,464878705,464881344,464880024.5,578101,5470853,155998353,436842,237.5,114.8,1.9,178.125,142.5,71.25,1.546047,650.7467035,464.8800245,5.78101,54.70853,1559.98353,4.36842
420,42,48,34,44,3567.2,3567.2,8662,8236,1515450,1515444,1515447,585940157,585939403,585939780,406839370,406834133,406836751.5,553138,2446017,2346976,158140487,237.3,114.8,1.93,177.975,142.38,71.19,1.515447,585.93978,406.8367515,5.53138,24.46017,23.46976,1581.40487
425,42,48,34,44,3488.8,3567.2,8662,8236,1560542,1560548,1560545,726251079,726248468,726249773.5,535455614,535467670,535461642,441205,9062290,152370329,722391,237.3,114.9,1.898,177.975,142.38,71.19,1.560545,726.2497735,535.461642,4.41205,90.6229,1523.70329,7.22391
430,42,48,34,44,3567.2,3567.2,8662,8236,956222,956189,956205.5,569282554,569345491,569314022.5,393607933,393595361,393601647,1675215,287165,474398,160837638,237.4,114.9,1.897,178.05,142.44,71.22,0.9562055,569.3140225,393.601647,16.75215,2.87165,4.74398,1608.37638
435,42,48,34,44,3567.2,3567.2,8662,8236,779735,779768,779751.5,643785548,643728252,643756900,458591629,458586805,458589217,1844827,3769343,2886589,153389497,237.4,114.8,1.885,178.05,142.44,71.22,0.7797515,643.7569,458.589217,18.44827,37.69343,28.86589,1533.89497
440,42,48,34,45,3567.2,3567.2,8662,8449,1532977,1532977,1532977,647258282,647254226,647256254,463148218,463166529,463157373.5,3918466,1861055,156675874,480566,237.5,114.8,1.877,178.125,142.5,71.25,1.532977,647.256254,463.1573735,39.18466,18.61055,1566.75874,4.80566
445,42,48,34,44,3488.8,3567.2,8662,8236,1525017,1525017,1525017,720354201,720345294,720349747.5,529460931,529449586,529455258.5,8777935,502729,40592103,111866373,237.5,114.7,1.882,178.125,142.5,71.25,1.525017,720.3497475,529.4552585,87.77935,5.02729,405.92103,1118.66373
450,42,48,34,45,3567.2,3567.2,8662,8236,1521796,1521796,1521796,628119800,628124831,628122315.5,444766349,444765281,444765815,4599846,437407,157699851,481626,237.7,114.8,1.907,178.275,142.62,71.31,1.521796,628.1223155,444.765815,45.99846,4.37407,1576.99851,4.81626
455,42,47,34,44,3567.2,3567.2,8662,8236,1534331,1534331,1534331,670217720,670215724,670216722,485919164,485916887,485918025.5,2790067,3862226,155210647,772068,237.8,114.8,1.88,178.35,142.68,71.34,1.534331,670.216722,485.9180255,27.90067,38.62226,1552.10647,7.72068
460,42,48,34,45,3488.8,3645.6,8662,8236,1512206,1512192,1512199,621453753,621451209,621452481,440484516,440483842,440484179,4138351,444943,99132920,59245736,237.8,114.7,1.901,178.35,142.68,71.34,1.512199,621.452481,440.484179,41.38351,4.44943,991.3292,592.45736
465,42,48,34,45,3567.2,3567.2,8662,8236,1540439,1540453,1540446,594485798,594504831,594495314.5,414135128,414136875,414136001.5,537535,2863536,149459968,10755415,237.7,114.7,1.892,178.275,142.62,71.31,1.540446,594.4953145,414.1360015,5.37535,28.63536,1494.59968,107.55415
470,42,48,34,45,3567.2,3567.2,8662,8236,1526365,1526365,1526365,623546607,623527792,623537199.5,441091115,441091243,441091179,4262789,346654,158509044,523591,237.5,114.7,1.96,178.125,142.5,71.25,1.526365,623.5371995,441.091179,42.62789,3.46654,1585.09044,5.23591
475,42,48,34,45,3488.8,3567.2,8662,8236,1517617,1517591,1517604,543859029,543869835,543864432,368523889,368521794,368522841.5,579825,409629,2545808,160728011,237.5,114.7,1.903,178.125,142.5,71.25,1.517604,543.864432,368.5228415,5.79825,4.09629,25.45808,1607.28011
480,42,48,34,45,3567.2,3567.2,8662,8236,559736,559678,559707,610109571,610464918,610287244.5,427547360,427548743,427548051.5,99250,3853055,158024257,141274,237.7,114.8,1.884,178.275,142.62,71.31,0.559707,610.2872445,427.5480515,0.9925,38.53055,1580.24257,1.41274
