 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6464040 7529200 89 1158 16 0 0 0  9  1  0  0  0  509  996  263  9  2 89
 0 0 0 6729928 7756636 138 2095 0 0 0 0  0  0  0  0  0  568 1867  295  0  3 97
 0 0 0 6729656 7756540 137 1823 0 1 1 0  0  0  0  0  0  495 1490  278  0  3 97
 0 0 0 6729908 7756648 137 1827 0 0 0 0  0  0  0  0  0  493 1508  277  0  3 97
 0 0 0 6729656 7756540 137 1826 0 0 0 0  0  0  0  0  0  500 1491  281  0  3 97
 0 0 0 6729624 7756512 137 1822 0 0 0 0  0  0  0  0  0  513 1501  297  0  3 97
 0 0 0 6729908 7756644 137 1827 0 0 0 0  0  0  0  0  0  518 1489  308  0  3 97
 0 0 0 6729624 7756508 136 1821 0 0 0 0  0  0  0  0  0  496 1500  272  0  3 97
 0 0 0 6729908 7756644 137 1825 0 1 1 0  0  0  0  0  0  522 1555  331  0  3 97
 0 0 0 6729628 7756524 123 1584 0 0 0 0  0  0  0  0  0  501 1400  289  0  3 97
 0 0 0 6729884 7756616 14 244 0 0  0  0  0  0  0  0  0  416  637  206  0  0 100
 0 0 0 6729884 7756616 137 1823 0 0 0 0  0  0  0  0  0  503 1506  281  0  3 97
 0 0 0 6729836 7756644 137 1824 0 0 0 0  0  0  0  0  0  533 1541  332  0  3 97
 0 0 0 6729804 7756616 140 1858 0 0 0 0  0  0  0  0  0  522 1608  310  0  3 97
 0 0 0 6730048 7756720 139 1852 0 1 1 0  0  0  0  0  0  534 1567  335  0  3 97
 0 0 0 6729608 7756488 137 1825 0 0 0 0  0  0  0  0  0  498 1507  274  0  3 97
 0 0 0 6729892 7756620 137 1823 0 0 0 0  0  0  0  0  0  517 1491  303  0  3 97
 0 0 0 6729636 7756516 137 1823 0 0 0 0  0  0  0  0  0  513 1514  313  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6729892 7756624 136 1826 0 0 0 0  0  0  0  0  0  524 1493  305  0  3 97
 0 0 0 6729640 7756516 85 1009 0 1 1  0  0  1  0  0  0  476 1135  262  0  3 97
 0 0 0 6729868 7756612 52 816 0 0  0  0  0  1  0  0  0  460  899  235  0  0 99
 0 0 0 6729584 7756460 137 1823 0 0 0 0  0  0  0  0  0  489 1505  273  0  3 97
 0 0 0 6729868 7756596 137 1826 0 0 0 0  0  0  0  0  0  511 1493  307  0  3 97
 0 0 0 6729584 7756460 137 1824 0 0 0 0  0  0  0  0  0  520 1699  316  0  3 97
 0 0 0 6729868 7756596 137 1824 0 0 0 0  0  0  0  0  0  514 1490  299  0  3 97
 0 0 0 6729612 7756484 137 1826 0 0 0 0  0  0  0  0  0  509 1503  304  0  3 97
 0 0 0 6729868 7756592 137 1824 0 1 1 0  0  1  0  0  0  530 1491  306  0  3 97
 0 0 0 6729616 7756484 137 1822 0 0 0 0  0  0  0  0  0  507 1512  310  0  3 97
 0 0 0 6729584 7756452 137 1826 0 0 0 0  0  0  0  0  0  511 1497  301  0  3 97
 0 0 0 6729868 7756588 84 1007 0 0 0  0  0  0  0  0  0  474 1137  258  0  2 97
 0 0 0 6729868 7756588 52 817 0 0  0  0  0  0  0  0  0  453  895  230  0  1 99
 0 0 0 6729584 7756452 137 1824 0 0 0 0  0  0  0  0  0  504 1503  277  0  3 97
 0 0 0 6729844 7756576 137 1824 0 1 1 0  0  2  0  0  0  525 1556  341  0  3 97
 0 0 0 6729588 7756456 137 1826 0 0 0 0  0  0  0  0  0  492 1509  272  0  3 97
 0 0 0 6729844 7756564 137 1825 0 0 0 0  0  0  0  0  0  515 1489  306  0  3 97
 0 0 0 6729584 7756444 137 1823 0 0 0 0  0  0  0  0  0  519 1511  307  0  3 97
 0 0 0 6729540 7756400 137 1825 0 0 0 0  0  0  0  0  0  511 1491  276  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6729824 7756536 137 1823 0 0 0 0  0  0  0  0  0  523 1502  303  0  3 97
 0 0 0 6729540 7756404 137 1824 0 1 1 0  0  0  0  0  0  510 1492  307  0  3 97
 0 0 0 6729824 7756536 84 1007 0 0 0  0  0  0  0  0  0  460 1134  260  0  2 98
 0 0 0 6729824 7756536 53 818 0 0  0  0  0  0  0  0  0  457  902  236  0  1 99
 0 0 0 6729568 7756424 136 1823 0 0 0 0  0  0  0  0  0  516 1501  308  0  3 97
 0 0 0 6729824 7756532 137 1823 0 0 0 0  0  0  0  0  0  518 1491  297  0  3 97
 0 0 0 6729548 7756412 137 1824 0 0 0 0  0  1  0  0  0  516 1511  305  0  3 97
 0 0 0 6729516 7756372 137 1827 0 1 1 0  0  0  0  0  0  509 1493  281  0  3 97
 0 0 0 6729800 7756504 137 1822 0 0 0 0  0  0  0  0  0  509 1507  297  0  3 97
 0 0 0 6729516 7756364 137 1827 0 0 0 0  0  0  0  0  0  500 1492  278  0  3 97
 0 0 0 6729800 7756500 136 1823 0 0 0 0  0  0  0  0  0  501 1506  276  0  3 97
 0 0 0 6729544 7756392 137 1824 0 0 0 0  0  0  0  0  0  509 1488  274  0  3 97
 0 0 0 6729800 7756500 84 1007 0 1 1  0  0  1  0  0  0  485 1117  256  0  2 98
 0 0 0 6729800 7756500 53 817 0 0  0  0  0  0  0  0  0  451  915  232  0  1 99
 0 0 0 6729548 7756392 137 1827 0 0 0 0  0  0  0  0  0  511 1509  297  0  3 97
 0 0 0 6729516 7756364 136 1823 0 0 0 0  0  0  0  0  0  523 1489  307  0  3 97
 0 0 0 6729800 7756500 137 1824 0 0 0 0  0  0  0  0  0  521 1507  308  0  3 97
 0 0 0 6729512 7756356 157 1982 0 3 3 0  0  1  0  0  0  534 1949  291  0  3 97
 0 0 0 6729756 7756472 137 1824 0 0 0 0  0  1  0  0  0  518 1503  295  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6729500 7756352 137 1826 0 1 1 0  0  0  0  0  0  521 1556  343  0  3 97
 0 0 0 6729756 7756460 137 1826 0 0 0 0  0  0  0  0  0  506 1507  306  0  3 97
 0 0 0 6729504 7756352 137 1823 0 0 0 0  0  0  0  0  0  497 1489  279  0  3 97
 0 0 0 6729748 7756452 84 1006 0 0 0  0  0  0  0  0  0  471 1102  232  0  2 98
 0 0 0 6729452 7756304 298 1853 0 1 1 0  0  0  0  0  0  831 2692  263  3  2 96
 0 0 0 6694432 7718532 567 3493 708 18 1 0 0 61 0 0  0 5384 5368  361 23  4 73
 0 0 0 6685152 7709324 137 1824 0 1 1 0  0  4  0  0  0  725 1895  288 25  3 72
 0 0 0 6685432 7709432 136 1824 0 0 0 0  0  2  0  0  0  700 1910  307 25  3 72
 0 0 0 6685172 7709280 137 1828 0 0 0 0  0  1  0  0  0  669 1864  300 25  3 72
 0 0 0 6685416 7709332 136 1825 0 0 0 0  0  1  0  0  0  594 1736  277 25  3 72
 0 0 0 6685140 7709180 136 1824 0 0 0 0  0  2  0  0  0  621 1696  305 25  3 72
 0 0 0 6685108 7709108 136 1823 0 1 1 0  0  2  0  0  0  578 1697  275 25  3 72
 0 0 0 6685392 7709196 136 1827 0 0 0 0  0  1  0  0  0  585 1666  310 25  3 72
 0 0 0 6685392 7709168 84 1006 0 0 0  0  0  2  0  0  0  535 1270  236 25  2 73
 0 0 0 6685108 7709004 52 818 0 0  0  0  0  0  0  0  0  519 1124  239 25  1 73
 0 0 0 6685360 7709072 136 1824 0 0 0 0  0  1  0  0  0  603 1670  279 25  3 72
 0 0 0 6685140 7708952 136 1823 0 0 0 0  0  2  0  0  0  590 1643  276 25  3 72
