time,cpu,FSB,L2miss
2,0,22268616,
4,0,,48654
6,0,2087320,
8,0,,310263
10,0,11287150,
12,0,,135009
14,1,4636718,
16,0,,569013
18,0,155635,
20,0,,33532
22,1,17994776,
24,1,,8816
24,0,,15218
26,0,948256,
28,0,,250434
30,0,10216246,
32,1,,51430
34,1,5228114,
36,0,,743137
38,1,1445766,
38,0,1447119,
40,1,,32604
42,0,19179553,
44,1,,4559
44,0,,64854
46,1,984548,
48,1,,335507
48,0,,208709
50,0,10129824,
52,0,,41466
54,0,3868728,
56,0,,664665
58,0,541588,
60,1,,28696
62,0,18291190,
64,1,,6444
64,0,,49728
66,1,2519338,
68,0,,324318
70,0,11238460,
72,0,,130771
74,0,3401756,
76,0,,738620
78,0,144664,
80,1,,26738
82,0,17989340,
84,1,,6672
86,0,862332,
88,1,,242094
90,0,10326218,
92,0,,53311
94,0,3622610,
96,1,,773506
98,0,1498841,
100,0,,5071
100,1,,89575
102,0,19983652,
104,1,,5259
104,0,,54676
106,0,891462,
108,0,,207284
110,0,9992830,
112,0,,30460
114,0,2654738,
116,0,,536040
118,0,490498,
120,1,,7081
120,0,,11912
122,1,18928236,
124,0,,4286
126,1,2049640,
128,0,,285890
128,1,,317470
130,0,11290534,
132,0,,114707
134,1,2410481,
134,0,2442743,
136,1,,676258
138,0,139870,
140,1,,9995
142,1,18739486,
144,0,,5428
144,1,,27244
146,1,821370,
148,0,,246114
150,0,10321912,
152,0,,49031
154,0,3106576,
156,0,,752530
158,0,1499724,
160,0,,79649
162,0,19917002,
164,1,,7108
164,0,,56165
166,0,931974,
168,0,,209120
170,0,10328350,
172,0,,25260
174,0,1947348,
176,0,,679054
178,0,546452,
180,1,,11955
182,1,19111544,
184,1,,27121
184,0,,33293
186,1,2553937,
188,0,,329797
190,1,11254304,
192,0,,11628
194,0,2136203,
196,0,,774462
198,0,259426,
200,0,,12233
202,0,18632270,
204,1,,17382
206,0,906014,
208,1,,280526
210,1,10357668,
212,0,,26665
214,0,2956797,
216,0,,710910
218,0,1535636,
220,0,,6457
222,1,20255314,
224,0,,7699
226,0,942276,
228,0,,263315
230,0,10304346,
232,0,,30530
234,0,1931870,
236,0,,623257
238,0,602046,
240,0,,14913
242,0,19107146,
244,1,,51466
246,0,2015540,
248,0,,371397
250,0,11508512,
252,0,,117927
254,0,2009040,
256,1,,624134
258,0,215471,
260,0,,7506
262,1,18885696,
264,0,,18542
264,1,,8031
266,0,1008644,
268,0,,216154
270,0,10405166,
272,1,,25848
274,0,2939064,
276,1,,685528
278,0,1557170,
280,0,,8627
282,0,19874360,
284,0,,6131
286,0,883204,
288,0,,243341
290,0,10287736,
