 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6776988 7827236 12 129 3 0  0  0  3  0  0  0  0  420  142  185  1  0 99
 0 0 0 6800464 7839672 149 2124 0 0 0 0  0  0  0  0  0  560 1860  275  0  3 97
 0 0 0 6800192 7839560 148 1842 0 0 0 0  0  0  0  0  0  512 1503  319  0  3 97
 0 0 0 6800400 7839676 148 1839 0 0 0 0  0  0  0  0  0  500 1485  296  0  3 97
 0 0 0 6800436 7839660 149 1842 0 1 1 0  0  0  0  0  0  517 1503  315  0  3 97
 0 0 0 6800148 7839520 148 1840 0 0 0 0  0  0  0  0  0  496 1485  269  0  3 97
 0 0 0 6800432 7839652 148 1841 0 0 0 0  0  0  0  0  0  513 1565  341  0  3 97
 0 0 0 6800456 7839672 148 1839 0 0 0 0  0  0  0  0  0  513 1488  309  0  3 97
 0 0 0 6800432 7839652 148 1840 0 0 0 0  0  0  0  0  0  503 1502  309  0  3 97
 0 0 0 6800152 7839532 148 1839 0 0 0 0  0  0  0  0  0  528 1486  319  0  3 97
 0 0 0 6800408 7839628 16 95 0  1  1  0  0  1  0  0  0  426  596  190  0  0 100
 0 0 0 6800364 7839616 132 1746 0 0 0 0  0  1  0  0  0  517 1433  308  0  3 97
 0 0 0 6800408 7839624 148 1840 0 0 0 0  0  0  0  0  0  516 1503  318  0  3 97
 0 0 0 6800124 7839488 148 1838 0 0 0 0  0  0  0  0  0  484 1487  271  0  3 97
 0 0 0 6800408 7839620 148 1841 0 0 0 0  0  0  0  0  0  506 1503  311  0  3 97
 0 0 0 6800124 7839484 148 1841 0 0 0 0  0  0  0  0  0  529 1487  316  0  3 97
 0 0 0 6800408 7839616 148 1839 0 1 1 0  0  1  0  0  0  505 1501  272  0  3 97
 0 0 0 6800152 7839508 148 1840 0 0 0 0  0  0  0  0  0  483 1486  270  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6800408 7839612 148 1840 0 0 0 0  0  0  0  0  0  521 1499  319  0  3 97
 0 0 0 6800156 7839504 133 1672 0 0 0 0  0  0  0  0  0  503 1403  307  0  3 97
 0 0 0 6800380 7839596 15 169 0 0  0  0  0  0  0  0  0  415  627  195  0  0 100
 0 0 0 6800096 7839444 148 1839 0 0 0 0  0  0  0  0  0  514 1485  273  0  3 97
 0 0 0 6800376 7839576 148 1842 0 0 0 0  0  0  0  0  0  513 1508  316  0  3 97
 0 0 0 6800088 7839436 148 1839 0 1 1 0  0  0  0  0  0  521 1487  319  0  3 97
 0 0 0 6800372 7839572 148 1839 0 0 0 0  0  0  0  0  0  519 1499  314  0  3 97
 0 0 0 6800116 7839460 149 1843 0 0 0 0  0  0  0  0  0  502 1491  283  0  3 97
 0 0 0 6800372 7839568 179 2000 0 2 2 0  0  0  0  0  0  528 1960  281  0  3 97
 0 0 0 6800120 7839464 148 1840 0 0 0 0  0  1  0  0  0  511 1486  274  0  3 97
 0 0 0 6800088 7839436 149 1840 0 1 1 0  0  0  0  0  0  519 1502  318  0  3 97
 0 0 0 6800372 7839572 119 1379 0 0 0 0  0  0  0  0  0  494 1288  289  0  3 97
 0 0 0 6800372 7839568 29 461 0 0  0  0  0  0  0  0  0  436  807  266  0  0 100
 0 0 0 6800088 7839432 148 1842 0 0 0 0  0  0  0  0  0  515 1487  309  0  3 97
 0 0 0 6800348 7839556 148 1840 0 0 0 0  0  0  0  0  0  520 1503  313  0  3 97
 0 0 0 6800092 7839436 148 1839 0 0 0 0  0  0  0  0  0  509 1484  278  0  3 97
 0 0 0 6800348 7839544 149 1841 0 1 1 0  0  1  0  0  0  514 1502  275  0  3 97
 0 0 0 6800096 7839428 148 1840 0 0 0 0  0  1  0  0  0  509 1485  317  0  3 97
 0 0 0 6800064 7839400 148 1840 0 0 0 0  0  0  0  0  0  528 1501  323  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6800348 7839536 148 1840 0 0 0 0  0  0  0  0  0  507 1488  308  0  3 97
 0 0 0 6800064 7839400 148 1839 0 0 0 0  0  0  0  0  0  502 1501  315  0  3 97
 0 0 0 6800348 7839536 91 1020 0 0 0  0  0  0  0  0  0  474 1121  266  0  3 97
 0 0 0 6800348 7839532 57 821 0 0  0  0  0  0  0  0  0  463  905  231  0  1 99
 0 0 0 6800092 7839420 148 1840 0 1 1 0  0  0  0  0  0  520 1485  318  0  3 97
 0 0 0 6800348 7839528 148 1841 0 0 0 0  0  0  0  0  0  517 1500  322  0  3 97
 0 0 0 6800072 7839408 148 1839 0 0 0 0  0  0  0  0  0  514 1486  309  0  3 97
 0 0 0 6800040 7839360 148 1842 0 0 0 0  0  0  0  0  0  519 1504  313  0  3 97
 0 0 0 6800324 7839500 148 1838 0 0 0 0  0  0  0  0  0  507 1484  268  0  3 97
 0 0 0 6800040 7839360 149 1842 0 1 1 0  0  1  0  0  0  536 1748  325  0  3 97
 0 0 0 6800324 7839496 148 1839 0 0 0 0  0  0  0  0  0  489 1485  293  0  3 97
 0 0 0 6800068 7839380 148 1841 0 0 0 0  0  0  0  0  0  498 1513  278  0  3 97
 0 0 0 6800300 7839452 91 1017 0 0 0  0  0  0  0  0  0  453 1120  221  0  3 97
 0 0 0 6800300 7839452 58 823 0 0  0  0  0  0  0  0  0  446  907  229  0  1 99
 0 0 0 6800048 7839344 148 1841 0 0 0 0  0  0  0  0  0  524 1487  317  0  3 97
 0 0 0 6800016 7839312 148 1839 0 1 1 0  0  1  0  0  0  525 1499  313  0  3 97
 0 0 0 6800300 7839448 148 1841 0 0 0 0  0  0  0  0  0  518 1552  339  0  3 97
 0 0 0 6800000 7839284 148 1840 0 0 0 0  0  0  0  0  0  517 1506  317  0  3 97
 0 0 0 6800236 7839388 148 1840 0 0 0 0  0  0  0  0  0  512 1499  305  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6800160 7839344 148 1840 0 0 0 0  0  0  0  0  0  494 1503  268  0  3 97
 0 0 0 6800228 7839368 148 1841 0 0 0 0  0  0  0  0  0  529 1486  309  0  3 97
 0 0 0 6799976 7839260 148 1839 0 1 1 0  0  1  0  0  0  538 1501  314  0  3 97
 0 0 0 6800228 7839364 91 1017 0 0 0  0  0  0  0  0  0  478 1119  269  0  2 98
 0 0 0 6800244 7839380 88 1843 0 1 1  0  0  0  0  0  0  483 2730  287  3  1 96
 0 0 0 6755948 7798140 797 4026 1786 17 1 0 0 72 0 0 0 5540 4907  343 19  4 76
 0 0 0 6726780 7775952 148 1840 0 0 0 0  0  0  0  0  0  501 1506  279 25  3 72
 0 0 0 6727056 7776080 148 1841 0 0 0 0  0  0  0  0  0  503 1487  278 25  3 72
 0 0 0 6727004 7776068 148 1841 0 1 1 0  0  1  0  0  0  508 1502  272 25  3 72
 0 0 0 6727056 7776076 148 1838 0 0 0 0  0  0  0  0  0  518 1485  286 25  3 72
 0 0 0 6726824 7775972 148 1841 0 0 0 0  0  0  0  0  0  498 1506  278 25  3 72
 0 0 0 6726984 7776048 148 1839 0 0 0 0  0  0  0  0  0  499 1489  266 25  3 72
 0 0 0 6727032 7776040 148 1840 0 0 0 0  0  0  0  0  0  505 1502  297 25  3 72
 0 0 0 6726748 7775896 90 1017 0 0 0  0  0  0  0  0  0  503 1116  265 25  2 73
 0 0 0 6727032 7776032 58 824 0 1  1  0  0  2  0  0  0  481  916  266 25  1 74
 0 0 0 6727032 7776032 148 1838 0 0 0 0  0  0  0  0  0  517 1485  313 25  3 72
 0 0 0 6726956 7776004 148 1842 0 0 0 0  0  0  0  0  0  523 1504  318 25  3 72
 0 0 0 6727032 7776028 148 1838 0 0 0 0  0  0  0  0  0  503 1489  304 25  3 72
 0 0 0 6726776 7775920 148 1839 0 0 0 0  0  0  0  0  0  514 1504  312 25  3 72
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6726844 7775968 148 1839 0 0 0 0  0  0  0  0  0  535 1487  307 25  3 72
 0 0 0 6727032 7776024 148 1841 0 1 1 0  0  0  0  0  0  501 1501  269 25  3 72
 0 0 0 6726748 7775888 148 1840 0 0 0 0  0  0  0  0  0  507 1552  329 25  3 72
 0 0 0 6726988 7775988 148 1840 0 0 0 0  0  0  0  0  0  530 1506  316 25  3 72
 0 0 0 6726704 7775840 90 1017 0 0 0  0  0  0  0  0  0  460 1109  262 25  2 73
 0 0 0 6726988 7775972 57 823 0 0  0  0  0  0  0  0  0  464  921  257 25  1 74
 0 0 0 6726988 7775972 148 1842 0 0 0 0  0  1  0  0  0  529 1489  318 25  3 72
 0 0 0 6726732 7775864 148 1838 0 1 1 0  0  1  0  0  0  527 1506  308 25  3 72
 0 0 0 6726988 7775968 148 1840 0 0 0 0  0  0  0  0  0  493 1487  267 25  3 72
 0 0 0 6726736 7775860 148 1840 0 0 0 0  0  0  0  0  0  520 1505  313 25  3 72
 0 0 0 6726704 7775832 148 1841 0 0 0 0  0  0  0  0  0  506 1488  306 25  3 72
 0 0 0 6726988 7775968 179 2002 0 3 3 0  0  0  0  0  0  555 1965  326 25  3 72
 0 0 0 6726708 7775832 148 1840 0 0 0 0  0  1  0  0  0  535 1486  312 25  3 72
 0 0 0 6726992 7775964 148 1839 0 1 1 0  0  0  0  0  0  520 1501  313 25  3 72
 0 0 0 6726712 7775840 90 1016 0 0 0  0  0  0  0  0  0  473 1097  258 25  2 73
 0 0 0 6726960 7775944 57 824 0 0  0  0  0  0  0  0  0  458  930  252 25  1 74
 0 0 0 6726960 7775932 148 1841 0 0 0 0  0  0  0  0  0  496 1489  285 25  3 72
 0 0 0 6726708 7775824 148 1840 0 0 0 0  0  0  0  0  0  507 1503  294 25  3 72
 0 0 0 6726676 7775788 148 1840 0 0 0 0  0  0  0  0  0  541 1490  303 25  3 72
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6726960 7775920 148 1839 0 1 1 0  0  1  0  0  0  533 1502  305 25  3 72
 0 0 0 6726676 7775784 148 1842 0 0 0 0  0  0  0  0  0  522 1488  307 25  3 72
 0 0 0 6726960 7775920 148 1838 0 0 0 0  0  0  0  0  0  517 1501  313 25  3 72
 0 0 0 6726704 7775808 148 1840 0 0 0 0  0  0  0  0  0  502 1485  290 25  3 72
 0 0 0 6726960 7775916 148 1840 0 0 0 0  0  0  0  0  0  513 1506  305 25  3 72
 0 0 0 6726708 7775808 90 1016 0 1 1  0  0  0  0  0  0  483 1088  233 25  2 73
 0 0 0 6726960 7775916 58 823 0 0  0  0  0  0  0  0  0  471  939  249 25  1 74
 0 0 0 6726652 7775768 148 1841 0 0 0 0  0  0  0  0  0  521 1553  344 25  3 72
 0 0 0 6726936 7775884 148 1841 0 0 0 0  0  0  0  0  0  526 1506  316 25  3 72
 0 0 0 6726652 7775748 148 1838 0 0 0 0  0  0  0  0  0  497 1485  286 25  3 72
 0 0 0 6726936 7775880 148 1841 0 0 0 0  0  0  0  0  0  529 1505  322 25  3 72
 0 0 0 6726680 7775772 148 1840 0 0 0 0  0  1  0  0  0  533 1487  310 25  3 72
 0 0 0 6726936 7775880 148 1841 0 0 0 0  0  0  0  0  0  498 1509  281 25  3 72
