Time Temp Temp Temp Ambient_Temp Temp Ambient_Temp Ambient_Temp Planar_Temp IOH_THERMTRIP CPU_Temp_Interf Temp Temp Temp FAN_MOD_1A_RPM FAN_MOD_2A_RPM FAN_MOD_3A_RPM FAN_MOD_4A_RPM FAN_MOD_5A_RPM FAN_MOD_6A_RPM FAN_MOD_1B_RPM FAN_MOD_2B_RPM FAN_MOD_3B_RPM FAN_MOD_4B_RPM FAN_MOD_5B_RPM FAN_MOD_6B_RPM Fan_Redundancy et
0 -54 -60 38 30 36 27 15 39 5Dh 76h 28 29 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
10 -57 -57 38 30 36 27 15 39 5Dh 76h 28 30 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
20 -54 -60 38 30 36 27 14 39 5Dh 76h 28 30 43 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
30 -57 -57 38 30 36 27 14 39 5Dh 76h 28 30 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 9
40 -57 -57 38 30 36 27 15 39 5Dh 76h 28 30 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
50 -53 -60 38 29 36 27 15 39 5Dh 76h 28 30 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 9
60 -53 -60 38 29 36 27 14 39 5Dh 76h 28 30 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 5
70 -57 -58 38 30 36 27 14 39 5Dh 76h 28 29 43 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 5
80 -57 -57 38 30 36 27 14 39 5Dh 76h 28 30 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 10
90 -57 -57 38 29 36 27 14 39 5Dh 76h 28 30 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
100 -53 -60 38 29 36 27 14 39 5Dh 76h 28 30 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 5
110 -53 -60 38 30 36 27 14 39 5Dh 76h 28 30 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
120 -53 -60 38 29 36 27 14 39 5Dh 76h 28 30 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 9
130 -56 -60 38 29 36 27 14 39 5Dh 76h 28 30 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
140 -57 -60 38 29 36 27 14 39 5Dh 76h 28 29 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
150 -57 -60 38 29 36 27 14 39 5Dh 76h 28 29 44 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
