time,Temp0,Temp1,Planar_Temp,VRD_0_Temp,VRD_1_Temp,Fan_1,Fan_2A,Fan_2B,Fan_3A,Fan_3B,Fan_4A,Fan_4B,Fan_5A,Fan_5B,fsb,l2miss,fsb_scaled,l2miss_scaled,Watts,InputDCPwr,AllPwrExtBd,ProcPwrUnc,ProcPwr,disk_read_count,disk_write_count,disk_read_kbytes,disk_write_kbytes,disk_read_bytes,disk_write_bytes
0,24,28,23,16,19,3150,7575,5325,7425,5400,7650,5250,7950,5325,1.68E+07,8823,1.68E+01,0.08823,2354,1883.2,1412.4,70.62,70.62,0.5,1.5,32,21.4,32000,21400
5,24,28,23,16,19,3150,7575,5250,7500,5400,7650,5325,8025,5325,8.82E+06,1.80E+05,8.82E+00,1.8033,2020,1616,1212,60.6,60.6,0,0,0,0,0,0
10,25,29,23,16,19,3150,7650,5325,7500,5400,7575,5250,8025,5250,8.28E+05,9.48E+05,8.28E-01,9.4835,1475,1180,885,44.25,44.25,0,12.4,0,69.4,0,69400
15,25,29,23,16,19,3150,7575,5250,7500,5400,7650,5325,8025,5250,6.04E+06,4.62E+05,6.04E+00,4.6234,1835,1468,1101,55.05,55.05,0,0,0,0,0,0
20,25,29,23,16,19,3150,7650,5325,7500,5400,7650,5325,8025,5325,1.83E+07,52466,1.83E+01,0.52466,1955,1564,1173,58.65,58.65,0,0,0,0,0,0
25,25,29,23,16,19,3150,7650,5325,7500,5400,7575,5325,7950,5325,1.32E+06,2.91E+05,1.32E+00,2.9058,1425,1140,855,42.75,42.75,0,0,0,0,0,0
30,25,29,23,17,19,3150,7650,5325,7500,5400,7650,5325,8025,5250,1.62E+05,3.42E+05,1.62E-01,3.417,1423,1138.4,853.8,42.69,42.69,0,0,0,0,0,0
35,25,29,23,17,19,3150,7575,5250,7500,5400,7650,5325,8025,5250,4.99E+06,3.22E+05,4.99E+00,3.2186,1957,1565.6,1174.2,58.71,58.71,0,0,0,0,0,0
40,26,29,23,17,19,3150,7575,5250,7500,5400,7650,5325,8025,5250,1.23E+07,99870,1.23E+01,0.9987,1447,1157.6,868.2,43.41,43.41,0,10.2,0,28.9,0,28900
45,25,29,23,17,19,3150,7575,5250,7500,5400,7650,5325,7950,5250,1.26E+07,3.30E+05,1.26E+01,3.3034,1418,1134.4,850.8,42.54,42.54,0,0,0,0,0,0
