Time	Temp0	Temp1	Planar_Temp	VRD_0_Temp	VRD_1_Temp	Fan_1	Fan_2A	Fan_2B	Fan_3A	Fan_3B	Fan_4A	Fan_4B	Fan_5A	Fan_5B
0	26	29	24	18	20	3150	7575	5250	7350	5400	7575	5250	7875	5250
5	27	31	24	18	20	3150	7575	5250	7425	5400	7575	5250	7875	5250
10	26	31	24	18	20	3150	7500	5250	7425	5400	7500	5250	7950	5250
15	26	30	24	18	20	3150	7500	5250	7350	5325	7500	5250	7875	5250
20	30	32	24	18	20	3150	7500	5250	7425	5400	7500	5325	7950	5250
25	26	30	24	18	20	3150	7575	5250	7350	5400	7575	5250	7875	5250
30	26	30	24	18	20	3150	7575	5250	7425	5325	7575	5250	7950	5250
35	29	34	24	18	20	3150	7575	5250	7425	5400	7575	5250	7875	5250
40	26	30	24	18	20	3150	7575	5250	7350	5325	7575	5250	7875	5175
45	26	30	24	18	20	3150	7575	5250	7425	5400	7575	5250	7875	5250
50	31	33	24	18	20	3150	7500	5250	7425	5400	7500	5250	7950	5250
55	27	30	24	18	20	3150	7575	5250	7425	5400	7575	5250	7950	5250
60	27	30	24	18	20	3150	7575	5250	7425	5325	7575	5250	7950	5250
65	30	34	24	18	21	3150	7575	5250	7425	5325	7500	5250	7875	5250
70	27	30	24	18	21	3150	7500	5250	7425	5325	7500	5250	7875	5250
75	27	30	25	18	21	3150	7575	5250	7425	5325	7575	5250	7875	5250
80	30	34	25	18	21	3150	7575	5250	7425	5400	7575	5250	7950	5250
85	27	30	25	18	21	3150	7500	5250	7425	5325	7500	5250	7875	5250
90	27	30	25	18	21	3150	7575	5250	7350	5400	7575	5250	7875	5250
95	31	32	25	18	21	3150	7575	5250	7425	5325	7575	5250	7875	5175
100	27	30	25	18	21	3150	7575	5250	7425	5325	7575	5250	7875	5250
105	27	30	25	18	21	3150	7500	5250	7425	5400	7500	5250	7950	5250
110	32	32	25	18	21	3150	7575	5250	7425	5400	7500	5250	7950	5250
115	27	30	25	18	21	3150	7500	5250	7350	5325	7575	5250	7875	5250
