61.2,0,25,29,24,18,20,12.431,0.55455,9,0,3150,7575,5175,7350,5325,7500,5250,7875,5175
44.43,5,25,29,24,18,20,1.0434,3.231,0,0,3150,7575,5250,7350,5325,7575,5250,7875,5250
44.28,10,30,31,24,18,20,7.2636,0.58625,0,0,3150,7575,5250,7275,5325,7500,5250,7875,5250
44.76,15,26,30,24,18,20,0.28433,3.8256,0,0,3150,7500,5250,7350,5325,7500,5175,7800,5175
59.49,20,26,30,24,18,20,10.477,0.36079,0,0,3150,7575,5250,7275,5325,7575,5250,7800,5175
44.07,25,29,33,24,18,20,0.84726,1.2301,390,0,3150,7500,5250,7350,5400,7500,5250,7875,5250
43.74,30,26,30,24,18,20,7.5521,0.33115,0,0,3150,7500,5250,7275,5325,7500,5250,7875,5175
42.06,35,26,30,24,18,20,0.76469,3.9428,0,0,3150,7500,5250,7350,5325,7500,5250,7875,5250
59.73,40,27,33,24,18,20,10.499,0.69671,0,0,3150,7575,5175,7350,5400,7575,5325,7875,5250
42.03,45,26,30,24,18,20,0.42194,1.4751,0,0,3150,7500,5175,7425,5400,7500,5250,7875,5250
42.06,50,26,30,24,18,20,7.3665,0.4727,0,0,3150,7575,5250,7350,5325,7575,5250,7875,5250
43.71,55,30,31,24,18,20,0.67641,3.4226,144.5,0,3150,7575,5250,7350,5400,7575,5175,7875,5250
56.7,60,26,30,24,18,20,10.504,0.585,0,0,3150,7575,5250,7350,5325,7575,5250,7875,5175
42.15,65,27,30,24,18,20,1.0475,1.6566,0,0,3150,7500,5175,7350,5325,7500,5250,7950,5250
41.97,70,29,31,24,18,20,7.0596,0.63933,0,0,3150,7575,5250,7350,5400,7575,5250,7875,5250
46.32,75,27,30,24,18,20,0.12488,3.407,0,0,3150,7575,5250,7350,5400,7575,5250,7875,5250
54.06,80,27,30,24,18,20,10.345,0.67917,0,0,3150,7575,5250,7350,5325,7575,5250,7875,5250
42.06,85,27,33,24,18,20,0.86617,1.4409,155.5,0,3150,7500,5250,7350,5400,7500,5250,7950,5250
42.15,90,26,30,24,18,20,8.9692,0.13895,0,0,3150,7575,5250,7350,5400,7575,5250,7950,5250
57.39,95,27,31,24,18,20,1.4245,3.7015,0,0,3150,7500,5250,7350,5325,7500,5250,7875,5250
42.09,100,27,33,24,18,20,10.468,0.69812,0,0,3150,7575,5250,7350,5400,7575,5250,7875,5250
42.18,105,26,30,24,18,20,0.37831,1.4826,0,0,3150,7500,5250,7350,5400,7500,5250,7875,5175
42.06,110,27,31,24,18,20,7.2792,0.3687,0,0,3150,7575,5250,7350,5325,7575,5250,7950,5250
59.64,115,27,33,24,18,20,1.5115,4.1051,169,0,3150,7575,5250,7350,5325,7575,5250,7875,5175
41.97,120,26,30,24,18,20,10.423,0.44965,0,0,3150,7575,5250,7350,5325,7575,5250,7875,5175
42.24,125,27,31,24,18,20,0.99756,3.2379,0,0,3150,7575,5250,7350,5400,7500,5250,7875,5175
42.03,130,27,33,24,18,20,7.2199,0.092195,0,0,3150,7575,5250,7350,5325,7575,5250,7875,5250
59.82,135,26,30,24,18,20,0.1268,3.5698,0,0,3150,7500,5250,7350,5325,7500,5250,7875,5250
42.06,140,28,31,24,18,20,20.988,0.47822,0,0,3150,7500,5250,7350,5325,7500,5250,7875,5250
42.15,145,29,31,24,18,20,0.88976,1.5683,776.5,0,3150,7575,5250,7350,5325,7575,5250,7875,5175
41.97,150,27,30,24,18,20,7.5193,0.30839,0,0,3150,7575,5250,7350,5400,7575,5250,7875,5250
60.03,155,28,32,24,18,20,0.80735,3.5634,0,0,3150,7575,5250,7350,5325,7575,5250,7875,5250
42.06,160,27,32,25,18,20,21.063,0.72878,0,0,3150,7500,5250,7350,5325,7500,5250,7875,5175
42.09,165,27,30,25,18,20,0.40717,2.9285,0,0,3075,7575,5250,7350,5400,7575,5175,7875,5175
42.09,170,28,32,25,18,20,8.8274,0.33994,0,0,3150,7575,5250,7350,5325,7575,5250,7875,5250
60.27,175,28,31,25,18,20,0.70018,4.5956,197,0,3150,7500,5250,7350,5400,7500,5250,7875,5250
42.12,180,27,30,25,18,20,19.529,1.2083,0,0,3150,7575,5250,7350,5400,7575,5250,7875,5175
42.24,185,29,31,25,18,20,1.0001,1.7516,0,0,3150,7575,5250,7350,5400,7575,5250,7875,5250
42.09,190,27,31,25,18,20,7.8467,0.53459,0,0,3150,7575,5250,7350,5400,7575,5250,7875,5250
59.31,195,27,30,25,18,20,0.29445,3.9144,0,0,3150,7500,5250,7350,5400,7500,5250,7875,5250
42.06,200,30,33,25,18,20,17.302,1.8149,0,0,3150,7500,5250,7350,5400,7500,5250,7875,5250
41.91,205,27,30,25,18,20,0.93096,1.6933,210.5,0,3150,7500,5250,7350,5400,7500,5250,7875,5250
42.18,210,27,30,25,18,20,7.6893,0.091865,0,0,3150,7575,5175,7350,5400,7575,5250,7875,5250
58.56,215,30,34,25,18,20,0.71718,4.3257,0,0,3150,7500,5250,7350,5400,7500,5250,7950,5250
42.12,220,27,30,25,18,20,15.212,1.6306,0,0,3150,7575,5250,7350,5325,7575,5250,7950,5250
42.21,225,27,30,25,18,20,0.41495,2.9897,0,0,3150,7575,5250,7350,5400,7575,5250,7950,5175
42.03,230,32,35,25,18,20,7.4107,0.060205,0,0,3150,7575,5250,7350,5400,7575,5250,7875,5250
58.5,235,33,36,25,18,20,1.5018,3.4144,223,0,3150,7575,5175,7350,5325,7575,5250,7875,5250
42.21,240,29,36,25,18,21,13.141,4.1808,0,0,3150,7575,5250,7350,5400,7575,5250,7875,5250
41.97,245,30,33,25,18,21,1.0859,1.7193,0,0,3150,7500,5250,7350,5400,7500,5250,7875,5250
42.06,250,33,36,25,18,21,7.1184,0.11872,0,0,3150,7500,5250,7350,5400,7500,5250,7875,5250
58.05,255,28,32,25,18,21,0.12831,3.8665,0,0,3150,7575,5250,7350,5325,7575,5250,7875,5250
42.21,260,33,38,25,18,21,5.6355,3.3017,0,0,3150,7575,5250,7350,5325,7575,5175,7875,5250
42.09,265,30,38,25,18,21,0.90042,0.82204,235,0,3150,7500,5250,7350,5400,7500,5250,7875,5250
42.15,270,33,35,25,18,21,8.8055,0.10299,0,0,3150,7500,5250,7350,5400,7500,5250,7875,5250
57.99,275,33,36,25,19,21,1.553,3.3051,0,0,3150,7500,5250,7350,5400,7500,5250,7875,5175
41.97,280,34,33,25,19,21,5.2615,2.8085,0,0,3150,7500,5250,7350,5325,7575,5250,7875,5250
42.21,285,33,37,25,19,21,0.4271,1.5102,0,0,3150,7575,5250,7350,5400,7575,5250,7875,5250
42.03,290,31,38,25,19,21,10.214,0.38418,0,0,3150,7500,5175,7350,5325,7500,5250,7875,5250
58.35,295,29,34,25,19,21,1.4229,3.4776,248.5,0,3150,7500,5250,7350,5325,7500,5250,7950,5250
55.65,300,31,34,25,18,21,33.19,6.3585,0,0,3150,7575,5250,7350,5400,7575,5250,7875,5250
42.09,305,32,36,25,18,21,35.531,49.316,0,0,3150,7500,5250,7350,5325,7500,5250,7875,5250
56.43,310,33,34,25,19,21,135.84,12.188,1424,0,3150,7575,5250,7350,5325,7575,5250,7875,5250
69.36,315,35,39,25,19,21,52.526,17.936,0,0,3150,7575,5250,7350,5400,7575,5250,7875,5250
