pic0: pic0=NB_ht_bus1_bandwidth,umask0=0x01
pic1: pic1=NB_ht_bus1_bandwidth,umask=0x02
pic2: pic2=NB_ht_bus1_bandwidth,umask=0x04
pic3: pic3=NB_ht_bus1_bandwidth,umask=0x08,sys
   time cpu event      pic0      pic1      pic2      pic3 
  5.008   0  tick   1611444     18518     18518     18518 
  5.008   1  tick   6296366  10961213  10961213  10961213 
 10.008   0  tick   1567951     19913     19913     19913 
 10.008   1  tick   6324269  11828924  11828924  11828924 
 15.008   0  tick   2494179     22751     22751     22751 
 15.265   1  tick   5706339   7461953   7461953   7461953 
 20.008   1  tick   3571313   4329975   4329975   4329983 
 20.008   0  tick   1746041      1447      1447      1447 
 25.008   0  tick   1539324     18335     18335     18335 
 25.008   1  tick   7180315  11291227  11291227  11291219 
 30.008   1  tick   4100567   6756883   6756883   6756883 
 30.008   0  tick   2586437     13432     13432     13432 
 35.008   1  tick   2218949   4441831   4441831   4441831 
 35.008   0  tick    420494      5163      5163      5163 
 40.008   0  tick   2887922     18345     18345     18345 
 40.008   1  tick   6547380  11310328  11310328  11310328 
 45.008   0  tick   1659741     21718     21718     21718 
 45.008   1  tick   7115975  11738521  11738521  11738521 
 50.008   0  tick    770433      9319      9319      9319 
 50.009   1  tick   1054007    472827    472827    472827 
 55.008   0  tick   2070045      9702      9702      9702 
 55.008   1  tick   7345432  11139947  11139947  11139947 
 60.008   0  tick   1655820     18207     18207     18207 
 60.008   1  tick   6867148  12184667  12184667  12184667 
 65.008   1  tick   6338669  11472441  11472441  11472441 
 65.008   0  tick   1593724     18190     18190     18190 
 70.002   1  tick    486408    572163    572163    572163 
 70.017   0  tick    211854      3373      3373      3373 
 75.008   0  tick   1410990     18958     18958     18958 
 75.008   1  tick   6966694  10966746  10966746  10966746 
 80.008   1  tick   5651307  11100578  11100578  11100578 
 80.008   0  tick   2941166     18273     18273     18273 
 85.008   1  tick   4664846   7180010   7180024   7180026 
 85.010   0  tick   1344002     15136     15136     15136 
 90.008   0  tick    316796      3517      3517      3517 
 90.008   1  tick   2631026   4483375   4483361   4483359 
 95.008   0  tick   1618532     18267     18267     18267 
 95.008   1  tick   5521077  11415491  11415491  11415491 
100.008   0  tick   1669244     19633     19633     19633 
100.008   1  tick   6343131  11949024  11949024  11949024 
105.008   0  tick   1593021     20993     20993     20993 
105.008   1  tick   6433622  11754637  11754637  11754637 
110.004   0  tick    251751      2927      2927      2927 
110.008   1  tick    341927    578253    578264    578269 
115.008   0  tick   1419005     15825     15825     15825 
115.008   1  tick   6195249  11406963  11406952  11406947 
120.008   0  tick   1641020     18231     18231     18231 
120.008   1  tick   6902437  11742408  11742408  11742408 
125.008   1  tick   7192429  11445293  11445309  11445325 
125.008   0  tick   1638956     18297     18297     18297 
130.008   0  tick    774859     10916     10916     10916 
130.008   1  tick   1991943   2359158   2359142   2359126 
135.008   0  tick    808346     12136     12136     12136 
135.008   1  tick   4675007   9255809   9255809   9255809 
140.008   1  tick   6335174  11075122  11075122  11075122 
140.008   0  tick   1622966     18273     18273     18273 
145.008   0  tick   1580337     18307     18307     18307 
145.008   1  tick   6885286  11094390  11094390  11094390 
150.008   0  tick   1421879     16070     16070     16070 
150.008   1  tick   4989070   7017521   7017521   7017521 
155.008   1  tick   2380175   4532674   4532678   4532695 
155.008   0  tick    218438      2549      2549      2549 
160.008   0  tick   2897213     20153     20153     20153 
160.008   1  tick   6802780  11443621  11443617  11443600 
165.008   0  tick   1629424     21073     21073     21073 
165.008   1  tick   6825215  11372900  11372911  11372926 
170.008   1  tick   4077207   6403267   6403256   6403241 
170.013   0  tick    818309      9596      9596      9596 
175.008   0  tick   2107516      9131      9131      9131 
175.008   1  tick   2709392   4767939   4767939   4767939 
180.008   0  tick   1614528     18207     18207     18207 
180.008   1  tick   6937013  11994742  11994742  11994742 
185.008   1  tick   5555686  11689427  11689438  11689443 
185.008   0  tick   1651790     18220     18220     18220 
190.008   1  tick    405611    468260    468249    468244 
190.013   0  tick    422391      6783      6783      6783 
195.008   0  tick   2549418     16891     16891     16891 
195.008   1  tick   6046791  10835507  10835507  10835507 
200.008   0  tick   1652841     18301     18301     18301 
200.008   1  tick   5395262  11276869  11276869  11276869 
205.008   1  tick    792370    625087    625087    625087 
205.275   0  tick   2104267      9248      9248      9248 
210.008   0  tick   2211743      9503      9503      9503 
210.008   1  tick   5789546  10793010  10793010  10793010 
215.008   0  tick   1626846     18291     18291     18291 
215.008   1  tick   6345536  10965148  10965157  10965217 
220.008   1  tick   4271834   6744061   6744052   6743992 
220.010   0  tick   1547995     20458     20458     20458 
225.008   0  tick     83056      3344      3344      3344 
225.008   1  tick   2586672   5320794   5320794   5320794 
230.008   1  tick   6552562  11333010  11333010  11333010 
230.008   0  tick   1614295     18301     18301     18301 
235.008   0  tick   1649420     18329     18329     18329 
235.008   1  tick   6162754  11228256  11228256  11228256 
240.008   1  tick   4471974   7160540   7160549   7160562 
240.347   0  tick   2677710     15224     15224     15224 
245.008   0  tick    266029      3439      3439      3439 
245.008   1  tick   2267915   4312853   4312844   4312831 
250.008   0  tick   2931589     19178     19178     19178 
250.008   1  tick   6908131  11638288  11638306  11638323 
255.008   0  tick   1627385     21126     21126     21126 
255.008   1  tick   6703116  11701932  11701921  11701913 
260.003   1  tick    730333    538174    538167    538158 
260.008   0  tick    480018      5806      5806      5806 
265.008   0  tick   1151554     14774     14774     14774 
265.008   1  tick   6383733  10930413  10930413  10930413 
270.008   0  tick   4271534     18207     18207     18207 
270.008   1  tick   6190923  11010991  11010996  11011007 
275.005   0  tick    515617      6148      6148      6148 
275.008   1  tick    318388    543263    543269    543263 
280.008   0  tick   1109269     13670     13670     13670 
280.008   1  tick   6055267  11193827  11193816  11193811 
285.008   0  tick   1660848     21104     21104     21104 
285.008   1  tick   5562803  11332593  11332593  11332593 
290.008   1  tick   7026368  11062277  11062287  11062293 
290.008   0  tick   1586827     18280     18280     18280 
295.008   0  tick   1045163     12200     12200     12200 
295.010   1  tick   3999199   7151192   7151182   7151176 
300.008   0  tick    608573      7745      7745      7745 
300.008   1  tick   2788919   5076672   5076672   5076672 
305.008   0  tick   1776776   2154642   2154642   2154642 
305.008   1  tick  21584835  24206603  24206603  24206603 
310.008   0  tick   1683542    104118    104118    104118 
310.008   1  tick  16529530  29140493  29140505  29140505 
315.008   1  tick 105373077 171128056 171128044 171128044 
315.014   0  tick   1629813    192450    192450    192450 
320.008   0  tick      9713     52522     52522     52522 
320.008   1  tick  35629235  27167829  27167845  27167860 
325.008   0  tick   1639482     23793     23793     23793 
325.008   1  tick  45971607  59351279  59351263  59351248 
330.008   0  tick   1622954     27372     27372     27372 
330.008   1  tick  94257274 105426983 105426983 105426983 
335.008   1  tick  95755006   4974888   4974888   4974888 
335.009   0  tick   2245024     10142     10142     10142 
340.008   0  tick    734489      9942      9942      9942 
340.008   1  tick  76816751   2974944   2974944   2974944 
345.008   0  tick   2943675     22967     22967     22967 
345.008   1  tick  73340471   8111014   8111014   8111014 
350.008   0  tick   1621065     18292     18292     18292 
350.008   1  tick  70718204   8165768   8165785   8165800 
355.001   0  tick    393186    180820    180820    180820 
355.008   1  tick  69643643   1843446   1843429   1843414 
360.008   0  tick   1248536     14385     14385     14385 
360.008   1  tick  67553484   5735535   5735535   5735535 
365.008   0  tick   1605489     18251     18251     18251 
365.008   1  tick  74521347   6907544   6907544   6907544 
370.008   0  tick   1602975     22260     22260     22260 
370.008   1  tick  70594292   6695064   6695064   6695064 
375.008   0  tick    807695      9943      9943      9943 
375.020   1  tick  61052614   4970841   4970841   4970841 
380.008   0  tick   2055388      9371      9371      9371 
380.008   1  tick  62877883   4891357   4891357   4891357 
385.008   0  tick   2956073     18325     18325     18325 
385.008   1  tick  94271050   6657750   6657766   6657766 
