 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 9532420 6401964 138 2014 0 0 0 0 36  4 -0  0  0  741 1839  351 25  3 72
 0 0 0 9806976 6666988 150 2549 0 0 0 0  0  0  0  0  0  672 2111  260  0  4 96
 0 0 0 9806748 6666736 128 2153 0 0 0 0  0  0  0  0  0  591 1683  257  0  4 96
 0 0 0 9807052 6666936 147 2166 0 0 0 0  0  0  0  0  0  595 1673  266  0  4 96
 0 0 0 9806960 6666836 129 2155 0 0 0 0  0  0  0  0  0  567 1686  257  0  4 96
 0 0 0 9806996 6666872 129 2157 0 0 0 0  0  2  0  0  0  610 1678  301  0  4 96
 0 0 0 9807012 6666976 134 2156 0 0 0 0  0  0  0  0  0  596 1696  269  0  4 96
 0 0 0 9806912 6666916 129 2160 0 0 0 0  0  0  0  0  0  587 1672  278  0  4 96
 0 0 0 9807008 6666968 77 1179 0 0 0  0  0  0  0  0  0  522 1257  219  0  2 98
 0 0 0 9806976 6667148 59 984 0 0  0  0  0  0  0  0  0  526 1095  218  0  1 98
 0 0 0 9806992 6666996 140 2157 0 0 0 0  0  0  0  0  0  584 1683  264  0  4 96
 0 0 0 9806852 6666912 129 2160 0 0 0 0  0  2  0  0  0  592 1678  304  0  4 96
 0 0 0 9806904 6666912 134 2158 0 0 0 0  0  0  0  0  0  578 1687  266  0  4 96
 0 0 0 9806984 6666944 129 2159 0 0 0 0  0  0  0  0  0  566 1673  253  0  4 96
 0 0 0 9807012 6666972 129 2157 0 0 0 0  0  0  0  0  0  584 1683  261  0  4 96
 0 0 0 9806992 6667172 147 2165 0 0 0 0  0  0  0  0  0  595 1761  305  0  4 96
 0 0 0 9806976 6666936 129 2158 0 0 0 0  0  0  0  0  0  589 1685  258  0  4 96
 0 0 0 9806944 6666916 12 99 0  0  0  0  0  2  0  0  0  498  758  222  0  1 99
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 9806896 6666956 119 2060 0 0 0 0  0  0  0  0  0  591 1611  272  0  3 97
 0 0 0 9806748 6666776 132 2160 0 0 0 0  0  0  0  0  0  597 1673  271  0  4 96
 0 0 0 9806904 6666864 129 2157 0 0 0 0  0  0  0  0  0  584 1683  266  0  4 96
 0 0 0 9806816 6666904 147 2166 0 0 0 0  0  0  0  0  0  574 1672  258  0  4 96
 0 0 0 9806852 6666852 129 2155 0 0 0 0  0  0  0  0  0  576 1682  258  0  4 96
 0 0 0 9806900 6666860 129 2160 0 0 0 0  0  3  0  0  0  614 1677  314  0  4 96
 0 0 0 9806648 6666860 134 2157 0 0 0 0  0  0  0  0  0  571 1684  264  0  4 96
 0 0 0 9806896 6666856 77 1181 0 0 0  0  0  0  0  0  0  499 1276  216  0  3 97
 0 0 0 9806896 6666856 52 978 0 0  0  0  0  0  0  0  0  505 1072  219  0  1 99
 0 0 0 9806648 6666784 140 2161 0 0 0 0  0  0  0  0  0  588 1675  267  0  4 96
 0 0 0 9806604 6666736 131 2160 0 0 0 0  0  0  0  0  0  565 1686  265  0  4 96
 0 0 0 9806876 6666848 129 2160 0 0 0 0  0  2  0  0  0  597 1679  308  0  4 96
 0 0 0 9806620 6666752 134 2158 0 0 0 0  0  0  0  0  0  592 1699  276  0  4 96
 0 0 0 9806504 6666632 129 2159 0 0 0 0  0  0  0  0  0  577 1672  274  0  4 96
 0 0 0 9806876 6666836 129 2156 0 0 0 0  0  0  0  0  0  587 1683  260  0  4 96
 0 0 0 9806620 6667008 147 2166 0 0 0 0  0  0  0  0  0  574 1672  257  0  4 96
 0 0 0 9806872 6666832 12 98 0  0  0  0  0  0  0  0  0  464  781  177  0  1 99
 0 0 0 9806580 6666708 117 2061 0 0 0 0  0  2  0  0  0  602 1570  301  0  3 97
 0 0 0 9806876 6666868 131 2159 0 0 0 0  0  0  0  0  0  587 1689  267  0  4 96
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 9806620 6666748 131 2159 0 0 0 0  0  0  0  0  0  571 1671  260  0  4 96
 0 0 0 9806576 6666704 129 2160 0 0 0 0  0  0  0  0  0  597 1685  260  0  4 96
 0 0 0 9806872 6666972 147 2168 0 0 0 0  0  0  0  0  0  571 1760  304  0  4 96
 0 0 0 9806580 6666708 129 2165 0 0 0 0  0  0  0  0  0  575 1688  259  0  4 96
 0 0 0 9806528 6666660 129 2161 0 0 0 0  0  2  0  0  0  607 1679  298  0  4 96
 0 0 0 9806824 6666856 89 1339 0 0 0  0  0  0  0  0  0  550 1364  239  0  3 97
 0 0 0 9806752 6666712 45 825 0 0  0  0  0  0  0  0  0  518  997  224  0  1 99
 0 0 0 9806520 6666636 128 2162 0 0 0 0  0  0  0  0  0  584 1685  271  0  4 96
 0 0 0 9806528 6666656 147 2177 0 0 0 0  0  0  0  0  0  586 1680  262  0  4 96
 0 0 0 9806824 6666784 129 2163 0 0 0 0  0  0  0  0  0  581 1682  260  0  4 96
 0 0 0 9806576 6666692 129 2163 0 0 0 0  0  2  0  0  0  638 1675  296  0  4 96
 0 0 0 9806532 6666688 134 2166 0 0 0 0  0  0  0  0  0  580 1685  265  0  4 96
 0 0 0 9806824 6666784 129 2169 0 0 0 0  0  0  0  0  0  572 1677  253  0  4 96
