Time Temp Temp Planar_Temp VRD_0_Temp VRD_1_Temp Fan_1 Fan_2A Fan_2B Fan_3A Fan_3B Fan_4A Fan_4B Fan_5A Fan_5B Fan_Redundancy
0 24 27 23 16 18 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
8 25 31 23 16 18 3150 7575 5250 7425 5400 7575 5250 7875 5250 54h
16 26 31 23 16 18 3150 7500 5250 7425 5400 7575 5250 7875 5250 54h
24 25 29 23 16 18 3150 7575 5250 7425 5325 7575 5250 7950 5250 54h
32 24 29 23 16 18 3150 7575 5250 7425 5325 7500 5250 7875 5250 54h
40 24 28 23 16 18 3150 7575 5250 7425 5400 7575 5250 7875 5250 54h
48 24 28 23 16 18 3150 7500 5325 7425 5400 7575 5325 7950 5250 54h
56 24 28 23 16 18 3150 7575 5250 7425 5400 7575 5250 7875 5250 54h
64 24 28 23 16 18 3150 7500 5250 7425 5400 7575 5250 7950 5250 54h
72 24 28 23 16 18 3075 7575 5250 7500 5325 7575 5250 7950 5250 54h
80 24 28 23 16 18 3150 7575 5250 7425 5400 7500 5250 7950 5250 54h
88 24 28 23 16 18 3150 7500 5250 7500 5325 7575 5250 7875 5250 54h
96 24 28 23 16 18 3150 7500 5250 7425 5325 7575 5325 7950 5250 54h
104 24 28 23 16 18 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
112 27 28 23 16 18 3150 7575 5250 7425 5400 7575 5250 7875 5250 54h
120 27 29 23 16 18 3150 7575 5250 7500 5400 7500 5250 7875 5250 54h
128 28 29 23 16 18 3150 7575 5250 7500 5400 7575 5325 7875 5250 54h
136 27 29 23 16 18 3150 7575 5250 7500 5400 7575 5250 7950 5250 54h
144 27 32 23 16 18 3150 7575 5250 7425 5400 7575 5250 7875 5325 54h
152 26 29 23 16 18 3075 7575 5250 7425 5400 7575 5250 7950 5250 54h
160 25 29 23 16 18 3075 7575 5250 7425 5400 7500 5250 7875 5250 54h
168 25 29 23 16 18 3075 7575 5250 7425 5325 7575 5250 7950 5250 54h
176 25 28 23 16 18 3075 7575 5250 7425 5400 7575 5250 7875 5250 54h
184 25 28 23 16 18 3150 7575 5250 7500 5325 7575 5250 7875 5250 54h
192 25 28 23 16 18 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
200 25 28 23 16 18 3150 7575 5250 7425 5325 7575 5250 7875 5250 54h
208 25 28 23 16 18 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
216 25 28 23 16 18 3150 7575 5325 7425 5325 7575 5250 7950 5250 54h
224 25 28 23 16 18 3150 7575 5250 7425 5325 7575 5250 7950 5250 54h
232 25 28 23 16 18 3150 7575 5325 7425 5400 7575 5325 7950 5250 54h
240 25 30 23 16 18 3075 7575 5250 7425 5325 7500 5250 7875 5175 54h
248 28 29 23 16 18 3150 7575 5250 7425 5400 7500 5175 7875 5250 54h
256 30 31 23 16 18 3150 7500 5250 7425 5325 7575 5250 7875 5250 54h
264 31 31 23 17 19 3150 7575 5250 7425 5400 7650 5250 7950 5325 54h
272 31 32 23 17 19 3150 7575 5325 7500 5400 7500 5250 7950 5250 54h
280 33 33 23 17 19 3150 7500 5250 7425 5400 7575 5250 7875 5250 54h
288 30 36 23 17 19 3150 7575 5250 7500 5325 7575 5250 7875 5250 54h
296 31 33 23 17 20 3075 7575 5250 7500 5400 7500 5250 7875 5250 54h
304 33 32 23 18 20 3150 7575 5325 7425 5325 7575 5325 7950 5250 54h
312 34 31 23 18 19 3150 7575 5250 7500 5325 7575 5250 7875 5250 54h
320 30 35 23 18 19 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
328 29 37 24 18 20 3150 7575 5250 7425 5325 7575 5325 7950 5250 54h
336 33 33 24 18 20 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
344 35 33 24 18 20 3150 7575 5250 7425 5325 7575 5250 7950 5250 54h
352 29 38 24 18 20 3150 7575 5250 7500 5400 7575 5250 7875 5250 54h
360 34 32 24 18 20 3150 7575 5250 7500 5400 7575 5250 7875 5250 54h
368 34 32 24 18 20 3150 7575 5325 7500 5400 7575 5250 7875 5250 54h
376 34 32 24 18 20 3150 7575 5250 7500 5400 7500 5250 7875 5250 54h
384 32 35 24 18 20 3150 7575 5250 7425 5325 7575 5250 7950 5250 54h
392 35 31 24 18 20 3150 7500 5250 7425 5325 7575 5250 7950 5250 54h
400 30 36 25 19 20 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
408 30 37 25 18 20 3150 7575 5325 7500 5400 7575 5325 7950 5250 54h
416 32 38 25 18 20 3150 7575 5250 7425 5325 7575 5250 7875 5250 54h
424 36 35 25 18 20 3150 7575 5250 7500 5400 7575 5250 7875 5325 54h
432 35 35 25 18 20 3150 7575 5250 7425 5325 7575 5250 7875 5250 54h
440 33 37 25 18 20 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
448 33 38 25 18 20 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
456 33 39 25 18 21 3150 7575 5250 7500 5325 7575 5250 7875 5250 54h
464 33 40 25 18 21 3150 7500 5250 7500 5400 7575 5250 7875 5325 54h
472 33 35 25 18 21 3150 7575 5250 7500 5400 7575 5250 7950 5250 54h
480 33 35 25 18 21 3150 7575 5250 7425 5400 7575 5250 7875 5250 54h
488 33 35 25 18 21 3150 7575 5250 7500 5400 7575 5250 7950 5250 54h
