time,cpu,FSB,L2miss
2,1,,22381990
4,0,,18770
6,0,8588524,
8,0,,403568
10,1,1926474,
12,0,,572336
14,0,79757,
16,0,,317184
16,1,,219982
18,0,10235104,
20,1,,65262
22,0,16772658,
24,0,,16647
26,0,15975118,
26,1,16004306,
28,0,,94245
30,1,1772762,
32,0,,574165
34,0,179746,
36,0,,198615
38,0,9727154,
40,0,,32209
42,1,16627344,
44,0,,4775
46,1,7813254,
48,0,,428196
50,1,1632186,
52,0,,575108
54,0,150438,
56,0,,448785
58,0,5209400,
60,1,,4558
60,0,,98294
62,1,18875784,
64,0,,3437
66,0,8259972,
68,1,,342864
70,0,1719322,
72,0,,485552
74,1,190838,
74,0,190006,
76,0,,220077
78,0,10491274,
80,0,,47610
82,1,16908876,
84,1,,17060
86,1,10462514,
88,0,,379917
90,0,8101146,
90,1,8127422,
92,0,,498170
94,0,163890,
96,1,,316193
98,0,10027196,
100,0,,52015
102,0,16683886,
104,1,,1935
106,0,17998362,
108,0,,17747
110,0,1310042,
112,0,,639967
114,0,208474,
116,1,,277877
116,0,,270484
118,0,10073848,
120,0,,268516
120,1,,114604
122,1,14541894,
124,0,,17727
126,0,8027458,
128,0,,377706
130,0,1514018,
132,0,,481061
134,0,153500,
136,0,,665257
136,1,,635800
138,0,211180,
140,0,,39294
142,0,17995342,
144,0,,16022
146,0,8885020,
148,1,,413776
150,0,3618734,
152,1,,673800
154,0,143078,
156,1,,237703
158,0,10295822,
160,0,,28187
162,0,16973264,
164,1,,5527
166,1,15264958,
166,0,15267806,
168,0,,171649
170,0,394198,
172,0,,753168
172,1,,571525
174,1,173894,
176,0,,279439
176,1,,261620
178,0,10424966,
180,0,,103756
180,1,,78437
182,1,17135835,
184,0,,5314
184,1,,12954
186,1,7770324,
188,1,,406039
190,1,1243890,
190,0,1267282,
192,0,,670112
194,0,223476,
196,0,,392385
196,1,,437222
198,0,6104160,
200,0,,31823
202,0,18069182,
202,1,18094950,
204,1,,15926
206,1,8439710,
208,1,,418551
210,0,2929560,
212,0,,811627
214,0,120906,
216,0,,333388
216,1,,197379
218,0,10487706,
220,0,,7770
222,1,8256925,
222,0,8267166,
224,0,,379887
226,0,2342428,
228,0,,569600
230,0,450166,
232,0,,294460
232,1,,242421
234,0,10533692,
236,1,,17166
238,1,8390970,
240,1,,419032
242,1,2856884,
244,1,,681777
246,1,754190,
248,0,,682536
250,1,241358,
252,0,,65387
252,1,,55917
254,0,16707850,
256,1,,30278
258,1,8063544,
260,0,,449921
262,1,2759528,
264,1,,597233
266,1,705804,
268,1,,319833
270,0,12049394,
272,1,,40172
274,0,16319650,
276,0,,23777
278,0,13404517,
280,0,,178473
282,1,764896,
282,0,770254,
284,0,,713310
286,0,788172,
288,1,,276421
290,0,10242974,
292,0,,67378
294,0,15978102,
296,0,,26826
298,1,18475468,
300,1,,50286
302,1,22656296,
304,0,,1074215
304,1,,1666135
306,0,4138125,
308,0,,2519118
310,0,34920566,
312,1,,71669
314,0,18259722,
316,0,,42825
