Time Temp Temp Planar_Temp VRD_0_Temp VRD_1_Temp Fan_1 Fan_2A Fan_2B Fan_3A Fan_3B Fan_4A Fan_4B Fan_5A Fan_5B Fan_Redundancy
0 24 28 23 16 18 3150 7575 5250 7425 5325 7575 5250 7950 5325 54h
8 24 28 23 16 18 3150 7575 5250 7425 5400 7575 5250 7875 5250 54h
16 24 28 23 16 18 3150 7575 5325 7425 5400 7500 5250 7950 5250 54h
24 24 28 23 16 18 3150 7575 5250 7425 5325 7575 5250 7950 5250 54h
32 24 28 23 16 18 3150 7575 5250 7425 5325 7575 5250 7875 5250 54h
40 27 28 23 16 18 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
48 27 29 23 16 18 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
56 27 29 23 16 18 3150 7575 5250 7425 5400 7575 5250 7950 5325 54h
64 26 31 23 16 18 3150 7575 5250 7500 5400 7575 5250 7950 5325 54h
72 27 32 23 16 18 3150 7575 5250 7425 5325 7575 5250 7950 5250 54h
80 25 29 23 16 18 3150 7575 5250 7425 5325 7575 5250 7950 5250 54h
88 25 28 23 16 18 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
96 25 28 23 16 18 3150 7575 5250 7425 5400 7575 5325 7950 5250 54h
104 25 28 23 16 18 3150 7575 5250 7425 5325 7500 5250 7875 5250 54h
112 25 28 23 16 18 3150 7575 5250 7425 5400 7575 5250 7875 5250 54h
120 24 28 23 16 18 3150 7575 5250 7425 5400 7500 5250 7950 5250 54h
128 24 28 23 16 18 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
136 24 28 23 16 18 3150 7500 5250 7500 5325 7575 5250 7875 5250 54h
144 24 28 23 16 18 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
152 24 28 23 16 18 3150 7575 5250 7500 5325 7575 5250 7950 5250 54h
160 25 28 23 16 18 3150 7500 5250 7500 5400 7575 5250 7950 5250 54h
168 25 31 23 16 18 3150 7500 5250 7425 5400 7575 5250 7875 5250 54h
176 28 30 23 16 18 3150 7575 5250 7425 5400 7575 5250 7950 5250 54h
184 27 29 23 16 18 3150 7500 5250 7425 5400 7575 5250 7950 5250 54h
192 28 29 23 16 18 3150 7575 5250 7500 5325 7575 5250 7950 5325 54h
200 29 29 23 16 18 3150 7575 5250 7425 5400 7500 5250 7875 5250 54h
208 26 28 23 16 18 3150 7575 5250 7425 5400 7575 5250 7875 5250 54h
216 25 29 23 16 18 3150 7575 5250 7425 5400 7500 5250 7875 5250 54h
224 25 28 23 16 18 3150 7575 5250 7425 5400 7575 5250 7875 5250 54h
