 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 10247272 7092020 12 288 0 0 0  0  5  0  0  0  0  378  275  111  2  1 97
 0 0 0 9606776 6450572 136 3983 0 0 0 0  0  0  0  0  0  449 2566  254  1  9 91
 0 0 0 9606368 6450328 126 3612 0 0 0 0  0  2  0  0  0  449 2191  287  1  9 91
 0 0 0 9606608 6450440 123 3607 0 0 0 0  0  0  0  0  0  382 2160  238  1  8 91
 0 0 0 9606804 6450444 12 99 0  0  0  0  0  0  0  0  0  363  834  138  0  0 100
 0 0 0 9606564 6450356 111 3507 0 0 0 0  0  0  0  0  0  372 2131  247  1  8 91
 0 0 0 9606352 6450308 124 3629 0 0 0 0  0  0  0  0  0  382 2177  244  1  9 91
 0 0 0 9606560 6450492 130 3607 0 0 0 0  0  0  0  0  0  387 2175  244  1  8 91
 0 0 0 9606788 6450444 12 98 0  0  0  0  0  2  0  0  0  383  752  139  0  1 99
 0 0 0 9606516 6450336 111 3536 0 0 0 0  0  0  0  0  0  376 2125  244  1  8 91
 0 0 0 9606312 6450268 123 3621 0 0 0 0  0  0  0  0  0  375 2206  246  1  8 91
 0 0 0 9606512 6450364 123 3605 0 0 0 0  0  0  0  0  0  380 2208  246  1  9 91
 0 0 0 9606756 6450464 16 100 0 0  0  0  0  0  0  0  0  366  734   90  0  1 99
 0 0 0 9606516 6450328 115 3514 0 0 0 0  0  0  0  0  0  376 2167  248  1  8 91
 0 0 0 9606312 6450272 123 3610 0 0 0 0  0  2  0  0  0  452 2220  293  1  9 91
 0 0 0 9606408 6450340 123 3611 0 0 0 0  0  0  0  0  0  390 2184  240  1  8 91
 0 0 0 9606756 6450412 12 98 0  0  0  0  0  0  0  0  0  365  785   95  0  0 99
 0 0 0 9606516 6450324 111 3521 0 0 0 0  0  0  0  0  0  393 2099  250  1  8 91
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 9606308 6450272 124 3611 0 0 0 0  0  0  0  0  0  393 2159  250  1  9 91
 0 0 0 9606404 6450424 129 3620 0 0 0 0  0  0  0  0  0  378 2155  246  1  8 91
 0 0 0 9606708 6450376 12 99 0  0  0  0  0  2  0  0  0  397  726  141  0  1 99
 0 0 0 9606448 6450256 111 3523 0 0 0 0  0  0  0  0  0  383 2108  244  1  8 91
 0 0 0 9606244 6450200 123 3620 0 0 0 0  0  0  0  0  0  392 2182  248  1  8 91
 0 0 0 9606460 6450312 123 3625 0 0 0 0  0  0  0  0  0  389 2159  246  1  9 91
 0 0 0 9606688 6450396 16 100 0 0  0  0  0  0  0  0  0  362  745   92  0  1 99
 0 0 0 9606448 6450260 115 3526 0 0 0 0  0  0  0  0  0  392 2176  249  1  8 91
 0 0 0 9606240 6450200 123 3618 0 0 0 0  0  2  0  0  0  434 2232  288  1  9 91
 0 0 0 9606360 6450304 123 3631 0 0 0 0  0  0  0  0  0  389 2194  246  1  9 91
 0 0 0 9606684 6450340 12 98 0  0  0  0  0  0  0  0  0  369  887  140  0  1 99
 0 0 0 9606444 6450252 110 3522 0 0 0 0  0  0  0  0  0  394 2177  248  1  8 91
 0 0 0 9606240 6450204 125 3633 0 0 0 0  0  0  0  0  0  380 2201  245  1  9 91
 0 0 0 9606496 6450428 130 3630 0 0 0 0  0  0  0  0  0  390 2221  244  1  8 91
 0 0 0 9606640 6450308 12 99 0  0  0  0  0  3  0  0  0  414  808  162  0  1 99
 0 0 0 9606392 6450200 111 3527 0 0 0 0  0  0  0  0  0  380 2151  240  1  8 91
 0 0 0 9606188 6450148 123 3630 0 0 0 0  0  0  0  0  0  387 2267  252  1  9 91
 0 0 0 9606432 6450284 123 3623 0 0 0 0  0  0  0  0  0  384 2251  246  1  8 91
 0 0 0 9606632 6450348 16 100 0 0  0  0  0  0  0  0  0  369  758   91  0  0 99
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 9606392 6450200 115 3527 0 0 0 0  0  0  0  0  0  384 2221  247  1  8 91
 0 0 0 9606188 6450148 123 3630 0 0 0 0  0  2  0  0  0  423 2272  288  1  9 91
 0 0 0 9606412 6450264 123 3629 0 0 0 0  0  0  0  0  0  391 2153  245  1  8 91
 0 0 0 9606632 6450288 12 98 0  0  0  0  0  0  0  0  0  379  709   90  0  0 100
 0 0 0 9606392 6450200 111 3535 0 0 0 0  0  0  0  0  0  400 2110  243  1  8 91
 0 0 0 9606188 6450152 126 3631 0 0 0 0  0  0  0  0  0  385 2164  246  1  9 91
 0 0 0 9606408 6450344 129 3627 0 0 0 0  0  0  0  0  0  389 2159  244  1  8 91
 0 0 0 9606608 6450264 12 99 0  0  0  0  0  2  0  0  0  397  720  132  0  0 99
 0 0 0 9606368 6450176 111 3535 0 0 0 0  0  0  0  0  0  394 2116  247  1  8 91
 0 0 0 9606108 6450068 123 3625 0 0 0 0  0  0  0  0  0  396 2181  247  1  9 91
 0 0 0 9606208 6450160 123 3626 0 0 0 0  0  0  0  0  0  395 2166  248  1  8 91
 0 0 0 9606536 6450260 17 100 0 0  0  0  0  0  0  0  0  371  748   92  0  1 99
 0 0 0 9606292 6450100 115 3535 0 0 0 0  0  0  0  0  0  385 2184  244  1  8 91
 0 0 0 9606072 6450028 123 3628 0 0 0 0  0  2  0  0  0  457 2247  294  1  9 91
 0 0 0 9606272 6450120 123 3632 0 0 0 0  0  0  0  0  0  385 2195  244  1  8 91
 0 0 0 9606516 6450172 12 99 0  0  0  0  0  0  0  0  0  380  896  137  0  1 99
 0 0 0 9606272 6450080 111 3534 0 0 0 0  0  0  0  0  0  389 2199  246  1  8 91
 0 0 0 9606052 6450016 125 3625 0 0 0 0  0  0  0  0  0  387 2203  244  1  9 91
 0 0 0 9606272 6450208 129 3634 0 0 0 0  0  0  0  0  0  396 2247  243  1  8 91
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 9606472 6450128 12 99 0  0  0  0  0  2  0  0  0  396  820  137  0  1 99
 0 0 0 9606232 6450040 111 3527 0 0 0 0  0  0  0  0  0  393 2148  250  1  8 91
 0 0 0 9606028 6449988 123 3628 0 0 0 0  0  0  0  0  0  383 2274  246  1  9 91
 0 0 0 9606232 6450112 123 3636 0 0 0 0  0  0  0  0  0  391 2223  252  1  9 91
 0 0 0 9606472 6450196 20 162 0 0  0  0  0  0  0  0  0  372  800   94  0  1 99
 0 0 0 9578396 6421568 305 5989 0 0 0 0  0  1  0  0  0  472 6589  343 17 10 74
 3 0 0 9134924 6151116 1708 66192 0 0 0 0 0 26 0  0  0 1098 13226 694 28 41 31
 0 0 0 9259256 6172476 246 70344 0 0 0 0 0  0  0  0  0  400 2830  157 10 23 67
 0 0 0 9384152 6275588 579 39558 0 0 0 0 0  0  0  0  0  400 4963  255  7 13 80
 0 0 0 9571656 6411432 305 4957 0 0 0 0  0  3  0  0  0  672 3369  306  2 10 88
 1 0 0 9560980 6401288 1565 14596 0 0 0 0 0 6  0  0  0  510 11792 522 16 17 67
 0 0 0 9555788 6397288 80 1960 0 0 0  0  0  0  0  0  0  385 1447  150 18  6 75
 0 0 0 9527044 6388680 77 5118 0 0 0  0  0  9  0  0  0  687 1565  249 25  4 71
 0 0 0 9421404 6292732 134 5891 0 0 0 0  0  0  0  0  0  396 2179  250 25 10 65
 0 0 0 9421500 6292808 134 3635 0 0 0 0  0  0  0  0  0  404 2202  245 26  9 65
 0 0 0 9421892 6296152 58 1350 0 0 0  0  0  0  0  0  0  372 1305  147 25  5 70
 0 0 0 9421844 6299672 77 2277 0 0 0  0  0  0  0  0  0  383 1579  192 25  4 70
 0 0 0 9211116 6183876 171 13877 0 0 0 0 0  0  0  0  0  411 2217  255 24 11 65
 0 0 0 9157724 6094068 134 3632 0 0 0 0  0  2  0  0  0  463 2223  283 26  9 65
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 9157880 6094032 12 169 0 0  0  0  0  0  0  0  0  381  851   91 25  4 71
 0 0 0 9158104 6094144 122 3458 0 0 0 0  0  0  0  0  0  565 2149  291 26  6 69
 0 0 0 9157948 6136204 142 3734 0 0 0 0  0  0  0  0  0  406 2351  254 24 10 66
 0 0 0 9563092 6409320 138 3631 0 0 0 0  0  0  0  0  0  376 2197  245  1  9 91
 0 0 0 9563244 6409352 45 858 0 0  0  0  0  0  0  0  0  364 3218   99  2  3 95
 2 0 0 9558052 6399612 1782 16431 0 0 0 0 0 19 0  0  0  828 14157 850 22 15 62
 0 0 0 9561428 6397324 929 10414 0 0 0 0 0  1  0  0  0  408 7825  366  6 12 82
 0 0 0 8335872 5346132 155 4071 0 0 0 0  0  5  0  0  0  455 2562  289 16 16 68
 0 0 0 8027040 4871052 12 99 0  0  0  0  0  0  0  0  0  359  839   94 25  2 73
 0 0 0 8026992 4876220 121 3537 0 0 0 0  0  0  0  0  0  408 2104  244 26  7 67
 0 0 0 8026748 4876868 141 3633 0 0 0 0  0  0  0  0  0  439 2253  251 26 10 64
 0 0 0 8026828 4876880 133 3627 0 0 0 0  0  5  0  0  0  985 2255  314 26 10 65
 0 0 0 8027140 4876832 12 99 0  0  0  0  0  0  0  0  0  359  753   89 25  0 75
 0 0 0 8026900 4876788 121 3534 0 0 0 0  0  0  0  0  0  405 2118  245 26  9 65
 0 0 0 8026676 4876764 133 3629 0 0 0 0  0  0  0  0  0  403 2159  258 26 10 65
 0 0 0 8026672 4876788 62 1367 0 0 0  0  0  0  0  0  0  380 1367  152 25  8 67
 0 0 0 8027116 4876812 80 2266 0 0 0  0  0  0  0  0  0  399 1464  190 25  2 73
 0 0 0 8026728 4876792 134 3629 0 0 0 0  0  2  0  0  0  466 2164  296 26  9 65
 0 0 0 8026952 4876824 134 3634 0 0 0 0  0  0  0  0  0  390 2181  252 26  9 65
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 8026764 4876656 56 1349 0 0 0  0  0  0  0  0  0  398 1327  144 25  6 69
 0 0 0 8027004 4876700 77 2284 0 0 0  0  0  0  0  0  0  405 1553  192 25  4 71
 0 0 0 8026560 4876652 135 3634 0 0 0 0  0  0  0  0  0  397 2159  257 26 11 63
