 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 10116176 6970508 31 932 0 0 0  0  5  1  0  0  0  387  580  149  4  2 95
 0 0 0 9311120 6154968 135 3982 0 0 0 0  0  2  0  0  0  453 2612  287  1  9 91
 0 0 0 9310928 6154748 123 3610 0 0 0 0  0  0  0  0  0  376 2193  245  1  9 91
 0 0 0 9310704 6154676 123 3612 0 0 0 0  0  0  0  0  0  385 2202  244  1  8 91
 0 0 0 9311144 6154812 12 99 0  0  0  0  0  0  0  0  0  368  769   96  0  0 99
 0 0 0 9310924 6154776 111 3510 0 0 0 0  0  0  0  0  0  391 2109  248  1  8 91
 0 0 0 9310900 6154744 126 3627 0 0 0 0  0  0  0  0  0  391 2158  251  1  9 91
 0 0 0 9310696 6154752 129 3617 0 0 0 0  0  2  0  0  0  415 2155  280  1  8 91
 0 0 0 9311136 6154820 12 98 0  0  0  0  0  0  0  0  0  369  730   98  0  0 99
 0 0 0 9310908 6154788 110 3529 0 0 0 0  0  0  0  0  0  377 2136  241  1  8 91
 0 0 0 9310872 6154708 123 3625 0 0 0 0  0  0  0  0  0  388 2216  252  1  9 91
 0 0 0 9310668 6154652 123 3607 0 0 0 0  0  0  0  0  0  382 2172  247  1  9 91
 0 0 0 9311112 6154840 16 99 0  0  0  0  0  0  0  0  0  375  758  103  0  1 99
 0 0 0 9310976 6154828 117 3518 0 0 0 0  0  2  0  0  0  415 2151  282  1  8 91
 0 0 0 9310872 6154708 123 3606 0 0 0 0  0  0  0  0  0  394 2189  246  1  8 91
 0 0 0 9310668 6154656 123 3611 0 0 0 0  0  0  0  0  0  378 2298  290  1  9 91
 0 0 0 9311112 6154796 12 98 0  0  0  0  0  0  0  0  0  374  779   99  0  1 99
 0 0 0 9311036 6154868 111 3521 0 0 0 0  0  0  0  0  0  393 2131  248  1  8 91
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 9310852 6154704 126 3610 0 0 0 0  0  0  0  0  0  398 2218  250  1  9 91
