Time Temp Temp Temp Ambient_Temp Temp Ambient_Temp Ambient_Temp Planar_Temp IOH_THERMTRIP CPU_Temp_Interf Temp Temp Temp FAN_MOD_1A_RPM FAN_MOD_2A_RPM FAN_MOD_3A_RPM FAN_MOD_4A_RPM FAN_MOD_5A_RPM FAN_MOD_6A_RPM FAN_MOD_1B_RPM FAN_MOD_2B_RPM FAN_MOD_3B_RPM FAN_MOD_4B_RPM FAN_MOD_5B_RPM FAN_MOD_6B_RPM Fan_Redundancy et
0 -58 -61 37 28 34 26 14 38 5Dh 76h 27 28 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
5 -56 -60 37 29 35 26 14 38 5Dh 76h 27 28 44 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 9
10 -58 -57 37 29 35 26 14 38 5Dh 76h 27 29 44 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
15 -57 -59 37 28 35 26 14 38 5Dh 76h 27 29 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 10
20 -57 -59 37 28 35 26 14 38 5Dh 76h 27 29 44 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 10
25 -54 -60 37 29 35 26 14 38 5Dh 76h 27 29 45 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
30 -53 -61 37 28 35 26 14 38 5Dh 76h 27 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 10
35 -54 -60 37 28 35 26 14 38 5Dh 76h 28 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
40 -57 -58 37 28 35 26 14 38 5Dh 76h 28 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 10
45 -58 -58 37 29 35 26 14 38 5Dh 76h 27 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
50 -58 -58 37 29 35 26 14 38 5Dh 76h 27 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
55 -56 -59 37 29 35 26 14 38 5Dh 76h 27 29 45 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
60 -58 -58 37 29 35 26 14 38 5Dh 76h 27 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
65 -54 -60 37 29 35 26 14 38 5Dh 76h 27 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
70 -53 -60 37 28 35 26 14 38 5Dh 76h 28 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 5
75 -57 -58 37 28 35 26 14 38 5Dh 76h 27 29 45 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 9
80 -57 -58 37 28 35 26 14 38 5Dh 76h 28 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
85 -58 -58 37 29 35 26 14 38 5Dh 76h 27 29 45 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
90 -54 -60 37 28 35 26 14 38 5Dh 76h 27 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
95 -53 -60 37 29 35 26 14 38 5Dh 76h 28 29 45 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
100 -57 -58 37 28 35 26 14 38 5Dh 76h 28 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
105 -58 -58 37 29 35 26 14 38 5Dh 76h 27 29 45 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 9
110 -53 -60 37 28 35 26 14 38 5Dh 76h 28 29 45 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
115 -53 -60 37 28 35 26 14 38 5Dh 76h 28 29 45 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 5
120 -53 -60 37 29 35 26 14 38 5Dh 76h 28 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
125 -57 -58 37 28 35 26 14 38 5Dh 76h 28 29 45 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 9
130 -53 -60 37 29 35 26 14 38 5Dh 76h 28 29 45 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 9
135 -53 -60 37 29 35 26 14 38 5Dh 76h 28 29 45 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
140 -53 -60 37 28 35 26 14 38 5Dh 76h 28 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
145 -57 -58 37 28 35 26 14 38 5Dh 76h 28 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 9
150 -54 -60 37 29 35 26 14 38 5Dh 76h 28 30 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
155 -53 -60 37 28 35 26 14 38 5Dh 76h 28 29 45 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 5
160 -53 -61 37 28 35 26 14 38 5Dh 76h 28 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
