time,Temp0,Temp1,Planar_Temp,VRD_0_Temp,VRD_1_Temp,Fan_1,Fan_2A,Fan_2B,Fan_3A,Fan_3B,Fan_4A,Fan_4B,Fan_5A,Fan_5B,fsb,l2miss,fsb_scaled,l2miss_scaled,Watts,InputDCPwr,AllPwrExtBd,ProcPwrUnc,ProcPwr,disk_read_count,disk_write_count,disk_read_kbytes,disk_write_kbytes,disk_read_bytes,disk_write_bytes
0,27,29,25,19,20,3150,7650,5325,7500,5325,7575,5325,7950,5250,1.64E+07,4346,1.64E+01,0.04346,2344,1875.2,1406.4,70.32,70.32,0.4,0.4,19.8,3.3,19800,3300
5,26,29,25,19,20,3150,7575,5325,7500,5400,7575,5250,7950,5250,3.41E+06,3.13E+05,3.41E+00,3.1266,1489,1191.2,893.4,44.67,44.67,0,0,0,0,0,0
10,27,29,25,19,20,3150,7575,5325,7425,5400,7575,5250,7950,5250,1.38E+06,1.26E+06,1.38E+00,12.604,1493,1194.4,895.8,44.79,44.79,0,0,0,0,0,0
15,27,29,25,19,20,3150,7650,5325,7425,5400,7575,5250,7950,5250,5.21E+06,2.71E+05,5.21E+00,2.7076,1976,1580.8,1185.6,59.28,59.28,0,0,0,0,0,0
20,27,29,25,19,20,3150,7650,5325,7500,5400,7500,5250,7950,5250,9.71E+06,6.53E+05,9.71E+00,6.532,1422,1137.6,853.2,42.66,42.66,0,0,0,0,0,0
25,27,29,25,19,20,3150,7650,5325,7500,5325,7575,5250,7875,5250,3.36E+06,5.09E+05,3.36E+00,5.0907,1428,1142.4,856.8,42.84,42.84,0,12,0,36.3,0,36300
30,28,29,25,19,20,3150,7575,5325,7500,5325,7575,5325,7950,5250,1.66E+05,5.82E+05,1.66E-01,5.8169,1779,1423.2,1067.4,53.37,53.37,0,0,0,0,0,0
35,27,30,25,19,20,3150,7650,5250,7425,5400,7575,5325,7950,5250,8.11E+06,39418,8.11E+00,0.39418,1426,1140.8,855.6,42.78,42.78,0,0,0,0,0,0
40,27,30,25,19,20,3225,7650,5325,7425,5400,7575,5250,7950,5250,2.48E+07,35916,2.48E+01,0.35916,1432,1145.6,859.2,42.96,42.96,0,0,0,0,0,0
45,28,30,25,19,20,3150,7650,5250,7500,5325,7575,5325,7950,5250,7.95E+06,2.30E+05,7.95E+00,2.298,1525,1220,915,45.75,45.75,0,0,0,0,0,0
50,28,30,25,20,20,3150,7575,5325,7500,5400,7575,5250,7950,5250,5.47E+06,3.55E+05,5.47E+00,3.5526,1432,1145.6,859.2,42.96,42.96,0,0,0,0,0,0
55,28,30,25,20,20,3150,7575,5325,7425,5400,7575,5250,7950,5250,7.78E+06,45388,7.78E+00,0.45388,1433,1146.4,859.8,42.99,42.99,0,11,0,38.2,0,38200
60,28,30,25,20,20,3150,7650,5325,7500,5400,7575,5250,7950,5325,2.58E+07,12188,2.58E+01,0.12188,1434,1147.2,860.4,43.02,43.02,0,0,0,0,0,0
65,28,30,25,20,20,3225,7650,5325,7425,5325,7500,5325,7950,5250,2.06E+06,3.09E+05,2.06E+00,3.0917,1432,1145.6,859.2,42.96,42.96,0,0,0,0,0,0
70,28,30,25,20,20,3150,7575,5250,7425,5400,7575,5250,7950,5250,6.85E+06,1.17E+06,6.85E+00,11.729,1439,1151.2,863.4,43.17,43.17,0,0,0,0,0,0
75,28,30,25,20,20,3150,7575,5325,7500,5400,7575,5325,7950,5250,6.46E+06,2.08E+05,6.46E+00,2.0782,1431,1144.8,858.6,42.93,42.93,0,0,0,0,0,0
80,28,30,25,20,20,3150,7575,5325,7500,5400,7500,5250,7950,5250,9.80E+06,2.70E+05,9.80E+00,2.6984,1434,1147.2,860.4,43.02,43.02,0,0,0,0,0,0
85,28,30,25,20,20,3150,7650,5325,7500,5400,7500,5250,7950,5325,9.23E+05,5.10E+05,9.23E-01,5.095,1435,1148,861,43.05,43.05,0,11.4,0,40.7,0,40700
90,28,30,25,20,20,3150,7575,5325,7500,5325,7575,5250,7950,5250,6.90E+06,4.25E+05,6.90E+00,4.2458,1439,1151.2,863.4,43.17,43.17,0,0,0,0,0,0
95,28,31,25,20,20,3150,7575,5325,7425,5400,7575,5250,7950,5250,8.09E+06,30852,8.09E+00,0.30852,1432,1145.6,859.2,42.96,42.96,0,0,0,0,0,0
100,28,30,25,20,20,3150,7575,5325,7500,5400,7500,5250,7950,5250,1.27E+06,3.44E+05,1.27E+00,3.4408,1438,1150.4,862.8,43.14,43.14,0,0,0,0,0,0
105,28,30,25,20,20,3150,7650,5325,7425,5325,7575,5325,7950,5250,1.07E+06,6.16E+05,1.07E+00,6.1567,1433,1146.4,859.8,42.99,42.99,0,0,0,0,0,0
110,28,31,25,20,20,3150,7650,5325,7425,5325,7575,5250,7950,5250,5.67E+06,3.88E+05,5.67E+00,3.8808,1436,1148.8,861.6,43.08,43.08,0,0,0,0,0,0
115,28,30,25,20,20,3150,7575,5325,7425,5325,7575,5250,7950,5250,1.13E+07,56921,1.13E+01,0.56921,1430,1144,858,42.9,42.9,0,11.8,0,44,0,44000
120,28,30,25,20,20,3150,7650,5325,7425,5400,7500,5250,7950,5325,9.73E+06,4.95E+05,9.73E+00,4.9465,1436,1148.8,861.6,43.08,43.08,0,0,0,0,0,0
125,29,30,25,20,20,3150,7650,5325,7425,5400,7575,5250,7950,5250,4.84E+06,5.27E+05,4.84E+00,5.2666,1431,1144.8,858.6,42.93,42.93,0,0,0,0,0,0
130,29,30,25,20,20,3150,7650,5325,7425,5400,7575,5250,7950,5250,8.04E+06,3.47E+05,8.04E+00,3.466,1432,1145.6,859.2,42.96,42.96,0,0,0,0,0,0
135,28,30,25,20,20,3150,7575,5325,7425,5325,7575,5250,7950,5325,1.66E+07,24599,1.66E+01,0.24599,1432,1145.6,859.2,42.96,42.96,0,0,0,0,0,0
140,29,31,25,20,20,3150,7575,5325,7425,5400,7575,5325,7950,5250,9.52E+06,2.65E+05,9.52E+00,2.6482,1436,1148.8,861.6,43.08,43.08,0,0,0,0,0,0
145,28,30,25,20,21,3150,7650,5325,7500,5400,7575,5250,7950,5250,3.99E+05,4.14E+05,3.99E-01,4.1418,1438,1150.4,862.8,43.14,43.14,0,22,0,168,0,168000
150,28,31,25,20,21,3150,7650,5325,7425,5400,7500,5325,7950,5250,1.33E+07,4.04E+05,1.33E+01,4.0412,1444,1155.2,866.4,43.32,43.32,0,0,0,0,0,0
155,29,31,25,20,21,3150,7650,5325,7500,5325,7500,5325,7950,5250,8.22E+06,24145,8.22E+00,0.24145,1437,1149.6,862.2,43.11,43.11,0,0,0,0,0,0
160,29,31,25,20,21,3150,7575,5325,7500,5325,7500,5325,7950,5250,1.05E+07,2.98E+05,1.05E+01,2.9821,1438,1150.4,862.8,43.14,43.14,0,0,0,0,0,0
165,29,31,25,20,21,3150,7650,5325,7500,5400,7575,5250,7950,5250,3.52E+05,2.97E+05,3.52E-01,2.9685,1432,1145.6,859.2,42.96,42.96,0,0,0,0,0,0
170,29,31,25,20,21,3150,7575,5325,7500,5400,7500,5325,7875,5250,5.74E+06,4.35E+05,5.74E+00,4.3512,1432,1145.6,859.2,42.96,42.96,0,0,0,0,0,0
175,29,31,26,20,21,3150,7575,5325,7425,5325,7575,5325,7950,5250,9.64E+06,45061,9.64E+00,0.45061,1433,1146.4,859.8,42.99,42.99,0,11.2,0,49.2,0,49200
180,28,31,26,20,21,3150,7650,5325,7500,5325,7500,5250,7950,5250,8.85E+06,6.40E+05,8.85E+00,6.4015,1436,1148.8,861.6,43.08,43.08,0,0,0,0,0,0
185,29,31,26,20,21,3150,7575,5250,7500,5325,7500,5250,7950,5250,2.64E+06,5.89E+05,2.64E+00,5.8881,1429,1143.2,857.4,42.87,42.87,0,0,0,0,0,0
190,29,31,26,20,21,3150,7575,5325,7425,5400,7575,5250,7950,5250,8.10E+06,4.44E+05,8.10E+00,4.4389,1433,1146.4,859.8,42.99,42.99,0,0,0,0,0,0
195,28,31,26,20,21,3150,7650,5250,7500,5400,7500,5325,7950,5250,9.60E+06,14181,9.60E+00,0.14181,1429,1143.2,857.4,42.87,42.87,0,0,0,0,0,0
200,29,31,26,20,21,3150,7575,5250,7425,5400,7575,5250,7950,5250,1.80E+07,2.16E+05,1.80E+01,2.1648,1436,1148.8,861.6,43.08,43.08,0,0,0,0,0,0
205,29,31,26,20,21,3150,7575,5250,7500,5325,7575,5250,7950,5325,8.26E+05,3.27E+05,8.26E-01,3.2684,1450,1160,870,43.5,43.5,0,12.6,0,50.6,0,50600
