Time,ambienttemp,cpu0.dietemp,cpu0.memtemp,cpu1.dietemp,cpu1.memtemp,gbeth.temp,hddbp.temp,sp.temp,fan1.tach,fan2.tach,fan3.tach,fan4.tach,fan5.tach,fan6.tach
0,18.600,39,27,37.800,30.600,37.800,21,37.200,10020,10260,10440,9600,10920,10740
5,18.600,39,27,37.800,30.600,37.800,21,37.200,10020,10260,10440,9600,10920,10740
10,18.600,39,27,37.800,30.600,37.800,21,37.200,10020,10200,10380,9660,10920,10740
15,18.600,39,27,37.800,30.600,37.800,21,37.200,10020,10200,10380,9660,10920,10740
20,19.200,39,27,37.800,30.600,37.800,21,37.200,10020,10260,10380,9660,10860,10740
25,19.200,39,27,37.800,30.600,37.800,21,37.200,10020,10260,10380,9660,10860,10740
30,18.600,39,27,37.200,30.600,37.800,21,37.200,10020,10260,10380,9600,10860,10740
35,18.600,39,27,37.200,30.600,37.800,21,37.200,10020,10260,10380,9600,10860,10740
40,18.600,39,27,37.800,30,37.800,21,37.200,10020,10200,10440,9660,10920,10740
45,18.600,39,27,37.800,30.600,37.800,21,37.200,10020,10200,10440,9660,10920,10740
50,18.600,39,27,37.800,30.600,37.800,21,37.200,10020,10200,10440,9660,10920,10740
55,18.600,39,27,37.200,30.600,37.800,21,37.200,10020,10200,10440,9660,10920,10740
60,18.600,39,27,37.200,30.600,37.800,21,37.200,10020,10260,10440,9660,10920,10740
65,18.600,27,37.800,30.600,37.800,21,37.200,10020,10260,10440,9660,10920,10740
70,19.200,39,27,37.800,30.600,37.800,21,37.200,10020,10260,10440,9600,10920,10740
75,19.200,39,27,37.200,30.600,37.800,21,37.200,10020,10260,10440,9600,10920,10740
80,19.200,39,27,37.200,30.600,37.800,21,37.200,10020,10260,10440,9600,10920,10740
85,18.600,39,27,37.800,30.600,37.800,21,37.200,10020,10260,10440,9600,10920,10740
90,18.600,39,27,37.800,30.600,37.800,21,37.200,9960,10200,10440,9660,10920,10740
95,18.600,39,27,37.200,30.600,37.800,21,37.200,9960,10200,10440,9660,10920,10740
100,18.600,39,27,37.200,30.600,37.800,21,37.200,10020,10200,10440,9660,10920,10740
105,18.600,39,27,37.800,30.600,37.800,21,37.200,10020,10200,10440,9660,10920,10740
110,18.600,39,27,37.800,30.600,37.800,21,37.200,10020,10260,10380,9600,10860,10740
115,18.600,39,27,37.200,30.600,37.800,21,37.200,10020,10260,10380,9600,10860,10740
120,18.600,39,27,37.200,30.600,37.800,21,37.200,10020,10200,10380,9660,10920,10800
125,18.600,39,27,37.200,30.600,37.800,21,37.200,10020,10200,10380,9660,10920,10800
130,18.600,39,27,37.200,30.600,37.800,21,37.200,10020,10260,10440,9600,10920,10740
135,18.600,39,27,37.800,30.600,37.800,21,37.200,10020,10260,10440,9600,10920,10740
140,19.200,39,27,37.800,30.600,37.800,21,37.200,10020,10260,10380,9660,10920,10740
145,19.200,39,27,37.800,30.600,37.800,21,37.200,10020,10260,10380,9660,10920,10740
150,19.200,39,27,37.800,30.600,37.800,21,37.200,10020,10260,10380,9660,10860,10740
155,18.600,39,27,37.800,30.600,37.800,21,37.200,10020,10260,10380,9660,10860,10740
160,19.200,39,27,37.800,30.600,37.800,21,37.200,10020,10260,10380,9660,10860,10740
165,19.200,39,27,37.800,30.600,37.800,21,37.200,10020,10260,10380,9660,10860,10740
170,18.600,39,27,37.800,30.600,37.800,21,37.200,10020,10200,10380,9660,10920,10740
175,19.200,39,27,37.200,30.600,37.800,21,37.200,10020,10200,10380,9660,10920,10740
180,19.200,39.600,27,37.200,30.600,37.800,21,37.200,10020,10260,10380,9660,10860,10740
185,18.600,39.600,27,37.800,30.600,37.800,21,37.200,10020,10260,10380,9660,10860,10740
190,18.600,39.600,27,37.800,30.600,37.800,21,37.200,10020,10260,10440,9660,10920,10740
195,18.600,39.600,27,37.800,30.600,37.800,21,37.200,10020,10260,10440,9660,10920,10740
200,19.800,39.600,27,37.800,30.600,37.800,21,37.200,10020,10260,10440,9660,10920,10740
205,18.600,39.600,27,37.800,30.600,37.800,21,37.200,10020,10260,10440,9660,10920,10740
210,18.600,39.600,27,37.800,30.600,37.800,21,37.200,10020,10260,10440,9600,10920,10800
215,18.600,39.600,27,37.800,30.600,37.800,21,37.200,10020,10260,10440,9600,10920,10800
220,19.800,40.200,27,37.800,30.600,37.800,21,37.200,10020,10260,10440,9660,10920,10740
225,19.200,40.200,27,37.800,30.600,37.800,21,37.200,10020,10260,10440,9660,10920,10740
230,19.200,39.600,27,37.800,30.600,37.800,21,37.200,10020,10260,10440,9600,10860,10740
235,19.800,39.600,27,38.400,30.600,37.800,21,37.200,10020,10260,10440,9600,10860,10740
240,18.600,40.200,27,38.400,30.600,37.800,21,37.200,10020,10200,10440,9660,10920,10740
245,18.600,40.200,27.600,40.200,30.600,37.800,21,37.200,10020,10200,10440,9660,10920,10740
250,19.200,40.200,27.600,40.200,30.600,37.800,21,37.200,10080,10260,10440,9660,10860,10740
255,19.200,40.200,27,40.800,31.200,37.800,21,37.200,10080,10260,10440,9660,10860,10740
260,19.200,40.800,27,40.800,31.200,37.800,21,37.200,10020,10200,10380,9660,10860,10740
265,19.800,40.800,27.600,40.800,31.200,37.800,21,37.200,10020,10200,10380,9660,10860,10740
270,19.800,40.200,27.600,40.800,31.200,37.800,21,37.200,10020,10260,10380,9660,10920,10740
275,19.800,40.200,27.600,40.800,31.200,37.800,21,37.200,10020,10260,10380,9660,10920,10740
280,19.200,40.200,27.600,40.800,31.200,37.800,21,37.200,10080,10200,10440,9600,10920,10740
285,19.800,40.200,27.600,40.800,31.800,37.800,21,37.200,10080,10200,10440,9600,10920,10740
290,19.800,40.800,27.600,40.800,31.800,37.800,21,37.200,10020,10260,10380,9600,10920,10740
295,19.800,40.800,27.600,40.800,31.800,37.800,21,37.200,10020,10260,10380,9600,10920,10740
300,19.800,40.800,27.600,40.800,31.800,37.800,21,37.200,10080,10260,10440,9660,10860,10740
305,19.800,40.800,27.600,40.200,31.800,37.800,21,37.200,10080,10260,10440,9660,10860,10740
310,19.200,40.800,27.600,40.200,31.800,37.800,21,37.200,10020,10260,10440,9660,10860,10740
315,19.200,40.800,27.600,41.400,31.800,37.800,21,37.200,10020,10260,10440,9660,10860,10740
320,19.200,40.800,27.600,41.400,31.800,37.800,21,37.200,10020,10260,10440,9660,10920,10740
325,18.600,40.800,27.600,40.800,32.400,37.800,21,37.200,10020,10260,10440,9660,10920,10740
330,19.800,40.800,27.600,40.800,32.400,37.800,21,37.200,10020,10320,10500,9660,10860,10740
335,19.800,40.800,27.600,41.400,32.400,39,21,37.200,10020,10320,10500,9660,10860,10740
340,19.200,40.200,27.600,41.400,32.400,39,21,37.200,10080,10260,10440,9660,10860,10740
345,19.200,40.200,27.600,41.400,32.400,37.800,21,37.200,10080,10260,10440,9660,10860,10740
350,19.200,40.200,27.600,41.400,32.400,37.800,21,37.200,10080,10260,10440,9600,10920,10740
355,18.600,40.200,27.600,40.800,33,39,21,37.200,10080,10260,10440,9600,10920,10740
360,19.800,40.200,27.600,40.800,33,39,21,37.200,10020,10260,10440,9660,10920,10740
365,19.800,40.200,27.600,42,33,39,22.200,37.200,10020,10260,10440,9660,10920,10740
370,19.800,40.200,27.600,42,33,39,22.200,37.200,10020,10260,10500,9660,10920,10740
375,19.200,40.200,27.600,42,33,39,22.200,37.200,10020,10260,10500,9660,10920,10740
380,18.600,40.200,27.600,42,33,39,22.200,37.200,10020,10260,10440,9660,10860,10740
385,18.600,40.200,27.600,42,33,39,22.200,37.200,10020,10260,10440,9660,10860,10740
390,18.600,40.200,27.600,42,33,39,22.200,37.200,10020,10260,10440,9660,10920,10740
395,18.600,40.200,27.600,42,33,39,21,37.200,10020,10260,10440,9660,10920,10740
400,18.600,40.200,27.600,42,33,39,21,37.200,10080,10260,10440,9660,10920,10740
405,19.200,40.200,27.600,41.400,33,39,21,37.800,10080,10260,10440,9660,10920,10740
410,19.200,40.200,27.600,41.400,33,39,21,37.800,10080,10260,10440,9720,10920,10740
415,19.200,40.200,27.600,40.800,33,39,21,37.800,10080,10260,10440,9720,10920,10740
420,18.600,40.200,27.600,40.800,33,39,21,37.800,10080,10320,10440,9660,10860,10740
425,18.600,40.200,27.600,42,33.600,39,21,37.800,10080,10320,10440,9660,10860,10740
430,18.600,40.800,27.600,42,33.600,39,21,37.800,10080,10260,10440,9660,10920,10740
435,19.200,40.800,27.600,40.800,33.600,39,21,37.800,10080,10260,10440,9660,10920,10740
440,18.600,40.200,27.600,40.800,33.600,39,21,37.800,10020,10260,10440,9660,10920,10740
445,18.600,40.200,27.600,41.400,33.600,39,21,37.800,10020,10260,10440,9660,10920,10740
450,19.200,40.200,27.600,41.400,33.600,39,21,37.800,10020,10260,10440,9660,10860,10740
455,18.600,40.200,27.600,40.800,33.600,39,21,37.800,10020,10260,10440,9660,10860,10740
460,18.600,40.200,27.600,40.800,33.600,39,21,37.800,10080,10260,10440,9660,10920,10740
465,18.600,40.200,27.600,42,33.600,39,21,37.800,10080,10260,10440,9660,10920,10740
470,18.600,40.200,27.600,42,33.600,39,21,37.800,10080,10260,10500,9660,10860,10740
475,18.600,40.200,27.600,41.400,33.600,40.200,21,37.800,10080,10260,10500,9660,10860,10740
480,18.600,40.200,27.600,41.400,33.600,40.200,21,37.800,10080,10260,10500,9660,10920,10740
485,18.600,40.200,27.600,42,33.600,40.200,21,37.800,10080,10260,10500,9660,10920,10740
490,18,40.200,27.600,42,33.600,40.200,21,37.800,10080,10260,10500,9660,10860,10740
495,18,40.200,27.600,42,33.600,40.200,21,37.800,10080,10260,10500,9660,10860,10740
500,18.600,40.200,27.600,42,33.600,40.200,21,37.800,10020,10260,10440,9660,10860,10740
505,18.600,40.200,27.600,40.800,33.600,40.200,21,37.800,10020,10260,10440,9660,10860,10740
510,18.600,40.200,27.600,40.800,33.600,40.200,21,37.800,10080,10260,10440,9660,10860,10740
515,18,40.200,27.600,42,33.600,39,21,37.800,10080,10260,10440,9660,10860,10740
520,18.600,40.800,27.600,42,33.600,39,21,37.800,10140,10260,10440,9600,10860,10740
525,18.600,40.800,27.600,42,33.600,40.200,21,37.800,10140,10260,10440,9600,10860,10740
530,18.600,40.800,27.600,42,33.600,40.200,21,37.800,10080,10320,10440,9660,10860,10740
535,18,40.800,27.600,42,33.600,39,21,37.800,10080,10320,10440,9660,10860,10740
540,18,39.600,27.600,42,33.600,39,21,37.800,10080,10260,10500,9660,10860,10740
545,18.600,39.600,27.600,42,33.600,40.200,21,37.800,10080,10260,10500,9660,10860,10740
550,18.600,40.200,27.600,42,33.600,40.200,21,37.800,10080,10260,10500,9660,10920,10740
555,18.600,40.200,27.600,42,33.600,40.200,21,37.800,10080,10260,10500,9660,10920,10740
560,18.600,40.800,27.600,42,33.600,40.200,21,37.800,10080,10260,10440,9660,10920,10740
565,18.600,40.800,27.600,41.400,33.600,40.200,21,37.800,10080,10260,10440,9660,10920,10740
570,18.600,40.200,27.600,41.400,33.600,40.200,21,37.800,10080,10260,10440,9660,10860,10740
575,18,40.200,27.600,42,33.600,40.200,21,37.800,10020,10260,10440,9660,10860,10740
580,18.600,40.200,27.600,42,33.600,40.200,21,37.800,10020,10260,10440,9660,10860,10740
585,18,40.200,27.600,42,33.600,40.200,21,37.800,10080,10260,10440,9660,10860,10740
590,18,39.600,27.600,42,33.600,40.200,21,37.800,10080,10260,10500,9660,10860,10740
595,18.600,39.600,27.600,40.800,33.600,40.200,21,37.800,10020,10260,10500,9660,10860,10740
600,18,39.600,27.600,40.800,33.600,40.200,21,37.800,10020,10260,10500,9600,10860,10740
605,18,39.600,27.600,40.800,33.600,40.200,21,37.800,10080,10260,10500,9600,10860,10740
610,18,40.200,27.600,40.800,33.600,40.200,21,37.800,10080,10260,10440,9720,10860,10740
615,18,40.200,27.600,40.800,33.600,40.200,21,37.800,10080,10260,10440,9720,10860,10740
620,18,39.600,27.600,40.800,33.600,40.200,21,37.800,10080,10200,10440,9660,10860,10740
625,18,39.600,27.600,40.800,33.600,39,21,37.800,10020,10200,10440,9660,10860,10740
630,18,39.600,27.600,40.800,33.600,39,21,37.800,10020,10320,10440,9660,10920,10740
635,18.600,39.600,27.600,40.800,33.600,40.200,21,37.800,10020,10320,10440,9660,10920,10740
640,18.600,40.200,27.600,40.800,33.600,40.200,21,37.800,10020,10260,10440,9600,10860,10740
645,18.600,40.200,27.600,42,33.600,40.200,21,37.800,10020,10260,10440,9600,10860,10740
650,18,39.600,27.600,42,33.600,40.200,21,37.800,10020,10260,10500,9660,10860,10740
655,18,39.600,27.600,41.400,34.200,40.200,21,37.800,10080,10260,10500,9660,10860,10740
660,18.600,39.600,27.600,41.400,34.200,40.200,21,37.800,10080,10260,10440,9660,10860,10740
665,18.600,39.600,27.600,42,33.600,40.200,21,37.800,10080,10260,10440,9660,10860,10740
670,18.600,39.600,27.600,42,33.600,40.200,21,37.800,10080,10260,10440,9660,10920,10740
675,18.600,39.600,27.600,41.400,33.600,40.200,21,37.800,10080,10260,10440,9660,10920,10740
680,18.600,39.600,27.600,41.400,33.600,40.200,21,37.800,10080,10260,10440,9660,10860,10740
685,18.600,39.600,27.600,41.400,33.600,40.200,21,37.800,10080,10260,10440,9660,10860,10740
690,18.600,39.600,27.600,41.400,33.600,40.200,21,37.800,10080,10260,10440,9660,10920,10740
695,18,39.600,27,42,33.600,40.200,21,37.800,10080,10260,10440,9660,10920,10740
700,18.600,39.600,27,42,33.600,40.200,21,37.800,10080,10260,10440,9660,10920,10740
705,18.600,39.600,27.600,40.800,34.200,40.200,21,37.800,10080,10260,10440,9660,10920,10740
710,18,39.600,27.600,40.800,34.200,40.200,21,37.800,10080,10320,10440,9660,10920,10740
715,18.600,39.600,27,41.400,33.600,40.200,21,37.800,10080,10320,10440,9660,10920,10740
720,18.600,40.200,27,41.400,33.600,40.200,21,37.800,10080,10320,10440,9660,10920,10740
725,18.600,40.200,27.600,42,33.600,40.200,21,37.800,10080,10320,10440,9660,10920,10740
730,18.600,39.600,27.600,42,33.600,40.200,21,37.800,10080,10260,10440,9660,10920,10680
735,18.600,39.600,27,42,33.600,40.200,21,37.800,10080,10260,10440,9660,10920,10680
740,18,39.600,27,42,33.600,40.200,21,37.800,10080,10260,10440,9660,10920,10740
745,18.600,39.600,27.600,42,33.600,40.200,21,37.800,10020,10260,10440,9660,10920,10740
