 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 9004284 5917152 116 2078 0 0 0 0  4  3 -0  0  0  699 1605  267 24  3 73
 0 0 0 9387560 6247460 150 2547 0 0 0 0  0  0  0  0  0  677 2103  254  0  4 96
 0 0 0 9387068 6247160 142 2163 0 0 0 0  0  0  0  0  0  573 1696  266  0  4 96
 0 0 0 9387364 6247292 129 2158 0 0 0 0  0  0  0  0  0  576 1674  256  0  4 96
 1 0 0 9387112 6247204 129 2156 0 0 0 0  0  0  0  0  0  564 1688  258  0  4 96
 0 0 0 9387056 6247276 134 2159 0 0 0 0  0  2  0  0  0  614 1679  310  0  4 96
 0 0 0 9387324 6247396 128 2156 0 0 0 0  0  0  0  0  0  575 1685  259  0  4 96
 0 0 0 9387076 6247292 129 2158 0 0 0 0  0  0  0  0  0  579 1669  250  0  4 96
 0 0 0 9387032 6247536 95 1187 0 0 0  0  0  0  0  0  0  523 1257  224  0  2 98
 1 0 0 9387324 6247384 52 978 0 0  0  0  0  0  0  0  0  487 1092  208  0  1 98
 0 0 0 9387320 6247380 129 2158 0 0 0 0  0  0  0  0  0  580 1684  258  0  4 96
 0 0 0 9387044 6247264 129 2160 0 0 0 0  0  2  0  0  0  624 1674  305  0  4 96
 1 0 0 9386884 6247112 129 2157 0 0 0 0  0  0  0  0  0  588 1688  281  0  4 96
 1 0 0 9387296 6247356 129 2158 0 0 0 0  0  0  0  0  0  589 1673  258  0  4 96
 1 0 0 9387044 6247448 147 2165 0 0 0 0  0  0  0  0  0  577 1702  272  0  4 96
 1 0 0 9387004 6247232 129 2158 0 0 0 0  0  0  0  0  0  588 1672  261  0  4 96
 0 0 0 9387300 6247360 129 2158 0 0 0 0  0  0  0  0  0  581 1687  258  0  4 96
 0 0 0 9387020 6247312 17 99 0  0  0  0  0  2  0  0  0  493  753  219  0  1 99
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 9387272 6247332 117 2062 0 0 0 0  0  0  0  0  0  574 1599  256  0  3 97
 0 0 0 9386980 6247208 129 2158 0 0 0 0  0  0  0  0  0  578 1673  256  0  4 96
 0 0 0 9387276 6247396 147 2164 0 0 0 0  0  0  0  0  0  574 1687  260  0  4 96
 0 0 0 9387000 6247220 129 2157 0 0 0 0  0  0  0  0  0  584 1673  255  0  4 96
 0 0 0 9386960 6247188 129 2159 0 0 0 0  0  0  0  0  0  580 1773  304  0  4 96
 0 0 0 9387240 6247340 134 2157 0 0 0 0  0  2  0  0  0  639 1676  301  0  4 96
 0 0 0 9386912 6247128 129 2158 0 0 0 0  0  0  0  0  0  589 1685  279  0  4 96
 0 0 0 9386924 6247152 77 1180 0 0 0  0  0  0  0  0  0  515 1265  211  0  3 97
 0 0 0 9387212 6247316 59 983 0 0  0  0  0  0  0  0  0  510 1094  220  0  1 99
 0 0 0 9387216 6247276 131 2158 0 0 0 0  0  0  0  0  0  575 1674  257  0  4 96
 0 0 0 9386960 6247180 129 2160 0 0 0 0  0  0  0  0  0  579 1684  255  0  4 96
 0 0 0 9386892 6247132 134 2156 0 0 0 0  0  2  0  0  0  609 1672  305  0  4 96
 1 0 0 9387188 6247248 129 2158 0 0 0 0  0  0  0  0  0  574 1682  255  0  4 96
 0 0 0 9386936 6247156 129 2159 0 0 0 0  0  0  0  0  0  579 1673  259  0  4 96
 0 0 0 9386896 6247332 147 2165 0 0 0 0  0  0  0  0  0  578 1691  265  0  4 96
 0 0 0 9387188 6247248 128 2158 0 0 0 0  0  0  0  0  0  578 1675  256  0  4 96
 0 0 0 9386932 6247152 12 98 0  0  0  0  0  0  0  0  0  442  795  175  0  1 99
 1 0 0 9387192 6247324 117 2059 0 0 0 0  0  2  0  0  0  617 1578  313  0  3 97
 0 0 0 9386776 6247004 133 2160 0 0 0 0  0  0  0  0  0  599 1685  274  0  4 96
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 1 0 0 9387188 6247248 129 2160 0 0 0 0  0  0  0  0  0  569 1673  264  0  4 96
 1 0 0 9386932 6247272 147 2169 0 0 0 0  0  0  0  0  0  605 1697  271  0  4 96
 0 0 0 9386896 6247124 129 2161 0 0 0 0  0  0  0  0  0  586 1673  261  0  4 96
 0 0 0 9387168 6247240 129 2161 0 0 0 0  0  0  0  0  0  569 1684  250  0  4 96
 0 0 0 9386908 6247176 134 2163 0 0 0 0  0  2  0  0  0  603 1676  301  0  4 96
 0 0 0 9386868 6247096 77 1183 0 0 0  0  0  0  0  0  0  504 1288  217  0  3 97
 0 0 0 9387168 6247228 52 980 0 0  0  0  0  0  0  0  0  494 1060  211  0  1 99
 0 0 0 9387168 6247260 145 2170 0 0 0 0  0  0  0  0  0  591 1686  265  0  4 96
 0 0 0 9386908 6247136 131 2164 0 0 0 0  0  0  0  0  0  573 1672  254  0  4 96
