 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 10192652 7130488 80 1853 0 0 0 0 21  2  7  0  0  433 1203  207  8  4 87
 0 0 0 9895444 6751308 183 4278 0 0 0 0  0  0  0  0  0  446 2713  260  1 10 89
 0 0 0 9895480 6751296 171 4083 0 0 0 0  0  0  0  0  0  406 2370  273  1 10 89
 0 0 0 9895448 6751212 125 3308 0 0 0 0  0  0  0  0  0  399 1946  241  1  5 94
 0 0 0 9895244 6751160 170 3925 0 0 0 0  0  0  0  0  0  405 2353  261  1 10 89
 0 0 0 9895488 6751284 153 3759 0 0 0 0  0  0  0  0  0  405 2259  263  1 10 89
 0 0 0 9895440 6751204 135 3615 0 0 0 0  0  2  0  0  0  431 2155  335  1  5 94
 0 0 0 9895236 6751152 175 3929 0 0 0 0  0  0  0  0  0  398 2348  255  1 10 89
 0 0 0 9895440 6751276 159 3765 0 0 0 0  0  0  0  0  0  572 2278  261  1 10 89
 0 0 0 9895436 6751200 136 3612 0 0 0 0  0  0  0  0  0  400 2071  255  1  5 94
 0 0 0 9895232 6751144 170 3923 0 0 0 0  0  0  0  0  0  406 2357  261  1 10 89
 0 0 0 9895436 6751244 153 3769 0 0 0 0  0  0  0  0  0  405 2275  259  1 10 89
 0 0 0 9895408 6751184 136 3629 0 0 0 0  0  2  0  0  0  406 2103  291  1  6 94
 0 0 0 9895204 6751116 175 3920 0 0 0 0  0  0  0  0  0  407 2362  259  1 10 90
 0 0 0 9895308 6751232 159 3769 0 0 0 0  0  0  0  0  0  408 2286  259  1 10 89
 0 0 0 9895404 6751168 135 3619 0 0 0 0  0  0  0  0  0  405 2106  257  1  6 94
 0 0 0 9895200 6751116 170 3922 0 0 0 0  0  0  0  0  0  410 2368  263  1  9 90
 0 0 0 9895444 6751240 153 3779 0 0 0 0  0  0  0  0  0  398 2279  262  1 10 89
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
